Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,ndwi_mean,ndwi_min,ndwi_max,dia
46,2020-12-12,10,0.410309743230993,0.2310756972111553,0.7269960196675251,0.0018794342437922,-0.2075471698113207,0.3192537838789159,1.0588400804999727,0.516008537886873,1.5238095238095235,0.4405003648188245,0.3220689655172414,0.6164803857111549,1.2971007343494616,0.4047012505789717,3.4937481826112244,-0.4405003648188245,-0.6164803857111549,-0.3220689655172414,0
45,2020-12-22,10,0.2322984224416671,0.0953380932381352,0.3997113997113997,-0.0624755035758167,-0.2928838951310861,0.2331804281345565,1.1434173901633888,0.6218226906385617,1.8283898305084745,0.3309839733355396,0.1050767414403778,0.4139807450816241,1.0514487440983893,-342.72727272727275,611.4285714285714,-0.3309839733355396,-0.4139807450816241,-0.1050767414403778,10
59,2020-12-27,10,0.2287155681097652,0.2036563071297989,0.2681105302464526,-0.1459304040934853,-0.2001110956811554,-0.0298620585114445,1.3426957326979845,1.0615625,1.5003472222222225,0.3993693853032448,0.3715617715617715,0.4333057166528583,0.3809254571689164,0.3328950513985178,0.4788361722348125,-0.3993693853032448,-0.4333057166528583,-0.3715617715617715,15
58,2021-01-01,10,0.2052775600987076,0.0931358587297066,0.3494860499265785,0.0375786799941273,-0.0716911764705882,0.1390067382081357,0.9302470481608504,0.7559158632778264,1.1544554455445544,0.2376437378017596,0.1326751745725981,0.388235294117647,3.0679075615404496,-328.5,3530.0,-0.2376437378017596,-0.388235294117647,-0.1326751745725981,20
56,2021-01-06,10,0.2044613245212501,0.1699636657246669,0.2899795501022494,-0.1408770410771347,-0.214366515837104,-0.0517448856799037,1.329008942660111,1.1091370558375635,1.5457163426925846,0.382865812405582,0.3485078401618614,0.4271099744245524,0.3330155266912616,0.2750735053903952,0.5302123840861501,-0.382865812405582,-0.4271099744245524,-0.3485078401618614,25
57,2021-01-16,10,0.2053629353505758,0.1751412429378531,0.2613538988860325,-0.0791109508900231,-0.1451921404973048,0.0205792682926829,1.172625394900974,0.9596713965646004,1.339707078925956,0.3420377837856903,0.3101673101673101,0.3846863468634686,0.398101877142232,0.3281911675741077,0.5340605062770117,-0.3420377837856903,-0.3846863468634686,-0.3101673101673101,35
55,2021-01-26,10,0.2119988623200235,0.171665603063178,0.3131081854607899,-0.2635221117972791,-0.3222902412675549,-0.1564678543764523,1.717113477750487,1.3709825528007349,1.951115834218916,0.3476007245806813,0.3110647181628392,0.394518016630736,0.3887849363101787,0.2948358505923849,0.635307781649245,-0.3476007245806813,-0.394518016630736,-0.3110647181628392,45
54,2021-01-31,10,0.2210780170665172,0.1726535341830822,0.3510815307820299,-0.2615476100129773,-0.3133201509976631,-0.1472988729109988,1.7100283176424829,1.3454876937101186,1.912565445026178,0.3458322284005356,0.3013333333333333,0.4218796323747406,0.4487839435066859,0.3233733045016709,0.8324566017885324,-0.3458322284005356,-0.4218796323747406,-0.3013333333333333,50
68,2021-02-05,10,0.2405252475401958,0.1849427168576104,0.3184878301398239,-0.2224708835154017,-0.2701499917586946,-0.1157365871164543,1.5741171825378142,1.2617694805194806,1.7402890695573623,0.3346747213844064,0.2882562277580071,0.3978494623655914,0.5590472952059344,0.3966332295630116,0.8771929824561403,-0.3346747213844064,-0.3978494623655914,-0.2882562277580071,55
69,2021-02-10,10,0.2672064882704135,0.1942446043165467,0.358037055583375,-0.2129368796488236,-0.260379596678529,-0.103862660944206,1.5426209420436074,1.2318007662835249,1.7040898155573376,0.3227622236636078,0.2604395604395604,0.376984126984127,0.917883561111966,0.6102150537634409,1.5684068406840683,-0.3227622236636078,-0.376984126984127,-0.2604395604395604,60
64,2021-02-20,10,0.29638106265464,0.2203975799481417,0.4163934426229508,-0.1580693273891943,-0.2378048780487804,-0.0196146502343343,1.3782593111098027,1.040014164305949,1.624,0.3969635063378043,0.3350559862187769,0.4787286063569682,0.6318748737090014,0.4204737732656515,1.0487200660611065,-0.3969635063378043,-0.4787286063569682,-0.3350559862187769,70
67,2021-02-25,10,0.2934350167002049,0.1805691854759568,0.3845454545454545,-0.1793139505427889,-0.253875968992248,-0.0758234928527035,1.439393570868891,1.16408876933423,1.6805194805194803,0.3947186647178662,0.3040650406504065,0.4637193656895723,0.5764437861952825,0.3505095723402229,0.8059467918622848,-0.3947186647178662,-0.4637193656895723,-0.3040650406504065,75
66,2021-03-12,10,0.3135292659837972,0.0633737185461323,0.4470725087243117,-0.0584018566602753,-0.2459016393442623,0.2600732600732601,1.1508553656613594,0.5872093023255814,1.6521739130434785,0.3202158999358721,0.0781580059146599,0.4595228783730934,0.9075822844800564,-311.8181818181818,334.09090909090907,-0.3202158999358721,-0.4595228783730934,-0.0781580059146599,90
65,2021-03-17,10,0.3919863790744817,0.2392324093816631,0.527348643006263,-0.0881439672554142,-0.2113929684023142,0.029074336005029,1.1973812789503695,0.9434941967012828,1.536117381489842,0.4579426181504977,0.3397879207007838,0.5479157713794586,0.8687761219469468,0.5174322080796901,1.3105738300300924,-0.4579426181504977,-0.5479157713794586,-0.3397879207007838,95
62,2021-03-22,10,0.4099210146753676,0.2510220768601799,0.5545954438334643,-0.0776987983540757,-0.1946998377501352,0.1158881525779861,1.172954475315865,0.7922943221320974,1.48354600402955,0.4652089603686654,0.3415168785620342,0.5545954438334643,0.9735440727418898,0.5735101812067999,1.527973163077589,-0.4652089603686654,-0.5545954438334643,-0.3415168785620342,100
63,2021-03-27,10,0.4132463104799482,0.2680890538033395,0.5398082534389329,-0.0467827805869737,-0.1601847712710475,0.0557218184409291,1.1021022710831878,0.894438444924406,1.3814762242725338,0.4537009061859868,0.353921568627451,0.5385256143273636,1.0264382620168655,0.5988700564971752,1.525059665871122,-0.4537009061859868,-0.5385256143273636,-0.353921568627451,105
76,2021-04-06,10,0.4613270587118934,0.2795746566238369,0.60880195599022,-0.0074357170882589,-0.1456885076172163,0.110895749688495,1.0191282022318835,0.8003489531405783,1.3410664819944598,0.4909462376642133,0.3635962979286029,0.588093322606597,1.0696712332108338,0.5770461819844536,1.714219972388403,-0.4909462376642133,-0.588093322606597,-0.3635962979286029,115
61,2021-04-11,10,0.4778477481613034,0.3130990415335463,0.6057838660578386,0.0075322008696069,-0.1373475009838646,0.1233376792698826,0.9894808942841068,0.7804085422469823,1.3184306569343065,0.4828108911353549,0.3726937269372694,0.5667396061269147,1.5289930757193042,0.901032315978456,2.3092544241369306,-0.4828108911353549,-0.5667396061269147,-0.3726937269372694,120
