Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,ndwi_mean,ndwi_min,ndwi_max,dia
41,2020-09-28,3,0.2823216274848953,0.2162162162162162,0.3740458015267175,0.0117014234314021,-0.0909491301475445,0.1326609775019394,0.9802627434431188,0.7657534246575343,1.2000968992248062,0.2638046331430037,0.2139416265230943,0.3382899628252788,3.5036055512780093,-60.94827586206897,57.68656716417911,-0.2638046331430037,-0.3382899628252788,-0.2139416265230943,0
40,2020-10-03,3,0.1854877668954924,0.1368715083798882,0.5854584915897992,-0.2886472625171024,-0.3829472646623952,0.1045171045171045,1.8285582493473127,0.8107460643394935,2.241214057507987,0.2585861015900099,0.2113095238095238,0.5667560321715818,0.5334420233417331,0.3330781010719755,1.6615337234370189,-0.2585861015900099,-0.5667560321715818,-0.2113095238095238,5
37,2020-10-08,3,0.1721807404758177,0.1310861423220973,0.2549555707450444,-0.2963581236841159,-0.3693989071038251,-0.2022731308826141,1.8495268809808203,1.5071237756010685,2.17157712305026,0.2475890064176031,0.2022231722958529,0.3121693121693121,0.4281527396382876,0.3128140703517588,0.6410036088675031,-0.2475890064176031,-0.3121693121693121,-0.2022231722958529,10
50,2020-10-18,3,0.2525605759677723,0.1941520467836257,0.3741447605329492,-0.2678362084864619,-0.3545205479452055,-0.1480241125251172,1.73816855874486,1.3474842767295598,2.098471986417657,0.3090951346972586,0.2621737436696533,0.422530766803408,0.6124088260793971,0.4209153426606593,0.9266856938993936,-0.3090951346972586,-0.422530766803408,-0.2621737436696533,20
49,2020-10-23,3,0.3094727101982759,0.1960264900662251,0.4509803921568627,-0.2040314645552546,-0.3065398335315101,0.1225916453537936,1.5278888578297816,0.781591737545565,1.884087791495199,0.3264927019279074,0.2185748598879103,0.4509018036072144,1.226795648421646,0.6945551128818062,12.906976744186046,-0.3264927019279074,-0.4509018036072144,-0.2185748598879103,25
45,2020-11-02,3,0.3495715874653148,0.2103929024081115,0.6451153517516377,-0.1663019330341321,-0.3295870999267041,0.1287863982802423,1.4149322812088376,0.771814404432133,1.9832361516034984,0.3517644584798577,0.2275064267352185,0.5807334428024084,1.3752064301490818,0.8759973404255319,2.343505477308294,-0.3517644584798577,-0.5807334428024084,-0.2275064267352185,35
46,2020-11-07,3,0.344752192251591,0.2382851445663011,0.4659009332376166,-0.1875569164841459,-0.3259158751696065,-0.0391459074733096,1.4688543399086285,1.0814814814814817,1.9669887278582927,0.3564013656561546,0.2717041800643087,0.4601358598498391,0.9626115131521706,0.6307373408350607,1.3605839416058394,-0.3564013656561546,-0.4601358598498391,-0.2717041800643087,40
47,2020-11-12,3,0.3491098985826744,0.2144452717795979,0.4414201183431953,-0.1162842237513521,-0.2383222116301239,0.0618870476834629,1.2715780329538926,0.8834394904458599,1.625782227784731,0.3259255969864752,0.2465147908874532,0.4076960545543107,1.48700278846542,-620.0,125.1851851851852,-0.3259255969864752,-0.4076960545543107,-0.2465147908874532,45
48,2020-11-17,3,0.3807711168293898,0.275195822454308,0.4849810440361621,-0.0025302474345432,-0.0952591936198493,0.0700636942675159,1.0076514069967433,0.8690476190476191,1.2105778648383938,0.3632436605391111,0.3007792207792207,0.4481779460482726,2.9788160837396287,-18.47777777777777,215.69444444444443,-0.3632436605391111,-0.4481779460482726,-0.3007792207792207,50
57,2020-11-22,3,0.4929882760967385,0.391304347826087,0.6064386317907444,-0.0779696631054925,-0.1928251121076233,0.0953932061423918,1.1737869168398782,0.8258283772302464,1.477777777777778,0.4446393055631118,0.3598937583001328,0.5425950196592398,2.079712999832535,1.074061936752417,3.5354946897708217,-0.4446393055631118,-0.5425950196592398,-0.3598937583001328,55
58,2020-12-02,3,0.5151057279523131,0.3988808952837729,0.632280701754386,-0.0466151429231838,-0.1453252032520325,0.0836212854181064,1.1008820245645932,0.8456632653061225,1.3400713436385256,0.4733659415952515,0.3672787979966611,0.5498652291105122,1.5968086348584176,1.0391269011958668,2.416239058255358,-0.4733659415952515,-0.5498652291105122,-0.3672787979966611,65
59,2020-12-12,3,0.5014062479296343,0.3618194348725017,0.6181643748001279,-0.0376566301803991,-0.1336847149017729,0.0686406460296096,1.0808003777540762,0.871536523929471,1.3086283185840708,0.4436005385505024,0.3285055957867018,0.5241804608893217,1.857820294024817,1.2092658029053789,2.762684124386252,-0.4436005385505024,-0.5241804608893217,-0.3285055957867018,75
55,2020-12-22,3,0.5167362617726396,0.3828170660432495,0.601804850535815,0.0162058801297652,-0.0984960813386994,0.1117798796216681,0.970741826301701,0.7989172467130704,1.218515037593985,0.4486378183331751,0.3832313781935948,0.5174993320865616,2.2133146417135934,1.3694141012909633,3.369186046511628,-0.4486378183331751,-0.5174993320865616,-0.3832313781935948,85
52,2020-12-27,3,0.5489966646094456,0.3598881900768693,0.6458993312214009,0.001174735816244,-0.1942215088282504,0.1256544502617801,1.0022782808183242,0.7767441860465116,1.4820717131474104,0.5078712861295567,0.4274881516587677,0.5760537568723274,1.3931413686144731,0.7708426882203263,1.8050573888091823,-0.5078712861295567,-0.5760537568723274,-0.4274881516587677,90
53,2021-01-06,3,0.5120708078652728,0.3680387409200968,0.6037383177570094,0.0205050226106831,-0.1181518151815181,0.1120726958026828,0.9632790363392796,0.798443579766537,1.2679640718562877,0.4593724409323767,0.3785488958990536,0.516386182462356,1.5221849167761354,0.8895391367959034,2.1939517301541143,-0.4593724409323767,-0.516386182462356,-0.3785488958990536,100
51,2021-01-26,3,0.5710133633678599,0.4132204493650276,0.6718954248366014,0.0404344744460997,-0.0987762237762237,0.1260810195721438,0.9262785350243786,0.7760711398544866,1.2192046556741027,0.5028885484516102,0.4148273910582908,0.565483476132191,1.7144319233304577,1.1284581782883027,2.2957092101667125,-0.5028885484516102,-0.565483476132191,-0.4148273910582908,120
62,2021-01-31,3,0.544285896300072,0.3907120743034056,0.6483516483516484,0.0198321965657586,-0.098417916581056,0.1171251109139307,0.9653201988019712,0.7903097696584591,1.2183226982680035,0.4802925043438437,0.4085920351207275,0.5426008968609866,1.981909973093871,1.158364312267658,2.958504909724422,-0.4802925043438437,-0.5426008968609866,-0.4085920351207275,125
201,2021-02-10,3,0.502583169481398,0.3829183737787582,0.5654676258992806,0.0595642543843043,-0.093731577913146,0.1428571428571428,0.8927213207486696,0.75,1.206851691240243,0.4158567072152103,0.3526510480887793,0.4575074667390714,3.982626712745283,1.9963225636984503,7.209302325581395,-0.4158567072152103,-0.4575074667390714,-0.3526510480887793,135
200,2021-02-20,3,0.5608114502395973,0.4139584443260522,0.6632109834687587,0.0807653145236435,-0.0640799529688418,0.1773495871018482,0.855242054346303,0.6987307949231797,1.1369346733668342,0.4987548936460904,0.4244372990353697,0.5654008438818565,1.7087700709101024,1.036,2.24570412798736,-0.4987548936460904,-0.5654008438818565,-0.4244372990353697,145
199,2021-02-25,3,0.5596681819770386,0.3639308855291576,0.6728499156829679,0.0732980261115967,-0.0938885675727781,0.1606544451015178,0.8671491204107883,0.7231657608695652,1.2072340425531916,0.4917911331957176,0.3795740032768979,0.5737704918032787,1.5378519705346652,0.9950878237570704,1.939457937346005,-0.4917911331957176,-0.5737704918032787,-0.3795740032768979,150
65,2021-03-07,3,0.5329200304442062,0.3622377622377622,0.6192170818505338,0.0987564473990374,-0.0704628598695721,0.18330658105939,0.823959260553134,0.6901790558871406,1.15160848733744,0.4646297558086318,0.3828679602460956,0.5250101667344449,2.249028571040974,1.2213140521848476,3.027041942604857,-0.4646297558086318,-0.5250101667344449,-0.3828679602460956,160
68,2021-03-12,3,0.5221746516240814,0.3933189655172414,0.611747137879542,0.0714186164281607,-0.0805333333333333,0.1753176043557169,0.8706333041101876,0.701667696108709,1.1751740139211138,0.4645797620806439,0.403254972875226,0.5144995322731525,2.164089389219824,1.350637923449186,2.940942796610169,-0.4645797620806439,-0.5144995322731525,-0.403254972875226,165
67,2021-03-17,3,0.5224925564211291,0.3830119854090672,0.6503496503496503,0.0627958571615257,-0.0674444039372949,0.1573355128729056,0.8859102966725232,0.7281073446327684,1.1446442533229084,0.4928839379807164,0.4109516214779373,0.5573274676931537,1.4330593159774752,0.8882815169115135,2.023205221174764,-0.4928839379807164,-0.5573274676931537,-0.4109516214779373,170
66,2021-03-22,3,0.5000012849233029,0.3545279383429672,0.6171396772398442,0.040261624844735,-0.11286277319957,0.1397388423309296,0.9287388068393456,0.7547879616963065,1.254442649434572,0.4688902965627654,0.3879565646594274,0.5375661375661376,1.4785797575589907,0.8502772643253234,2.120770128354726,-0.4688902965627654,-0.5375661375661376,-0.3879565646594274,175
74,2021-05-11,3,0.5226483380954701,0.3184713375796178,0.6389850057670127,0.1223398703993108,-0.0631494804156674,0.2335069444444444,0.787925184535013,0.6213933849401829,1.1348122866894197,0.4414090754576982,0.2580023139220979,0.5304254173397954,-0.1262704721933169,-408.57142857142856,389.6153846153846,-0.4414090754576982,-0.5304254173397954,-0.2580023139220979,225
72,2021-05-16,3,0.6248794635072067,0.4946168461051298,0.7046413502109705,0.1176548258658726,-0.0775845221809654,0.2075471698113207,0.7928479058206991,0.65625,1.1682203389830508,0.542973594584777,0.4676616915422885,0.5964035964035964,1.9570001268816488,1.2913359788359788,2.394127611518916,-0.542973594584777,-0.5964035964035964,-0.4676616915422885,230
69,2021-05-21,3,0.6167405360491018,0.4592274678111588,0.7017418277260797,0.1135854310146477,-0.0643547849283094,0.2037130801687763,0.7997294603015098,0.6615255187885586,1.1375623663578047,0.5397725985920607,0.4406779661016949,0.5933869526362824,2.310091292919083,1.5523358959195743,2.9474844658248145,-0.5397725985920607,-0.5933869526362824,-0.4406779661016949,235
