Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,ndwi_mean,ndwi_min,ndwi_max,cire_mean,cire_min,cire_max,ndre1_mean,ndre1_min,ndre1_max,grndvi_mean,grndvi_min,grndvi_max,dia
44,2020-11-27,1,0.2785779101430273,0.1740458015267175,0.625,-0.1859683630997211,-0.2718098526092152,0.0623268698060941,1.4818075152729988,0.8826597131681877,1.7465353756382205,0.3733442761367547,0.3103448275862069,0.5373134328358209,0.665758859814246,0.318981547704191,2.2249141934181305,-0.3733442761367547,-0.5373134328358209,-0.3103448275862069,0.4008399840100345,0.1645619573796368,1.359938603223331,0.1097878276470118,0.0343802267236573,0.3442375440362355,5948.44909110964,4288.266370250606,7250.830041891083,1
45,2020-12-02,1,0.2987914211050607,0.1787596270774219,0.685348506401138,-0.1895868459301001,-0.281839460278122,0.0941605839416058,1.495535382991689,0.8278852568378919,1.7848926380368098,0.4187488469994011,0.3401582131223825,0.615553121577218,0.6342123741465868,0.3125,2.151910032131381,-0.4187488469994011,-0.615553121577218,-0.3401582131223825,0.4261324326195347,0.14835886214442,1.4496056091148115,0.1063356304750825,0.0249718785151856,0.3548204693242861,5475.32262742796,3933.448738170347,7030.885748647023,6
46,2020-12-12,1,0.2816165241790608,0.1745526838966203,0.6195899772209568,-0.1918482636102641,-0.3272523603776604,0.0542521994134897,1.4988352698567489,0.8970792767732962,1.972882968601332,0.383864561172359,0.3133015756687431,0.5418454935622318,0.6658821231070654,0.3164648212226067,2.1562431902375243,-0.383864561172359,-0.5418454935622318,-0.3133015756687431,0.4062482351045812,0.1721581548599671,1.3475661827497865,0.1021037764525436,0.0268435668003702,0.3326098752034725,5587.923787642453,3935.803013392857,7110.850060459492,16
47,2020-12-22,1,0.2920715459606789,0.1797876235811058,0.6499189627228525,-0.1611850950485365,-0.2941981858634263,0.0902741400384145,1.404930686987721,0.8344010249839846,1.8336566440349176,0.3998904117782255,0.3303964757709251,0.5666666666666667,0.6331674783283184,0.3142198899270446,2.025086505190312,-0.3998904117782255,-0.5666666666666667,-0.3303964757709251,0.4234171726890448,0.1793020457280385,1.277986476333584,0.1086717361678398,0.0242572908149359,0.3294710327455919,5896.911164819914,4237.823921971252,7382.864661654135,26
48,2020-12-27,1,0.307480132332415,0.202870189171559,0.6230279546083587,-0.1731306886060026,-0.2922848664688427,0.0737335496664863,1.448181367697997,0.8626595030221625,1.8259958071278823,0.4201343507945235,0.3522388059701492,0.5712719298245614,0.5978208283086801,0.3384487764413106,1.5275399543378996,-0.4201343507945235,-0.5712719298245614,-0.3522388059701492,0.3881497456835217,0.1763285024154588,1.0213577421815407,0.1053862241596875,0.0350790513833992,0.2924986508364813,4690.132429450647,3660.902634593356,5440.90853189854,31
49,2021-01-06,1,0.2854997880622359,0.1820359281437125,0.5759890859481582,-0.1732723000282982,-0.286095238095238,0.0605949320602276,1.4413128433301072,0.8857340720221607,1.8014941302027747,0.3904372583456921,0.3156002875629043,0.5322262876442443,0.5674874418503841,0.3117309269893355,1.4900276605037124,-0.3904372583456921,-0.5322262876442443,-0.3156002875629043,0.374063333475306,0.1541964866623291,0.9701818181818184,0.1044387510801634,0.0305882352941176,0.2825463083746413,4863.077745470797,3972.818880351262,5621.12349799733,41
51,2021-01-31,1,0.3071081550125856,0.1972789115646258,0.5548667079975201,-0.1969319698730652,-0.2910223863374105,0.0021734835012843,1.5081283631670186,0.9956624605678234,1.8209635416666667,0.3723879457870332,0.284313725490196,0.4948423224285293,0.8066113793248222,0.4589535408209291,1.990892106492293,-0.3723879457870332,-0.4948423224285293,-0.284313725490196,0.4463168710663835,0.238938053097345,0.9746031746031748,0.1239920256531289,0.0582623509369676,0.2733584032398033,4544.514771791809,3342.822916666667,5258.861788617886,66
52,2021-02-20,1,0.3462703476392042,0.2200913242009132,0.5452930728241563,-0.1275775683000498,-0.2568353067814855,0.0909090909090909,1.3076516733544885,0.8333333333333334,1.691193511008111,0.4220568093089006,0.3346653346653346,0.511801613385121,0.7906307351238098,0.5326563122262047,1.3716876859855462,-0.4220568093089006,-0.511801613385121,-0.3346653346653346,0.4461917117393941,0.1966966966966967,0.8862042088854247,0.1330584660825507,0.045822102425876,0.2579525737420474,4591.707569225686,2839.8893016344728,5519.073970690859,86
53,2021-02-25,1,0.3297572604711343,0.2027534418022528,0.5060005581914597,-0.144010159265128,-0.2606808316198309,0.0309609971853638,1.3484874715358273,0.9399375975039002,1.7051915945611866,0.3920924509519665,0.2774647887323944,0.4787234042553192,0.7342251424213875,0.4869358669833729,1.3374151667158454,-0.3920924509519665,-0.4787234042553192,-0.2774647887323944,0.4354660615858504,0.2257162823200558,0.788623595505618,0.1333462678331731,0.0571428571428571,0.2280898876404494,4710.639304762925,3434.135179153094,5498.947761194029,91
54,2021-03-12,1,0.3579570277593639,0.2038396386222473,0.4993174993174993,-0.142890298789018,-0.2533162857599488,0.010275824770146,1.343237693291101,0.9796573875802996,1.6785102739726028,0.3888330420473925,0.2541176470588235,0.4697375468666309,1.1161041940089302,0.7373366013071896,1.8249231325737023,-0.3888330420473925,-0.4697375468666309,-0.2541176470588235,0.5343129142351459,0.2899696048632219,0.9101045296167248,0.1547442864712556,0.0840757238307349,0.2507296365083576,5072.435005429448,4523.257318952234,5689.044673539519,106
55,2021-03-17,1,0.3556367949652978,0.2172489082969432,0.4891332140117617,-0.1178714735954189,-0.2013856085655802,0.0248108393454161,1.2746539037455065,0.9515796703296704,1.5043375394321767,0.3835407246100425,0.2656072644721907,0.4567404426559356,1.0545865080477648,0.7011880165289257,1.7022601886456663,-0.3835407246100425,-0.4567404426559356,-0.2656072644721907,0.5230277644661893,0.3161407766990292,0.821529745042493,0.1607914117891568,0.1054618676063428,0.2422110552763819,5025.432511100153,4490.2291009463725,5479.037249283668,111
56,2021-03-22,1,0.3751155752789226,0.2129729729729729,0.5241577435361713,-0.1104179669043777,-0.2062615101289134,0.0353107344632768,1.2562984541783393,0.931787175989086,1.519721577726218,0.4066662184351073,0.279394644935972,0.4979508196721312,1.0135769412636,0.676559943912129,1.5551938443326427,-0.4066662184351073,-0.4979508196721312,-0.279394644935972,0.5683323857425462,0.3253012048192771,0.9494459833795016,0.1677571150263242,0.0913001912045889,0.2675627694648744,5178.139731080281,4620.244300911854,5677.055479452055,116
57,2021-03-27,1,0.3269878335424752,0.2216649949849548,0.4152215799614643,-0.0657653996242017,-0.137291863022306,0.0402308606348667,1.1442516526730098,0.9226501305483028,1.3182811361981064,0.3488747223047455,0.2694111516414799,0.401529636711281,1.063428608154271,0.7298288508557458,1.5880562951692658,-0.3488747223047455,-0.401529636711281,-0.2694111516414799,0.500432018360381,0.3640529531568228,0.7082825822168088,0.1523124374944084,0.1125169453230908,0.2042594385285576,5677.788647600934,5179.0941869021335,6076.904137931035,121
58,2021-04-06,1,0.3438347550453541,0.2427515633882888,0.4697542533081285,-0.1003989869647149,-0.2071492403932082,0.0324015247776365,1.2301719799187991,0.9372307692307692,1.5225428313796212,0.3872321862083913,0.3142857142857143,0.4528735632183908,0.8575837430036581,0.5950058525165821,1.3688415446071909,-0.3872321862083913,-0.4528735632183908,-0.3142857142857143,0.4898098763828534,0.3240628778718259,0.7558338076266362,0.1498424439466009,0.0922063666300768,0.2227608008429926,5597.440249949793,4566.902662993572,6144.995433789954,131
61,2021-05-16,1,0.5256905376294461,0.3115060804490178,0.623203831825439,0.0214260204152401,-0.1165547214539707,0.1386970319208512,0.9612516365662472,0.7563934426229508,1.2638640429338104,0.4823732388058653,0.327424913835549,0.5505038668853995,1.5583124013189251,0.796079368874014,2.105121293800539,-0.4823732388058653,-0.5505038668853995,-0.327424913835549,1.0451303607794484,0.5521835677276092,1.3821609862219,0.2862890811176837,0.1841787439613526,0.3466003316749585,4700.545231770635,2724.977744807122,5275.102158273381,171
