Parcela,Fecha,dias,ndvi,gndvi,cire,ndre1,ndre,ndmi,msi,temp,dia_x,reconstruida_temp,ajustados_temp,srf,dia_y,reconstruida_srf,ajustados_srf,precip,precip_acum,et,dia,reconstruida_et,ajustados_et,et_acum,et_acum_ajustados,rh12,rh12_holtwin_predicts,kc,etc,etc_acum
16,2022-05-11,1.0,0.16893373,0.2369313563,0.1585653848,0.0485303937,0.0913303311,-0.2570462152,1.6680792057,303.0281,862,303.28429202039274,302.24010817697393,21986714.0,862,23494077.687528662,23897572.57777421,1.51,1.51,5.555295,862,6.0251743213311215,5.986447095718678,5.555295,5.986447095718678,55.483044,53.12688737090708,0.3642737895,2.0236483614404026,2.0236483614404026
16,2022-05-12,2.0,0.1735143511,0.2401172094,0.1695069926,0.0514156669,0.0943341323,-0.25393644,1.6602461241,303.1389,863,302.9733173438732,302.3083922183316,26271600.0,863,24122484.36086472,23961057.992644504,0.55,2.06,6.584034,863,6.133551823305482,6.002242572268041,12.139329,11.98868966798672,45.48624,60.76356032853192,0.36954150376499995,2.433073825199888,4.45672218664029
16,2022-05-13,3.0,0.1780709572,0.2432866131,0.180388765,0.0542853878999999,0.0973222193,-0.2508420446,1.6524514513,303.2972,864,302.86882931751,302.37573118451235,26866374.0,864,25215191.530597035,24023288.622733533,0.3,2.36,7.0040317,864,6.360376833648383,6.0176165858275645,19.1433607,18.006306253814284,40.201073,50.97352311379984,0.37478160078,2.6249822124398645,7.081704399080154
16,2022-05-14,4.0,0.1826035483,0.2464395674,0.191210702,0.0571395567,0.1002945921,-0.2477630289999999,1.6446951873,302.60995,865,302.9579261022348,302.4421048775969,26354744.0,865,26521513.257491216,24084245.62145895,0.14,2.5,6.5503764,865,6.662151466976199,6.03256452367324,25.6937371,24.038870777487524,41.879284,45.16695668320503,0.379994080545,2.4891042573416673,9.570808656421821
16,2022-05-15,5.0,0.1871121244,0.2495760723,0.2019728036,0.0599781733,0.1032512507,-0.2446993931999999,1.6369773320999998,302.98886,866,303.17435109925725,302.507493389194,28114600.0,866,27696601.38372116,24143910.5279584,0.0,2.5,6.992403,866,6.966607931228652,6.04708190091818,32.6861401,30.085952678405704,37.94788,38.32240751606349,0.38517894306,2.6933263969895735,12.264135053411394
16,2022-05-16,6.0,0.1915966855,0.2526961278,0.2126750698,0.0628012377,0.1061921951,-0.2416511371999999,1.6292978857,303.20905,867,303.4263285538802,302.5718771064116,27788996.0,867,28408712.3118841,24202265.272680387,0.01,2.51,7.015527,867,7.1940636639801445,6.061164361858239,39.7016671,36.14711704026394,39.70103,39.2185475266858,0.390336188325,2.738414068271122,15.002549121682517
16,2022-05-17,7.0,0.1960572316,0.2557997339,0.2233175006,0.0656087499,0.1091174253,-0.2386182609999999,1.6216568481,303.40234,868,303.6295899470831,302.6352367177397,28182482.0,868,28444653.93779873,24259292.18285669,-0.0,2.51,7.283208,868,7.281925005814831,6.074807681278874,46.984875100000004,42.22192472154282,33.692314,35.1256318125254,0.39546581634,2.880259797294019,17.882808918976536
16,2022-05-18,8.0,0.2004937627,0.2588868906,0.233900096,0.0684007099,0.1120269413,-0.2356007645999999,1.6140542192999998,302.3645,869,303.7343463515083,302.69755321884287,25478058.0,869,27778859.26593597,24314973.987854537,0.01,2.52,6.6445413,869,7.204495093422089,6.088007765722845,53.629416400000004,48.30993248726566,44.468624,37.80076767253741,0.400567827105,2.661589470650432,20.54439838962697
16,2022-05-19,9.0,0.2049062788,0.2619575979,0.244422856,0.0711771177,0.1149207431,-0.2325986479999999,1.6064899993,303.69208,870,303.737700769225,302.7588079182602,26296426.0,870,26583440.702349536,24369293.82440704,0.33,2.85,6.859203,870,6.981575500543946,6.100760654718399,60.488619400000005,54.41069314198406,44.074486,39.689794252088575,0.40564222062,2.7823823366033658,23.326780726230336
16,2022-05-20,10.0,0.2092947799,0.2650118558,0.2548857806,0.0739379733,0.1177988307,-0.2296119111999999,1.5989641881,305.624,871,303.67843266387496,302.8189824430117,26506314.0,871,25176051.02221148,24422235.24172025,0.14,2.99,7.12403,871,6.67288746517169,6.113062521967538,67.61264940000001,60.5237556639516,41.308685,43.513902462701935,0.410688996885,2.9257607344786467,26.252541460708983
16,2022-05-21,11.0,0.213659266,0.2680496643,0.2652888698,0.0766832767,0.1206612041,-0.2266405541999999,1.5914767856999998,304.92014,872,303.6172652430994,302.8780587441096,27036014.0,872,23922823.01932244,24473782.206455275,0.02,3.01,7.0722632,872,6.359940728978708,6.124909676494045,74.6849126,66.64866534044565,44.27536,43.75099459799422,0.4157081559,2.939997492911433,29.192538953620417
16,2022-05-22,12.0,0.2179997371,0.2710710234,0.2756321236,0.0794130279,0.1235078633,-0.2236845769999999,1.5840277921,303.99576,873,303.61052671465745,302.9360191019716,23627326.0,873,23128198.03133453,24523919.107584,0.2,3.21,6.1430106,873,6.121121422977225,6.136298563750895,80.8279232,72.78496390419654,46.137638,44.45278454338459,0.42069969766500004,2.5843627021728905,31.776901655793306
16,2022-05-23,13.0,0.2223161932,0.2740759331,0.285915542,0.0821272268999999,0.1263388083,-0.2207439795999999,1.5766172073,302.24014,874,303.68698313277633,302.9928461317357,21440492.0,874,22947260.25526694,24572630.76111688,4.7,7.91,5.482519,874,6.008053896598715,6.147225766686741,86.3104422,78.93218967088329,48.473083,45.40981638128751,0.42566362218,2.333708896210671,34.110610552003976
16,2022-05-24,14.0,0.2266086343,0.2770643934,0.296139125,0.0848258737,0.1291540391,-0.2178187619999999,1.5692450313,302.4692,875,303.83605527957405,303.0485227884752,20931660.0,875,23348126.253404874,24619902.414701432,1.29,9.2,5.6816564,875,6.030917544302235,6.157688006771154,91.99209859999999,85.08987767765444,54.04297,50.311285264963,0.43059992944500003,2.4465208449707325,36.55713139697471
16,2022-05-25,15.0,0.2308770604,0.2800364043,0.3063028726,0.0875089683,0.1319535557,-0.2149089241999999,1.5619112641,303.94113,876,304.011316359219,303.10303237231057,25247850.0,876,24134881.01447001,24665719.75209001,1.59,10.79,6.703907,876,6.157457986287724,6.167682144978276,98.69600559999999,91.25755982263271,46.592983,50.30268171251403,0.43550861945999997,2.91960928255823,39.47674067953294
16,2022-05-26,16.0,0.2351214715,0.2829919658,0.3164067848,0.0901765106999999,0.1347373581,-0.2120144661999999,1.5546159057,304.26443,877,304.1476786526099,303.1563585334191,23127700.0,877,25021378.76608046,24710068.897475444,0.99,11.78,5.6280923,877,6.325883179294379,6.177205182728647,104.3240979,97.43476500536136,50.988354,49.858850092278445,0.440389692225,2.4785538358108923,41.95529451534383
16,2022-05-27,17.0,0.2393418676,0.2859310779,0.3264508616,0.0928285009,0.1375054463,-0.2091353879999999,1.5473589560999998,304.64334,878,304.18592076389365,303.2084852769384,26649018.0,878,25729763.825044457,24752936.419693384,0.64,12.42,6.4852633,878,6.467197230753219,6.186254262788879,110.8093612,103.62101926815023,42.718117,48.5934076787342,0.44524314773999996,2.8875190456146997,44.84281356095853
16,2022-05-28,18.0,0.2435382487,0.2888537406,0.336435103,0.0954649388999999,0.1402578203,-0.2062716895999999,1.5401404152999998,304.3093,879,304.0957637008131,303.25939696776425,26940742.0,879,26080255.798345946,24794309.336289894,0.59,13.01,6.589991,879,6.529363621334751,6.194826670128917,117.3993522,109.81584593827915,43.35329,44.74820052797969,0.450068986005,2.9659505671520763,47.80876412811061
16,2022-05-29,19.0,0.2477106148,0.2917599539,0.346359509,0.0980858247,0.1429944801,-0.2034233709999999,1.5329602833,303.9933,880,303.88931779661146,303.3090783352403,27279204.0,880,26042820.77442048,24834175.117453225,0.82,13.83,7.065451,880,6.495085583505922,6.202919832736643,124.46480319999999,116.0187657710158,43.61157,49.13557111064012,0.45486720702000005,3.2138419627066668,51.02260609081728
16,2022-05-30,20.0,0.2518589659,0.2946497178,0.3562240796,0.1006911583,0.1457154257,-0.2005904321999999,1.5258185600999998,304.45468,881,303.6200896652851,303.3575144777382,26824496.0,881,25735152.153100297,24872521.68980848,0.42,14.25,6.9200783,881,6.3871657423462125,6.210531322389566,131.3848815,122.22929709340536,42.21311,43.74436982499072,0.459637810785,3.1807296402727845,54.203335731090064
16,2022-05-31,21.0,0.255983302,0.2975230323,0.3660288148,0.1032809396999999,0.1484206571,-0.1977728731999999,1.5187152457,303.17825,882,303.3676532263752,303.40469086712744,24448100.0,882,25369996.90346113,24909337.44007399,2.97,17.22,6.013163,882,6.25963775578772,6.217658855383375,137.3980445,128.44695594878874,47.441162,44.23054229896472,0.46438079730000004,2.79239742823486,56.99573315932492
16,2022-06-01,22.0,0.2600836231,0.3003798974,0.3757737146,0.1058551689,0.1511101743,-0.1949706939999999,1.5116503401,302.8869,883,303.2128793844019,303.45059335313283,23868848.0,883,25171863.98674083,24944611.21857849,4.49,21.71,5.6959753,883,6.177722237232461,6.22430029321712,143.09401979999998,134.67125624200585,47.694477,49.78074370903572,0.469096166565,2.6719601780789257,59.66769333740385
16,2022-06-02,23.0,0.2641599292,0.3032203130999999,0.385458779,0.1084138459,0.1537839772999999,-0.1921838945999999,1.5046238433,302.78116,884,303.2117147888622,303.4952081675789,23884050.0,884,25292833.060971603,24978332.34263774,1.72,23.43,5.6346087,884,6.193496749937283,6.230453643234842,148.72862849999999,140.9017098852407,52.326508,51.13230749089572,0.4737839185799999,2.669586989550959,62.337280326954804
16,2022-06-03,24.0,0.2682122203,0.3060442794,0.395084008,0.1109569706999999,0.1564420661,-0.1894124749999999,1.4976357553,302.97302,885,303.3759396864388,303.5385219285196,26326334.0,885,25756473.40119536,25010490.59978978,0.38,23.81,6.508417,885,6.325673030802802,6.23611705922343,155.2370455,147.13782694446414,43.092113,51.19816616429072,0.47844405334500006,3.113913410339505,65.4511937372943
