Parcela,Fecha,dias,ndvi,gndvi,cire,ndre1,ndre,ndmi,msi,temp,dia_x,reconstruida_temp,ajustados_temp,srf,dia_y,reconstruida_srf,ajustados_srf,precip,precip_acum,et,dia,reconstruida_et,ajustados_et,et_acum,et_acum_ajustados,rh12,rh12_holtwin_predicts
1,2022-03-17,1.0,0.06739302,0.2098521236,-0.24417286379999997,-0.042436787399999995,0.027894731899999997,-0.3866716518,2.0077742919999997,301.27505,807,298.7938154765776,297.7094148051595,24106254.0,807,22102723.927499827,19155516.41543764,0.03,0.03,6.4901423,807,5.593067471993283,4.649379099752728,6.4901423,4.649379099752728,30.49286,20.43785910373655
1,2022-03-18,2.0,0.0730254563,0.2132040572,-0.22633723229999997,-0.038370598,0.0317978636,-0.381863068,1.9961550572999998,299.80554,808,299.4063319455962,297.79298058510176,23387722.0,808,21193928.30390412,19250573.48462357,0.0,0.03,6.209006,808,5.571649713731126,4.678251589500321,12.6991483,9.327630689253049,20.146467,18.90782024912289
1,2022-03-19,3.0,0.078630593,0.21654017679999998,-0.20859185339999997,-0.034324644599999996,0.0356818427,-0.3770770542,1.9845895251999999,296.99957,809,299.46586384900047,297.8769556605142,11915028.0,809,20466627.92207229,19345802.34198912,0.0,0.03,3.8670838,809,5.500751693678055,4.707099858329746,16.5662321,14.034730547582795,20.11651,27.60620566988327
1,2022-03-20,4.0,0.08420843010000001,0.2198604824,-0.19093672709999998,-0.030298927199999996,0.039546669199999995,-0.3723136104,1.9730776956999998,297.01495,810,299.03988000003744,297.96131484357653,16688766.0,810,20230175.87085029,19441174.1474197,0.03,0.06,4.2313986,810,5.416326157562108,4.735915250784718,20.7976307,18.77064579836751,40.82447,37.71294349410223
1,2022-03-21,5.0,0.0897589676,0.223164974,-0.1733718534,-0.026293445799999995,0.043392343099999994,-0.3675727366,1.9616195687999998,299.97177,811,298.29626381990505,298.0460328312575,24339738.0,811,20657578.45595376,19536660.01750881,0.0,0.06,6.2151604,811,5.356066135720985,4.764689121272974,27.0127911,23.535334919640484,36.74507,29.49393106862876
1,2022-03-22,6.0,0.09528220550000001,0.2264536516,-0.15589723229999997,-0.022308200399999995,0.0472188644,-0.3628544328,1.9502151444999998,300.34805,812,297.45126042071604,298.1310842129045,25440302.0,812,21728184.62780012,19632231.03430538,0.0,0.06,6.49226,812,5.348194114966689,4.793412836660247,33.5050511,28.32874775630073,14.022456,26.912350417035963
1,2022-03-23,7.0,0.1007781438,0.22972651519999998,-0.13851286379999997,-0.018343190999999995,0.0510262331,-0.358158699,1.9388644227999998,294.65482,813,296.7156002279857,298.21644347786577,25182804.0,813,23230858.7298238,19727858.25407165,-0.0,0.06,5.681249,813,5.403924730403802,4.822077778860497,39.186300100000004,33.150825535161225,18.20848,14.293991077165622
1,2022-03-24,8.0,0.1062467825,0.2329835648,-0.12121874789999998,-0.014398417599999998,0.0548144492,-0.3534855352,1.9275674037,294.91626,814,296.2527092029179,298.3020850231414,24115320.0,814,24827042.526460085,19823512.716048736,-0.0,0.06,5.025889,814,5.515768626648645,4.850675347421631,44.2121891,38.00150088258285,21.982548,14.216279911346582
1,2022-03-25,9.0,0.1116881216,0.2362248004,-0.1040148846,-0.010473880199999994,0.05858351270000001,-0.3488349414,1.9163240871999998,297.27643,815,296.1563846883257,298.38798316106335,25912072.0,815,26153468.61232437,19919165.451227445,0.0,0.06,5.417648,815,5.661807436821298,4.879196962105914,49.6298371,42.88069784468877,21.272724,21.325831425086523
1,2022-03-26,10.0,0.11710216109999999,0.239450222,-0.08690127389999996,-0.006569578799999996,0.06233342359999999,-0.3442069176,1.9051344733,297.08557,816,296.4479284082237,298.4741121270002,25934454.0,816,26931345.8681308,20014787.49112153,0.0,0.06,5.680782,816,5.814088894519284,4.907634065464357,55.310619100000004,47.788331910153126,24.15276,18.09683706801509
