Parcela,Fecha,dias,ndvi,gndvi,cire,ndre1,ndre,ndmi,msi,temp,dia_x,reconstruida_temp,ajustados_temp,srf,dia_y,reconstruida_srf,ajustados_srf,precip,precip_acum,et,dia,reconstruida_et,ajustados_et,et_acum,et_acum_ajustados,rh12,rh12_holtwin_predicts
6,2022-05-21,1.0,0.14829545090000001,0.2475987171,-0.1028874754,0.0268820551,0.0745587204,-0.31346070460000003,1.6875756591,304.87766,872,303.6034824859403,302.8813437160007,27065918.0,872,23981782.409200985,24527224.151405457,0.02,0.02,6.268201,872,5.729817115369621,5.749515444655044,6.268201,5.749515444655044,44.938072,44.19440153300025
6,2022-05-22,2.0,0.1542721718,0.2516121151,-0.0786223127,0.0311957999,0.0791383949,-0.3078938278,1.6770520514,303.9783,873,303.6003678962686,302.9418295730697,23689022.0,873,23194584.42350995,24576798.85887357,0.2,0.22,5.540866,873,5.507755924252782,5.760791778653642,11.809067,11.510307223308686,46.730515,44.856321655122365
6,2022-05-23,3.0,0.1602195291,0.2556053909,-0.054485894199999996,0.0354876369,0.08369501480000001,-0.30235273500000004,1.6665761508999999,302.26254,874,303.6788373056362,303.0011825479788,21523218.0,874,23015238.988020346,24624942.61668852,4.7,4.92,5.172845,874,5.429605997684767,5.771653327230572,16.981912,17.28196055053926,48.98986,45.64632965138843
6,2022-05-24,4.0,0.1661375228,0.2595785445,-0.030478219899999992,0.0397575661,0.08822858010000001,-0.29683742620000003,1.6561479576,302.49277,875,303.8285782460352,303.05938484139176,21017700.0,875,23412170.09425648,24671640.849686865,1.29,6.21,5.354875,875,5.498077871238764,5.782096837280743,22.336787,23.064057387820004,54.378708,50.533908603551936
6,2022-05-25,5.0,0.1720261529,0.2635315759,-0.006599289800000005,0.0440055875,0.0927390908,-0.2913479014,1.6457674715,303.9353,876,304.0041206599557,303.1164189990499,25293710.0,876,24191319.687133573,24716879.420327064,1.59,7.8,5.944291,876,5.674606933335853,5.79211918090435,28.281078,28.856176568724354,47.13633,50.60649477221232
6,2022-05-26,6.0,0.1778854194,0.2674644851,0.017150896100000007,0.0482317011,0.0972265469,-0.2858841606,1.6354346925999999,304.25687,877,304.1416654549246,303.172267917006,23193226.0,877,25069251.042264976,24760644.632969424,0.99,8.79,5.0353475,877,5.892936009159938,5.801717356343696,33.3164255,34.65789392506805,51.38589,49.98197020360495
6,2022-05-27,7.0,0.1837153223,0.2713772721,0.0407723378,0.052435906899999996,0.10169094840000001,-0.2804462038,1.6251496208999998,304.62982,878,304.18312055832183,303.226914846754,26681844.0,878,25770739.60493487,24802923.238022417,0.64,9.43,6.183382,878,6.080919026491006,5.81088848888224,39.4998075,40.468782413950294,43.357655,49.04814733230664
6,2022-05-28,8.0,0.1895158616,0.2752699369,0.0642650353,0.056618204899999997,0.10613229530000001,-0.275034031,1.6149122564,304.306,879,304.0987294750563,303.2803434002514,26970086.0,879,26117710.67148839,24843702.43595385,0.59,10.02,6.3995495,879,6.183488047282811,5.819629831705591,45.899357,46.288412245655884,43.9598,45.01421827008936
6,2022-05-29,9.0,0.19528703730000002,0.2791424795,0.08762898859999999,0.0607785951,0.1105505876,-0.26964764220000004,1.6047225991,304.00195,880,303.9002732114724,303.3325375548341,27305070.0,880,26080422.05190693,24882969.88116586,0.82,10.84,6.712968,880,6.1794202751819896,5.827938766724199,52.612325,52.116351012380086,44.196354,49.64383474715838
6,2022-05-30,10.0,0.20102884940000001,0.2829948999,0.1108641977,0.0649170775,0.1149458253,-0.26428703740000004,1.5945806489999999,304.45563,881,303.6401225626628,303.38348165802114,26855088.0,881,25775462.015636977,24920713.685732428,0.42,11.26,6.5090804,881,6.086633534588057,5.8358128053574925,59.1214054,57.95216381773758,42.83379,44.1241348871355
6,2022-05-31,11.0,0.2067412979,0.2868271981,0.13397066260000004,0.06903365210000001,0.11931800840000001,-0.2589522166,1.5844864061,303.21268,882,303.3962339182971,303.43316043220915,24499586.0,882,25413570.03459476,24956922.42299838,2.97,14.23,5.706679,882,5.954530977876612,5.843249589279219,64.8280844,63.795413407016795,47.891056,44.73483542720307
6,2022-06-01,12.0,0.2124243828,0.2906393741,0.15694838330000002,0.0731283189,0.1236671369,-0.2536431798,1.5744398704,302.92975,883,303.24787943538,303.48155897925346,23926230.0,883,25217129.01996833,24991585.13103871,4.49,18.72,5.3855915,883,5.846150272376768,5.850246891123781,70.2136759,69.64566029814057,48.124672,50.03876580950706
6,2022-06-02,13.0,0.2180781041,0.2944314279,0.17979735979999997,0.0772010779,0.1279932108,-0.248359927,1.5644410418999999,302.82846,884,303.2499413587841,303.5286627849362,23941734.0,884,25336768.034464728,25024691.315977216,1.72,20.439999999999998,5.3797865,884,5.816151126157549,5.856802615153351,75.59346239999999,75.50246291329393,52.60379,51.46065958337522
6,2022-06-03,14.0,0.2237024618,0.2982033595,0.2025175921,0.08125192910000001,0.1322962301,-0.2431024582,1.5544899206,303.01926,885,303.4140360866227,303.574457723319,26360296.0,885,25795812.61733544,25056230.955163464,0.38,20.819999999999997,6.0267324,885,5.891927108076208,5.862914797885553,81.6201948,81.36537771117948,43.64032,51.59701028978459
6,2022-06-04,15.0,0.2292974559,0.3019551689,0.2251090802,0.0852808725,0.1365761948,-0.2378707734,1.5445865065,303.6738,886,303.70249840466795,303.6189300609789,26851486.0,886,26480868.0272621,25086194.500207044,0.01,20.83,5.9349837,886,6.063966098456596,5.868581608681541,87.5551785,87.23395931986101,40.654568,42.16892525196276
6,2022-06-05,16.0,0.2348630864,0.3056868561,0.24757182409999998,0.08928790810000001,0.1408331049,-0.23266487260000002,1.5347307996,304.53055,887,304.0371432142699,303.66206646112727,27987758.0,887,27180466.357391857,25114572.879868288,-0.0,20.83,6.74893,887,6.288428793207311,5.87380135029429,94.3041085,93.1077606701553,40.49152,38.01667779660269
6,2022-06-06,17.0,0.2403993533,0.3093984211,0.26990582379999994,0.0932730359,0.1450669604,-0.2274847558,1.5249227999,304.61087,888,304.32009450835034,303.7038539876089,28270152.0,888,27657203.626782466,25141357.502804525,0.0,20.83,6.853609,888,6.500845809676531,5.878572459376924,101.1577175,98.98633312953223,39.46054,37.034075203065335
6,2022-06-07,18.0,0.2459062566,0.3130898639,0.2921110793,0.09723625590000001,0.1492777613,-0.222330423,1.5151625074,304.53934,889,304.460305332882,303.74428010878194,28360448.0,889,27727777.837940585,25166540.26017103,0.22,21.049999999999997,6.8786745,889,6.636219507192599,5.882893506950959,108.036392,104.86922663648319,43.710102,40.861962099324536
6,2022-06-08,19.0,0.2513837963,0.3167611845,0.3141875906,0.1011775681,0.1534655076,-0.2172018742,1.5054499221,304.7292,890,304.39780566831007,303.78333270127564,27805946.0,890,27323416.20939149,25190113.52807594,1.4,22.449999999999996,6.6065316,890,6.648850045109656,5.886763198834285,114.6429236,110.75598983531748,42.93124,42.51012967577699
6,2022-06-09,20.0,0.2568319724,0.3204123829,0.3361353577,0.1050969725,0.1576301993,-0.2120991094,1.495785044,302.22638,891,304.11863163206664,303.8210000536261,21171242.0,891,26510736.55508917,25212070.16988829,6.73,29.179999999999996,5.087054,891,6.52550501433937,5.890180376028785,119.7299776,116.64617021134626,53.72745,43.89704749344109
6,2022-06-10,21.0,0.2622507849,0.3240434591,0.35795438059999996,0.10899446909999999,0.1617718364,-0.20702212860000002,1.4861678730999999,303.92062,892,303.65643717639523,303.85727086978847,27171916.0,892,25467250.852149587,25232403.53839865,0.23,29.409999999999997,6.6018114,892,6.287961811467727,5.89314401506746,126.331789,122.53931422641372,41.304325,51.02429817971629
6,2022-06-11,22.0,0.2676402338,0.3276544131,0.3796446593,0.11287005790000001,0.1658904189,-0.2019709318,1.4765984094,304.42422,893,303.08094995289093,303.89213427252446,25916292.0,893,24421428.74753679,25251107.4778314,0.38,29.789999999999996,6.4394364,893,5.984606435583677,5.895653228320966,132.7712254,128.43496745473468,48.24835,49.62361083474717
6,2022-06-12,23.0,0.2730003191,0.3312452449,0.4012061938,0.11672373890000001,0.1699859468,-0.196945519,1.4670766529,303.68723,894,302.4773827196268,303.9255798066644,26385854.0,894,23579045.001238678,25268176.32570847,3.58,33.37,6.425304,894,5.674404015526322,5.897707264263465,139.1965294,134.33267471899813,47.733772,42.42539410277114
6,2022-06-13,24.0,0.2783310408,0.3348159545,0.4226389841,0.12055551210000001,0.1740584201,-0.1919458902,1.4576026035999998,301.3857,895,301.9234416571973,303.95759744224256,23279954.0,895,23061480.517048106,25283604.914563537,6.41,39.78,5.244207,895,5.4089351271040735,5.89930550769771,144.4407364,140.23198022669584,49.874805,46.17106963440703
6,2022-06-14,25.0,0.2836323989,0.3383665419,0.44394303020000003,0.12436537749999999,0.1781078388,-0.1869720454,1.4481762615,300.30515,896,301.4709551549465,303.98817757750504,20226300.0,896,22876589.961073868,25297388.57350646,6.55,46.33,4.664017,896,5.218545759111971,5.900447479939302,149.1047534,146.13242770663516,58.23868,45.3050443101176
6,2022-06-15,26.0,0.2889043934,0.3418970071,0.4651183321,0.1281533351,0.1821342029,-0.18202398460000002,1.4387976266,300.33447,897,301.13733902353414,304.01731104178924,19951752.0,897,22930685.62457105,25309523.129637346,9.24,55.57,4.6337533,897,5.10692997407114,5.901132838960061,153.7385067,152.0335605455952,59.739117,51.6046189648311
6,2022-06-16,27.0,0.2941470243,0.3454073501,0.48616488980000006,0.1319193849,0.18613751239999998,-0.1771017078,1.4294666988999998,300.29373,898,300.90875078679096,304.044989098274,22643834.0,898,23075485.828297213,25320004.90930987,4.5,60.07,5.1066833,898,5.055315779145232,5.90136137949046,158.84519,157.93492192508566,54.78865,54.43131916502044
