Parcela,Fecha,dias,ndvi,gndvi,cire,ndre1,ndre,ndmi,msi,temp,dia_x,reconstruida_temp,ajustados_temp,srf,dia_y,reconstruida_srf,ajustados_srf,precip,precip_acum,et,dia,reconstruida_et,ajustados_et,et_acum,et_acum_ajustados,rh12,rh12_holtwin_predicts,kc,etc,etc_acum
9,2022-05-21,1.0,0.1138260825999999,0.2040650249999999,-0.3109218508999999,0.0026672432,0.0372588283,-0.303406525,1.6355326567,304.87766,872,303.6034824859403,302.8813437160007,27065918.0,872,23981782.409200985,24527224.151405457,0.02,0.02,6.268201,872,5.729817115369621,5.749515444655044,6.268201,5.749515444655044,44.938072,44.19440153300025,0.30089999498999986,1.8861016494963123,1.8861016494963123
9,2022-05-22,2.0,0.1202992458999999,0.2085780494999999,-0.2833349004,0.0073980685,0.0423989246,-0.2977279051,1.6250331049,303.9783,873,303.6003678962686,302.9418295730697,23689022.0,873,23194584.42350995,24576798.85887357,0.2,0.22,5.540866,873,5.507755924252782,5.760791778653642,11.809067,11.510307223308686,46.730515,44.856321655122365,0.3083441327849999,1.7084935216478914,3.5945951711442037
9,2022-05-23,3.0,0.1267400907999999,0.2130685348,-0.2558970381,0.0121043054,0.0475126746999999,-0.2920767592,1.6145833261,302.26254,874,303.6788373056362,303.0011825479788,21523218.0,874,23015238.988020346,24624942.61668852,4.7,4.92,5.172845,874,5.429605997684767,5.771653327230572,16.981912,17.28196055053926,48.98986,45.64632965138843,0.3157511044199999,1.633331521743474,5.227926692887678
9,2022-05-24,4.0,0.1331486173,0.2175364809,-0.2286082639999999,0.0167859539,0.0526000785999999,-0.2864530873,1.6041833203,302.49277,875,303.8285782460352,303.05938484139176,21017700.0,875,23412170.09425648,24671640.849686865,1.29,6.21,5.354875,875,5.498077871238764,5.782096837280743,22.336787,23.064057387820004,54.378708,50.533908603551936,0.323120909895,1.7302720823739879,6.958198775261666
9,2022-05-25,5.0,0.1395248254,0.2219818878,-0.2014685781,0.021443014,0.0576611363,-0.2808568894,1.5938330875,303.9353,876,304.0041206599557,303.1164189990499,25293710.0,876,24191319.687133573,24716879.420327064,1.59,7.8,5.944291,876,5.674606933335853,5.79211918090435,28.281078,28.856176568724354,47.13633,50.60649477221232,0.33045354921000003,1.9643120584870601,8.922510833748726
9,2022-05-26,6.0,0.1458687151,0.2264047555,-0.1744779803999999,0.0260754857,0.0626958478,-0.2752881655,1.5835326277,304.25687,877,304.1416654549246,303.172267917006,23193226.0,877,25069251.042264976,24760644.632969424,0.99,8.79,5.0353475,877,5.892936009159938,5.801717356343696,33.3164255,34.65789392506805,51.38589,49.98197020360495,0.337749022365,1.7006836953930469,10.623194529141774
9,2022-05-27,7.0,0.1521802864,0.230805084,-0.1476364708999999,0.030683369,0.0677042131,-0.2697469156,1.5732819409,304.62982,878,304.18312055832183,303.226914846754,26681844.0,878,25770739.60493487,24802923.238022417,0.64,9.43,6.183382,878,6.080919026491006,5.81088848888224,39.4998075,40.46878241395029,43.357655,49.04814733230664,0.34500732936,2.1333121102326955,12.75650663937447
9,2022-05-28,8.0,0.1584595393,0.2351828732999999,-0.1209440495999999,0.0352666639,0.0726862321999999,-0.2642331397,1.5630810271,304.306,879,304.0987294750563,303.2803434002514,26970086.0,879,26117710.67148839,24843702.43595385,0.59,10.02,6.3995495,879,6.183488047282811,5.819629831705591,45.899357,46.28841224565589,43.9598,45.01421827008936,0.35222847019500003,2.2541035303221775,15.010610169696648
9,2022-05-29,9.0,0.1647064738,0.2395381233999999,-0.0944007164999999,0.0398253704,0.0776419050999999,-0.2587468378,1.5529298863,304.00195,880,303.9002732114724,303.3325375548341,27305070.0,880,26080422.05190693,24882969.88116586,0.82,10.84,6.712968,880,6.1794202751819896,5.827938766724199,52.612325,52.116351012380086,44.196354,49.64383474715838,0.35941244487,2.4127242412140744,17.423334410910723
9,2022-05-30,10.0,0.1709210899,0.2438708342999999,-0.0680064716,0.0443594885,0.0825712317999999,-0.2532880099,1.5428285185,304.45563,881,303.6401225626628,303.38348165802114,26855088.0,881,25775462.015636977,24920713.685732428,0.42,11.26,6.5090804,881,6.086633534588057,5.8358128053574925,59.1214054,57.95216381773758,42.83379,44.1241348871355,0.36655925338499995,2.3859636516469367,19.80929806255766
9,2022-05-31,11.0,0.1771033876,0.2481810059999999,-0.0417613149,0.0488690182,0.0874742122999999,-0.247856656,1.5327769237,303.21268,882,303.3962339182971,303.43316043220915,24499586.0,882,25413570.03459476,24956922.42299838,2.97,14.23,5.706679,882,5.954530977876612,5.843249589279219,64.8280844,63.7954134070168,47.891056,44.73483542720307,0.37366889573999995,2.132408440272647,21.941706502830307
9,2022-06-01,12.0,0.1832533669,0.2524686385,-0.0156652463999999,0.0533539595,0.0923508466,-0.2424527761,1.5227751019,302.92975,883,303.24787943538,303.48155897925346,23926230.0,883,25217129.01996833,24991585.13103871,4.49,18.72,5.3855915,883,5.846150272376768,5.850246891123781,70.2136759,69.64566029814057,48.124672,50.03876580950706,0.380741371935,2.0505174963914747,23.992223999221782
9,2022-06-02,13.0,0.1893710277999999,0.2567337318,0.0102817339,0.0578143124,0.0972011346999999,-0.2370763702,1.5128230531,302.82846,884,303.2499413587841,303.5286627849362,23941734.0,884,25336768.034464728,25024691.315977216,1.72,20.44,5.3797865,884,5.816151126157549,5.856802615153351,75.59346239999999,75.50246291329393,52.60379,51.46065958337522,0.38777668196999987,2.0861557586769988,26.07837975789878
