Parcela,Fecha,dias,ndvi,gndvi,cire,ndre1,ndre,ndmi,msi,temp,dia_x,reconstruida_temp,ajustados_temp,srf,dia_y,reconstruida_srf,ajustados_srf,precip,precip_acum,et,dia,reconstruida_et,ajustados_et,et_acum,et_acum_ajustados,rh12,rh12_holtwin_predicts
14,2022-03-02,1.0,0.0595723225,0.1987771965,-0.3553665196,-0.0409025557,0.010800600300000001,-0.3089653149,1.7202348104,294.84064,792,293.84833832534923,296.5217319982757,20634762.0,792,18162516.876818437,17769652.76214096,0.21,0.21,4.3141017,792,3.874946251361188,4.207197005203168,4.3141017,4.207197005203168,45.03621,41.499336055950494
14,2022-03-03,2.0,0.0644136898,0.2017353504,-0.3373538932,-0.0373133502,0.0144403548,-0.30531953,1.7123515256,296.54086,793,295.5223799500756,296.5962369121975,15718914.0,793,19096824.695025627,17858728.176364027,1.22,1.43,3.8488011,793,4.164519721128387,4.2348048376349565,8.162902800000001,8.442001842838124,46.64517,37.21197921199068
14,2022-03-04,3.0,0.0692367569,0.20468265530000002,-0.3194136168,-0.0337383827,0.0180660813,-0.3016861161,1.7044962294000001,296.83868,794,297.15665286562296,296.6715100776792,15409602.0,794,19681324.79319608,17948396.899924267,0.78,2.21,3.7441578,794,4.430110730591576,4.26252153841808,11.907060600000001,12.704523381256205,49.81445,40.04097581378137
14,2022-03-05,4.0,0.07404152380000001,0.2076191112,-0.3015456904,-0.0301776532,0.0216777798,-0.29806507320000003,1.6966689218,298.2344,795,298.34104269267334,296.747528916986,22154222.0,795,19831559.12500323,18038631.77659684,0.0,2.21,4.9870586,795,4.630519498983367,4.290338789333509,16.894119200000002,16.994862170589712,42.561966,50.384250611737386
14,2022-03-06,5.0,0.0788279905,0.21054471810000003,-0.283750114,-0.0266311617,0.0252754503,-0.2944564013,1.6888696028,299.35718,796,298.79339474108497,296.8242706287228,22026488.0,796,19604854.88725491,18129405.478697076,0.12,2.33,5.074271,796,4.744461631327953,4.318248241985534,21.9683902,21.31311041257525,47.655605,40.15127345863329
14,2022-03-07,6.0,0.083596157,0.213459476,-0.2660268876,-0.0230989082,0.0288590928,-0.29086010040000004,1.6810982724,297.66345,797,298.4346147395892,296.90171219467334,21074274.0,797,19185373.394081347,18220690.51535674,0.08,2.41,5.421426,797,4.775857808383598,4.346241520307245,27.389816200000002,25.659351932882494,44.812077,50.56960437390712
14,2022-03-08,7.0,0.08834602329999999,0.2163633849,-0.2483760112,-0.0195808927,0.0324287073,-0.28727617050000004,1.6733549306,295.7546,798,297.40505357503554,296.9798303867042,17445166.0,798,18826258.32247567,18312459.24084963,0.03,2.44,4.0980268,798,4.751718863277156,4.374310223074334,31.487843,30.033662155956826,44.42261,54.1783921955068
14,2022-03-09,8.0,0.0930775894,0.2192564448,-0.23079748479999998,-0.0160771152,0.0359842938,-0.28370461160000005,1.6656395774,294.58414,799,296.01927089149643,297.05860177373205,12916347.0,799,18765955.45312905,18404683.86296408,0.89,3.33,3.402782,799,4.713223322987274,4.402445926426421,34.890625,34.43610808238325,44.64684,43.08629566013786
14,2022-03-10,9.0,0.0977908553,0.22213865570000002,-0.2132913084,-0.012587575699999999,0.0395258523,-0.2801454237,1.6579522128,297.51,800,294.6743413567101,297.1380027287516,23020110.0,800,19145670.683971133,18497336.45141988,0.01,3.34,5.1094766,800,4.702716047378897,4.430640186395199,40.0001016,38.86674826877845,44.954773,42.92952934234624
14,2022-03-11,10.0,0.102485821,0.2250100176,-0.19585748199999997,-0.0091122742,0.0430533828,-0.27659860680000004,1.6502928368,299.13803,801,293.73970017482844,297.21800943592234,23745222.0,801,19956062.55620628,18590388.946326967,0.04,3.38,6.665742,801,4.75064283296912,4.458884541438595,46.6658436,43.325632810217044,37.483307,42.88772680020884
