Fecha,RH12,holtwinters_predicts
2020-01-01,67.580284,61.561152313445376
2020-01-02,67.84901,67.35257222006206
2020-01-03,43.002438,56.45617384250125
2020-01-04,35.675102,41.29374105953785
2020-01-05,40.526485,41.16853383854581
2020-01-06,44.422684,49.035819470341394
2020-01-07,35.23704,46.34248107592905
2020-01-08,43.684826,39.94472202045303
2020-01-09,49.902107,45.07026820399382
2020-01-10,52.313377,55.10266343691755
2020-01-11,22.602865,40.068589229468444
2020-01-12,37.03615,39.051124378385495
2020-01-13,46.518257,39.016030096804855
2020-01-14,56.794,40.91934963571823
2020-01-15,64.58712,50.35992692139161
2020-01-16,66.49382,47.61582646333205
2020-01-17,65.24917,61.27550310058305
2020-01-18,58.2748,67.61115132301543
2020-01-19,58.849613,64.65007944810786
2020-01-20,48.215664,57.4579572887503
2020-01-21,58.542416,66.0798566556245
2020-01-22,53.446304,57.830753258853626
2020-01-23,63.370518,59.06530690978215
2020-01-24,53.267365,63.21702805641382
2020-01-25,71.19503,57.75196733242218
2020-01-26,83.77485,57.61630139752912
2020-01-27,48.655476,66.44312151685328
2020-01-28,58.293556,62.706115154275814
2020-01-29,31.304445,48.24987858536476
2020-01-30,52.18863,44.564776067797666
2020-01-31,55.8072,54.26698169546161
2020-02-01,53.8916,52.08404551150921
2020-02-02,57.272118,54.70410405087522
2020-02-03,58.74593,60.70920873299223
2020-02-04,52.833607,52.0698088013196
2020-02-05,40.145805,45.27278466181453
2020-02-06,39.909966,43.82606190002047
2020-02-07,56.94563,46.27147401107965
2020-02-08,55.656242,52.04433798776423
2020-02-09,51.656902,62.9668650709592
2020-02-10,56.98512,49.21327912456568
2020-02-11,61.324154,63.27339803217471
2020-02-12,57.342533,51.819775729247546
2020-02-13,42.069366,55.53731282299347
2020-02-14,52.572445,45.39153995958415
2020-02-15,45.113453,49.796870326815096
2020-02-16,51.99462,48.20827454858075
2020-02-17,51.1843,52.87398447767833
2020-02-18,53.457314,43.48755070511869
2020-02-19,50.39393,45.83500812361571
2020-02-20,53.406624,53.59349758350275
2020-02-21,52.638813,54.029581042183445
2020-02-22,45.00684,53.65556215914979
2020-02-23,49.38282,47.9071888198839
2020-02-24,54.28299,48.60258212369796
2020-02-25,39.69143,54.236242958281494
2020-02-26,25.087706,47.242035467203
2020-02-27,21.647282,34.02840264398688
2020-02-28,35.85173,29.348135681999093
2020-02-29,45.93892,32.18772829840785
2020-03-01,49.762264,41.259070274233686
2020-03-02,46.738445,40.250470559153705
2020-03-03,46.80162,38.69909902352521
2020-03-04,23.925322,39.95399356883566
2020-03-05,35.009483,38.86483470855635
2020-03-06,29.96288,31.921654701353503
2020-03-07,42.982586,37.63397660409288
2020-03-08,48.997257,46.16309557072867
2020-03-09,43.70631,42.87360706650592
2020-03-10,50.91978,43.785680277825485
2020-03-11,48.432316,44.61422616472136
2020-03-12,51.63206,44.44639041093819
2020-03-13,46.942547,53.95335552031572
2020-03-14,56.936214,56.067764845330885
2020-03-15,60.008423,47.67830951520166
2020-03-16,53.65249,50.823876760955386
2020-03-17,47.186024,48.193072997024295
2020-03-18,49.16218,41.86629513421772
2020-03-19,48.11936,50.710244123781926
2020-03-20,55.48587,62.456888839642865
2020-03-21,58.065678,54.1465745003485
2020-03-22,46.99106,48.65733400830466
2020-03-23,40.584106,44.337874789733135
2020-03-24,42.608334,42.14897236641582
2020-03-25,43.77679,41.14582299810239
2020-03-26,43.304333,44.33236259809442
2020-03-27,44.600315,47.15504253552266
2020-03-28,44.32046,48.452578703265814
2020-03-29,52.809254,52.49515810509133
2020-03-30,53.663128,46.147816285746146
2020-03-31,45.86739,47.15074110108076
2020-04-01,45.658497,54.046644501800436
2020-04-02,37.21954,48.511227166815765
2020-04-03,54.36978,45.65467450727734
2020-04-04,48.634502,47.76167273657543
2020-04-05,53.617474,46.274452979307554
2020-04-06,56.647892,49.48339083355869
2020-04-07,51.913643,55.014595074566536
2020-04-08,46.566517,49.92200687575829
2020-04-09,47.071804,53.23389722338066
2020-04-10,46.77495,47.86401997964342
2020-04-11,44.004692,48.32381858449744
2020-04-12,18.535957,38.70338185943187
2020-04-13,26.554907,28.733247478057926
2020-04-14,35.023754,30.725833878470468
2020-04-15,64.39085,43.30647278931819
2020-04-16,64.14016,50.55992112726157
2020-04-17,48.01233,60.80887514527163
2020-04-18,54.143806,51.45847740894102
2020-04-19,39.699398,49.25469507284545
2020-04-20,34.038414,40.99136468821437
2020-04-21,46.37573,44.508628729823116
2020-04-22,43.443928,45.80419429638407
2020-04-23,38.368877,37.44262202541705
2020-04-24,34.3233,37.88221666592984
2020-04-25,42.928177,37.09790594601091
2020-04-26,50.95563,48.69730252507691
2020-04-27,47.21541,46.74515420892452
2020-04-28,45.64101,45.46330790731399
2020-04-29,41.68045,39.561150679515485
2020-04-30,50.52339,42.29284097100222
2020-05-01,41.06195,52.43695776535828
2020-05-02,44.002186,44.613399412538556
2020-05-03,44.01991,40.964152662698545
2020-05-04,40.637497,40.53860642624324
2020-05-05,42.913845,44.95911279394876
2020-05-06,38.766243,43.51802085353799
2020-05-07,43.781,42.20610899113281
2020-05-08,45.405624,43.39243239189293
2020-05-09,40.1413,43.51909628262104
2020-05-10,37.183994,43.02848407821094
2020-05-11,40.73638,45.200304748306294
2020-05-12,41.561806,48.90003779928783
2020-05-13,51.890396,41.66822474823803
2020-05-14,51.27674,46.259562160110605
2020-05-15,51.702564,43.111478022441936
2020-05-16,42.05114,47.197520278824285
2020-05-17,34.805813,40.0743851113346
2020-05-18,38.344143,41.78064198601662
2020-05-19,38.63099,37.48026396667157
2020-05-20,43.373676,41.0553298777416
2020-05-21,46.98558,43.08547910352473
2020-05-22,49.219418,44.13509393171108
2020-05-23,46.956345,47.39552162969077
2020-05-24,52.95179,50.21316303826001
2020-05-25,49.889515,48.62687280624596
2020-05-26,49.87879,51.00014380474567
