Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,Evapotranspiration,Kc,ETc,Dia,y_pred_1,y_pred_2,y_pred_3,y_pred_4,y_pred_5,y_pred_6,y_pred_7,y_pred_8,y_pred_9
1,2022-02-15,11,0.1901175792959514,0.1340361445783132,0.2647317502198769,-0.2453226597505165,-0.3377146491414034,-0.0969154955283811,1.6594824090519391,1.2146321746160065,2.019846350832266,0.3270622940934165,0.2507692307692307,0.4065454545454545,0.4315155888500257,0.3160704751735184,0.6786922209695603,3.724121,0.3886352161903441,1.4473245699540005,0,0.36655032859742626,0.14329908642438632,0.13676796168434815,0.13530750398710506,0.1575282270037037,0.0008348133972727216,7.331177540729015e-07,1.6023873291002332e-15,7.162505643725389e-20
2,2022-03-02,11,0.1876995636857235,0.1417197452229299,0.2565656565656565,-0.2293334429743569,-0.2930360836589289,-0.1072826938136256,1.5989709262833407,1.2403508771929823,1.828998699609883,0.3136857876437753,0.2505042355788624,0.3774727492935002,0.3856251139950097,0.2923644621061595,0.5426615461679747,4.216826,0.385854498238582,1.6270812803894068,15,0.3891496338171364,0.2274789219473758,0.22438947101474221,0.22403558577967664,0.22315322132144558,0.16794242439978344,0.07922753078022961,0.0012293097319058157,0.0001291774055261337
3,2022-03-07,11,0.2253378002485693,0.1814842027920646,0.2845953002610966,-0.183272312074926,-0.2499034376207029,-0.0824781451919422,1.4515979770295149,1.179784589892295,1.666323377960865,0.2984522641353535,0.2388289676425269,0.3486884197056942,0.7632698917567238,0.5173099880620772,1.115942028985507,4.7891393,0.4291384702858547,2.055203913187869,20,0.39668273555703976,0.25427135670030077,0.25214809016906364,0.25206403951043055,0.24683579541171785,0.2134598123703008,0.1272654809052945,0.0036038224254553585,0.0005052326647167192
6,2022-03-17,11,0.2833150388240789,0.2097976570820021,0.3538461538461538,-0.1368047206460102,-0.2172701949860724,-0.040551500405515,1.3202275515632782,1.084530853761623,1.5551601423487544,0.3531087753904029,0.2961719274680994,0.3988919667590028,0.7762920324449838,0.5058415714469123,1.1665098777046097,6.025213,0.4958122946476907,2.987374683271097,30,0.4117489390368465,0.30595496057404353,0.30550916875444967,0.3058370271732701,0.2957113608794483,0.2924896046613624,0.23344845455791866,0.01563742117432093,0.003292150637150555
4,2022-03-22,11,0.3235615210885,0.2217283950617284,0.4534199938099659,-0.0946427483353228,-0.1818985327912321,0.0031243490939387,1.2124234170080486,0.9937707641196012,1.444684528954192,0.4010026468357477,0.3302180685358255,0.4792703150912106,0.7208219199738128,0.4538072897870804,1.1534839924670433,5.8426514,0.542095749251775,3.167276488299932,35,0.4192820407767499,0.33084612969486127,0.33111718358900044,0.33159367213007146,0.3205541257775628,0.32691663958156797,0.28661681347599255,0.02676388465596994,0.0065772090041009736
5,2022-03-27,11,0.3429839613745676,0.2117527862208713,0.5003092145949288,-0.0918302114341256,-0.2023765317489788,0.0284060068753392,1.206863065962284,0.9447572132301196,1.5074487895716946,0.4125470376025323,0.3271676300578034,0.5118685331710287,0.8111511866644096,0.4442112626792585,1.395273551311104,5.480632,0.5644315555807528,3.093441645325652,40,0.42681514251665326,0.3551035436049766,0.3560138857204471,0.35660498273815355,0.3454560523651812,0.35848574623790164,0.33746839076206947,0.04211691840054461,0.01183474727531693
9,2022-04-11,11,0.4579874106133674,0.2966233766233766,0.5593594699061292,0.0043078462398669,-0.1369351002378525,0.095847885137757,0.9959460015192156,0.8250708215297451,1.3173228346456691,0.4479488648573027,0.3574207893274041,0.5079452054794521,1.478832397858333,0.7641862955032119,2.127586206896552,6.4632335,0.6966855222053725,4.502841206082757,55,0.4494144477363634,0.4240732540711081,0.42646389291359277,0.4272242995155498,0.4191609745871223,0.43933583199037546,0.4662716309628514,0.11702066982036884,0.04527036874902009
10,2022-04-16,11,0.4567334418255325,0.2947576656775469,0.5474530831099196,-0.0118050548270746,-0.160224538893344,0.0651411699575567,1.0279348607308456,0.8776853776853777,1.3815889992360582,0.4541262708258956,0.3607068607068607,0.5142555438225976,1.6261831696627544,0.8175582990397805,2.376341577228185,5.9641294,0.6952434580993624,4.146521948608076,60,0.4569475494762668,0.4457956471384138,0.44854312125005324,0.44931113642786824,0.44300452968299425,0.46258150500166373,0.49974376637735274,0.15186143840497657,0.06410930314732136
11,2022-05-01,11,0.505404953601433,0.3064133016627078,0.5949512335054504,0.0573103398133584,-0.1629686304514154,0.1552046540619156,0.896268233266343,0.731294964028777,1.3893967093235833,0.4523958844025518,0.3456334563345633,0.5092230296254892,2.428493022459216,0.9617503541633874,4.034833091436865,4.557532,0.751215696641648,3.423689576346604,75,0.4795468546959769,0.5071602950761163,0.5106073719000737,0.5112880205937831,0.5110361442311376,0.5241585582525432,0.5722270696865008,0.2820127984866215,0.14887824163512628
12,2022-05-11,11,0.5224312483784457,0.3330254041570439,0.6167832167832168,0.0825740351883489,-0.1269096959612766,0.1804176651831564,0.8511843621309715,0.6943155452436195,1.2907137907137909,0.4760719643951515,0.359966708281315,0.5578667846868777,2.39277863247118,1.0401038661281017,13.148614609571789,5.340196,0.7707959356352125,4.11620137229542,85,0.49461305817578366,0.5449012843144059,0.5485334540513832,0.5490875811242745,0.5527637553804534,0.5599144349303309,0.6010906298086409,0.3837834362227915,0.2295417497169197
13,2022-05-16,11,0.5776752974567249,0.3501303214596003,0.6867695184665732,0.1282730742582828,-0.056342271768605,0.2391269199676637,0.7768161614282892,0.6140396659707724,1.11941251596424,0.5267009220127522,0.4019323671497584,0.6085599643334819,2.3804605241391914,0.9025755879059352,3.2891777055736067,6.634955,0.8343265920752335,5.53571939372253,90,0.5021461599156871,0.5628211461174971,0.5664698027476558,0.5669466969705398,0.5723764599075533,0.5765376837794757,0.6112482850839047,0.43667441893851505,0.27642259202712904
14,2022-05-21,11,0.581954418245535,0.3839526117393645,0.6687960687960688,0.1422070727561576,-0.1192030230161456,0.2454646427249167,0.755276974870226,0.6058263971462544,1.2706708268330733,0.5126453965037561,0.3921993499458288,0.5775984812529663,2.674578753431561,1.2667401922167951,3.731834384425556,6.268201,0.8392475809823652,5.260572526361242,95,0.5096792616555904,0.580107252709886,0.5837253934599979,0.5841183878892113,0.5911032715907218,0.5924285518149099,0.6193248628134871,0.4896341400674581,0.3269583699018263
16,2022-05-31,11,0.5659549780767311,0.1953743152769324,0.7192546583850932,0.1458987859806961,-0.0704923839886645,0.2810257975881545,0.7511917772096511,0.5612488083889419,1.1516768292682926,0.4964840561359719,0.20935960591133,0.6149358226371062,inf,-308.3333333333333,inf,5.706679,0.8208482247882408,4.684317326586333,105,0.5247454651353972,0.6127782002625562,0.616205411739862,0.616417916183331,0.6257919945690874,0.62223234854608,0.6314740951596498,0.5918635143653768,0.435916978287504
