Fecha,et,et_arima
2020-01-01,1.714925,0.0
2020-01-02,2.3010213,1.7149248880414694
2020-01-03,3.2932794,2.234497660931142
2020-01-04,2.6037762,3.1806552122658105
2020-01-05,2.7475116,2.682036823764649
2020-01-06,2.7292266,2.731197212973611
2020-01-07,2.7966998,2.731302000818315
2020-01-08,2.8455884,2.789041395050898
2020-01-09,3.190141,2.8400394013428345
2020-01-10,3.2777088,3.1510332751986576
2020-01-11,3.8143733,3.2677695993558635
2020-01-12,2.9622676,3.7534603143581844
2020-01-13,2.9481735,3.058984081655502
2020-01-14,2.3691404,2.9497732214478214
2020-01-15,2.387571,2.4348623452869265
2020-01-16,2.1303637,2.3854790731571214
2020-01-17,2.5380487,2.1595574785560068
2020-01-18,2.5909061,2.4917752637071517
2020-01-19,2.0095162,2.5849066309699755
2020-01-20,1.7589403,2.0755056489592594
2020-01-21,2.078023,1.7873813953191144
2020-01-22,3.121294,2.0418061831178482
2020-01-23,2.2369056,3.002879699364273
2020-01-24,2.2678976,2.3372862622405393
2020-01-25,2.0888364,2.264379917628591
2020-01-26,2.0474756,2.109160368335163
2020-01-27,3.2817082,2.0521701714064076
2020-01-28,3.5221832,3.141619200928028
2020-01-29,3.1995597,3.4948885862846986
2020-01-30,2.495477,3.2361784080069804
2020-01-31,2.610882,2.575392439526465
2020-02-01,2.31552,2.5977831959837223
2020-02-02,2.427682,2.349044448263557
2020-02-03,2.8030984,2.414951285940178
2020-02-04,3.573075,2.7604875439010743
2020-02-05,3.545997,3.4856804106796075
2020-02-06,3.4794462,3.5490704319583446
2020-02-07,3.0432484,3.486999909859421
2020-02-08,2.9406497,3.0927581222350113
2020-02-09,3.8869507,2.9522949516236285
2020-02-10,3.625336,3.7795427771248415
2020-02-11,3.4697587,3.6550300313078052
2020-02-12,3.6936035,3.4874171772070675
2020-02-13,3.0571144,3.668196462477684
2020-02-14,2.2001653,3.1293577688262815
2020-02-15,3.4722605,2.2974315216786585
2020-02-16,3.5680666,3.3278739854222295
2020-02-17,4.0784826,3.5571923282833158
2020-02-18,3.9912152,4.0205488956477415
2020-02-19,3.5299532,4.0011203043681824
2020-02-20,3.6449997,3.5823077820211977
2020-02-21,2.3769565,3.631941586779094
2020-02-22,3.4180982,2.5208831007623043
2020-02-23,4.1369495,3.299925581123225
2020-02-24,4.2507544,4.055357781308899
2020-02-25,3.557608,4.237837211999548
2020-02-26,4.3754992,3.6362821375866594
2020-02-27,3.4576557,4.2826661638625865
2020-02-28,3.6599312,3.561833613644248
2020-02-29,3.700996,3.636972340922884
2020-03-01,4.2190576,3.696335025456716
2020-03-02,4.594497,4.160256097753483
2020-03-03,5.0722446,4.551883533334006
2020-03-04,4.951448,5.018018854307465
2020-03-05,3.9928904,4.9651587663379635
2020-03-06,4.239345,4.101689482714905
2020-03-07,3.9354005,4.211371684248428
2020-03-08,3.2222266,3.9698990870397775
2020-03-09,4.105511,3.3031739172360335
2020-03-10,3.366094,4.005255644978679
2020-03-11,4.3223643,3.450019985609844
2020-03-12,4.5517745,4.21382483250477
2020-03-13,5.0350184,4.525735773349204
2020-03-14,4.4636,4.980168808230478
2020-03-15,3.5453305,4.5284576546327715
2020-03-16,3.5325673,3.649556765886446
2020-03-17,4.5530834,3.5340159604169714
2020-03-18,4.395901,4.437251846866634
2020-03-19,5.2849827,4.413741660737474
2020-03-20,4.120767,5.184069334523989
2020-03-21,3.8505938,4.252908876755544
2020-03-22,4.8980126,3.881259246014043
2020-03-23,5.552261,4.779127511969458
2020-03-24,5.4852414,5.478001898838324
2020-03-25,5.74121,5.492848320026423
2020-03-26,6.0334096,5.712156817505992
2020-03-27,5.7063184,6.000244093357872
2020-03-28,5.9020286,5.743444204984612
2020-03-29,4.1202273,5.879814921617031
2020-03-30,4.7864037,4.32246694320999
2020-03-31,4.010464,4.710790736056762
2020-04-01,4.8967047,4.098535418558549
2020-04-02,5.749808,4.796113796308229
2020-04-03,4.023768,5.652978287835538
2020-04-04,4.3100843,4.2196785730623105
2020-04-05,2.804006,4.277586565063335
2020-04-06,4.026324,2.9749502787129565
2020-04-07,4.2928805,3.8875873427705163
2020-04-08,5.0509167,4.262625559982107
2020-04-09,5.4076743,4.964877380897327
2020-04-10,4.833495,5.367181272109375
2020-04-11,5.4431515,4.898666024833443
2020-04-12,7.696556,5.373953709516487
2020-04-13,6.239375,7.440788018414295
2020-04-14,6.3272214,6.404769292580422
2020-04-15,2.0971267,6.317250577443477
2020-04-16,2.1652937,2.577254783233786
2020-04-17,5.4777727,2.1575565467278053
2020-04-18,4.408059,5.101796674446205
2020-04-19,6.1334033,4.529474624191563
2020-04-20,5.9400716,5.937571690916322
2020-04-21,6.1383204,5.9620153116973595
2020-04-22,6.323226,6.115818583114577
2020-04-23,6.849136,6.302238675222805
2020-04-24,6.0943537,6.789443681467868
2020-04-25,5.5681543,6.180023691964433
2020-04-26,3.8115368,5.62787946627601
2020-04-27,5.466309,4.010918008475055
2020-04-28,6.1220512,5.278487530051691
2020-04-29,6.0814204,6.0476225481824635
2020-04-30,4.244653,6.086032114277757
2020-05-01,6.0635777,4.453131455838897
2020-05-02,6.194278,5.857124442639688
2020-05-03,6.113678,6.17944313483325
2020-05-04,6.102254,6.122826335026316
2020-05-05,4.894252,6.103550657311919
2020-05-06,4.8893385,5.031363749484611
2020-05-07,5.213177,4.889896196577566
2020-05-08,5.769961,5.176420385950129
2020-05-09,4.933313,5.706764392440543
2020-05-10,5.230305,5.0282749876314785
2020-05-11,5.0302234,5.19659554198343
2020-05-12,5.502606,5.052933245029793
2020-05-13,5.1678395,5.448989197451586
2020-05-14,5.3879023,5.205836473915474
2020-05-15,5.9123235,5.362924530505842
2020-05-16,6.179988,5.852800164609149
2020-05-17,5.7595696,6.149607298751224
2020-05-18,6.2368803,5.807288314322924
2020-05-19,6.815265,6.182704143731447
2020-05-20,6.3676605,6.749616650003782
2020-05-21,4.876782,6.418464915946484
2020-05-22,5.397165,5.046001057090959
2020-05-23,5.5043283,5.338100012084376
2020-05-24,5.8419986,5.492164952966184
2020-05-25,5.7308154,5.803672036317164
2020-05-26,4.7912393,5.743435017405681
2020-05-27,4.723057,4.897883927115624
2020-05-28,5.0123763,4.730795889866808
2020-05-29,3.6141078,4.97953771580671
2020-05-30,5.10657,3.7728153520439727
2020-05-31,4.917715,4.937171188341036
2020-06-01,4.508732,4.939150593193485
2020-06-02,4.863992,4.555152763077764
2020-06-03,5.196612,4.823668954076315
2020-06-04,5.2497897,5.158858660093633
2020-06-05,5.22752,5.243753875985994
2020-06-06,5.44964,5.230047675887538
2020-06-07,5.9372416,5.42442873230713
