Fecha,Evapotranspiration,arima_predicts
2020-08-03,5.6325064,5.177455403255075
2020-08-04,5.3859434,5.550765914451648
2020-08-05,5.4666386,5.4220438860253966
2020-08-06,5.636218,5.454823623949593
2020-08-07,5.007472,5.611389056647206
2020-08-08,4.6057286,5.099529754758516
2020-08-09,3.5051334,4.664549801873336
2020-08-10,3.9785354,3.6662768872110503
2020-08-11,5.1139793,3.9092223145597895
2020-08-12,5.3720694,4.94773344541285
2020-08-13,5.6408324,5.334281175293361
2020-08-14,6.1103635,5.601481504181716
2020-08-15,5.7208176,6.041617171824082
2020-08-16,5.37768,5.777852906672941
2020-08-17,5.403713,5.427920442132794
2020-08-18,5.149814,5.399901382065845
2020-08-19,4.564311,5.186988585405604
2020-08-20,5.375374,4.650037337160594
2020-08-21,5.7405615,5.256622328024821
2020-08-22,5.726726,5.6870926249441345
2020-08-23,5.4138145,5.728751722733762
2020-08-24,5.629359,5.459629392067892
2020-08-25,3.991477,5.597800083171031
2020-08-26,5.130392,4.231287256414174
2020-08-27,5.460133,4.9636379248078
2020-08-28,5.7746487,5.411854019120873
2020-08-29,6.100449,5.7285989292208574
2020-08-30,5.9315286,6.052746996142082
2020-08-31,5.8711414,5.9562610559629965
2020-09-01,6.2249513,5.879982983164193
2020-09-02,6.2606134,6.173148274604475
2020-09-03,5.8419814,6.2553919387804084
2020-09-04,4.9508,5.903275343802532
2020-09-05,2.273858,5.081282195936913
2020-09-06,3.7202775,2.665802076206878
2020-09-07,4.565366,3.5085001978637886
2020-09-08,5.117317,4.441632489357799
2020-09-09,4.737092,5.036503174072332
2020-09-10,3.4825323,4.792762588445981
2020-09-11,4.031135,3.666218477236143
2020-09-12,5.0270596,3.9508114149331215
2020-09-13,5.105682,4.881241443566762
2020-09-14,4.126465,5.094170512662147
2020-09-15,3.9154642,4.269836915592893
2020-09-16,3.9452803,3.9463578516498723
2020-09-17,4.4328003,3.940914780025868
2020-09-18,5.2363043,4.361420129629339
2020-09-19,5.15919,5.1186593779178144
2020-09-20,4.701275,5.17048067909422
2020-09-21,5.2796364,4.768320558572532
2020-09-22,5.2921395,5.1949556991716985
2020-09-23,5.4710155,5.290308860419755
2020-09-24,5.402114,5.444825396301234
2020-09-25,5.3970556,5.412202203168678
2020-09-26,5.2121105,5.397796224905241
2020-09-27,5.434929,5.239189210098496
2020-09-28,6.19628,5.402305061511866
2020-09-29,6.5849423,6.0848069033232015
2020-09-30,4.8464675,6.52803636549341
2020-10-01,4.9172425,5.101006036694085
2020-10-02,4.3702354,4.906879988599476
2020-10-03,4.8994064,4.450325365523386
2020-10-04,5.207951,4.821927904481431
2020-10-05,4.9081774,5.162775486964746
2020-10-06,4.445363,4.952068708337353
2020-10-07,5.132061,4.513125903515744
2020-10-08,5.278874,5.031518211533492
2020-10-09,5.211064,5.257378395814269
2020-10-10,5.534358,5.220992391353862
2020-10-11,5.3709674,5.487022955694511
2020-10-12,4.5632024,5.3948902110948564
2020-10-13,3.4152837,4.681471195781622
2020-10-14,4.1177382,3.5833560506269837
2020-10-15,4.728206,4.014888425862247
2020-10-16,3.6745975,4.638824445253934
2020-10-17,4.11639,3.8288614363184608
2020-10-18,4.707819,4.0517050149358385
2020-10-19,4.4640694,4.621225008405502
2020-10-20,4.036807,4.499757962470833
2020-10-21,4.4215875,4.099364562571745
2020-10-22,4.5136724,4.365249918679628
2020-10-23,4.676938,4.5001898026695
2020-10-24,4.2953563,4.653033490762085
2020-10-25,4.982541,4.351225529480486
2020-10-26,4.5753155,4.881926951423304
2020-10-27,4.097611,4.634939362752867
2020-10-28,3.5590227,4.167554035356152
2020-10-29,3.4679177,3.6378800281376034
2020-10-30,3.9143343,3.4812568254135607
2020-10-31,3.8390992,3.848972278002357
2020-11-01,4.1424923,3.850114736297698
2020-11-02,3.9826508,4.098071043093036
2020-11-03,3.7852423,4.006053970131076
2020-11-04,3.7521842,3.8141458370089776
2020-11-05,3.6301713,3.7570243969357775
2020-11-06,3.4265702,3.648035801126966
2020-11-07,3.618625,3.456380425643366
2020-11-08,4.041859,3.5905053242031033
2020-11-09,3.9410982,3.9798912550322934
2020-11-10,3.9703078,3.9558510779756397
2020-11-11,3.5244722,3.9660310806357506
2020-11-12,3.8331845,3.589749154966577
2020-11-13,3.642251,3.7879844331934724
2020-11-14,4.108108,3.670206500819385
2020-11-15,3.5505826,4.0398996146448045
2020-11-16,3.041196,3.632212600898364
2020-11-17,3.244998,3.1157777654507126
2020-11-18,3.0055945,3.2151583596121567
2020-11-19,3.0396683,3.04064672886719
2020-11-20,2.7645218,3.034679389495455
2020-11-21,1.3832222,2.804807335048595
2020-11-22,2.9078345,1.5854649813852257
2020-11-23,3.1011248,2.6846086103478735
2020-11-24,3.8692665,3.072824228649089
2020-11-25,3.4631994,3.756799143963717
2020-11-26,3.501814,3.5226536557842145
2020-11-27,3.6006858,3.4961602489194394
2020-11-28,3.1916966,3.586209499686466
2020-11-29,2.2137122,3.2515786946335745
2020-11-30,3.0168364,2.35690364464196
2020-12-01,2.942539,2.899247086279946
2020-12-02,3.2290587,2.9534172430876624
2020-12-03,3.2793071,3.187107959516429
2020-12-04,2.2381582,3.2719499877731106
2020-12-05,1.8021597,2.3905978657844313
2020-12-06,1.7345167,1.8659963573911889
2020-12-07,2.302875,1.744420640072987
2020-12-08,2.6968236,2.219658901613105
2020-12-09,2.9945312,2.6391436726425925
2020-12-10,3.24411,2.9509423847541836
2020-12-11,3.1800947,3.2075679560532797
2020-12-12,2.8936172,3.189467490901561
2020-12-13,3.8583198,2.935561761776668
2020-12-14,3.7171497,3.7170730081862917
2020-12-15,3.6865675,3.7378190997974303
2020-12-16,3.774542,3.6910451883949578
2020-12-17,1.9092396,3.761661226291693
2020-12-18,3.1404564,2.182347581425997
2020-12-19,3.1408896,2.9601879700951357
2020-12-20,3.1657348,3.140826173084582
2020-12-21,2.1872752,3.1620970936312496
2020-12-22,3.2076976,2.3305362209813105
2020-12-23,3.4941642,3.058292601718825
2020-12-24,4.107617,3.452221234145258
2020-12-25,2.7833855,4.017798396910161
2020-12-26,2.7809968,2.977272663768041
2020-12-27,3.018383,2.7813465411654175
2020-12-28,3.0884943,2.9836261338208816
2020-12-29,3.278274,3.0782289641390945
2020-12-30,3.2734523,3.250487432640932
2020-12-31,3.4156601,3.274158268508936
2021-01-01,1.9286382,3.394838765506981
2021-01-02,1.985123,2.146360296666605
2021-01-03,2.8336954,1.9768527861680492
2021-01-04,2.9275193,2.7094517946425984
2021-01-05,2.7809002,2.9137820872357243
2021-01-06,3.6557338,2.8023674143452433
2021-01-07,3.3721945,3.52764516483841
2021-01-08,3.0263886,3.413708865648133
2021-01-09,1.7516176,3.077019720891819
2021-01-10,3.8339918,1.9382630118058284
2021-01-11,1.6040472,3.529101282336175
2021-01-12,1.5079668,1.9305442164611395
2021-01-13,2.2496924,1.5220343978857918
2021-01-14,2.7090418,2.1410927534290276
2021-01-15,3.3531675,2.641786223958687
2021-01-16,3.0200462,3.2588579286878057
2021-01-17,2.9880533,3.0688201070152936
2021-01-18,3.4413652,2.9927375358316612
2021-01-19,2.893146,3.3749936036489827
2021-01-20,1.0267649,2.9734134349697805
2021-01-21,3.0364182,1.3000308191306633
2021-01-22,3.1276734,2.7421751024040852
2021-01-23,3.1938803,3.114312283075138
2021-01-24,3.0646958,3.1841866263010474
2021-01-25,4.2020645,3.083610329904924
2021-01-26,3.8255913,4.035536826098915
2021-01-27,3.9771876,3.8807125691909827
2021-01-28,2.4296937,3.9549916496357858
2021-01-29,3.1620793,2.6562697958105472
2021-01-30,3.9870381,3.0548471681797293
2021-01-31,4.3777037,3.866251876475271
2021-02-01,3.4207356,4.320504452613315
2021-02-02,3.5289094,3.560849946113569
2021-02-03,3.701761,3.5130711487002753
2021-02-04,3.9679465,3.676452957956922
2021-02-05,4.211304,3.9289729884718585
2021-02-06,4.361623,4.175672846794023
2021-02-07,3.9588976,4.339614065330761
2021-02-08,4.2204943,4.017862581261471
2021-02-09,3.6379688,4.1821926569609404
2021-02-10,4.023837,3.723259186928237
2021-02-11,4.0204444,3.967340163241262
2021-02-12,2.2879236,4.020941127038889
2021-02-13,2.19383,2.5415903826442263
2021-02-14,2.8564892,2.207606700850814
2021-02-15,2.6261725,2.7594660489627385
2021-02-16,2.4704971,2.6598942863579103
2021-02-17,3.7357957,2.493290291201429
2021-02-18,3.1895616,3.5505371882717456
2021-02-19,2.5145483,3.2695383868400567
2021-02-20,3.641627,2.6133802748040327
2021-02-21,4.277607,3.4766059349623757
2021-02-22,3.3211772,4.18449008017654
2021-02-23,4.275302,3.4612127309968352
2021-02-24,4.626514,4.135603955245174
2021-02-25,4.5029125,4.575091345757671
2021-02-26,4.672699,4.521009595766469
2021-02-27,4.9524503,4.647839734130624
2021-02-28,5.0358524,4.911490553824635
2021-03-01,5.447248,5.023641093577143
2021-03-02,2.5349667,5.387013572658065
2021-03-03,4.4656453,2.9613679458182007
2021-03-04,4.7319856,4.182965271695544
2021-03-05,5.110764,4.692989423452222
2021-03-06,4.9476433,5.0553052152840365
2021-03-07,3.397368,4.971526593725348
2021-03-08,2.1037652,3.624351334089734
2021-03-09,3.6996343,2.2931678670823015
2021-03-10,5.1984167,3.465975356269952
2021-03-11,5.125751,4.978972691424869
2021-03-12,4.6365833,5.136390337967885
2021-03-13,4.3530903,4.708204718128126
2021-03-14,5.5784197,4.394597886640321
2021-03-15,5.049384,5.399013272915616
2021-03-16,5.921243,5.126842685588615
2021-03-17,6.682982,5.793589890467685
2021-03-18,5.888834,6.571452094359254
2021-03-19,5.2631607,6.005109064693796
2021-03-20,4.7183585,5.354768565831912
2021-03-21,4.996216,4.7981256354084145
2021-03-22,6.0641065,4.955533534278048
2021-03-23,6.3725185,5.907751466714782
2021-03-24,7.428396,6.3273624015745895
2021-03-25,6.705066,7.273799848374329
2021-03-26,6.103938,6.810972257454484
2021-03-27,6.228641,6.1919520692783365
2021-03-28,6.1101236,6.210382628270158
2021-03-29,3.78536,6.127476307999441
2021-03-30,6.0585394,4.1257399266481585
2021-03-31,6.05838,5.725712166542756
2021-04-01,4.2620068,6.058403338527972
2021-04-02,2.2920275,4.525022522565821
2021-04-03,4.7997828,2.5804617346173995
2021-04-04,4.6738544,4.432610170032148
2021-04-05,5.9749603,4.6922921884938145
2021-04-06,6.2255874,5.78445906761513
2021-04-07,6.7080927,6.188891869360222
2021-04-08,6.736477,6.637446756205393
2021-04-09,7.3837295,6.732321116816024
2021-04-10,7.544823,7.288962118717517
2021-04-11,6.5661874,7.521236518469794
2021-04-12,6.632687,6.709474189995884
2021-04-13,6.393017,6.622950470672832
2021-04-14,6.378918,6.428108248426191
2021-04-15,5.9649634,6.380982303048195
2021-04-16,6.7767677,6.02557250295725
2021-04-17,4.8704314,6.657907490692413
2021-04-18,2.9127243,5.149547353966555
2021-04-19,4.098025,3.1993617022272973
2021-04-20,5.731687,3.924479369243388
2021-04-21,4.120407,5.492494614276185
2021-04-22,5.5047975,4.356322328427219
2021-04-23,7.219696,5.3021021649378
2021-04-24,7.2000675,6.968609383864477
2021-04-25,6.7508245,7.202941403991878
2021-04-26,6.914268,6.816600348945329
2021-04-27,6.7225466,6.890337443559286
2021-04-28,7.204476,6.750617461084062
2021-04-29,7.0700865,7.133914376520696
2021-04-30,5.0248857,7.089763119227987
2021-05-01,3.7241447,5.3243334796730615
2021-05-02,6.7385345,3.9145925056040847
2021-05-03,7.8754954,6.297183052905354
2021-05-04,8.509129,7.709027434077003
2021-05-05,6.1285353,8.41635562799357
2021-05-06,5.855826,6.477089582674191
2021-05-07,5.360612,5.895754692762684
2021-05-08,6.402139,5.43311868626915
2021-05-09,6.7700996,6.2496439747586905
2021-05-10,6.139644,6.716224701908249
2021-05-11,5.031501,6.231952065595538
2021-05-12,3.557045,5.193749597257661
2021-05-13,5.1331005,3.7729272622334316
2021-05-14,4.5772233,4.90234256165159
2021-05-15,5.447751,4.658611979933471
2021-05-16,5.6216364,5.32029281256486
2021-05-17,6.5263333,5.596176994279269
2021-05-18,5.9327264,6.393872234083097
2021-05-19,7.235385,6.019639268508368
2021-05-20,6.6203537,7.04465642926894
2021-05-21,6.53251,6.710403418939302
2021-05-22,5.6731143,6.545371622645203
2021-05-23,5.7667055,5.798942597263318
2021-05-24,6.158628,5.753002357972607
2021-05-25,5.8566127,6.101244723781393
2021-05-26,5.669858,5.900832226519007
2021-05-27,6.5778255,5.697201662421073
2021-05-28,6.9528193,6.4448855696565825
2021-05-29,4.93254,6.897914636946297
2021-05-30,4.6327047,5.228338901850834
2021-05-31,5.3084884,4.676605042133939
2021-06-01,5.0030823,5.209543627191263
2021-06-02,4.209075,5.047798290011156
2021-06-03,2.8233087,4.325329464123622
2021-06-04,4.258253,3.0262054726204464
2021-06-05,5.833331,4.048155837614029
2021-06-06,6.7323546,5.602716182172877
2021-06-07,6.7210884,6.6007241894830075
2021-06-08,6.4946575,6.722737939045434
2021-06-09,6.0607605,6.52781034751227
2021-06-10,5.558085,6.124289466572281
2021-06-11,6.074566,5.6316841607137285
2021-06-12,4.8791656,5.998945508998177
2021-06-13,4.3301525,5.054189976873063
2021-06-14,5.4097886,4.410536173723591
2021-06-15,5.7180223,5.251713836387603
2021-06-16,5.7249894,5.672892307343331
2021-06-17,5.247556,5.723969313059999
2021-06-18,5.01366,5.317459342288816
2021-06-19,3.8405733,5.047905849050328
2021-06-20,6.4378552,4.0123306197111015
2021-06-21,6.3949676,6.057574545826564
2021-06-22,3.984652,6.401246981758264
2021-06-23,5.1344166,4.337558010368931
2021-06-24,5.5050206,4.966073982191183
2021-06-25,5.41711,5.450758668879127
2021-06-26,5.635653,5.429981417799038
2021-06-27,5.0421953,5.603655058226708
2021-06-28,4.037479,5.129086323411923
2021-06-29,4.408581,4.184584391918649
2021-06-30,2.690615,4.3542461542810695
2021-07-01,4.6695642,2.942150743704879
2021-07-02,5.3098845,4.379816638769933
2021-07-03,5.1601415,5.21613209577906
2021-07-04,5.6716743,5.182066099712451
2021-07-05,5.1068635,5.5967782989863375
2021-07-06,4.235779,5.1895601916868825
2021-07-07,2.0633106,4.363318711226702
2021-07-08,3.766008,2.3813922469414104
2021-07-09,3.068271,3.516707806158351
2021-07-10,4.575573,3.1704300620567643
2021-07-11,5.106761,4.3548815954216495
2021-07-12,4.611449,5.028987185717815
2021-07-13,4.116805,4.683970034924993
2021-07-14,5.093793,4.189228229801496
2021-07-15,4.7063622,4.950747443120095
2021-07-16,4.837555,4.763087824611999
2021-07-17,5.3737354,4.818346425140704
2021-07-18,5.5306306,5.2952306241930405
2021-07-19,5.7499623,5.507658811957789
2021-07-20,6.0941396,5.7178488808301475
2021-07-21,5.5142636,6.043746930341906
2021-07-22,4.866756,5.599166060768495
2021-07-23,5.424094,4.9615607317121295
2021-07-24,6.378088,5.342491437245563
2021-07-25,6.280013,6.2384091063082785
2021-07-26,6.163249,6.294372636956643
2021-07-27,5.9771695,6.180344984191746
2021-07-28,5.5876775,6.004414303110615
2021-07-29,5.122051,5.644704914912228
2021-07-30,5.2473373,5.190225636730994
2021-07-31,5.606863,5.228993524484924
2021-08-01,6.2933555,5.554223096573205
2021-08-02,5.928981,6.1928427997863045
2021-08-03,5.439886,5.9823308397783155
2021-08-04,4.801275,5.51149677376813
2021-08-05,5.5151105,4.894777137308373
2021-08-06,5.85091,5.410594378391399
2021-08-07,5.746983,5.801743964718611
2021-08-08,5.4160695,5.762199456691237
2021-08-09,5.5573654,5.464520152297243
2021-08-10,5.6063256,5.536677581213744
2021-08-11,5.854526,5.599157099390012
2021-08-12,6.0614657,5.81818577429015
2021-08-13,6.150223,6.031166653719943
2021-08-14,6.018022,6.13722761274278
2021-08-15,5.7617173,6.037378190316647
2021-08-16,5.8307657,5.799244115623567
2021-08-17,5.9396048,5.820655988489043
2021-08-18,5.9633646,5.923669138896887
2021-08-19,5.920194,5.959885812315448
2021-08-20,5.235111,5.9265148171623805
2021-08-21,3.411629,5.335417328474818
2021-08-22,4.2139792,3.678613853601561
2021-08-23,5.326129,4.09650321137813
2021-08-24,5.398423,5.163293747699179
2021-08-25,5.0773497,5.387838084433918
2021-08-26,5.2688036,5.1243596008358026
2021-08-27,5.7285166,5.240771904889795
2021-08-28,5.6369348,5.661207787517214
2021-08-29,4.6022677,5.65034373601668
2021-08-30,5.258112,4.7537583339738205
2021-08-31,5.2746544,5.162086651561726
2021-09-01,5.3146853,5.27223234689379
2021-09-02,4.954187,5.308824181559545
2021-09-03,4.334698,5.0069693065152885
2021-09-04,4.1876216,4.425400392440824
2021-09-05,5.1989474,4.20915576985868
2021-09-06,5.0923867,5.050874279093689
2021-09-07,5.3040757,5.10798876949626
2021-09-08,5.0815015,5.2730812856465485
2021-09-09,5.1023283,5.114089669338926
2021-09-10,5.346418,5.0992789470867335
2021-09-11,4.4290957,5.310679641836799
2021-09-12,4.8956804,4.563405312033981
2021-09-13,4.3051157,4.827365468554431
2021-09-14,5.150858,4.391583145234858
2021-09-15,4.825837,5.027028763325251
2021-09-16,3.5942829,4.873424902760999
2021-09-17,4.5197268,3.7746007156356374
2021-09-18,4.665502,4.384228065075303
2021-09-19,5.180363,4.644158345151343
2021-09-20,5.400476,5.104979701064144
2021-09-21,4.851352,5.368248186903518
2021-09-22,3.7540243,4.9317519111310695
2021-09-23,4.3154216,3.914689376670588
2021-09-24,3.880536,4.2332246954224875
2021-09-25,3.9549062,3.944209712298463
2021-09-26,4.4863567,3.9440172979108548
2021-09-27,5.4448795,4.408544451818238
2021-09-28,5.0724525,5.30453752271053
2021-09-29,4.3800716,5.126981345402514
2021-09-30,3.4771082,4.48144644944903
2021-10-01,4.146986,3.6093154557648326
2021-10-02,1.9641067,4.048905938686571
2021-10-03,3.213315,2.283712657360905
2021-10-04,3.3130922,3.0304123472217688
2021-10-05,3.9134486,3.2984833356762646
2021-10-06,4.350066,3.825547504424195
2021-10-07,4.541513,4.28613872645472
2021-10-08,4.6279297,4.513482315152298
2021-10-09,4.8190713,4.615277011353647
2021-10-10,5.0579696,4.791085330249178
2021-10-11,4.7094297,5.0229913399178265
2021-10-12,4.8477736,4.7604611191068535
2021-10-13,4.188989,4.827517997867284
2021-10-14,4.0422983,4.285444852038004
2021-10-15,4.10518,4.063775997648899
2021-10-16,3.6222625,4.095973184978674
2021-10-17,3.57778,3.6929687959980586
2021-10-18,4.178678,3.5842928988113574
2021-10-19,4.294946,4.090697606138437
2021-10-20,4.309031,4.277922637576601
2021-10-21,3.921471,4.306968746759783
2021-10-22,3.894365,3.9782155414113327
2021-10-23,4.208581,3.898333721074145
2021-10-24,4.0444736,4.162575109753061
2021-10-25,2.9152837,4.068501361263304
2021-10-26,4.5203915,3.0806138760806308
2021-10-27,5.0001674,4.285379873344116
2021-10-28,3.9483693,4.929921080912092
