Fecha,et,et_arima
2020-01-01,1.8693764,0.0
2020-01-02,2.4818304,1.8693762179601643
2020-01-03,3.437479,2.3882763694368454
2020-01-04,2.7319853,3.2915010517597865
2020-01-05,2.9700954,2.839751400238008
2020-01-06,2.9130533,2.933723428279725
2020-01-07,2.6823134,2.9217666374352382
2020-01-08,2.8002315,2.7175595534283126
2020-01-09,3.2986352,2.782219186375113
2020-01-10,3.2592711,3.222502666010696
2020-01-11,4.1827593,3.2652840743844362
2020-01-12,2.957858,4.041693941185004
2020-01-13,2.8483682,3.144965037639955
2020-01-14,2.1785572,2.865093067652431
2020-01-15,2.1596894,2.2808726698167567
2020-01-16,2.045039,2.162571508268465
2020-01-17,2.4140875,2.0625521634754866
2020-01-18,2.6056974,2.3577143280713972
2020-01-19,2.2204528,2.5764284615381925
2020-01-20,1.6638411,2.2792999706845194
2020-01-21,1.9241016,1.748865065851566
2020-01-22,3.1917415,1.8843460938464074
2020-01-23,2.2116756,2.9981060238328925
2020-01-24,2.2780015,2.3613833578748067
2020-01-25,2.0564685,2.2678700366177633
2020-01-26,2.064031,2.090308274167512
2020-01-27,3.3918474,2.0628758073553746
2020-01-28,3.475758,3.189019798189348
2020-01-29,2.9836013,3.4629404253982004
2020-01-30,2.5059156,3.058779587582564
2020-01-31,2.7463498,2.5788834025894563
2020-02-01,2.274277,2.7096228156222932
2020-02-02,2.4438162,2.3463874166992063
2020-02-03,2.952199,2.417918621578091
2020-02-04,3.6834795,2.8745421310791275
2020-02-05,3.7927392,3.5717743952386076
2020-02-06,3.581574,3.7760494807545144
2020-02-07,3.0574017,3.61383006424342
2020-02-08,2.7869756,3.137470458410104
2020-02-09,3.9252906,2.8282839294723634
2020-02-10,3.622287,3.751409857485378
2020-02-11,3.5837913,3.6685716320681037
2020-02-12,3.9943202,3.5896716238994655
2020-02-13,2.7816293,3.931610783049762
2020-02-14,2.2465491,2.966871165505353
2020-02-15,3.483869,2.3282840700925247
2020-02-16,3.734448,3.294864987103642
2020-02-17,4.155168,3.6961713695606475
2020-02-18,4.139455,4.090901864535957
2020-02-19,3.6564262,4.141855203904132
2020-02-20,4.019692,3.730210175788728
2020-02-21,2.1807542,3.9642021513779855
2020-02-22,3.4278054,2.4616569994028064
2020-02-23,4.2319074,3.237314904302631
2020-02-24,4.605388,4.1090786111168764
2020-02-25,3.9353178,4.548337812624092
2020-02-26,4.6033883,4.0376728633286225
2020-02-27,3.5078297,4.501338696338347
2020-02-28,3.7537177,3.675179284988584
2020-02-29,3.5016978,3.716157632693995
2020-03-01,4.369062,3.5401945318716357
