Fecha,et,et_arima
2020-01-01,1.8948919,0.0
2020-01-02,2.64908,1.8948916474486708
2020-01-03,3.8275523,2.5321097688222016
2020-01-04,2.9872954,3.644778032717807
2020-01-05,3.2641323,3.1176144064175766
2020-01-06,3.149962,3.2211964910258617
2020-01-07,2.941523,3.1676691560594916
2020-01-08,3.0244973,2.973850688565979
2020-01-09,3.6287324,3.011628463892649
2020-01-10,3.5148942,3.5350190155880945
2020-01-11,4.9268184,3.53254984926195
2020-01-12,3.200688,4.707837087403178
2020-01-13,2.9702508,3.4684008848030783
2020-01-14,2.2281897,3.00599028270533
2020-01-15,2.2733335,2.343279103315732
2020-01-16,2.063754,2.266331956588811
2020-01-17,2.4684796,2.0962585735482016
2020-01-18,2.7041576,2.4057089901262287
2020-01-19,2.556582,2.667605299394774
2020-01-20,1.82683,2.5794701257189754
2020-01-21,2.031632,1.9400103327899307
2020-01-22,3.4482715,1.999868389189693
2020-01-23,2.277289,3.2285588715270928
2020-01-24,2.3720872,2.4589016424335735
2020-01-25,2.194562,2.357384545092735
2020-01-26,2.099771,2.2220951362087384
2020-01-27,3.617756,2.1144725382287275
2020-01-28,3.7022321,3.38232526809365
2020-01-29,3.2810423,3.6891303433610383
2020-01-30,2.7361171,3.3463664124816708
2020-01-31,3.0594802,2.820631860468789
2020-02-01,2.4602973,3.0093284453354237
2020-02-02,2.670156,2.553227117285921
2020-02-03,3.23106,2.6376081241396223
2020-02-04,3.9927802,3.1440670196680474
2020-02-05,4.163203,3.8746417834847837
2020-02-06,4.016509,4.136771405130796
2020-02-07,3.3105867,4.03926039463583
2020-02-08,2.959341,3.4200711835476065
2020-02-09,4.1889243,3.0138171853575355
2020-02-10,3.8076108,3.9982230109498285
2020-02-11,3.7277918,3.8667503279866215
2020-02-12,4.317163,3.7401712672477214
2020-02-13,3.130032,4.225754920881614
2020-02-14,2.3282552,3.3141491817894884
2020-02-15,3.7199678,2.4526061645019754
2020-02-16,3.9067316,3.5041211901709906
2020-02-17,4.4656734,3.877765610133426
2020-02-18,4.366899,4.378984745588361
2020-02-19,3.7566662,4.382218340629592
2020-02-20,4.5051885,3.8513097931430553
2020-02-21,2.4477224,4.389097001772267
2020-02-22,3.6596632,2.766823543815982
2020-02-23,4.567733,3.471698161102272
2020-02-24,4.941923,4.4268966033056625
2020-02-25,4.135271,4.883888285841404
2020-02-26,5.490237,4.260378079947246
2020-02-27,3.7172096,5.2800895762189874
2020-02-28,3.9316895,3.992195939438145
2020-02-29,3.8187406,3.898424902631646
2020-03-01,4.6504054,3.8362583239531465
2020-03-02,5.248674,4.521418978813528
2020-03-03,5.501061,5.155885985378915
