Fecha,et,et_arima
2020-01-01,1.8572602,0.0
2020-01-02,2.4557428,1.8572600423202823
2020-01-03,3.4035633,2.382610989822449
2020-01-04,2.7061808,3.2877440115521606
2020-01-05,2.9438274,2.7913977212684586
2020-01-06,2.8961813,2.914788082835868
2020-01-07,2.6596496,2.9020034334095586
2020-01-08,2.7828617,2.6885526815321654
2020-01-09,3.2734227,2.767805750323702
2020-01-10,3.2493734,3.2134784110125163
2020-01-11,4.126957,3.2523121134100483
2020-01-12,2.9483938,4.0197203364065315
2020-01-13,2.8582828,3.0924087809112684
2020-01-14,2.174305,2.869293948103806
2020-01-15,2.1442962,2.257883928826838
2020-01-16,2.041279,2.1479631367914847
2020-01-17,2.4095683,2.053867226148188
2020-01-18,2.6017697,2.364565048151203
2020-01-19,2.1545637,2.578283576428418
2020-01-20,1.6285237,2.2092102081833582
2020-01-21,1.9008578,1.692803358959794
2020-01-22,3.1665616,1.8675798305088542
2020-01-23,2.2027812,3.0118984401488187
2020-01-24,2.2675707,2.320550714531469
2020-01-25,2.0308557,2.2596537222717368
2020-01-26,2.0603745,2.05978117994576
2020-01-27,3.3907015,2.056767438945893
2020-01-28,3.4792085,3.228141683512649
2020-01-29,2.9646928,3.4683933532895703
2020-01-30,2.4709017,3.0275642427143556
2020-01-31,2.707667,2.531240692292186
2020-02-01,2.2486782,2.678735373626505
2020-02-02,2.4112675,2.3047645119351476
2020-02-03,2.9273164,2.3913998383117034
2020-02-04,3.6801975,2.8642576073253423
2020-02-05,3.786643,3.588198906080765
2020-02-06,3.5313346,3.7736358514223163
2020-02-07,3.0314994,3.5625321075689507
2020-02-08,2.7757647,3.092576953402974
2020-02-09,3.927263,2.807014299460469
2020-02-10,3.6259353,3.786555224893957
2020-02-11,3.593346,3.6627561535304145
2020-02-12,3.9860225,3.5973282619757785
2020-02-13,2.7496505,3.93803924492144
2020-02-14,2.238628,2.9007294493335842
2020-02-15,3.4795516,2.3010725898045425
2020-02-16,3.7439964,3.3279164661638663
2020-02-17,4.1560473,3.7116824665392536
2020-02-18,4.1489406,4.105696582704592
2020-02-19,3.681425,4.149809005924131
2020-02-20,3.9936154,3.73855324752183
2020-02-21,2.1365254,3.955467174689146
2020-02-22,3.4133031,2.363453222708623
2020-02-23,4.2283964,3.257286760703615
2020-02-24,4.615684,4.128795762511571
2020-02-25,3.9588974,4.568359243617677
2020-02-26,4.5170007,4.039153689744815
2020-02-27,3.5041704,4.448803053835571
2020-02-28,3.7574024,3.627933585818847
2020-02-29,3.4799273,3.7264586189230733
2020-03-01,4.371652,3.513833475952085
2020-03-02,4.9940305,4.262687359284418
2020-03-03,5.262206,4.91797872119248
2020-03-04,5.764341,5.229436192226118
2020-03-05,3.9517965,5.702982421656573
2020-03-06,4.343979,4.173281068301746
2020-03-07,4.009148,4.2960561094403475
2020-03-08,2.9437675,4.0500628020857095
2020-03-09,4.0702662,3.073952077603252
2020-03-10,3.4646957,3.932613260575904
2020-03-11,4.524165,3.5386936188200746
2020-03-12,4.934365,4.394702743741214
2020-03-13,5.2439322,4.884240454137884
2020-03-14,4.416732,5.206104517616268
2020-03-15,3.7339902,4.517812044763655
2020-03-16,3.611877,3.817418095334187
2020-03-17,4.713963,3.6267986691705745
2020-03-18,4.3324203,4.579293179787918
2020-03-19,5.433885,4.37904305612995
2020-03-20,4.3072357,5.299291099779006
2020-03-21,3.9275472,4.444907042048686
2020-03-22,4.867029,3.973943381451896
2020-03-23,5.6143265,4.752228662187412
2020-03-24,5.8097816,5.523010196217955
2020-03-25,5.963646,5.7858978893126904
2020-03-26,6.219603,5.944844480803639
2020-03-27,6.002,6.188326236506023
2020-03-28,6.38512,6.028590081797255
2020-03-29,4.428679,6.338304505093384
2020-03-30,4.855882,4.66774705614584
2020-03-31,4.873488,4.803679766050869
2020-04-01,5.4537334,4.871336628097396
2020-04-02,6.2490487,5.382830091458845
2020-04-03,4.3490515,6.151864842784757
2020-04-04,4.978003,4.581222384420507
2020-04-05,3.239219,4.901148030943938
2020-04-06,4.238663,3.451690375797936
2020-04-07,4.439398,4.116535558228628
2020-04-08,5.552736,4.414869109913135
2020-04-09,6.0260057,5.416691237345108
2020-04-10,5.274553,5.968174328028279
2020-04-11,5.8368926,5.36637705003501
2020-04-12,8.711114,5.768177297537094
2020-04-13,6.9129977,8.359897416913274
2020-04-14,7.241136,7.132719208885344
2020-04-15,2.2507584,7.201039014950105
2020-04-16,2.168181,2.8605594991722985
2020-04-17,5.905373,2.178271576970927
2020-04-18,4.940635,5.448705394442873
2020-04-19,6.943634,5.058521528829659
