Fecha,et,et_arima
2020-01-01,1.714925,0.0
2020-01-02,2.3010213,1.7149248755497724
2020-01-03,3.2932794,2.2202583493349772
2020-01-04,2.6037762,3.156548129073495
2020-01-05,2.7475116,2.6987884239815405
2020-01-06,2.7292266,2.7277051364206137
2020-01-07,2.7966998,2.731746238074903
2020-01-08,2.8455884,2.787402121916567
2020-01-09,3.190141,2.838851644299223
2020-01-10,3.2777088,3.1426623098295376
2020-01-11,3.8143733,3.265642124418074
2020-01-12,2.9622676,3.7404219569511126
2020-01-13,2.9481735,3.079686137903314
2020-01-14,2.3691404,2.950115640059693
2020-01-15,2.387571,2.4489300552031312
2020-01-16,2.1303637,2.3850312985231987
2020-01-17,2.5380487,2.165806374663553
2020-01-18,2.5909061,2.481870485695
2020-01-19,2.0095162,2.5836224512397927
2020-01-20,1.7589403,2.0896306177415473
2020-01-21,2.078023,1.7934691804097975
2020-01-22,3.121294,2.034054013400988
2020-01-23,2.2369056,2.9775332488902166
2020-01-24,2.2678976,2.358772632302038
2020-01-25,2.0888364,2.263626961595986
2020-01-26,2.0474756,2.113510691345795
2020-01-27,3.2817082,2.0531750392391825
2020-01-28,3.5221832,3.111633305154672
2020-01-29,3.1995597,3.4890462043170714
2020-01-30,2.495477,3.244016602075939
2020-01-31,2.610882,2.592498251233289
2020-02-01,2.31552,2.5949794114282634
2020-02-02,2.427682,2.356220319446517
2020-02-03,2.8030984,2.4122262906340004
2020-02-04,3.573075,2.751366737140656
2020-02-05,3.545997,3.4669736952067516
2020-02-06,3.4794462,3.549728296679914
2020-02-07,3.0432484,3.488616773125254
2020-02-08,2.9406497,3.1033556236843878
2020-02-09,3.8869507,2.9547876048922928
2020-02-10,3.625336,3.7565522296735563
2020-02-11,3.4697587,3.6613860059652388
2020-02-12,3.6936035,3.491196954781003
2020-02-13,3.0571144,3.6627581141127097
2020-02-14,2.2001653,3.144821382259825
2020-02-15,3.4722605,2.3182512491722216
2020-02-16,3.5680666,3.296968211193784
2020-02-17,4.0784826,3.5548647024135636
2020-02-18,3.9912152,4.008148250115405
2020-02-19,3.5299532,4.003240481035702
2020-02-20,3.6449997,3.5935142225707426
2020-02-21,2.3769565,3.629146512043514
2020-02-22,3.4180982,2.551690430945701
2020-02-23,4.1369495,3.274630862363167
2020-02-24,4.2507544,4.03789316389534
2020-02-25,3.557608,4.235072302152006
2020-02-26,4.3754992,3.6531222499820686
2020-02-27,3.4576557,4.262795354845594
2020-02-28,3.6599312,3.5841327811814305
2020-02-29,3.700996,3.6320580224544656
2020-03-01,4.2190576,3.695337348995445
2020-03-02,4.594497,4.147669701038813
2020-03-03,5.0722446,4.542762167784587
2020-03-04,4.951448,5.006411893237427
2020-03-05,3.9928904,4.968093540753561
2020-03-06,4.239345,4.124977806395837
2020-03-07,3.9354005,4.2053840268583516
2020-03-08,3.2222266,3.9772834715535916
2020-03-09,4.105511,3.320500601228725
2020-03-10,3.366094,3.983796096789277
2020-03-11,4.3223643,3.4679842502833322
2020-03-12,4.5517745,4.190592079175327
2020-03-13,5.0350184,4.520162212622851
2020-03-14,4.4636,4.9684283135955845
2020-03-15,3.5453305,4.5423403640875195
2020-03-16,3.5325673,3.671866283167753
2020-03-17,4.5530834,3.534326044581767
2020-03-18,4.395901,4.412458230647429
2020-03-19,5.2849827,4.417560434495197
2020-03-20,4.120767,5.1624689399223564
2020-03-21,3.8505938,4.2811936997604665
2020-03-22,4.8980126,3.887823150918154
2020-03-23,5.552261,4.753680289972684
2020-03-24,5.4852414,5.462106820121163
2020-03-25,5.74121,5.494476572869827
2020-03-26,6.0334096,5.70593801583048
2020-03-27,5.7063184,5.993145053233169
2020-03-28,5.9020286,5.751390942602449
2020-03-29,4.1202273,5.875060108254475
2020-03-30,4.7864037,4.365756115826748
2020-03-31,4.010464,4.694605864504131
2020-04-01,4.8967047,4.117387008583484
2020-04-02,5.749808,4.7745824242959305
2020-04-03,4.023768,5.632251994722143
2020-04-04,4.3100843,4.261613015193109
2020-04-05,2.804006,4.270630460735826
2020-04-06,4.026324,3.0115407130689396
2020-04-07,4.2928805,3.857890914277299
2020-04-08,5.0509167,4.256149523433801
2020-04-09,5.4076743,4.9464607595201
2020-04-10,4.833495,5.358513784141586
2020-04-11,5.4431515,4.912615810834088
2020-04-12,7.696556,5.359141998768813
2020-04-13,6.239375,7.386041163994625
2020-04-14,6.3272214,6.440171758524778
2020-04-15,2.0971267,6.315116333870211
2020-04-16,2.1652937,2.680025670006368
2020-04-17,5.4777727,2.155900417601754
2020-04-18,4.408059,5.021319420770171
2020-04-19,6.1334033,4.555463504663146
2020-04-20,5.9400716,5.895654150938075
2020-04-21,6.1383204,5.966712338988557
2020-04-22,6.323226,6.111002094023304
2020-04-23,6.849136,6.297746361497247
2020-04-24,6.0943537,6.776666606509577
2020-04-25,5.5681543,6.198361259274983
2020-04-26,3.8115368,5.640663572257656
2020-04-27,5.466309,4.0535953362888355
2020-04-28,6.1220512,5.238284551522481
2020-04-29,6.0814204,6.031691177334382
2020-04-30,4.244653,6.0870192466335125
2020-05-01,6.0635777,4.497756039419253
2020-05-02,6.194278,5.812933350560461
2020-05-03,6.113678,6.1762677483029105
2020-05-04,6.102254,6.124784526050709
2020-05-05,4.894252,6.103828205379694
2020-05-06,4.8893385,5.060712368266845
2020-05-07,5.213177,4.890015570915014
2020-05-08,5.769961,5.16855267324476
2020-05-09,4.933313,5.6932372282801795
2020-05-10,5.230305,5.048601496368152
2020-05-11,5.0302234,5.189380069666849
2020-05-12,5.502606,5.057794262315973
2020-05-13,5.1678395,5.437512579990058
2020-05-14,5.3879023,5.213969684282313
2020-05-15,5.9123235,5.357578066488935
2020-05-16,6.179988,5.840059260305909
2020-05-17,5.7595696,6.143104343150126
2020-05-18,6.2368803,5.817502452503686
2020-05-19,6.815265,6.1711077972229305
2020-05-20,6.3676605,6.735564693078398
2020-05-21,4.876782,6.429339545157125
2020-05-22,5.397165,5.082222209661178
2020-05-23,5.5043283,5.325457216552783
2020-05-24,5.8419986,5.48956140194628
2020-05-25,5.7308154,5.795468277624064
2020-05-26,4.7912393,5.746136232595547
2020-05-27,4.723057,4.920711091951277
2020-05-28,5.0123763,4.732452390709022
2020-05-29,3.6141078,4.972508653071678
2020-05-30,5.10657,3.806786528550061
2020-05-31,4.917715,4.900911559503753
2020-06-01,4.508732,4.943738858279238
2020-06-02,4.863992,4.565089076225767
2020-06-03,5.196612,4.815037850561108
2020-06-04,5.2497897,5.150777599317784
2020-06-05,5.22752,5.242461914511579
2020-06-06,5.44964,5.230588722123963
2020-06-07,5.9372416,5.419032288258271
2020-06-08,6.455756,5.87005103085897
2020-06-09,6.6562595,6.38430570606368
2020-06-10,5.207119,6.628630500669874
2020-06-11,3.6781626,5.4068077929824625
2020-06-12,6.2602043,3.8888498715508333
2020-06-13,5.965226,5.904403885545096
2020-06-14,5.0847545,6.0058734463194
2020-06-15,6.092776,5.206081790963477
2020-06-16,5.1867614,5.953872562662231
2020-06-17,5.813005,5.311608481355113
2020-06-18,5.704411,5.726709828070852
2020-06-19,5.699033,5.7193750457810255
2020-06-20,5.8329277,5.699774078127801
2020-06-21,5.852539,5.814477266084345
2020-06-22,5.6317196,5.849836600318384
2020-06-23,5.6801867,5.662148091545928
2020-06-24,4.282377,5.67350802619414
2020-06-25,2.827072,4.474992506786387
2020-06-26,3.5518563,3.0276102493080153
2020-06-27,5.3325434,3.4519824078276127
2020-06-28,5.6998377,5.087168118805083
2020-06-29,5.9863987,5.649225247007113
2020-06-30,5.965584,5.946911141543213
2020-07-01,5.7798104,5.968452225903072
2020-07-02,6.153496,5.805409647244836
2020-07-03,6.118942,6.102002838074757
2020-07-04,6.5610027,6.123703475200449
2020-07-05,6.800129,6.500087579893991
2020-07-06,6.2023883,6.767177852600999
2020-07-07,5.9482255,6.284755826750851
2020-07-08,5.7217674,5.983248648378672
