Fecha,Evapotranspiration,Dia
2022-05-16,6.634955,0
2022-05-17,6.992102,1
2022-05-18,6.175324,2
2022-05-19,6.2693167,3
2022-05-20,6.3631086,4
2022-05-21,6.268201,5
2022-05-22,5.540866,6
2022-05-23,5.172845,7
2022-05-24,5.354875,8
2022-05-25,5.944291,9
2022-05-26,5.0353475,10
2022-05-27,6.183382,11
2022-05-28,6.3995495,12
2022-05-29,6.712968,13
2022-05-30,6.5090804,14
2022-05-31,5.706679,15
2022-06-01,5.3855915,16
2022-06-02,5.3797865,17
2022-06-03,6.0267324,18
2022-06-04,5.9349837,19
2022-06-05,6.74893,20
2022-06-06,6.853609,21
2022-06-07,6.8786745,22
2022-06-08,6.6065316,23
2022-06-09,5.087054,24
2022-06-10,6.6018114,25
2022-06-11,6.4394364,26
2022-06-12,6.425304,27
2022-06-13,5.244207,28
2022-06-14,4.664017,29
2022-06-15,4.6337533,30
2022-06-16,5.1066833,31
2022-06-17,5.7057037,32
2022-06-18,5.0268416,33
2022-06-19,5.2247095,34
2022-06-20,5.137292,35
2022-06-21,4.474828,36
2022-06-22,3.825211,37
2022-06-23,5.4705386,38
2022-06-24,5.946164,39
2022-06-25,5.834705,40
2022-06-26,5.635124,41
2022-06-27,5.6213593,42
2022-06-28,5.660632,43
2022-06-29,5.0209394,44
2022-06-30,5.2296433,45
2022-07-01,6.2225456,46
2022-07-02,5.554418,47
2022-07-03,5.6591506,48
2022-07-04,5.6958103,49
2022-07-05,5.821026,50
2022-07-06,6.3352113,51
2022-07-07,5.8813972,52
2022-07-08,6.1493917,53
2022-07-09,6.318079,54
2022-07-10,6.6173306,55
2022-07-11,6.611519,56
2022-07-12,6.0039635,57
2022-07-13,5.6860943,58
2022-07-14,5.2765203,59
2022-07-15,4.2021303,60
2022-07-16,5.4803305,61
2022-07-17,5.8834066,62
2022-07-18,6.050292,63
2022-07-19,6.4573984,64
2022-07-20,6.577692,65
2022-07-21,6.417214,66
2022-07-22,5.622325,67
2022-07-23,5.7221656,68
2022-07-24,5.5603447,69
2022-07-25,5.2912865,70
2022-07-26,5.8208117,71
2022-07-27,5.1962543,72
2022-07-28,5.443784,73
2022-07-29,5.195069,74
2022-07-30,5.3640223,75
2022-07-31,5.0087805,76
2022-08-01,5.1591864,77
2022-08-02,5.3831844,78
2022-08-03,6.0495915,79
2022-08-04,6.0495334,80
2022-08-05,5.6361837,81
2022-08-06,5.61153,82
2022-08-07,5.7447867,83
2022-08-08,5.809712,84
2022-08-09,5.821786,85
2022-08-10,5.995736,86
2022-08-11,6.033861,87
2022-08-12,5.826445,88
2022-08-13,4.439418,89
2022-08-14,4.309128,90
2022-08-15,4.8741865,91
2022-08-16,4.4793863,92
2022-08-17,5.333023,93
2022-08-18,5.6300025,94
2022-08-19,5.4715056,95
2022-08-20,5.1645174,96
2022-08-21,4.6823134,97
2022-08-22,5.851976,98
2022-08-23,6.130394,99
2022-08-24,5.9032273,100
2022-08-25,5.855393,101
2022-08-26,5.606271,102
2022-08-27,5.805744,103
2022-08-28,5.6742177,104
2022-08-29,5.3144555,105
2022-08-30,5.1769333,106
2022-08-31,5.3197455,107
2022-09-01,4.686881,108
2022-09-02,4.4827914,109
2022-09-03,3.482672,110
2022-09-04,4.0382333,111
2022-09-05,3.5891595,112
2022-09-06,3.3164012,113
2022-09-07,3.0482237,114
2022-09-08,4.833639,115
2022-09-09,4.568553,116
2022-09-10,4.225351,117
2022-09-11,4.485202,118
2022-09-12,5.073613,119
2022-09-13,4.602117,120
2022-09-14,4.3704486,121
2022-09-15,3.4658854,122
2022-09-16,3.4887464,123
2022-09-17,3.3920753,124
2022-09-18,3.6929011,125
