Fecha,Evapotranspiration,Dia
2022-05-02,5.2336216,0
2022-05-03,5.5238285,1
2022-05-04,6.149925,2
2022-05-05,6.1572537,3
2022-05-06,5.818231,4
2022-05-07,6.514184,5
2022-05-08,6.898319,6
2022-05-09,6.873853,7
2022-05-10,4.719897,8
2022-05-11,5.555295,9
2022-05-12,6.584034,10
2022-05-13,7.0040317,11
2022-05-14,6.5503764,12
2022-05-15,6.992403,13
2022-05-16,7.015527,14
2022-05-17,7.283208,15
2022-05-18,6.6445413,16
2022-05-19,6.859203,17
2022-05-20,7.12403,18
2022-05-21,7.0722632,19
2022-05-22,6.1430106,20
2022-05-23,5.482519,21
2022-05-24,5.6816564,22
2022-05-25,6.703907,23
2022-05-26,5.6280923,24
2022-05-27,6.4852633,25
2022-05-28,6.589991,26
2022-05-29,7.065451,27
2022-05-30,6.9200783,28
2022-05-31,6.013163,29
2022-06-01,5.6959753,30
2022-06-02,5.6346087,31
2022-06-03,6.508417,32
2022-06-04,6.453644,33
2022-06-05,7.2417297,34
2022-06-06,7.485707,35
2022-06-07,7.326532,36
2022-06-08,6.9509106,37
2022-06-09,5.246048,38
2022-06-10,6.6546965,39
2022-06-11,6.5242877,40
2022-06-12,6.45826,41
2022-06-13,5.344526,42
2022-06-14,4.567664,43
2022-06-15,4.58698,44
2022-06-16,5.0191393,45
2022-06-17,5.9542003,46
2022-06-18,5.57153,47
2022-06-19,5.3430085,48
2022-06-20,5.43286,49
2022-06-21,4.5984125,50
2022-06-22,3.9312391,51
2022-06-23,5.5570464,52
2022-06-24,6.073768,53
2022-06-25,6.12604,54
2022-06-26,5.9755173,55
2022-06-27,5.9675975,56
2022-06-28,6.0692143,57
2022-06-29,5.4649158,58
2022-06-30,5.818165,59
2022-07-01,6.5068064,60
2022-07-02,5.559248,61
2022-07-03,5.68576,62
2022-07-04,5.4199495,63
2022-07-05,5.6756487,64
2022-07-06,6.4858246,65
2022-07-07,5.804452,66
2022-07-08,6.232859,67
2022-07-09,6.4743595,68
2022-07-10,6.9233246,69
2022-07-11,7.0238795,70
2022-07-12,6.456805,71
2022-07-13,6.281458,72
2022-07-14,5.3893905,73
2022-07-15,4.0642843,74
2022-07-16,5.45657,75
2022-07-17,5.8460693,76
2022-07-18,6.217479,77
2022-07-19,6.7266026,78
2022-07-20,6.8602767,79
2022-07-21,6.7828007,80
2022-07-22,5.6414433,81
2022-07-23,5.8438225,82
2022-07-24,5.617556,83
2022-07-25,5.238458,84
2022-07-26,5.935147,85
2022-07-27,5.2777233,86
2022-07-28,5.4373894,87
2022-07-29,5.100988,88
2022-07-30,5.497935,89
2022-07-31,5.5082393,90
2022-08-01,5.2965937,91
2022-08-02,5.1173124,92
2022-08-03,5.8913374,93
2022-08-04,6.1213098,94
2022-08-05,5.676942,95
2022-08-06,5.6529174,96
2022-08-07,5.748641,97
2022-08-08,6.093254,98
2022-08-09,5.8538513,99
2022-08-10,6.170639,100
2022-08-11,6.2311807,101
2022-08-12,6.3638535,102
2022-08-13,5.2463865,103
2022-08-14,4.676853,104
2022-08-15,5.11837,105
2022-08-16,4.4951296,106
2022-08-17,5.403009,107
2022-08-18,5.8353186,108
2022-08-19,5.856288,109
2022-08-20,5.531562,110
2022-08-21,4.8356853,111
2022-08-22,6.0397506,112
2022-08-23,6.1283226,113
2022-08-24,6.208996,114
2022-08-25,6.1183443,115
2022-08-26,5.819475,116
2022-08-27,6.091208,117
2022-08-28,6.069283,118
2022-08-29,5.30717,119
2022-08-30,5.3047047,120
2022-08-31,5.534381,121
2022-09-01,5.015854,122
2022-09-02,4.6236815,123
2022-09-03,3.681317,124
2022-09-04,4.285679,125
2022-09-05,3.882602,126
2022-09-06,3.5519512,127
2022-09-07,3.2854326,128
2022-09-08,4.9201674,129
2022-09-09,4.8459015,130
2022-09-10,4.494425,131
2022-09-11,4.701072,132
2022-09-12,5.238432,133
2022-09-13,4.9559274,134
2022-09-14,4.6591234,135
2022-09-15,3.7337942,136
2022-09-16,3.6323776,137
2022-09-17,3.7250018,138
2022-09-18,3.8071265,139
2022-09-19,3.801895,140
2022-09-20,4.122594,141
2022-09-21,4.245302,142
2022-09-22,3.9225755,143
2022-09-23,4.496855,144
2022-09-24,4.7367854,145
2022-09-25,4.696396,146
2022-09-26,4.041022,147
