Fecha,Evapotranspiration,Dia
2022-02-14,3.0719538,0
2022-02-15,3.724121,1
2022-02-16,4.2601523,2
2022-02-17,4.8835597,3
2022-02-18,4.5385833,4
2022-02-19,2.8716595,5
2022-02-20,3.7317474,6
2022-02-21,4.235814,7
2022-02-22,4.2640853,8
2022-02-23,4.325427,9
2022-02-24,4.096191,10
2022-02-25,2.5210705,11
2022-02-26,3.0149627,12
2022-02-27,2.9721742,13
2022-02-28,3.5259023,14
2022-03-01,3.959784,15
2022-03-02,4.216826,16
2022-03-03,3.9077005,17
2022-03-04,3.8956666,18
2022-03-05,4.7596803,19
2022-03-06,4.8890405,20
2022-03-07,4.7891393,21
2022-03-08,3.849199,22
2022-03-09,3.412281,23
2022-03-10,4.6646285,24
2022-03-11,5.8994017,25
2022-03-12,3.9244366,26
2022-03-13,4.1817493,27
2022-03-14,4.664267,28
2022-03-15,5.4685054,29
2022-03-16,5.5647597,30
2022-03-17,6.025213,31
2022-03-18,5.913547,32
2022-03-19,3.9243598,33
2022-03-20,4.1690407,34
2022-03-21,5.9702687,35
2022-03-22,5.8426514,36
2022-03-23,5.3443213,37
2022-03-24,4.7532487,38
2022-03-25,5.314097,39
2022-03-26,5.518071,40
2022-03-27,5.480632,41
2022-03-28,5.4770947,42
2022-03-29,6.0716944,43
2022-03-30,6.22979,44
2022-03-31,5.608611,45
2022-04-01,5.224958,46
2022-04-02,5.2543125,47
2022-04-03,5.021874,48
2022-04-04,6.1601367,49
2022-04-05,6.2785144,50
2022-04-06,7.032402,51
2022-04-07,6.403399,52
2022-04-08,5.602086,53
2022-04-09,5.9054112,54
2022-04-10,6.352604,55
2022-04-11,6.4632335,56
2022-04-12,5.770479,57
2022-04-13,6.7118793,58
2022-04-14,6.5117927,59
2022-04-15,6.163354,60
2022-04-16,5.9641294,61
2022-04-17,5.9795194,62
2022-04-18,5.197564,63
2022-04-19,5.2834525,64
2022-04-20,5.5909925,65
2022-04-21,4.1032143,66
2022-04-22,4.6732383,67
2022-04-23,5.989323,68
2022-04-24,5.6141877,69
2022-04-25,4.568073,70
2022-04-26,3.2569873,71
2022-04-27,4.291437,72
2022-04-28,4.6613216,73
2022-04-29,5.5527964,74
2022-04-30,5.58721,75
2022-05-01,4.557532,76
2022-05-02,5.018797,77
2022-05-03,5.388003,78
2022-05-04,6.012001,79
2022-05-05,5.866168,80
2022-05-06,5.5436397,81
2022-05-07,6.0830803,82
2022-05-08,6.3797703,83
2022-05-09,6.287521,84
2022-05-10,4.6350646,85
2022-05-11,5.340196,86
2022-05-12,6.366562,87
2022-05-13,6.687192,88
2022-05-14,6.3027453,89
2022-05-15,6.6698084,90
2022-05-16,6.634955,91
2022-05-17,6.992102,92
2022-05-18,6.175324,93
2022-05-19,6.2693167,94
2022-05-20,6.3631086,95
2022-05-21,6.268201,96
2022-05-22,5.540866,97
2022-05-23,5.172845,98
2022-05-24,5.354875,99
2022-05-25,5.944291,100
2022-05-26,5.0353475,101
2022-05-27,6.183382,102
2022-05-28,6.3995495,103
2022-05-29,6.712968,104
2022-05-30,6.5090804,105
2022-05-31,5.706679,106
2022-06-01,5.3855915,107
2022-06-02,5.3797865,108
2022-06-03,6.0267324,109
2022-06-04,5.9349837,110
2022-06-05,6.74893,111
2022-06-06,6.853609,112
2022-06-07,6.8786745,113
2022-06-08,6.6065316,114
2022-06-09,5.087054,115
2022-06-10,6.6018114,116
2022-06-11,6.4394364,117
2022-06-12,6.425304,118
2022-06-13,5.244207,119
2022-06-14,4.664017,120
2022-06-15,4.6337533,121
2022-06-16,5.1066833,122
2022-06-17,5.7057037,123
2022-06-18,5.0268416,124
2022-06-19,5.2247095,125
2022-06-20,5.137292,126
2022-06-21,4.474828,127
2022-06-22,3.825211,128
2022-06-23,5.4705386,129
2022-06-24,5.946164,130
2022-06-25,5.834705,131
2022-06-26,5.635124,132
2022-06-27,5.6213593,133
2022-06-28,5.660632,134
2022-06-29,5.0209394,135
2022-06-30,5.2296433,136
2022-07-01,6.2225456,137
2022-07-02,5.554418,138
2022-07-03,5.6591506,139
2022-07-04,5.6958103,140
2022-07-05,5.821026,141
2022-07-06,6.3352113,142
2022-07-07,5.8813972,143
2022-07-08,6.1493917,144
2022-07-09,6.318079,145
2022-07-10,6.6173306,146
2022-07-11,6.611519,147
2022-07-12,6.0039635,148
2022-07-13,5.6860943,149
2022-07-14,5.2765203,150
2022-07-15,4.2021303,151
