Fecha,Evapotranspiration,Dia
2022-04-20,6.778293,0
2022-04-21,4.635261,1
2022-04-22,4.858085,2
2022-04-23,6.4958534,3
2022-04-24,6.206417,4
2022-04-25,5.028115,5
2022-04-26,3.924837,6
2022-04-27,4.644499,7
2022-04-28,4.941677,8
2022-04-29,6.114289,9
2022-04-30,6.2739525,10
2022-05-01,4.646023,11
2022-05-02,5.4992847,12
2022-05-03,5.751317,13
2022-05-04,6.47347,14
2022-05-05,6.3964424,15
2022-05-06,5.9410105,16
2022-05-07,6.764945,17
2022-05-08,7.19111,18
2022-05-09,7.1777873,19
2022-05-10,4.930312,20
2022-05-11,5.807129,21
2022-05-12,6.906114,22
2022-05-13,7.4318576,23
2022-05-14,6.8603635,24
2022-05-15,7.3091407,25
2022-05-16,7.349682,26
2022-05-17,7.662774,27
2022-05-18,7.0362873,28
2022-05-19,7.207342,29
2022-05-20,7.3758473,30
2022-05-21,7.3157825,31
2022-05-22,6.336617,32
2022-05-23,5.715885,33
2022-05-24,6.0390363,34
2022-05-25,7.1005197,35
2022-05-26,5.7195063,36
2022-05-27,6.6057553,37
2022-05-28,6.7620554,38
2022-05-29,7.446753,39
2022-05-30,7.271019,40
2022-05-31,6.1670136,41
2022-06-01,5.771487,42
2022-06-02,5.7669024,43
2022-06-03,6.742179,44
2022-06-04,6.61847,45
2022-06-05,7.5889745,46
2022-06-06,7.8736973,47
2022-06-07,7.6548324,48
2022-06-08,7.2109666,49
2022-06-09,5.350992,50
2022-06-10,6.914571,51
2022-06-11,6.779153,52
2022-06-12,6.6777883,53
2022-06-13,5.4390445,54
2022-06-14,4.6630077,55
2022-06-15,4.6830106,56
2022-06-16,5.118229,57
2022-06-17,6.080934,58
2022-06-18,5.640932,59
2022-06-19,5.4109497,60
2022-06-20,5.545442,61
2022-06-21,4.7333865,62
2022-06-22,4.0387177,63
2022-06-23,5.62786,64
2022-06-24,6.209669,65
2022-06-25,6.3322377,66
2022-06-26,6.169768,67
2022-06-27,6.052686,68
2022-06-28,6.1896167,69
2022-06-29,5.601662,70
2022-06-30,5.929358,71
2022-07-01,6.703266,72
2022-07-02,5.673079,73
2022-07-03,5.845468,74
2022-07-04,5.551482,75
2022-07-05,5.8840938,76
2022-07-06,6.7110543,77
2022-07-07,5.9127088,78
2022-07-08,6.440335,79
2022-07-09,6.6819143,80
2022-07-10,7.1872225,81
2022-07-11,7.3379626,82
2022-07-12,6.6945605,83
2022-07-13,6.4595313,84
2022-07-14,5.5053353,85
2022-07-15,4.0692563,86
2022-07-16,5.6089606,87
2022-07-17,6.009512,88
2022-07-18,6.482055,89
2022-07-19,7.073051,90
2022-07-20,7.215248,91
2022-07-21,7.109631,92
2022-07-22,5.7589974,93
2022-07-23,6.015982,94
2022-07-24,5.7835116,95
2022-07-25,5.369194,96
2022-07-26,6.1251,97
2022-07-27,5.4260364,98
2022-07-28,5.55066,99
2022-07-29,5.2392325,100
2022-07-30,5.621991,101
2022-07-31,5.624886,102
2022-08-01,5.4519167,103
2022-08-02,5.2952924,104
2022-08-03,6.1507444,105
2022-08-04,6.363885,106
2022-08-05,5.8700185,107
2022-08-06,5.8272986,108
2022-08-07,5.9089527,109
2022-08-08,6.297967,110
2022-08-09,5.9397507,111
2022-08-10,6.3480053,112
2022-08-11,6.4531136,113
2022-08-12,6.5967665,114
2022-08-13,5.4046264,115
2022-08-14,4.7778025,116
2022-08-15,5.2273808,117
2022-08-16,4.5956197,118
2022-08-17,5.539183,119
2022-08-18,6.036766,120
2022-08-19,6.0954046,121
2022-08-20,5.718854,122
2022-08-21,5.073409,123
2022-08-22,6.3000684,124
2022-08-23,6.33942,125
2022-08-24,6.426159,126
2022-08-25,6.320668,127
2022-08-26,6.045076,128
2022-08-27,6.3760743,129
2022-08-28,6.36686,130
2022-08-29,5.480619,131
2022-08-30,5.5045323,132
2022-08-31,5.661475,133
2022-09-01,5.153232,134
