Fecha,Evapotranspiration,Dia
2022-03-11,6.6955924,0
2022-03-12,4.091399,1
2022-03-13,4.2841244,2
2022-03-14,4.989402,3
2022-03-15,5.692563,4
2022-03-16,5.60086,5
2022-03-17,6.4901423,6
2022-03-18,6.209006,7
2022-03-19,3.8670838,8
2022-03-20,4.2313986,9
2022-03-21,6.2151604,10
2022-03-22,6.49226,11
2022-03-23,5.681249,12
2022-03-24,5.025889,13
2022-03-25,5.417648,14
2022-03-26,5.680782,15
2022-03-27,5.696387,16
2022-03-28,5.7796435,17
2022-03-29,6.37674,18
2022-03-30,7.0753345,19
2022-03-31,6.4473853,20
2022-04-01,5.6393614,21
2022-04-02,6.0379457,22
2022-04-03,5.625014,23
2022-04-04,6.723894,24
2022-04-05,6.9374924,25
2022-04-06,7.3021927,26
2022-04-07,7.033628,27
2022-04-08,5.61723,28
2022-04-09,6.045633,29
2022-04-10,6.769305,30
2022-04-11,7.250565,31
2022-04-12,6.459893,32
2022-04-13,7.243197,33
2022-04-14,7.080958,34
2022-04-15,6.469718,35
2022-04-16,6.3235817,36
2022-04-17,6.4632406,37
2022-04-18,5.8272114,38
2022-04-19,5.4386744,39
2022-04-20,6.259653,40
2022-04-21,4.4672465,41
2022-04-22,4.6793137,42
2022-04-23,6.1608152,43
2022-04-24,5.842001,44
2022-04-25,4.8010397,45
2022-04-26,3.7220933,46
2022-04-27,4.5750756,47
2022-04-28,4.70854,48
2022-04-29,5.8349957,49
2022-04-30,6.0077925,50
2022-05-01,4.4319563,51
2022-05-02,5.2336216,52
2022-05-03,5.5238285,53
2022-05-04,6.149925,54
2022-05-05,6.1572537,55
2022-05-06,5.818231,56
2022-05-07,6.514184,57
2022-05-08,6.898319,58
2022-05-09,6.873853,59
2022-05-10,4.719897,60
2022-05-11,5.555295,61
2022-05-12,6.584034,62
2022-05-13,7.0040317,63
2022-05-14,6.5503764,64
2022-05-15,6.992403,65
2022-05-16,7.015527,66
2022-05-17,7.283208,67
2022-05-18,6.6445413,68
2022-05-19,6.859203,69
2022-05-20,7.12403,70
2022-05-21,7.0722632,71
2022-05-22,6.1430106,72
2022-05-23,5.482519,73
2022-05-24,5.6816564,74
2022-05-25,6.703907,75
2022-05-26,5.6280923,76
2022-05-27,6.4852633,77
2022-05-28,6.589991,78
2022-05-29,7.065451,79
2022-05-30,6.9200783,80
2022-05-31,6.013163,81
2022-06-01,5.6959753,82
2022-06-02,5.6346087,83
2022-06-03,6.508417,84
2022-06-04,6.453644,85
2022-06-05,7.2417297,86
2022-06-06,7.485707,87
2022-06-07,7.326532,88
2022-06-08,6.9509106,89
2022-06-09,5.246048,90
2022-06-10,6.6546965,91
2022-06-11,6.5242877,92
2022-06-12,6.45826,93
2022-06-13,5.344526,94
2022-06-14,4.567664,95
2022-06-15,4.58698,96
2022-06-16,5.0191393,97
2022-06-17,5.9542003,98
2022-06-18,5.57153,99
2022-06-19,5.3430085,100
2022-06-20,5.43286,101
2022-06-21,4.5984125,102
2022-06-22,3.9312391,103
2022-06-23,5.5570464,104
2022-06-24,6.073768,105
2022-06-25,6.12604,106
2022-06-26,5.9755173,107
2022-06-27,5.9675975,108
2022-06-28,6.0692143,109
2022-06-29,5.4649158,110
2022-06-30,5.818165,111
2022-07-01,6.5068064,112
2022-07-02,5.559248,113
2022-07-03,5.68576,114
2022-07-04,5.4199495,115
2022-07-05,5.6756487,116
2022-07-06,6.4858246,117
2022-07-07,5.804452,118
2022-07-08,6.232859,119
2022-07-09,6.4743595,120
2022-07-10,6.9233246,121
2022-07-11,7.0238795,122
2022-07-12,6.456805,123
2022-07-13,6.281458,124
2022-07-14,5.3893905,125
2022-07-15,4.0642843,126
2022-07-16,5.45657,127
2022-07-17,5.8460693,128
2022-07-18,6.217479,129
2022-07-19,6.7266026,130
2022-07-20,6.8602767,131
2022-07-21,6.7828007,132
2022-07-22,5.6414433,133
2022-07-23,5.8438225,134
2022-07-24,5.617556,135
2022-07-25,5.238458,136
2022-07-26,5.935147,137
2022-07-27,5.2777233,138
2022-07-28,5.4373894,139
2022-07-29,5.100988,140
2022-07-30,5.497935,141
2022-07-31,5.5082393,142
2022-08-01,5.2965937,143
2022-08-02,5.1173124,144
2022-08-03,5.8913374,145
2022-08-04,6.1213098,146
2022-08-05,5.676942,147
2022-08-06,5.6529174,148
2022-08-07,5.748641,149
2022-08-08,6.093254,150
2022-08-09,5.8538513,151
2022-08-10,6.170639,152
2022-08-11,6.2311807,153
2022-08-12,6.3638535,154
2022-08-13,5.2463865,155
2022-08-14,4.676853,156
2022-08-15,5.11837,157
2022-08-16,4.4951296,158
2022-08-17,5.403009,159
2022-08-18,5.8353186,160
2022-08-19,5.856288,161
2022-08-20,5.531562,162
2022-08-21,4.8356853,163
2022-08-22,6.0397506,164
2022-08-23,6.1283226,165
2022-08-24,6.208996,166
2022-08-25,6.1183443,167
2022-08-26,5.819475,168
2022-08-27,6.091208,169
2022-08-28,6.069283,170
2022-08-29,5.30717,171
2022-08-30,5.3047047,172
2022-08-31,5.534381,173
2022-09-01,5.015854,174
2022-09-02,4.6236815,175
2022-09-03,3.681317,176
2022-09-04,4.285679,177
2022-09-05,3.882602,178
2022-09-06,3.5519512,179
2022-09-07,3.2854326,180
2022-09-08,4.9201674,181
2022-09-09,4.8459015,182
2022-09-10,4.494425,183
2022-09-11,4.701072,184
2022-09-12,5.238432,185
2022-09-13,4.9559274,186
2022-09-14,4.6591234,187
2022-09-15,3.7337942,188
2022-09-16,3.6323776,189
2022-09-17,3.7250018,190
2022-09-18,3.8071265,191
2022-09-19,3.801895,192
2022-09-20,4.122594,193
2022-09-21,4.245302,194
2022-09-22,3.9225755,195
2022-09-23,4.496855,196
2022-09-24,4.7367854,197
2022-09-25,4.696396,198
2022-09-26,4.041022,199
2022-09-27,3.5701125,200
2022-09-28,4.2168136,201
2022-09-29,4.393023,202
2022-09-30,4.6473494,203
2022-10-01,4.5948195,204
2022-10-02,4.11244,205
2022-10-03,4.068487,206
2022-10-04,2.7329397,207
2022-10-05,2.9400976,208
2022-10-06,2.4263346,209
2022-10-07,3.1428776,210
2022-10-08,3.117919,211
2022-10-09,3.9621685,212
2022-10-10,3.0512307,213
2022-10-11,3.7385256,214
2022-10-12,4.4159703,215
2022-10-13,4.669134,216
2022-10-14,3.9951503,217
2022-10-15,4.2855897,218
2022-10-16,4.718291,219
2022-10-17,3.9358582,220
