Fecha,Evapotranspiration,Dia
2022-02-01,3.3084705,0
2022-02-02,3.9797478,1
2022-02-03,3.6238787,2
2022-02-04,2.7374737,3
2022-02-05,2.5703866,4
2022-02-06,3.1093054,5
2022-02-07,2.6578214,6
2022-02-08,1.8878391,7
2022-02-09,3.164334,8
2022-02-10,2.7409897,9
2022-02-11,2.4521306,10
2022-02-12,4.318008,11
2022-02-13,3.300679,12
2022-02-14,3.0719538,13
2022-02-15,3.724121,14
2022-02-16,4.2601523,15
2022-02-17,4.8835597,16
2022-02-18,4.5385833,17
2022-02-19,2.8716595,18
2022-02-20,3.7317474,19
2022-02-21,4.235814,20
2022-02-22,4.2640853,21
2022-02-23,4.325427,22
2022-02-24,4.096191,23
2022-02-25,2.5210705,24
2022-02-26,3.0149627,25
2022-02-27,2.9721742,26
2022-02-28,3.5259023,27
2022-03-01,3.959784,28
2022-03-02,4.216826,29
2022-03-03,3.9077005,30
2022-03-04,3.8956666,31
2022-03-05,4.7596803,32
2022-03-06,4.8890405,33
2022-03-07,4.7891393,34
2022-03-08,3.849199,35
2022-03-09,3.412281,36
2022-03-10,4.6646285,37
2022-03-11,5.8994017,38
2022-03-12,3.9244366,39
2022-03-13,4.1817493,40
2022-03-14,4.664267,41
2022-03-15,5.4685054,42
2022-03-16,5.5647597,43
2022-03-17,6.025213,44
2022-03-18,5.913547,45
2022-03-19,3.9243598,46
2022-03-20,4.1690407,47
2022-03-21,5.9702687,48
2022-03-22,5.8426514,49
2022-03-23,5.3443213,50
2022-03-24,4.7532487,51
2022-03-25,5.314097,52
2022-03-26,5.518071,53
2022-03-27,5.480632,54
2022-03-28,5.4770947,55
2022-03-29,6.0716944,56
2022-03-30,6.22979,57
2022-03-31,5.608611,58
2022-04-01,5.224958,59
2022-04-02,5.2543125,60
2022-04-03,5.021874,61
2022-04-04,6.1601367,62
2022-04-05,6.2785144,63
2022-04-06,7.032402,64
2022-04-07,6.403399,65
2022-04-08,5.602086,66
2022-04-09,5.9054112,67
2022-04-10,6.352604,68
2022-04-11,6.4632335,69
2022-04-12,5.770479,70
2022-04-13,6.7118793,71
2022-04-14,6.5117927,72
2022-04-15,6.163354,73
2022-04-16,5.9641294,74
2022-04-17,5.9795194,75
2022-04-18,5.197564,76
2022-04-19,5.2834525,77
2022-04-20,5.5909925,78
2022-04-21,4.1032143,79
2022-04-22,4.6732383,80
2022-04-23,5.989323,81
2022-04-24,5.6141877,82
2022-04-25,4.568073,83
2022-04-26,3.2569873,84
2022-04-27,4.291437,85
2022-04-28,4.6613216,86
2022-04-29,5.5527964,87
2022-04-30,5.58721,88
2022-05-01,4.557532,89
2022-05-02,5.018797,90
2022-05-03,5.388003,91
2022-05-04,6.012001,92
2022-05-05,5.866168,93
2022-05-06,5.5436397,94
2022-05-07,6.0830803,95
2022-05-08,6.3797703,96
2022-05-09,6.287521,97
2022-05-10,4.6350646,98
2022-05-11,5.340196,99
2022-05-12,6.366562,100
2022-05-13,6.687192,101
2022-05-14,6.3027453,102
2022-05-15,6.6698084,103
2022-05-16,6.634955,104
2022-05-17,6.992102,105
2022-05-18,6.175324,106
2022-05-19,6.2693167,107
2022-05-20,6.3631086,108
2022-05-21,6.268201,109
2022-05-22,5.540866,110
2022-05-23,5.172845,111
2022-05-24,5.354875,112
2022-05-25,5.944291,113
2022-05-26,5.0353475,114
2022-05-27,6.183382,115
2022-05-28,6.3995495,116
2022-05-29,6.712968,117
2022-05-30,6.5090804,118
2022-05-31,5.706679,119
2022-06-01,5.3855915,120
2022-06-02,5.3797865,121
2022-06-03,6.0267324,122
2022-06-04,5.9349837,123
2022-06-05,6.74893,124
2022-06-06,6.853609,125
2022-06-07,6.8786745,126
2022-06-08,6.6065316,127
2022-06-09,5.087054,128
2022-06-10,6.6018114,129
2022-06-11,6.4394364,130
2022-06-12,6.425304,131
2022-06-13,5.244207,132
2022-06-14,4.664017,133
2022-06-15,4.6337533,134
2022-06-16,5.1066833,135
2022-06-17,5.7057037,136
2022-06-18,5.0268416,137
2022-06-19,5.2247095,138
2022-06-20,5.137292,139
2022-06-21,4.474828,140
2022-06-22,3.825211,141
2022-06-23,5.4705386,142
2022-06-24,5.946164,143
2022-06-25,5.834705,144
2022-06-26,5.635124,145
2022-06-27,5.6213593,146
2022-06-28,5.660632,147
2022-06-29,5.0209394,148
2022-06-30,5.2296433,149
2022-07-01,6.2225456,150
2022-07-02,5.554418,151
2022-07-03,5.6591506,152
2022-07-04,5.6958103,153
2022-07-05,5.821026,154
2022-07-06,6.3352113,155
2022-07-07,5.8813972,156
2022-07-08,6.1493917,157
2022-07-09,6.318079,158
2022-07-10,6.6173306,159
2022-07-11,6.611519,160
2022-07-12,6.0039635,161
2022-07-13,5.6860943,162
2022-07-14,5.2765203,163
2022-07-15,4.2021303,164
2022-07-16,5.4803305,165
2022-07-17,5.8834066,166
2022-07-18,6.050292,167
