Fecha,Evapotranspiration,Dia
2022-03-31,6.4473853,0
2022-04-01,5.6393614,1
2022-04-02,6.0379457,2
2022-04-03,5.625014,3
2022-04-04,6.723894,4
2022-04-05,6.9374924,5
2022-04-06,7.3021927,6
2022-04-07,7.033628,7
2022-04-08,5.61723,8
2022-04-09,6.045633,9
2022-04-10,6.769305,10
2022-04-11,7.250565,11
2022-04-12,6.459893,12
2022-04-13,7.243197,13
2022-04-14,7.080958,14
2022-04-15,6.469718,15
2022-04-16,6.3235817,16
2022-04-17,6.4632406,17
2022-04-18,5.8272114,18
2022-04-19,5.4386744,19
2022-04-20,6.259653,20
2022-04-21,4.4672465,21
2022-04-22,4.6793137,22
2022-04-23,6.1608152,23
2022-04-24,5.842001,24
2022-04-25,4.8010397,25
2022-04-26,3.7220933,26
2022-04-27,4.5750756,27
2022-04-28,4.70854,28
2022-04-29,5.8349957,29
2022-04-30,6.0077925,30
2022-05-01,4.4319563,31
2022-05-02,5.2336216,32
2022-05-03,5.5238285,33
2022-05-04,6.149925,34
2022-05-05,6.1572537,35
2022-05-06,5.818231,36
2022-05-07,6.514184,37
2022-05-08,6.898319,38
2022-05-09,6.873853,39
2022-05-10,4.719897,40
2022-05-11,5.555295,41
2022-05-12,6.584034,42
2022-05-13,7.0040317,43
2022-05-14,6.5503764,44
2022-05-15,6.992403,45
2022-05-16,7.015527,46
2022-05-17,7.283208,47
2022-05-18,6.6445413,48
2022-05-19,6.859203,49
2022-05-20,7.12403,50
2022-05-21,7.0722632,51
2022-05-22,6.1430106,52
2022-05-23,5.482519,53
2022-05-24,5.6816564,54
2022-05-25,6.703907,55
2022-05-26,5.6280923,56
2022-05-27,6.4852633,57
2022-05-28,6.589991,58
2022-05-29,7.065451,59
2022-05-30,6.9200783,60
2022-05-31,6.013163,61
2022-06-01,5.6959753,62
2022-06-02,5.6346087,63
2022-06-03,6.508417,64
2022-06-04,6.453644,65
2022-06-05,7.2417297,66
2022-06-06,7.485707,67
2022-06-07,7.326532,68
2022-06-08,6.9509106,69
2022-06-09,5.246048,70
2022-06-10,6.6546965,71
2022-06-11,6.5242877,72
2022-06-12,6.45826,73
2022-06-13,5.344526,74
2022-06-14,4.567664,75
2022-06-15,4.58698,76
2022-06-16,5.0191393,77
2022-06-17,5.9542003,78
2022-06-18,5.57153,79
2022-06-19,5.3430085,80
2022-06-20,5.43286,81
2022-06-21,4.5984125,82
2022-06-22,3.9312391,83
2022-06-23,5.5570464,84
2022-06-24,6.073768,85
2022-06-25,6.12604,86
2022-06-26,5.9755173,87
2022-06-27,5.9675975,88
2022-06-28,6.0692143,89
2022-06-29,5.4649158,90
2022-06-30,5.818165,91
2022-07-01,6.5068064,92
2022-07-02,5.559248,93
2022-07-03,5.68576,94
2022-07-04,5.4199495,95
2022-07-05,5.6756487,96
2022-07-06,6.4858246,97
2022-07-07,5.804452,98
2022-07-08,6.232859,99
2022-07-09,6.4743595,100
2022-07-10,6.9233246,101
2022-07-11,7.0238795,102
2022-07-12,6.456805,103
2022-07-13,6.281458,104
2022-07-14,5.3893905,105
2022-07-15,4.0642843,106
2022-07-16,5.45657,107
2022-07-17,5.8460693,108
2022-07-18,6.217479,109
2022-07-19,6.7266026,110
2022-07-20,6.8602767,111
2022-07-21,6.7828007,112
2022-07-22,5.6414433,113
2022-07-23,5.8438225,114
2022-07-24,5.617556,115
2022-07-25,5.238458,116
2022-07-26,5.935147,117
2022-07-27,5.2777233,118
2022-07-28,5.4373894,119
2022-07-29,5.100988,120
2022-07-30,5.497935,121
2022-07-31,5.5082393,122
2022-08-01,5.2965937,123
2022-08-02,5.1173124,124
2022-08-03,5.8913374,125
2022-08-04,6.1213098,126
2022-08-05,5.676942,127
