Fecha,Evapotranspiration,Dia
2022-03-22,5.8426514,0
2022-03-23,5.3443213,1
2022-03-24,4.7532487,2
2022-03-25,5.314097,3
2022-03-26,5.518071,4
2022-03-27,5.480632,5
2022-03-28,5.4770947,6
2022-03-29,6.0716944,7
2022-03-30,6.22979,8
2022-03-31,5.608611,9
2022-04-01,5.224958,10
2022-04-02,5.2543125,11
2022-04-03,5.021874,12
2022-04-04,6.1601367,13
2022-04-05,6.2785144,14
2022-04-06,7.032402,15
2022-04-07,6.403399,16
2022-04-08,5.602086,17
2022-04-09,5.9054112,18
2022-04-10,6.352604,19
2022-04-11,6.4632335,20
2022-04-12,5.770479,21
2022-04-13,6.7118793,22
2022-04-14,6.5117927,23
2022-04-15,6.163354,24
2022-04-16,5.9641294,25
2022-04-17,5.9795194,26
2022-04-18,5.197564,27
2022-04-19,5.2834525,28
2022-04-20,5.5909925,29
2022-04-21,4.1032143,30
2022-04-22,4.6732383,31
2022-04-23,5.989323,32
2022-04-24,5.6141877,33
2022-04-25,4.568073,34
2022-04-26,3.2569873,35
2022-04-27,4.291437,36
2022-04-28,4.6613216,37
2022-04-29,5.5527964,38
2022-04-30,5.58721,39
2022-05-01,4.557532,40
2022-05-02,5.018797,41
2022-05-03,5.388003,42
2022-05-04,6.012001,43
2022-05-05,5.866168,44
2022-05-06,5.5436397,45
2022-05-07,6.0830803,46
2022-05-08,6.3797703,47
2022-05-09,6.287521,48
2022-05-10,4.6350646,49
2022-05-11,5.340196,50
2022-05-12,6.366562,51
2022-05-13,6.687192,52
2022-05-14,6.3027453,53
2022-05-15,6.6698084,54
2022-05-16,6.634955,55
2022-05-17,6.992102,56
2022-05-18,6.175324,57
2022-05-19,6.2693167,58
2022-05-20,6.3631086,59
2022-05-21,6.268201,60
2022-05-22,5.540866,61
2022-05-23,5.172845,62
2022-05-24,5.354875,63
2022-05-25,5.944291,64
2022-05-26,5.0353475,65
2022-05-27,6.183382,66
2022-05-28,6.3995495,67
2022-05-29,6.712968,68
2022-05-30,6.5090804,69
2022-05-31,5.706679,70
2022-06-01,5.3855915,71
2022-06-02,5.3797865,72
2022-06-03,6.0267324,73
2022-06-04,5.9349837,74
2022-06-05,6.74893,75
2022-06-06,6.853609,76
2022-06-07,6.8786745,77
2022-06-08,6.6065316,78
2022-06-09,5.087054,79
2022-06-10,6.6018114,80
2022-06-11,6.4394364,81
2022-06-12,6.425304,82
2022-06-13,5.244207,83
2022-06-14,4.664017,84
2022-06-15,4.6337533,85
2022-06-16,5.1066833,86
2022-06-17,5.7057037,87
2022-06-18,5.0268416,88
2022-06-19,5.2247095,89
2022-06-20,5.137292,90
2022-06-21,4.474828,91
2022-06-22,3.825211,92
2022-06-23,5.4705386,93
2022-06-24,5.946164,94
2022-06-25,5.834705,95
2022-06-26,5.635124,96
2022-06-27,5.6213593,97
2022-06-28,5.660632,98
2022-06-29,5.0209394,99
2022-06-30,5.2296433,100
2022-07-01,6.2225456,101
2022-07-02,5.554418,102
2022-07-03,5.6591506,103
2022-07-04,5.6958103,104
2022-07-05,5.821026,105
2022-07-06,6.3352113,106
2022-07-07,5.8813972,107
2022-07-08,6.1493917,108
2022-07-09,6.318079,109
2022-07-10,6.6173306,110
2022-07-11,6.611519,111
2022-07-12,6.0039635,112
2022-07-13,5.6860943,113
2022-07-14,5.2765203,114
2022-07-15,4.2021303,115
2022-07-16,5.4803305,116
2022-07-17,5.8834066,117
2022-07-18,6.050292,118
2022-07-19,6.4573984,119
2022-07-20,6.577692,120
2022-07-21,6.417214,121
2022-07-22,5.622325,122
