File,tipo,var_nums,R2,aic,mse,rmse
score_mlr\zafra23_m\mean\6\comb_4.json,mean,6,0.9420542431604259,52.315318297279674,152.59316126192314,12.352860448573162
score_mlr\zafra21_m\mean\5\comb_17.json,mean,5,0.939830427196241,61.39943462549127,255.63387619737756,15.9885545374614
score_mlr\zafra23_r\mean\5\comb_18.json,mean,5,0.9385184138911388,50.78916126584333,182.42451670009012,13.506462034896115
score_mlr\zafra21_m\mean\5\comb_12.json,mean,5,0.9380639889132837,61.68878446001318,255.15340498441319,15.973521996867603
score_mlr\zafra23_m\mean\5\comb_14.json,mean,5,0.937838513022355,50.87714454932023,182.29236096872026,13.50156883361042
score_mlr\zafra23_m\mean\6\comb_7.json,mean,6,0.9378266293446348,52.87867379741462,151.90837589905283,12.32511159783362
score_mlr\zafra23_m\mean\5\comb_19.json,mean,5,0.9375721347187244,50.91135340645889,182.24058368595203,13.499651243122988
score_mlr\zafra23_r\mean\5\comb_5.json,mean,5,0.9365613784032925,51.03984232429577,182.04411792713995,13.492372583320547
score_mlr\zafra23_m\mean\5\comb_5.json,mean,5,0.9363855923558085,51.06197936873467,182.0099495141603,13.491106311721078
score_mlr\zafra21_m\max\4\comb_3.json,max,4,0.9352133485028309,60.13876259887463,317.9725384909625,17.831784501024078
score_mlr\zafra21_m\max\3\comb_3.json,max,3,0.935207493765801,58.13966625300178,423.96073050716313,20.590306712314003
score_mlr\zafra21_m\mean\6\comb_1.json,mean,6,0.9344553350877634,64.25508490468539,211.80987595322634,14.553689427537828
score_mlr\zafra21_m\mean\5\comb_4.json,mean,5,0.9340509611499158,62.316589783020234,254.0618614327771,15.939318098111258
score_mlr\zafra21_m\max\3\comb_6.json,max,3,0.9336370745266083,58.3791522240517,423.2488071187291,20.57301162005041
score_mlr\zafra23_m\mean\5\comb_17.json,mean,5,0.9335787085255889,51.40740080746979,181.46436146966136,13.470870850455858
score_mlr\zafra21_m\max\2\comb_5.json,max,2,0.9332238129485453,56.44123208885662,634.5921928050108,25.191113369698662
score_mlr\zafra23_m\mean\4\comb_25.json,mean,4,0.9327938899085886,49.50137286792061,226.6397654387274,15.054559622875969
score_mlr\zafra21_m\mean\5\comb_16.json,mean,5,0.93189368091829,62.63846673228427,253.47508120977486,15.92090076628125
score_mlr\zafra23_m\mean\5\comb_21.json,mean,5,0.9299174019414018,51.83665567847919,180.75269500235999,13.444429887591365
score_mlr\zafra23_m\mean\4\comb_34.json,mean,4,0.9297343849267663,49.8575200260091,225.89640133767526,15.02985034315629
score_mlr\zafra21_m\mean\5\comb_19.json,mean,5,0.929402495655944,62.99771467803323,252.79747881841678,15.899606247275962
score_mlr\zafra21_m\mean\4\comb_25.json,mean,4,0.9290876772569452,61.04220896155566,315.8898102673613,17.773289236023853
score_mlr\zafra23_m\mean\6\comb_3.json,mean,6,0.9276527351670836,54.09108071055026,150.2604169984182,12.258075582995
score_mlr\zafra21_m\max\2\comb_4.json,max,2,0.9275928884162455,57.25081194025995,630.763164123047,25.114998788035944
score_mlr\zafra23_m\mean\5\comb_3.json,mean,5,0.9274618418948651,52.11216146568011,180.27539551831438,13.426667327312254
score_mlr\zafra23_m\mean\5\comb_6.json,mean,5,0.9271889030843762,52.14220651888787,180.2223430370256,13.424691543459224
score_mlr\zafra23_m\mean\5\comb_18.json,mean,5,0.9260613777307186,52.26514209087411,180.00318029640843,13.416526387124517
score_mlr\zafra23_m\mean\4\comb_23.json,mean,4,0.9259662849943838,50.27542430996199,224.9808708072292,14.999362346687581
score_mlr\zafra23_r\mean\5\comb_20.json,mean,5,0.9256109297905206,52.3137317310059,179.91562447803244,13.413263006369197
score_mlr\zafra23_r\mean\4\comb_29.json,mean,4,0.9255398527291804,50.32137189927236,224.87726109279305,14.995908144983852
score_mlr\zafra21_m\mean\5\comb_11.json,mean,5,0.9248154115085931,63.62722942842082,251.54979193033734,15.860321306024582
score_mlr\zafra23_r\mean\5\comb_19.json,mean,5,0.9240211949893296,52.48289488854478,179.6066197760509,13.401739430986222
score_mlr\zafra23_r\mean\4\comb_34.json,mean,4,0.9227873538977134,50.61176555476386,224.20848989233505,14.973593085573517
score_mlr\zafra23_r\mean\5\comb_7.json,mean,5,0.9226738961602776,52.62351227929613,179.34473856615395,13.391965448213863
score_mlr\zafra21_m\mean\4\comb_24.json,mean,4,0.9220117117227766,61.9933533828716,313.48398198574404,17.70547886914511
score_mlr\zafra21_m\mean\6\comb_3.json,mean,6,0.9217820010563474,66.0227645975036,208.93725357277208,14.454662001332721
score_mlr\zafra23_m\mean\5\comb_16.json,mean,5,0.9212779686139183,52.76664398988313,179.07340514933037,13.38183115830305
score_mlr\zafra23_m\mean\4\comb_4.json,mean,4,0.9209966385819276,50.795182738181104,223.7734020304527,14.959057524805923
score_mlr\zafra23_r\mean\4\comb_25.json,mean,4,0.9205878373103997,50.83647184100393,223.67407609651116,14.955737230123802
score_mlr\zafra23_m\mean\5\comb_9.json,mean,5,0.9203558967643842,52.85980353023413,178.8941774335772,13.375132800595933
score_mlr\zafra23_r\mean\5\comb_6.json,mean,5,0.9200512290105214,52.89034806430091,178.8349576389201,13.372918815237012
score_mlr\zafra23_m\mean\5\comb_4.json,mean,5,0.9196990836044487,52.92550779321121,178.76650937561473,13.370359358506963
score_mlr\zafra23_m\mean\4\comb_24.json,mean,4,0.9193580887318755,50.95940757119026,223.37528562157289,14.945744732918895
score_mlr\zafra21_r\max\4\comb_1.json,max,4,0.9188556597676136,62.39006220173871,312.4109243209886,17.675149909434676
score_mlr\zafra23_m\mean\4\comb_26.json,mean,4,0.9184276523091381,51.05118215452796,223.1492186469859,14.938179897396667
score_mlr\zafra21_m\mean\5\comb_3.json,mean,5,0.9183463380434377,64.45263341011412,249.79020394781506,15.8047525747104
score_mlr\zafra21_r\max\3\comb_7.json,max,3,0.9182062955809296,60.46976950718101,416.2535206633548,20.402292044359985
score_mlr\zafra23_m\mean\5\comb_11.json,mean,5,0.9165266045833785,53.23548323549875,178.1498587658942,13.3472790772462
score_mlr\zafra23_m\mean\4\comb_31.json,mean,4,0.9164870933640609,51.23926905213827,222.67772346579915,14.922390005149952
score_mlr\zafra21_m\max\2\comb_8.json,max,2,0.915934406266159,58.74374045063964,622.8353962609881,24.956670376093605
score_mlr\zafra21_m\max\3\comb_9.json,max,3,0.915483064817862,60.797286038023756,415.01898938409744,20.37201485823377
score_mlr\zafra23_m\mean\4\comb_14.json,mean,4,0.9146424667934989,51.41404919188339,222.22953685373292,14.90736518817906
score_mlr\zafra21_m\mean\5\comb_2.json,mean,5,0.9140972430430825,64.95992596596732,248.63445010771844,15.768146692231095
score_mlr\zafra23_r\mean\4\comb_17.json,mean,4,0.9140414322004821,51.4701828120567,222.08350422996088,14.902466380769354
score_mlr\zafra21_m\mean\5\comb_21.json,mean,5,0.9140132365191066,64.96970044558077,248.61160033319698,15.767422120727186
score_mlr\zafra21_m\mean\4\comb_32.json,mean,4,0.9139486263821073,62.97721158713653,310.7425329699165,17.627890769173618
score_mlr\zafra23_r\mean\4\comb_26.json,mean,4,0.9137454205410208,51.49768472634809,222.01158264707615,14.900053108867638
score_mlr\zafra23_r\mean\4\comb_28.json,mean,4,0.9124642785764125,51.61563516808229,221.70030518536274,14.889603929768002
score_mlr\zafra22_r\mean\7\comb_1.json,mean,7,0.9104871373167351,85.00264552299163,320.8383245782781,17.911960377867022
score_mlr\zafra22_r\mean\6\comb_4.json,mean,6,0.9101435490420835,83.04861842944942,374.17012571730106,19.343477601437158
score_mlr\zafra21_m\max\3\comb_2.json,max,3,0.9100814752709238,61.416806526913604,412.57026878948545,20.311825835938173
score_mlr\zafra21_m\mean\4\comb_31.json,mean,4,0.9100505249418537,63.42024797613327,309.41717848023023,17.590258056101117
score_mlr\zafra22_r\mean\6\comb_5.json,mean,6,0.909880566958805,83.08368743064248,374.0620108608421,19.340682792001996
score_mlr\zafra22_r\mean\6\comb_7.json,mean,6,0.9098603973786314,83.08637284346747,374.05371892232625,19.340468425617985
score_mlr\zafra22_r\mean\5\comb_19.json,mean,5,0.9098596721209122,81.08646939434374,448.8641049129834,21.18641321491166
score_mlr\zafra22_r\mean\5\comb_10.json,mean,5,0.909377316744383,81.15051212322577,448.626142927229,21.18079656026253
score_mlr\zafra22_r\mean\5\comb_20.json,mean,5,0.9078581550395745,81.35000773101444,447.87668981952345,21.16309735883487
score_mlr\zafra22_r\mean\4\comb_30.json,mean,4,0.9072502323395226,79.42891989567323,559.4709766093723,23.653138832074113
score_mlr\zafra23_m\mean\3\comb_29.json,mean,3,0.9070750018206701,50.0936011016431,293.8545057981546,17.142184977363726
score_mlr\zafra21_m\mean\5\comb_18.json,mean,5,0.9046575910545801,66.00251389512073,246.0668647668458,15.686518567446564
score_mlr\zafra21_m\mean\4\comb_23.json,mean,4,0.9045078494139671,64.01820724455521,307.5326688007488,17.53660938724327
score_mlr\zafra21_m\mean\5\comb_1.json,mean,5,0.9044939440474027,66.0196633175562,246.02235278089353,15.6850997058002
score_mlr\zafra21_m\mean\4\comb_22.json,mean,4,0.9038519069671723,64.08666311749445,307.30964836883857,17.53024952386128
score_mlr\zafra23_m\mean\4\comb_7.json,mean,4,0.9029521225860363,52.440895035474284,219.389148534576,14.811790861829504
score_mlr\zafra21_m\mean\4\comb_1.json,mean,4,0.9027724970283694,64.19830296989208,306.9426489896456,17.519778793970133
score_mlr\zafra21_m\mean\5\comb_14.json,mean,5,0.9009978576429185,66.37918163034229,245.07141727887384,15.65475701756095
score_mlr\zafra21_m\mean\4\comb_15.json,mean,4,0.9009832664408937,64.3806553486415,306.33431058990385,17.502408708229385
score_mlr\zafra21_m\mean\4\comb_34.json,mean,4,0.900174474738454,64.46200587922353,306.0593214110744,17.49455119204475
score_mlr\zafra21_m\mean\3\comb_30.json,mean,3,0.9000831869421326,62.47114643534652,408.0377114137668,20.19994335174648
score_mlr\zafra21_m\mean\4\comb_14.json,mean,4,0.8994127603895014,64.5380207994568,305.8003385324305,17.487147810104155
score_mlr\zafra23_m\mean\5\comb_10.json,mean,5,0.8989394758803199,54.765016217505,174.73136062423717,13.218599041662364
score_mlr\zafra21_m\mean\3\comb_29.json,mean,3,0.8984000220057581,62.638199917155106,407.2746766426103,20.181047461482525
score_mlr\zafra23_r\mean\5\comb_3.json,mean,5,0.8971963733853032,54.90182457493481,174.39254507676833,13.205776958466636
score_mlr\zafra23_r\mean\4\comb_7.json,mean,4,0.8970858181215751,52.910423171249334,217.96381987172646,14.763597795650167
score_mlr\zafra22_r\mean\6\comb_3.json,mean,6,0.8961133351945316,84.78966405916469,368.4021489133074,19.193804961844002
score_mlr\zafra22_r\mean\5\comb_9.json,mean,5,0.8959725659099702,82.80591338214786,442.0131325155853,21.024108364341764
score_mlr\zafra23_r\mean\4\comb_23.json,mean,4,0.895896279693566,53.00236123129025,217.6747992067961,14.75380626166672
score_mlr\zafra23_r\mean\4\comb_4.json,mean,4,0.895819813121009,53.00823525791291,217.65622021924517,14.753176614520859
score_mlr\zafra23_r\mean\3\comb_19.json,mean,3,0.8958077165356038,51.00916410118276,290.2043748360133,17.035385960876063
score_mlr\zafra22_r\mean\5\comb_18.json,mean,5,0.8951120083972947,82.9047739476099,441.58859080933206,21.01400939395745
score_mlr\zafra23_r\max\5\comb_1.json,max,5,0.8941307303896318,55.13689974813829,173.7966607194847,13.183196149624896
score_mlr\zafra21_m\mean\5\comb_13.json,mean,5,0.8940730935693911,67.05525967442729,243.1878814508744,15.594482404070819
score_mlr\zafra22_r\mean\6\comb_6.json,mean,6,0.8940212469240402,85.02892111405382,367.54206817988324,19.171386704667018
score_mlr\zafra22_r\mean\5\comb_13.json,mean,5,0.8937225758721176,83.06269214522723,440.9031374302447,20.997693621687233
score_mlr\zafra22_r\mean\5\comb_15.json,mean,5,0.8927454069824075,83.17252212472039,440.42106744465434,20.986211364718844
score_mlr\zafra22_r\mean\4\comb_19.json,mean,4,0.8925300547345638,81.19659229258514,550.393533752981,23.46046746663376
score_mlr\zafra21_m\mean\4\comb_33.json,mean,4,0.8925269651649542,65.20016650521919,303.45916815608444,17.420079453208142
score_mlr\zafra21_m\mean\4\comb_12.json,mean,4,0.8917938574978352,65.26814807854909,303.20991154926395,17.41292369331652
score_mlr\zafra22_r\mean\4\comb_29.json,mean,4,0.8917451152871164,81.2839194207559,549.9094877603885,23.4501489922855
score_mlr\zafra21_m\mean\5\comb_6.json,mean,5,0.889581849395815,67.47051201139402,241.96626303566168,15.55526480120675
score_mlr\zafra21_m\mean\4\comb_16.json,mean,4,0.8893218899060912,65.49402752528798,302.369442568071,17.388773463590553
score_mlr\zafra23_m\mean\4\comb_9.json,mean,4,0.8892958966625376,53.49414677862672,216.07111239222593,14.699357550322597
score_mlr\zafra21_m\mean\4\comb_3.json,mean,4,0.8887689789374421,65.54385982465763,302.1814528387303,17.383367131793836
score_mlr\zafra21_m\mean\3\comb_8.json,mean,3,0.8875661634854621,63.651416019266314,402.36332744674286,20.058996172459448
score_mlr\zafra23_m\mean\5\comb_20.json,mean,5,0.8875238670297818,55.62118791101057,172.51245165391384,13.134399554373006
score_mlr\zafra23_m\mean\4\comb_29.json,mean,4,0.8874918825553615,53.62346252175879,215.63279333962296,14.6844405184407
score_mlr\zafra21_m\mean\4\comb_21.json,mean,4,0.8873824219599896,65.66774487164543,301.7100234663965,17.369802056051086
score_mlr\zafra23_r\mean\4\comb_24.json,mean,4,0.8865750816196905,53.688388376584186,215.41003936228418,14.676853864581611
score_mlr\zafra23_r\mean\3\comb_22.json,mean,3,0.8864713164403081,51.69570371756848,287.17977022180816,16.946379265843433
score_mlr\zafra21_m\mean\3\comb_27.json,mean,3,0.8858572308530452,63.80226698946118,401.5886113200472,20.039675928518584
score_mlr\zafra21_m\mean\4\comb_4.json,mean,4,0.8857991485831325,65.80735425846586,301.17171051826506,17.354299482210887
score_mlr\zafra23_m\mean\3\comb_19.json,mean,3,0.8843814025689039,51.84163409476392,286.5027252072178,16.926391381721558
score_mlr\zafra23_m\mean\5\comb_13.json,mean,5,0.8838197689720658,55.88040113769477,171.7924675939453,13.106962561705336
score_mlr\zafra21_m\mean\3\comb_16.json,mean,3,0.8837716216968257,63.98333707240892,400.64313516922766,20.016071921564123
score_mlr\zafra23_r\mean\4\comb_27.json,mean,4,0.8836191493954036,53.89420359337782,214.6918402046645,14.65236636877008
score_mlr\zafra23_m\mean\4\comb_33.json,mean,4,0.8835742806431299,53.89728726943296,214.68093850001048,14.651994352306122
score_mlr\zafra23_r\mean\5\comb_10.json,mean,5,0.8829573746804648,55.939565028280576,171.62483970351533,13.100566388653405
score_mlr\zafra23_r\mean\4\comb_30.json,mean,4,0.8829095845465316,53.94283087299444,214.5194381202901,14.64648210732837
score_mlr\zafra23_m\mean\4\comb_30.json,mean,4,0.8825232061827246,53.969186046129295,214.42556025220887,14.64327696426619
score_mlr\zafra21_r\mean\7\comb_1.json,mean,7,0.8817572499050246,72.15516388676703,171.31283712440475,13.088652991213602
score_mlr\zafra21_r\mean\6\comb_4.json,mean,6,0.881721537365883,70.15818370380592,199.85688180293346,14.13707472580284
score_mlr\zafra21_r\mean\6\comb_1.json,mean,6,0.8816498997782711,70.16423855947811,199.84064394974146,14.136500413813224
score_mlr\zafra21_r\mean\5\comb_4.json,mean,5,0.88155833042218,68.17197272699019,239.78386587483297,15.484956114720925
score_mlr\zafra21_m\mean\4\comb_13.json,mean,4,0.881414685475539,66.18409328488958,299.6809930616833,17.311296689205097
score_mlr\zafra21_r\mean\6\comb_7.json,mean,6,0.8811048697469593,70.21018519360531,199.71710380931077,14.132130193615922
score_mlr\zafra21_r\mean\5\comb_16.json,mean,5,0.8811000805939667,68.21058799029936,239.65922192155895,15.480930912627928
score_mlr\zafra21_r\mean\6\comb_6.json,mean,6,0.8809433961907492,70.22375715445968,199.68050313656985,14.130835188925312
score_mlr\zafra22_r\mean\5\comb_21.json,mean,5,0.8808409115418878,84.43557127498403,434.5481830273314,20.84581931772727
score_mlr\zafra21_r\mean\5\comb_11.json,mean,5,0.8805448465186186,68.25717689423277,239.50819825306425,15.476052411809164
score_mlr\zafra21_r\mean\6\comb_2.json,mean,6,0.8802344698987828,70.28312588738399,199.51981317705744,14.125148253277112
score_mlr\zafra21_r\mean\5\comb_12.json,mean,5,0.880159909478944,68.2893494828115,239.4034953782728,15.472669303590534
score_mlr\zafra21_r\mean\5\comb_5.json,mean,5,0.8801201080695235,68.29267014130474,239.39266939491034,15.472319457499264
score_mlr\zafra21_m\mean\3\comb_9.json,mean,3,0.8800684106781016,64.29698164398616,398.9643461740727,19.974091873576448
score_mlr\zafra21_r\mean\5\comb_14.json,mean,5,0.8792273405694377,68.36686603830452,239.14983663488707,15.464470137540667
score_mlr\zafra21_r\mean\5\comb_19.json,mean,5,0.8791845907333706,68.37040510683087,239.1382086794768,15.464094175847379
score_mlr\zafra21_r\mean\4\comb_24.json,mean,4,0.8791532648918289,66.3729976387972,298.9121100632218,17.28907487586371
score_mlr\zafra23_m\mean\5\comb_2.json,mean,5,0.8791124392454437,56.19814643783172,170.87748037833313,13.072011336375637
score_mlr\zafra21_r\mean\4\comb_14.json,mean,4,0.8789456551128078,66.39016249229837,298.8415227383546,17.287033370082753
score_mlr\zafra21_r\mean\4\comb_15.json,mean,4,0.8788272561118984,66.39993836096255,298.80126707804544,17.28586899979418
score_mlr\zafra23_r\max\4\comb_1.json,max,4,0.8784686047289897,54.24064054247208,213.4404188052467,14.609600227427398
score_mlr\zafra21_r\mean\5\comb_17.json,mean,5,0.8784060136251074,68.43464187318587,238.92643570602922,15.457245411328282
score_mlr\zafra21_r\mean\5\comb_21.json,mean,5,0.8782877545380533,68.44436288160179,238.89426923435047,15.456204878117735
score_mlr\zafra21_r\mean\4\comb_34.json,mean,4,0.8782731505859667,66.44556268495397,298.61287119922866,17.280418721756387
score_mlr\zafra21_r\mean\4\comb_31.json,mean,4,0.8781822110008787,66.45303068670569,298.5819517402988,17.279524060005205
score_mlr\zafra21_r\mean\3\comb_29.json,mean,3,0.8781580532062061,64.45501359903818,398.0983174534801,19.95240129542006
score_mlr\zafra21_m\mean\4\comb_2.json,mean,4,0.8777252027435273,66.49047621492625,298.4265689327993,17.275027320754063
score_mlr\zafra21_m\mean\3\comb_17.json,mean,3,0.8777109454461451,64.49164215153485,397.89562860225243,19.947321339023254
score_mlr\zafra21_r\mean\4\comb_32.json,mean,4,0.8772741658004264,66.52729550391862,298.273216372145,17.270588188366514
score_mlr\zafra21_r\mean\4\comb_25.json,mean,4,0.8772415293089962,66.52995445122988,298.26211996505873,17.270266933810223
score_mlr\zafra21_r\mean\3\comb_30.json,mean,3,0.8771835841340309,64.5346735963227,397.65655814076064,19.94132789311586
score_mlr\zafra21_m\mean\3\comb_1.json,mean,3,0.8764031562594681,64.5980168178096,397.3027641709589,19.93245504625456
score_mlr\zafra21_r\mean\6\comb_3.json,mean,6,0.8762660707810651,70.60910201281388,198.62030937704142,14.093271776881386
score_mlr\zafra21_r\mean\5\comb_2.json,mean,5,0.8761583871015557,68.6178010697061,238.31508129162316,15.437457086308715
score_mlr\zafra22_r\mean\4\comb_35.json,mean,4,0.8759191019161906,82.92126261936612,540.1501128483176,23.241129767038384
score_mlr\zafra21_r\mean\5\comb_3.json,mean,5,0.8758651708360918,68.6414498001806,238.23532646741697,15.434873710769939
score_mlr\zafra21_r\mean\5\comb_18.json,mean,5,0.8747651468370221,68.72967472984755,237.93611993967002,15.425178116951196
score_mlr\zafra21_r\mean\4\comb_22.json,mean,4,0.8747587704148454,66.73018387404272,297.4179819410474,17.245810562019038
score_mlr\zafra21_m\mean\4\comb_11.json,mean,4,0.8739239848231,66.79661693260198,297.134154839854,17.237579726859973
score_mlr\zafra21_r\mean\4\comb_23.json,mean,4,0.8735308179219508,66.82775331714308,297.0004780934633,17.23370181050674
score_mlr\zafra22_r\mean\4\comb_33.json,mean,4,0.8733781792928423,83.16451578972966,538.5832105639196,23.207395600625237
score_mlr\zafra21_m\mean\3\comb_7.json,mean,3,0.8732693457341677,64.8484067491914,395.8821033994893,19.896786258074176
score_mlr\zafra21_r\mean\5\comb_6.json,mean,5,0.8725289846940815,68.90665680984175,237.32788383679016,15.405449809622247
score_mlr\zafra22_r\mean\3\comb_34.json,mean,3,0.8724265778249842,81.25436224657025,717.3285195449871,26.782989369093716
score_mlr\zafra21_r\mean\4\comb_3.json,mean,4,0.8722571997553124,66.92795542495978,296.5674479168062,17.22113375817069
score_mlr\zafra21_m\mean\6\comb_5.json,mean,6,0.8720626312121245,70.9431751098874,197.66752974141488,14.059428499815164
score_mlr\zafra22_r\mean\5\comb_6.json,mean,5,0.8717907608802287,85.3140208568411,430.0834420342462,20.738453221835186
score_mlr\zafra21_r\mean\5\comb_13.json,mean,5,0.8716428569375525,68.9759323193104,237.08685708701427,15.397625046967933
score_mlr\zafra21_r\mean\4\comb_16.json,mean,4,0.8715100908967469,66.98627046035666,296.31343090489395,17.21375702468505
