Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,cire_mean,cire_min,cire_max,ndre1_mean,ndre1_min,ndre1_max,ndre_mean,ndre_min,ndre_max
1,2020-01-07,16,0.36019954587741526,0.31549067315490675,0.39356339666537415,0.3015268338534301,0.2549323017408124,0.3304300489929232,0.5369454845166683,0.5032733224222586,0.593711467324291,0.2933720743858447,0.26003086419753085,0.32963374028856823,0.594781155908101,0.48062015503875966,0.7354282818043589,0.1864791031469006,0.15703491933837044,0.2220031545741325,0.2580873257435433,0.22230595327807084,0.3002305373293137
2,2020-01-22,16,0.6596826142614285,0.5548705302096177,0.7317397078353254,0.17843563854522573,0.04712476645214864,0.2520205731080088,0.699773129894833,0.5974178403755869,0.9099920697858842,0.5496528488872447,0.5054229934924078,0.6309887869520897,1.3397214497514724,1.0260457774269929,1.7724550898203595,0.3502866959515876,0.290788013318535,0.40944683000757764,0.40187702952881904,0.3329823637799421,0.49149382428338384
3,2020-01-27,16,0.6615899239990287,0.5454855195911414,0.7257039055404177,0.15827553821667667,0.02047244094488189,0.23739803388412467,0.7298964269636243,0.6162947937795809,0.9598765432098766,0.5493566149396172,0.503957783641161,0.6065388951521984,1.4709148048810579,1.1111111111111112,1.9080213903743317,0.36133889390086865,0.29549902152641877,0.4106523794516231,0.4266184966212794,0.3548387096774194,0.5009340805978116
4,2020-02-16,16,0.2124148118856112,0.17916337805840568,0.28998699609882966,-0.27924588642468806,-0.33505154639175255,-0.14371749247194088,1.7786359665536666,1.3356777493606138,2.007751937984496,0.295173249489935,0.257026060296372,0.36018957345971564,0.29813971299966935,0.2075702075702075,0.8778103616813295,0.07373503417604557,0.04725738396624472,0.2160471107839529,0.12875887129065272,0.07170393215111796,0.21759439470611133
5,2020-03-02,16,0.2945767034107132,0.2379778051787916,0.3688458434221146,-0.169518702535296,-0.24107142857142858,-0.05927525797936165,1.411175874540762,1.1260204081632652,1.6352941176470588,0.3457372804863863,0.30446080554352534,0.41098169717138106,0.4232821551905717,0.33916849015317285,0.7757255936675462,0.1307317665579445,0.09235352532274081,0.226267437904049,0.1922581128527399,0.10985277463193659,0.2562962962962963
6,2020-03-07,16,0.3048341297346449,0.2446958981612447,0.3745704467353952,-0.1719134765847116,-0.2430795847750865,-0.09729473184622686,1.417627916028101,1.2155625657202944,1.6422857142857143,0.3379446834734385,0.2875947347427204,0.3724907063197026,0.4911479932342607,0.39665271966527205,0.776083467094703,0.1428785675448583,0.11140065146579804,0.21363206058693593,0.2025342678859351,0.1072,0.249914994899694
7,2020-03-12,16,0.2889979865757524,0.23492723492723494,0.33978494623655914,-0.09732172745453997,-0.139304531085353,-0.04135410655895364,1.2166615897956496,1.0862760834670948,1.3237022526934379,0.32259132114549793,0.2584745762711864,0.3633440514469453,0.47653297761055113,0.3614177803602556,0.5928927680798004,0.14776892605876402,0.12244897959183673,0.18661257606490872,0.18842316029416534,0.13544973544973546,0.2241112828438949
8,2020-03-17,16,0.367358346218552,0.2852664576802508,0.4581213970837572,-0.13474049520357795,-0.1891891891891892,-0.06602953953084274,1.3133139068262178,1.1413953488372093,1.4666666666666666,0.3800535125801972,0.3057324840764331,0.4468371467025572,0.6771040353386072,0.5458715596330275,0.9692307692307693,0.19070743135557594,0.15769017212659633,0.26019601644008855,0.2425278369160493,0.18689105403011513,0.313452188006483
9,2020-03-22,16,0.2393059375388504,0.1774891774891775,0.3488630061009429,0.14392977698769882,0.0684301322599195,0.20905459387483355,0.7491132628547854,0.6541850220264317,0.8719052744886975,0.1255664742133716,0.06675224646983312,0.2221105527638191,0.5150338645890135,0.41009463722397466,0.7095070422535212,0.16472240063407634,0.1407103825136612,0.22351332877648666,0.18031582016020664,0.13337846987136087,0.2739654269250917
10,2020-03-27,16,0.41464969607411145,0.3638385764219892,0.4823261117445838,-0.03497143879207856,-0.10794016110471806,0.08695652173913043,1.0748895085350296,0.84,1.2420020639834881,0.39195491312251624,0.360075211532435,0.4325767690253672,0.8051241846221022,0.6664355062413314,1.135646687697161,0.226340347106844,0.1882915845764143,0.2957511802277145,0.2837755448373551,0.22040302267002518,0.33447586403884605
11,2020-04-06,16,0.5114526848225655,0.4047387211944174,0.5988838507150331,0.04893956606196944,-0.08498942917547568,0.21921182266009853,0.91409514622881,0.6404040404040404,1.1857670979667283,0.4495116164489503,0.3751507840772014,0.5155532891381948,1.1010533091173653,0.8528938906752412,1.5077720207253886,0.2887814444713285,0.23591331269349844,0.3609271523178808,0.3388375394124741,0.26734992679355785,0.4077596996245307
12,2020-04-21,16,0.4043187709799435,0.22225969645868465,0.5357142857142857,0.0026277934458833726,-0.06086353389977458,0.07799732580597236,0.9960269033712319,0.8552921719955898,1.129615952732644,0.3377357549680442,0.19559412550066757,0.4359925788497217,0.7872684723452649,0.4197819314641744,1.1007667031763417,0.2302529829797575,0.13360323886639677,0.29531882103640916,0.27259168700033265,0.16023544800523218,0.35813300579048957
13,2020-05-01,16,0.5253666426984043,0.39875,0.6325401217487548,0.006210433795075216,-0.08401424680494447,0.08955223880597014,0.9898979760690775,0.8356164383561644,1.1834400731930466,0.46556432207744247,0.37865911237016053,0.5296862846772102,0.9973813562499163,0.644880174291939,1.2294303797468356,0.2812697361603985,0.20127610208816704,0.32855245683930945,0.3313016052709835,0.23537722520486012,0.4000949216896061
