Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,ndwi_mean,ndwi_min,ndwi_max
148,2022-10-28,10,0.6911249532874427,0.16166960611405057,0.8082349553699971,0.4098829914461238,-0.1105980143154006,0.5355038759689923,0.4215289177670707,0.30250403877221327,1.2487019730010385,0.5387202939825149,0.25912627169359664,0.6727272727272727,6.757194368132434,-57.4390243902439,99.82142857142858,-0.5387202939825149,-0.6727272727272727,-0.25912627169359664
149,2022-10-03,10,0.5577590329561448,0.4721508140531277,0.6630749014454665,0.18780346115687613,0.11758118701007839,0.2600145666423889,0.6843994834664716,0.5872832369942197,0.7895791583166333,0.48371512415779605,0.41186027619821286,0.5701816466147677,2.1370015314703354,-3221.25,42.25308641975309,-0.48371512415779605,-0.5701816466147677,-0.41186027619821286
150,2022-10-13,10,0.7888823691667821,0.603476371537208,0.8442028985507246,0.31818922559516977,0.16016981860285603,0.3983516483516483,0.5184692064018317,0.4302554027504912,0.7238855622089155,0.6779265346051114,0.5858612503297284,0.7312513745326589,2.6146216501039983,1.6998164014687882,2.9963691954901583,-0.6779265346051114,-0.7312513745326589,-0.5858612503297284
151,2023-01-31,10,0.44959326342282335,-0.0038367631670735963,0.6618209640397857,0.1778045062046711,-0.07507820646506778,0.42513368983957217,0.7076408415741767,0.40337711069418386,1.1623449830890642,0.369963027097702,0.002457002457002457,0.5509115162294353,3.4193333323916515,-325.625,1688.3333333333335,-0.369963027097702,-0.5509115162294353,-0.002457002457002457
152,2023-02-15,10,0.5745175887148581,0.444331983805668,0.6414645744174988,0.1856527722340299,0.06376109765940274,0.26247288503253796,0.6880010077675858,0.584192439862543,0.8801213960546282,0.5120175488581089,0.44287158746208294,0.5555022776312635,1.6951353698744067,1.1635303472038165,3.56559608056614,-0.5120175488581089,-0.5555022776312635,-0.44287158746208294
153,2023-03-02,10,0.1727162894109144,0.1289817232375979,0.2577953447518665,-0.20243108486406333,-0.3203997648442093,-0.06568832983927324,1.5170101128757392,1.1406133133881824,1.9429065743944636,0.27934002886382536,0.2345679012345679,0.3333333333333333,0.4914217048633201,0.27487417731320174,0.9012715033657442,-0.27934002886382536,-0.3333333333333333,-0.2345679012345679
154,2022-12-22,10,0.7495479936170283,0.5797101449275363,0.7973231357552581,0.3095465205809971,0.1478331308221952,0.37986361813076613,0.5281090085740224,0.4494186046511628,0.7424135497529993,0.6351200264451824,0.5452562704471101,0.678729037952339,2.3543960859469824,1.4840182648401825,2.828556448794128,-0.6351200264451824,-0.678729037952339,-0.5452562704471101
155,2023-01-01,10,0.4977988982928855,0.14697120158887786,0.6784932106876916,0.2726652527975261,0.01792413505627345,0.3657379964433906,0.5764949890577319,0.4644097222222222,0.9647829647829648,0.3921988288210268,0.14130434782608695,0.5663786331500392,-0.9836842174056576,-1550.0,3720.0,-0.3921988288210268,-0.5663786331500392,-0.14130434782608695
156,2023-01-16,10,0.6715351268622118,0.5507075471698113,0.7411764705882353,0.21833298997783224,0.09697601668404589,0.32473752072204826,0.6432278901131593,0.5097330367074527,0.8231939163498099,0.596154894551424,0.533678756476684,0.6397395707740535,1.5660575038548623,1.1413172234067757,1.999211874425325,-0.596154894551424,-0.6397395707740535,-0.533678756476684
157,2022-12-27,10,0.7341186521672414,0.5622171945701357,0.7964580873671783,0.295973400847012,0.14203018399834608,0.3723849372384937,0.5441824694454763,0.4573170731707317,0.7512671976828386,0.6333015722271937,0.5720294426919033,0.6781609195402298,1.7886588862296156,1.2101290479668858,2.140144073346431,-0.6333015722271937,-0.6781609195402298,-0.5720294426919033
158,2023-02-05,10,0.6364447912144119,0.5047725996631106,0.7019027484143763,0.19990077226132996,0.08164111065064235,0.29331614803903516,0.6682498459265791,0.5464123006833713,0.8490421455938697,0.5659584027368992,0.4873524451939292,0.613625304136253,1.576460067210347,1.1213146447559208,1.951742256637168,-0.5659584027368992,-0.613625304136253,-0.4873524451939292
159,2023-01-06,10,0.6500933619802737,0.5123873873873874,0.7216890595009597,0.2058784382568362,0.08393083087304935,0.3059144676979072,0.6598589228139219,0.5314938684503902,0.845136186770428,0.5699240136400632,0.5153301886792453,0.6205962059620597,1.8678854272591177,1.2663512385193432,2.2843070652173916,-0.5699240136400632,-0.6205962059620597,-0.5153301886792453
160,2023-02-25,10,0.06742756484715068,-0.028464769015398975,0.2342606149341142,0.01662569360448192,-0.1489025113703777,0.2415618795499669,0.9728674583988897,0.6108742004264393,1.349907063197026,0.05229360678112525,-0.030006123698714023,0.1394342762063228,-0.45708031438795127,-25.18867924528302,16.11111111111111,-0.05229360678112525,-0.1394342762063228,0.030006123698714023
161,2023-03-07,10,0.16517191557846067,0.1279373368146214,0.2903828197945845,-0.24617093146384467,-0.35758651286601595,-0.13402061855670103,1.6614712378433802,1.3095238095238095,2.113259668508287,0.2831868679880131,0.23431294678316125,0.39384770549672216,0.35389240064729977,0.24134463439161039,0.6108819485366332,-0.2831868679880131,-0.39384770549672216,-0.23431294678316125
162,2023-03-22,10,0.1493611088606745,-0.07988338192419825,0.35664335664335667,-0.05220089513051465,-0.31608898085876874,0.11860285177406875,1.1240518888063287,0.7879446640316206,1.924357034795764,0.15129326304076005,0.01187800963081862,0.3575063613231552,0.20766213111929707,-240.0,746.25,-0.15129326304076005,-0.3575063613231552,-0.01187800963081862
163,2023-03-17,10,0.26132137971516617,0.19364331959976458,0.39197530864197533,-0.18379174107798876,-0.2713431212615552,-0.0843501326259947,1.453900196679443,1.1842410196987254,1.7447761194029852,0.35690234265928306,0.3082191780821918,0.43386471348556654,0.5638634654148893,0.36281429201588,0.9702062643239113,-0.35690234265928306,-0.43386471348556654,-0.3082191780821918
164,2023-05-16,10,0.6046238066445577,0.4729002896152255,0.7003134796238244,0.12452375642106273,-0.03435554530781646,0.2942477876106195,0.7816450687388807,0.5452991452991452,1.0711556829035338,0.5298442313445657,0.4376599634369287,0.6053299492385786,1.925203486200763,1.217579250720461,2.508599508599509,-0.5298442313445657,-0.6053299492385786,-0.4376599634369287
