Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,ndwi_mean,ndwi_min,ndwi_max,cire_mean,cire_min,cire_max,ndre1_mean,ndre1_min,ndre1_max,grndvi_mean,grndvi_min,grndvi_max
1,2020-01-27,13,0.36411963161149713,0.19366626065773446,0.5396155649320207,-0.2145371392131864,-0.32825322391559203,0.010371361659417865,1.5571212321034407,0.9794701986754967,1.9773123909249564,0.3448722767875816,0.23379526151095217,0.4353146853146853,1.461860978255468,0.5153414001728608,2.754540451293341,-0.3448722767875816,-0.4353146853146853,-0.23379526151095217,2.625997682207557,2.2358926919518964,3.015130674002751,0.18334646852958295,0.08648413733159496,0.2776949826130154,2466.178017086038,1817.0388349514565,4142.898580121704
2,2020-01-22,13,0.3622168691486534,0.1735330836454432,0.5268474215842637,-0.23448893288497427,-0.34132492113564666,-0.07889672867222579,1.6252754584498914,1.1713091922005572,2.0363984674329503,0.3554324333112336,0.23286504895700297,0.45345345345345345,0.901887710502683,0.3662392411733708,1.7767295597484276,-0.3554324333112336,-0.45345345345345345,-0.23286504895700297,2.5477787893386847,2.229147571035747,3.0,0.170685503888547,0.06074194863432532,0.28608115048793015,2371.36154712159,1653.0286054827175,4036.9334698055272
3,2020-03-02,13,0.4102551694456331,0.2198581560283688,0.5666235446313066,-0.05640136132151372,-0.17199654278305965,0.06966490299823633,1.1241858890110017,0.8697444352844188,1.4154488517745303,0.38233297304260444,0.24401913875598086,0.49583461894477016,1.3740077845348844,0.6256967670011149,2.091259994485801,-0.38233297304260444,-0.49583461894477016,-0.24401913875598086,2.73071108756227,2.3353658536585367,3.2149446494464944,0.21903636066491924,0.10259917920656635,0.3264989127058093,4007.5868132764303,3431.1163556531283,5263.038748137109
4,2020-01-07,13,0.22725184158821451,0.17709179528838342,0.29808102345415777,0.08010588327873715,0.03824127101422502,0.13642871752914706,0.8520991714055787,0.759899208063355,0.9263345195729538,0.20692146732594033,0.16825396825396827,0.2709812108559499,4.5192830460388524,1.3597733711048159,26.48936170212766,-0.20692146732594033,-0.2709812108559499,-0.16825396825396827,2.315210945296827,2.2228024369016537,2.530765115034778,0.1025573620187823,0.0671808402679115,0.1713589004655287,6319.545407219853,5838.732919254659,7636.674177831912
5,2020-03-12,13,0.4530487178733064,0.2810945273631841,0.5907335907335908,0.004288372967116404,-0.09371176902373379,0.09195703432014671,0.9940474531856702,0.831573896353167,1.206803455723542,0.4331072517693321,0.29020556227327693,0.5341864716636198,1.0125614794542313,0.5676855895196506,1.5591854051760712,-0.4331072517693321,-0.5341864716636198,-0.29020556227327693,2.921719001328193,2.486257928118393,3.32707182320442,0.25988894789890016,0.14928057553956833,0.34328358208955223,3491.2538045527936,2896.220515970516,4730.908045977012
6,2020-03-22,13,0.4577743244894312,0.30765902206836865,0.5887988209285188,0.06211922428368381,-0.07625272331154684,0.2853932584269663,0.890114653919102,0.5559440559440559,1.1650943396226414,0.3762210859398629,0.2713326941514861,0.49100968188105115,7.124639045870776,-240.55555555555557,4470.0,-0.3762210859398629,-0.49100968188105115,-0.2713326941514861,2.9621542084180255,2.570328542094456,3.3273596176821982,0.2700862746351798,0.18408376963350787,0.34275618374558303,4606.533886714512,2609.0375939849623,6353.035250463821
7,2020-02-16,13,0.28690891872407365,0.17363571934798017,0.4232741617357002,-0.051257473480988934,-0.14361859638732602,0.03539292141571686,1.1105267063463506,0.9316338354577057,1.3354080221300137,0.2575948022522785,0.18859649122807018,0.36103488827910624,2.843006409960143,-1140.0,900.0,-0.2575948022522785,-0.36103488827910624,-0.18859649122807018,2.4909802123277487,2.278428093645485,2.8133198789101916,0.15019413428901338,0.087248322147651,0.22737642585551332,3469.9802243567337,3115.835416666667,4086.8045112781956
8,2020-03-07,13,0.42787312399197014,0.235607160135462,0.5653235653235653,-0.04465762914606826,-0.16192780802581166,0.08712507651499694,1.098148876974671,0.8397147147147147,1.3864292589027911,0.3883345841059959,0.255,0.48370927318295737,1.8784142547697924,0.7499220455254131,3.02846379238175,-0.3883345841059959,-0.48370927318295737,-0.255,2.862363012972692,2.4078478002378123,3.3490230905861456,0.24232469488603184,0.1302349336057201,0.3399765533411489,4316.568704887235,3683.1375126390294,5651.1134846461955
9,2020-05-11,13,0.5245919194433882,0.17971014492753623,0.6488997555012225,0.12629132684093414,-0.056933956610332015,0.3850129198966408,0.7822969682279418,0.44402985074626866,1.1207422470767667,0.4281009678711934,0.15536480686695278,0.5364177737059093,1.472501172528102,-2100.0,3505.0,-0.4281009678711934,-0.5364177737059093,-0.15536480686695278,3.1285824572593133,2.2074841296358167,3.552431610942249,0.30128002094541567,0.07936019686250384,0.37422729434141705,4792.975094802547,1784.094983991462,9856.577886977888
10,2020-04-11,13,0.484403216347149,0.2663115845539281,0.618230563002681,0.11493303637604893,-0.03715670436187399,0.3581060833083608,0.7995150472232879,0.4726390114739629,1.0771812080536913,0.39676543376219886,0.21662591687041566,0.5188726723704077,inf,-847.5,inf,-0.39676543376219886,-0.5188726723704077,-0.21662591687041566,3.0320246864312437,2.7160056657223794,3.510924369747899,0.2863571036211919,0.206992230854606,0.36295503211991437,3809.8451842502827,2412.9883333333332,4740.331808585503
