Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,ndwi_mean,ndwi_min,ndwi_max,cire_mean,cire_min,cire_max,ndre1_mean,ndre1_min,ndre1_max,dia,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
116,2023-05-01,5,0.2152916820941037,0.1504938988959907,0.3397745571658615,-0.210862579152756,-0.3430116709365215,0.0084033613445378,1.540398502923395,0.9833333333333332,2.0441941074523395,0.3027032561327594,0.2160413971539456,0.3782013103037522,0.649005183031207,0.4036783042394015,1.684782608695652,-0.3027032561327594,-0.3782013103037522,-0.2160413971539456,0.2209066761640593,0.1310832025117738,0.654981549815498,0.0511973871363007,0.0196671709531013,0.1931522143654633,1,0.4412775910895436,0.17042536046516477,0.16037030503342223,0.22050356276421712,0.2082633579840964,0.021841419600799775
117,2023-05-11,5,0.2138154694519924,0.0983862571577303,0.3050228310502283,-0.1945418164789583,-0.2975609756097561,0.0362060173380928,1.4890867844523024,0.9301181102362204,1.8472222222222223,0.3067360471812556,0.154040404040404,0.3909465020576131,0.6402699437312926,-267.5,125.89285714285714,-0.3067360471812556,-0.3909465020576131,-0.154040404040404,0.2750777024646815,0.1922418710781517,0.7494517543859649,0.0680393373244862,0.0412768299394606,0.2102186620480623,11,0.4493218209704619,0.2311722991035603,0.22491814610086341,0.24921171693186817,0.2484696427188168,0.1856424690770969
118,2023-05-16,5,0.2395204934815354,0.1585449553877831,0.3720459149223498,-0.0881093136108875,-0.2322010237319683,0.223915592028136,1.203231796292242,0.6340996168582376,1.6048484848484847,0.3493939220044535,0.2690935046395432,0.4155346569139672,0.4921389867502825,0.303246013667426,0.9084791386271872,-0.3493939220044535,-0.4155346569139672,-0.2690935046395432,0.2842718964758612,0.1141826923076922,0.994160583941606,0.0742783261806739,-0.0189834660134721,0.2693333333333333,16,0.4533439359109211,0.26038703272143743,0.25579701559103984,0.2660347910013051,0.2689709896221885,0.24504094974927448
120,2023-06-05,5,0.4598178733063569,0.2932038834951456,0.662771285475793,-0.0182511965728795,-0.1836037574722459,0.123561013046815,1.04216728429984,0.7800546448087432,1.4497907949790796,0.4405023419891201,0.3459077130346918,0.5676810073452256,1.3618042041780778,0.6877182328829513,2.190857767255509,-0.4405023419891201,-0.5676810073452256,-0.3459077130346918,0.8148706687914806,0.4514652014652014,1.6423109600679693,0.2369923076481304,0.1301939058171745,0.3765889830508475,36,0.46943239567275774,0.369521062517475,0.3701286306696937,0.34562269385799643,0.3535525849691419,0.38730588975911195
121,2023-06-10,5,0.417972992934488,0.2172318973418881,0.5858875413450937,-0.03826276267603,-0.1827288428324697,0.3291316526610644,1.0941355435554336,0.5047418335089568,1.4471682163989856,0.3629096409959175,0.202211230724469,0.4933554817275747,inf,-162.61904761904762,inf,-0.3629096409959175,-0.4933554817275747,-0.202211230724469,0.8040529685436631,0.3735408560311284,1.364883401920439,0.2244823462986917,0.1107266435986159,0.3324188385916781,41,0.4734545106132169,0.3948733437976167,0.39644052816346753,0.3677596159921678,0.37525273890630617,0.4081052322552535
122,2023-06-15,5,0.4311932342272644,0.286925479696564,0.6323268206039077,-0.068189308602262,-0.1971898451221459,0.0996111277295842,1.1508445797943834,0.8188248095756256,1.4912490055688146,0.4136044691979731,0.3267045454545454,0.5534962089300758,1.4927022423400509,0.7835729953692421,2.398066783831283,-0.4136044691979731,-0.5534962089300758,-0.3267045454545454,0.7169625820202737,0.4105793450881612,1.2855263157894736,0.2159592892645168,0.1373315949587136,0.3353792196405085,46,0.4774766255536761,0.4194531346102112,0.42185400692473474,0.3904793782751704,0.3971164812459548,0.4258097616256433
123,2023-06-20,5,0.397020472137038,0.25717017208413,0.588339222614841,-0.0695026296235937,-0.1886524822695035,0.0715137067938021,1.1531961408076294,0.8665183537263627,1.465034965034965,0.396520092546626,0.3132653061224489,0.5116772823779193,1.4132168600016477,0.7696709585121603,2.4442896935933147,-0.396520092546626,-0.5116772823779193,-0.3132653061224489,0.6520730003029962,0.3696335078534032,1.270967741935484,0.1916254515588962,0.1116716349461132,0.3186813186813186,51,0.48149874049413527,0.4432604349552587,0.4463740588424202,0.41363563333278375,0.4191045898498891,0.4414664722650701
124,2023-06-25,5,0.3863902454544071,0.2246415294742432,0.5313964386129335,-0.1111885519493356,-0.2272117962466488,0.01241943090709,1.2546028890502383,0.9754658385093168,1.588031222896791,0.395712027287371,0.3014084507042253,0.487229862475442,1.1139800758069267,0.6272241992882563,1.696119196119196,-0.395712027287371,-0.487229862475442,-0.3014084507042253,0.5926669001800269,0.3189983669025584,1.3207547169811322,0.1821374492418117,0.0955194485475135,0.3279687881004633,56,0.48552085543459444,0.4662952448327591,0.4700056758054484,0.4370878748395662,0.4411727950447925,0.45594335383015394
125,2023-07-05,5,0.3960524533613306,0.2517370390165687,0.531081742535487,-0.0990963268357184,-0.2222798823732918,0.013580444160409,1.2239505616190405,0.973203026481715,1.5716192170818506,0.407527717693586,0.316628701594533,0.4916170903190914,1.115287888725773,0.6456953642384106,1.702947086403215,-0.407527717693586,-0.4916170903190914,-0.316628701594533,0.6383287269170538,0.3652019002375297,1.2035087719298247,0.1923224143872125,0.1113969642397736,0.307243558580457,66,0.49356508531551274,0.5100473931851186,0.5146235724232318,0.4843474971427684,0.48534981912343583,0.4840268156913212
126,2023-07-10,5,0.4502068504025273,0.2799084144247281,0.587641866330391,-0.09119819235718,-0.2143340094658553,0.0389698407319552,1.2048851240947624,0.9249836921069796,1.5456110154905336,0.4295634203796805,0.3176193282262817,0.511734556244942,1.5714911090345387,0.7423580786026202,2.665903890160183,-0.4295634203796805,-0.511734556244942,-0.3176193282262817,0.8862572553040036,0.4914555097230406,1.5823909531502425,0.2408353111124062,0.1409769678562389,0.3678835843757978,71,0.4975872002559719,0.5307647316599777,0.5356198358558364,0.5079030705322004,0.5073488214121298,0.4986107265549844
127,2023-07-15,5,0.4716888446887588,0.2931645569620253,0.5977715877437326,-0.0285185620683062,-0.1438919986829107,0.0947283377095536,1.062008734422114,0.8269372693726937,1.3361538461538462,0.4522928455435758,0.3315954118873827,0.542764927380312,1.4611861067001628,0.8337349397590361,2.042778649921507,-0.4522928455435758,-0.542764927380312,-0.3315954118873827,0.9264368329014606,0.5876887340301975,1.486810551558753,0.2568507965875893,0.1726546906187624,0.3620601733809281,76,0.5016093151964311,0.5507095796672897,0.5557476318894824,0.5312510155568267,0.5292091671966296,0.5139975510423835
128,2023-07-20,5,0.5084530287028435,0.3154819863680623,0.6414893617021277,0.0146497639564018,-0.1250603573153066,0.1686259394873771,0.9758110557655848,0.7114116094986808,1.2858719646799115,0.4740792003217436,0.3409429280397022,0.5672930421533774,1.85070620137924,0.9455782312925172,3.2635919364691506,-0.4740792003217436,-0.5672930421533774,-0.3409429280397022,1.142528924030908,0.6583236321303843,2.0288966725043784,0.2879997813218801,0.1865530303030303,0.426562892292242,81,0.5056314301368903,0.5698819372070546,0.5750119524130944,0.5542800311351013,0.5508679498399898,0.5303808747532353
129,2023-08-04,5,0.5512514475713001,0.3995416348357525,0.7122244488977956,0.1583899736927917,0.0200831024930747,0.2956909361069836,0.7292314284095155,0.5435779816513762,0.9606245756958588,0.4837857326827567,0.3555308916019238,0.6048174633044787,2.43564672055694,-56.57142857142858,42.73648648648648,-0.4837857326827567,-0.6048174633044787,-0.3555308916019238,1.4223363244774638,0.8522378908645003,2.140179910044977,0.3355627874854249,0.2360655737704918,0.4407505608810932,96,0.5176977749582677,0.6227640670210668,0.6276739798129745,0.6204281061080411,0.613972384083565,0.5860959597960964
130,2023-08-09,5,0.6551581013981356,0.4194204372140315,0.8154653745204926,0.1481218725475655,-0.0554803788903924,0.323520753606123,0.7478540810014622,0.5111209964412812,1.1174785100286533,0.5768964052387908,0.4230377166156983,0.6880045053501033,2.277272513095923,1.2377049180327868,3.2126696832579187,-0.5768964052387908,-0.6880045053501033,-0.4230377166156983,1.9031896857451804,0.9333781965006728,3.01,0.3991235911185827,0.2498738011105502,0.5142093757590479,101,0.521719889898727,0.6388464626906433,0.6435343171856978,0.6411852140610309,0.6341543034982073,0.606683092111278
131,2023-08-14,5,0.7235764828180197,0.5402160864345739,0.8344448803452335,0.220693120793654,0.0189886921271602,0.3858921161825726,0.6420294002070054,0.4431137724550898,0.9627303182579564,0.6192175398881156,0.4928067700987306,0.7007470651013874,2.147623658340483,1.3970064148253742,2.685528069915568,-0.6192175398881156,-0.7007470651013874,-0.4928067700987306,2.29292182134747,1.230820105820106,3.3486140724946694,0.4539097837356912,0.3029045643153527,0.5471880279990345,106,0.5257420048391861,0.6541563678926726,0.6585561384930104,0.6611545028916255,0.6537928187812629,0.628045456677949
