Fecha,Evapotranspiration
2020-01-01,1.8572602
2020-01-02,2.4557428
2020-01-03,3.4035633
2020-01-04,2.7061808
2020-01-05,2.9438274
2020-01-06,2.8961813
2020-01-07,2.6596496
2020-01-08,2.7828617
2020-01-09,3.2734227
2020-01-10,3.2493734
2020-01-11,4.126957
2020-01-12,2.9483938
2020-01-13,2.8582828
2020-01-14,2.174305
2020-01-15,2.1442962
2020-01-16,2.041279
2020-01-17,2.4095683
2020-01-18,2.6017697
2020-01-19,2.1545637
2020-01-20,1.6285237
2020-01-21,1.9008578
2020-01-22,3.1665616
2020-01-23,2.2027812
2020-01-24,2.2675707
2020-01-25,2.0308557
2020-01-26,2.0603745
2020-01-27,3.3907015
2020-01-28,3.4792085
2020-01-29,2.9646928
2020-01-30,2.4709017
2020-01-31,2.707667
2020-02-01,2.2486782
2020-02-02,2.4112675
2020-02-03,2.9273164
2020-02-04,3.6801975
2020-02-05,3.786643
2020-02-06,3.5313346
2020-02-07,3.0314994
2020-02-08,2.7757647
2020-02-09,3.927263
2020-02-10,3.6259353
2020-02-11,3.593346
2020-02-12,3.9860225
2020-02-13,2.7496505
2020-02-14,2.238628
2020-02-15,3.4795516
2020-02-16,3.7439964
2020-02-17,4.1560473
2020-02-18,4.1489406
2020-02-19,3.681425
2020-02-20,3.9936154
2020-02-21,2.1365254
2020-02-22,3.4133031
2020-02-23,4.2283964
2020-02-24,4.615684
2020-02-25,3.9588974
2020-02-26,4.5170007
2020-02-27,3.5041704
2020-02-28,3.7574024
2020-02-29,3.4799273
2020-03-01,4.371652
2020-03-02,4.9940305
2020-03-03,5.262206
2020-03-04,5.764341
2020-03-05,3.9517965
2020-03-06,4.343979
2020-03-07,4.009148
2020-03-08,2.9437675
2020-03-09,4.0702662
2020-03-10,3.4646957
2020-03-11,4.524165
2020-03-12,4.934365
2020-03-13,5.2439322
2020-03-14,4.416732
2020-03-15,3.7339902
2020-03-16,3.611877
2020-03-17,4.713963
2020-03-18,4.3324203
2020-03-19,5.433885
2020-03-20,4.3072357
2020-03-21,3.9275472
2020-03-22,4.867029
2020-03-23,5.6143265
2020-03-24,5.8097816
2020-03-25,5.963646
2020-03-26,6.219603
2020-03-27,6.002
2020-03-28,6.38512
2020-03-29,4.428679
2020-03-30,4.855882
2020-03-31,4.873488
2020-04-01,5.4537334
2020-04-02,6.2490487
2020-04-03,4.3490515
2020-04-04,4.978003
2020-04-05,3.239219
2020-04-06,4.238663
2020-04-07,4.439398
2020-04-08,5.552736
2020-04-09,6.0260057
2020-04-10,5.274553
2020-04-11,5.8368926
2020-04-12,8.711114
2020-04-13,6.9129977
2020-04-14,7.241136
2020-04-15,2.2507584
2020-04-16,2.168181
2020-04-17,5.905373
2020-04-18,4.940635
2020-04-19,6.943634
2020-04-20,6.65855
2020-04-21,6.589612
2020-04-22,6.8267303
2020-04-23,7.6590824
2020-04-24,6.5997295
2020-04-25,6.2260146
2020-04-26,4.3825564
2020-04-27,5.707681
2020-04-28,6.49348
2020-04-29,6.37869
2020-04-30,4.564781
2020-05-01,6.3855495
2020-05-02,6.423741
2020-05-03,6.3609242
2020-05-04,6.4810605
2020-05-05,5.5307794
2020-05-06,5.148903
