Fecha,RH12
2020-01-01,69.903656
2020-01-02,70.18706
2020-01-03,44.414204
2020-01-04,36.821163
2020-01-05,41.858917
2020-01-06,45.905567
2020-01-07,36.380386
2020-01-08,45.149284
2020-01-09,51.603977
2020-01-10,54.11019
2020-01-11,23.295511
2020-01-12,38.27416
2020-01-13,48.11599
2020-01-14,58.78133
2020-01-15,66.87103
2020-01-16,68.853645
2020-01-17,67.56697
2020-01-18,60.33157
2020-01-19,60.932526
2020-01-20,49.904644
2020-01-21,60.622906
2020-01-22,55.340473
2020-01-23,65.64098
2020-01-24,55.15957
2020-01-25,73.76351
2020-01-26,86.81925
2020-01-27,50.384243
2020-01-28,60.38803
2020-01-29,32.39236
2020-01-30,54.05912
2020-01-31,57.81787
2020-02-01,55.83077
2020-02-02,59.342545
2020-02-03,60.871704
2020-02-04,54.742485
2020-02-05,41.57959
2020-02-06,41.339394
2020-02-07,59.01357
2020-02-08,57.67601
2020-02-09,53.531437
2020-02-10,59.059547
2020-02-11,63.561275
2020-02-12,59.430748
2020-02-13,43.58997
2020-02-14,54.486687
2020-02-15,46.7485
2020-02-16,53.88761
2020-02-17,53.04719
2020-02-18,55.4055
2020-02-19,52.227604
2020-02-20,55.353306
2020-02-21,54.556995
2020-02-22,46.639217
2020-02-23,51.17941
2020-02-24,56.2633
2020-02-25,41.120975
2020-02-26,25.970247
2020-02-27,22.40106
2020-02-28,37.13795
2020-02-29,47.59885
2020-03-01,51.565704
2020-03-02,48.42873
2020-03-03,48.49006
2020-03-04,24.756815
2020-03-05,36.25652
2020-03-06,31.016628
2020-03-07,44.524258
2020-03-08,50.76006
2020-03-09,45.271152
2020-03-10,52.750668
2020-03-11,50.165794
2020-03-12,53.48555
2020-03-13,48.616127
2020-03-14,58.980003
2020-03-15,62.16745
2020-03-16,55.56917
2020-03-17,48.856224
2020-03-18,50.902206
2020-03-19,49.82045
2020-03-20,57.458736
2020-03-21,60.130985
2020-03-22,48.637238
2020-03-23,41.986034
2020-03-24,44.081757
2020-03-25,45.28978
2020-03-26,44.795406
2020-03-27,46.135735
2020-03-28,45.84105
2020-03-29,54.643665
2020-03-30,55.52532
2020-03-31,47.433167
2020-04-01,47.212234
2020-04-02,38.452892
2020-04-03,56.23699
2020-04-04,50.282627
2020-04-05,55.44794
2020-04-06,58.58769
2020-04-07,53.667374
2020-04-08,48.115574
2020-04-09,48.63558
2020-04-10,48.323257
2020-04-11,45.44052
2020-04-12,19.013374
2020-04-13,27.32407
2020-04-14,36.10586
2020-04-15,66.56886
2020-04-16,66.30023
2020-04-17,49.563816
