Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,Evapotranspiration,Kc,ETc,Dia,gndvi_mean_pred_1,gndvi_mean_pred_2,gndvi_mean_pred_3,gndvi_mean_pred_4,gndvi_mean_pred_5,gndvi_mean_pred_6,gndvi_mean_pred_7,gndvi_mean_pred_8,gndvi_mean_pred_9
19,2022-06-25,2,0.3929233965357101,0.1914893617021276,0.5045018878884694,-0.1330578993084307,-0.2634959473925676,-0.0430445224459634,1.3104966979674388,1.08996138996139,1.715531561461794,0.3892536466910161,0.2660357518401682,0.4444758406329471,1.2867249054064516,0.6133449883449883,1.8163357400722024,6.3322377,0.6218619060160666,3.937777405468794,55,0.39534152786730464,0.4139506096435151,0.40358536539484235,0.39729515029383117,0.3985025461810901,0.3970618021596922,0.47200154683569906,0.14937165235306815,0.0634125183787968
20,2022-06-30,2,0.4870538274716596,0.108153078202995,0.5935363579863269,-0.0102691290720779,-0.2421991084695393,0.2368076755342346,1.0294338681186526,0.6170662905500706,1.6392156862745098,0.4334274179090012,0.1532467532467532,0.498976907337036,1.5801983920319005,0.3169185763042418,2.130232558139535,5.929358,0.7301119015924086,4.32909484460216,60,0.40179111381536037,0.42856896071541695,0.4176202185085501,0.4118669682360267,0.4105115335561298,0.40867787063847033,0.48504355205538907,0.19029062226014004,0.08829664436488634
21,2022-07-05,2,0.4927702829557189,0.2444124008651766,0.5976799367255471,-0.0174442692897419,-0.2301516503122212,0.0699152542372881,1.0396632821701468,0.8693069306930693,1.5979142526071843,0.430035553882964,0.2810996563573883,0.5007458975634013,2.187964504038941,1.001548786783686,3.047001620745543,5.8840938,0.7366858253990767,4.334728497778589,65,0.4082406997634161,0.4427002734801414,0.4314036487316719,0.42634923872721686,0.42255593554704796,0.4204536264792763,0.491923257047727,0.23510642063784615,0.11841007724980933
25,2022-07-20,2,0.4503693148078317,0.2193103448275862,0.5647921760391198,-0.0234445992380707,-0.1995170540295804,0.074299634591961,1.051966621412005,0.8616780045351474,1.498491704374057,0.4119394083436662,0.2634587898999523,0.4978723404255319,1.6608772260410047,0.7621589561091341,2.146114864864865,7.215248,0.6879247120290065,4.963547402617865,80,0.42758945760758327,0.4821719819312506,0.47110706848905204,0.468802337296901,0.459392902979497,0.4572531899230895,0.48881224880100227,0.3824825021103206,0.23843718970293284
26,2022-07-30,2,0.5953663599912672,0.3354470513633481,0.7079129049389272,0.0563071174017796,-0.1670369622298525,0.1836659952389672,0.8980231393945306,0.6896658415841584,1.401066925315228,0.5092628225575828,0.380983606557377,0.584493041749503,1.968934888192595,0.9206823777699612,2.506142506142506,5.621991,0.8546713139899572,4.804954435209714,90,0.4404886295036948,0.5060512626961031,0.4960652889988483,0.49585268157042284,0.48472000922651975,0.4831059566828799,0.4804424309375399,0.4792587012249099,0.3372728561816037
27,2022-08-09,2,0.5962004579374599,0.4087822544137618,0.7237788246962559,0.0421794441321554,-0.0885578654444262,0.166584280771132,0.9232707315086036,0.714406779661017,1.1943247126436782,0.5229496739882151,0.4240362811791383,0.6076294277929155,1.8322432785691587,1.1579892280071813,2.456359102244389,5.9397507,0.8556305266280789,5.082232019480501,100,0.4533878013998062,0.5279823902322461,0.5196858173819737,0.5215412507305823,0.5105468505224037,0.5097370708993674,0.4779108775611114,0.5632303443134015,0.44163823061139906
28,2022-08-14,2,0.6348316318962118,0.4434021263289556,0.7187073281747838,0.1382824710577215,-0.0801115982463132,0.254328832406672,0.7597363194849167,0.5944782168186423,1.1741767764298094,0.5231579775688889,0.4264524103831891,0.6061838893409276,3.972474874857752,1.5156049593843524,43.68421052631579,4.7778025,0.9000563766806436,4.300291606645721,105,0.45983738734786195,0.5382173965395516,0.5309598636339176,0.5337877061447933,0.5235516505205808,0.5231942346063068,0.4809213289728653,0.5976953151814981,0.4925780777422408
29,2022-08-19,2,0.6489278689615984,0.5171149144254279,0.7375656085978506,0.1159689750931509,-0.0432050274941084,0.233162453597313,0.7949211165984917,0.6218463302752294,1.090311986863711,0.5518809065520385,0.4828875467356917,0.6205128205128205,2.2861732492464046,1.5974320241691842,2.792698279479647,6.0954046,0.916267049305838,5.585018387167232,110,0.46628697329591773,0.5479653645396798,0.5418579867836528,0.5455928702506142,0.5365447543403283,0.5366433653867219,0.487481222720362,0.6260116657561019,0.5407903920806019
30,2022-08-19,2,0.6459288599325921,0.5126872516050137,0.7334669338677354,0.1161370711225597,-0.040912667191188,0.2321871676710386,0.7945979777361293,0.6231300345224395,1.085315832649713,0.5490241605051663,0.478780633592349,0.6174965100046533,2.3209755555799574,1.6081703107019565,2.862091361766616,6.0954046,0.9128181889224808,5.563996187721759,110,0.46628697329591773,0.5479653645396798,0.5418579867836528,0.5455928702506142,0.5365447543403283,0.5366433653867219,0.487481222720362,0.6260116657561019,0.5407903920806019
32,2022-09-08,2,0.6772888511292998,0.3850509626274065,0.7482962289868241,0.23084629700201,-0.0194017784963621,0.3236009732360097,0.6276512602493294,0.5110294117647058,1.0395713107996702,0.5766885996371305,0.413056036972848,0.6456429685758859,1.7802784514711347,0.8864795918367346,2.2666068222621187,5.09904,0.9488821787986949,4.838388184981696,130,0.49208531708814063,0.5820868534684183,0.5814145812235694,0.5878345089824287,0.5869855931139019,0.5885417655215526,0.5510566687159013,0.6695545313518799,0.6800659607413202
33,2022-09-13,2,0.7155662019703889,0.4196762141967621,0.7927406628090479,0.2052822176425315,-0.0945194598888006,0.3164933135215453,0.6640469561922572,0.5191873589164786,1.2087719298245614,0.6085032084369633,0.4377135756446101,0.6780487804878049,2.549579931290753,1.1832865168539326,3.0728461885430765,5.070978,0.9929011322659472,5.0349797978957085,135,0.49853490303619635,0.5893996299326594,0.5902255885095574,0.5970250385130355,0.5988082993254513,0.6005557291758243,0.5749927307845439,0.6631385259976507,0.6963524695433225
34,2022-09-23,2,0.7333417576463278,0.3250620347394541,0.7993920972644377,0.2320250819664096,-0.1550632911392405,0.3343407631280695,0.6285684997771245,0.4988674971687429,1.367041198501873,0.624062173095206,0.3789541639767592,0.6796949475691134,2.8147521282622985,0.8972602739726028,3.4895337773549,4.6453924,1.0133430212932768,4.707375969708827,145,0.5114340749323079,0.6025640679396097,0.606456999994816,0.61361330604602,0.6208930788018013,0.6227434071885671,0.6283852469564124,0.633258113470934,0.7031350631866147
35,2022-10-03,2,0.7324991567768975,0.2581547064305685,0.8083774675012037,0.2496226347930147,-0.171016272643537,0.3513705945176219,0.6069412219126363,0.4799789251844046,1.4125925925925926,0.6307078152281643,0.3293943870014771,0.6888696029507485,2.689895095805396,0.8594477195159789,3.358,4.260834,1.012374030293432,4.313557688991286,155,0.5243332468284193,0.6137803527178505,0.6207420516521376,0.6276974566984412,0.640296528981162,0.6418624370062282,0.6835206212042522,0.5875272637630305,0.6771929854488796
36,2022-10-13,2,0.7560041108743935,0.2682926829268293,0.827482447342026,0.2623332848690615,-0.1634491634491634,0.3531377645748236,0.5901804220809544,0.478046103183315,1.3907692307692308,0.6585297698848582,0.3374485596707819,0.7166979362101313,2.529787464982949,0.7321618743343983,3.109053109053109,4.9785147,1.0394047275055525,5.174691715135887,165,0.5372324187245308,0.6230484842673816,0.6329700766267468,0.6391672573346487,0.6563243830398837,0.657254990024243,0.7330772899315718,0.5363614082679896,0.6256534234631914
38,2022-11-27,2,0.7942186491766698,0.4969173859432799,0.8609067173035841,0.3630782839731072,0.0380504489097905,0.4451330659861465,0.4685877515586598,0.3839556004036327,0.92668863261944,0.6783189664073676,0.4813910921293471,0.7362787519927124,2.1509281863647254,1.2531094527363185,2.5116726174127986,3.3425646,1.0833514465531702,3.621172194607418,210,0.5952786922570323,0.6406466800349917,0.6595732287702486,0.6569808202004663,0.6728783380123238,0.6702147000129788,0.742907033360666,0.5108998771618253,0.4645690101143032
39,2022-12-22,2,0.7559161621017465,0.5226147243314625,0.8261665141811528,0.3355626492687422,0.0262572318647085,0.4262266457132879,0.4999731982228012,0.4023016650342801,0.9488291413703382,0.6326246157248363,0.5037220843672456,0.6883009508061182,2.3975327739173986,1.5585792542852095,2.969978556111508,2.8811731,1.0393035864170084,2.9944135359182096,235,0.627526621997311,0.6333771147102338,0.6516734885319061,0.6432922401456741,0.6401179145029134,0.6391825345290201,0.6084517089990413,0.6889542518110858,0.6770866188558102
40,2022-12-27,2,0.7457387354653788,0.4943639291465378,0.8271721214975276,0.3161174906133635,0.0133216859576326,0.4150255288110868,0.522872310734239,0.4134020618556701,0.9737068965517242,0.6319850145474621,0.4890885750962773,0.701857725419121,1.856392620232673,1.12834460452808,2.4012345679012346,2.8793535,1.0275995457851856,2.9588223487549845,240,0.6339762079453668,0.63046208672375,0.6479421027709371,0.6386777028682731,0.630775565991736,0.6307373391365392,0.5823937486532031,0.7220384646027126,0.7338852697001812
42,2023-01-16,2,0.7417752921638553,0.5110107284020328,0.8144135657089024,0.3018567479531128,0.0502354788069073,0.3994929373415429,0.5391388552412711,0.4290890269151138,0.9043348281016442,0.6320714666700745,0.5205064684833471,0.6897997205402888,1.8535226917544128,1.147603347704793,2.2744119743406985,3.3665357,1.0230415859884334,3.444106021814681,260,0.6597745517375897,0.6139315917060412,0.6253839887878279,0.6145819201828673,0.5892839815795101,0.5941644192808333,0.5234491457993045,0.7621737053312515,0.8723338415979924
43,2023-02-15,2,0.6456263789688407,0.4595992243051066,0.7211380202210205,0.262155435749484,-0.0032213529682466,0.3495934959349593,0.5871402635839112,0.4819277108433735,1.0064635272391504,0.5494186653166208,0.4488294314381271,0.605879650895728,1.8651978603660515,1.3314606741573034,2.306132381570409,4.828921,0.9124703358141668,4.406247166490083,290,0.6984720674259242,0.5745246999641568,0.5671274357422981,0.5643908955136441,0.5440077659961045,0.5523672683913112,0.5873195061863044,0.4922186557274515,0.5060035549136046
44,2023-02-25,2,0.6168444424030277,0.4371383482377696,0.6852791878172588,0.2312951528725244,0.0099815157116451,0.3182042427232363,0.626764944728564,0.5172155688622755,0.980234260614934,0.5088757042280385,0.4170124481327801,0.5654300856094578,2.278527858366026,1.5810502283105023,2.9817463304478737,3.876625,0.8793711087634819,3.4089920245102334,300,0.7113712393220355,0.5574927629261096,0.5407540820891215,0.5449431390917835,0.5453436855289109,0.549338923285223,0.5725807416106363,0.48699624013903087,0.4508976246816019
45,2023-03-02,2,0.6353098647750814,0.4417879417879418,0.7137580794090489,0.217126694446466,0.0174216027874564,0.3191566047936565,0.6460971015514093,0.516120218579235,0.9657534246575342,0.5480681452089904,0.4395433316035288,0.604355716878403,2.1517371997119734,1.3050821434054969,2.733489292783876,6.601877,0.9006063444913437,5.945692311751478,305,0.7178208252700913,0.5482462369463199,0.5262011859120967,0.5348817969117717,0.5512929826138393,0.551041617068087,0.5282315887025106,0.5744546179978097,0.5667345553993073
