Fecha,Evapotranspiration,Dia,Reconstruida,Ajustados
2020-01-01,1.8693764,1,2.625175511502414,3.016561429076103
2020-01-02,2.4818304,2,2.7510409313342556,3.0249378130575337
2020-01-03,3.437479,3,2.7932735442764853,3.033769834781517
2020-01-04,2.7319853,4,2.790005798694953,3.0430549008426917
2020-01-05,2.9700954,5,2.7917857227177496,3.052790284805271
2020-01-06,2.9130533,6,2.839819095940913,3.0629731280036228
2020-01-07,2.6823134,7,2.948658888704716,3.0736004403816795
2020-01-08,2.8002315,8,3.099617222232376,3.0846691013709293
2020-01-09,3.2986352,9,3.247110271529564,3.096175860806726
2020-01-10,3.2592711,10,3.3353807961481245,3.1081173398826607
2020-01-11,4.1827593,11,3.3193126610882624,3.1204900321427003
2020-01-12,2.957858,12,3.181683103492742,3.1332903045108127
2020-01-13,2.8483682,13,2.9406346204286806,3.1465143983577715
2020-01-14,2.1785572,14,2.644804531093478,3.1601584306048265
2020-01-15,2.1596894,15,2.3580467682293027,3.1742183948639173
2020-01-16,2.045039,16,2.1393616826551565,3.1886901626140975
2020-01-17,2.4140875,17,2.0251955177606735,3.2035694844138196
2020-01-18,2.6056974,18,2.020174717824648,3.218851991148725
2020-01-19,2.2204528,19,2.0990772283280243,3.234533195314577
2020-01-20,1.6638411,20,2.2186759406478953,3.2506084923349583
2020-01-21,1.9241016,21,2.3345833730387495,3.2670731619133413
2020-01-22,3.1917415,22,2.4166606677120113,3.283922369419141
2020-01-23,2.2116756,23,2.4574495946563184,3.30115116730734
2020-01-24,2.2780015,24,2.471027205677093,3.318754496571268
2020-01-25,2.0564685,25,2.48348996007557,3.336727188228112
2020-01-26,2.064031,26,2.5194660095558237,3.355063964836722
2020-01-27,3.3918474,27,2.5904159686880583,3.3737594420472563
2020-01-28,3.475758,28,2.68952677262454,3.3928081301822273
2020-01-29,2.9836013,29,2.795149615494332,3.412204435848472
2020-01-30,2.5059156,30,2.8811374811428756,3.4319426635795747
2020-01-31,2.7463498,31,2.9295402037489473,3.452017017508269
2020-02-01,2.274277,32,2.9400773414371995,3.4724216030683124
2020-02-02,2.4438162,33,2.9320609090943535,3.4931504287253494
2020-02-03,2.952199,34,2.937505571515258,3.5141974077362463
2020-02-04,3.6834795,35,2.987840175338918,3.535556359936381
2020-02-05,3.7927392,36,3.0994533223687784,3.557221013554365
2020-02-06,3.581574,37,3.264105415883658,3.5791850070536673
2020-02-07,3.0574017,38,3.4486269419494744,3.6014418910005936
2020-02-08,2.7869756,39,3.604844934982676,3.6239851299580774
2020-02-09,3.9252906,40,3.686635753523627,3.646808104404723
2020-02-10,3.622287,41,3.6679596215442127,3.6699041126785388
2020-02-11,3.5837913,42,3.554926781995283,3.693266372944794
2020-02-12,3.9943202,43,3.386793588698108,3.716888025187411
2020-02-13,2.7816293,44,3.224700533436348,3.740762133223318
2020-02-14,2.2465491,45,3.1315402260386715,3.7648816867391686
2020-02-15,3.483869,46,3.1498721581989395,3.789239603349824
2020-02-16,3.734448,47,3.285904421643936,3.8138287306780034
2020-02-17,4.155168,48,3.5057244253795385,3.8386418484544835
2020-02-18,4.139455,49,3.7457486843516627,3.863671670638232
2020-02-19,3.6564262,50,3.9342482608188485,3.8889108475558594
2020-02-20,4.019692,51,4.01664679933887,3.9143519680597523
2020-02-21,2.1807542,52,3.9756430747555904,3.9399875617042555
2020-02-22,3.4278054,53,3.838760811153168,3.9658101009392706
2020-02-23,4.2319074,54,3.6702037483600147,3.991812003320621
2020-02-24,4.605388,55,3.5494152562085843,4.017985633736535
2020-02-25,3.9353178,56,3.5435432910167837,4.044323306649593
2020-02-26,4.6033883,57,3.6833473296942323,4.070817288353486
2020-02-27,3.5078297,58,3.9510677921830983,4.0974597992439135
2020-02-28,3.7537177,59,4.284719080563745,4.124243016102959
2020-02-29,3.5016978,60,4.597573134284406,4.151159074396277
2020-03-01,4.369062,61,4.8062829648652325,4.178200070582408
2020-03-02,4.9548655,62,4.85804924650462,4.205358064433544
2020-03-03,5.2131686,63,4.747550571925465,4.232625081367075
2020-03-04,5.712188,64,4.517932973230034,4.259993114787218
2020-03-05,3.9553318,65,4.2457156152509645,4.2874541284360435
2020-03-06,4.333481,66,4.015037883278571,4.315000058753221
2020-03-07,3.9962008,67,3.8902743522227023,4.3426228172437735
2020-03-08,2.9486454,68,3.8964205727030823,4.370314292853153
2020-03-09,4.069963,69,4.013712491793199,4.398066354348947
2020-03-10,3.4549415,70,4.187784790425553,4.425870852708508
2020-03-11,4.510839,71,4.351180529593575,4.4537196235118
2020-03-12,4.917161,72,4.448170974861859,4.481604489338776
2020-03-13,5.2205434,73,4.453979002202976,4.509517262170566
2020-03-14,4.3968134,74,4.381861243427908,4.537449745793783
2020-03-15,3.7224767,75,4.276150714599282,4.5653937382072245
2020-03-16,3.6016796,76,4.194532492497246,4.5933410340302885
2020-03-17,4.696613,77,4.186602976214613,4.62128342691237
2020-03-18,4.314932,78,4.2767878221484334,4.649212711942548
2020-03-19,5.4052887,79,4.457659734194543,4.677120688058846
2020-03-20,4.2865644,80,4.6954555567041965,4.7049991604563655
2020-03-21,3.9093242,81,4.944814435478317,4.732839942993583
2020-03-22,4.8487816,82,5.16629629979547,4.7606348605961
