Fecha,et,dia,reconstruida_et,ajustados_et
2020-01-01,1.8693764,1,3.040011478315303,2.990483547457771
2020-01-02,2.4818304,2,2.9095367364009492,2.9961691372578976
2020-01-03,3.437479,3,2.7745933526788478,3.002335329517793
2020-01-04,2.7319853,4,2.6679488265864895,3.0089802736659124
2020-01-05,2.9700954,5,2.6317057855090997,3.0161019754497183
2020-01-06,2.9130533,6,2.6951786381776026,3.023698297534187
2020-01-07,2.6823134,7,2.8569556069893682,3.031766960143259
2020-01-08,2.8002315,8,3.078745278957696,3.0403055417440323
2020-01-09,3.2986352,9,3.293988265404827,3.0493114797735053
2020-01-10,3.2592711,10,3.4284664533262683,3.058782071407641
2020-01-11,4.1827593,11,3.4254568788139097,3.068714474372527
2020-01-12,2.957858,12,3.2661197570588194,3.079105707797389
2020-01-13,2.8483682,13,2.9774642027319578,3.089952653109193
2020-01-14,2.1785572,14,2.624760036235681,3.1012520549685823
2020-01-15,2.1596894,15,2.2909500431184893,3.1130005222468538
2020-01-16,2.045039,16,2.050336587136727,3.12519452904369
2020-01-17,2.4140875,17,1.9458241030126626,3.1378304157453374
2020-01-18,2.6056974,18,1.977579314764434,3.150904390122914
2020-01-19,2.2204528,19,2.106694247723178,3.1644125284705167
2020-01-20,1.6638411,20,2.2719306821717193,3.1783507767827883
2020-01-21,1.9241016,21,2.4129516079784614,3.1927149519715883
2020-01-22,3.1917415,22,2.4913259219021477,3.2075007431214013
2020-01-23,2.2116756,23,2.5017641406677753,3.222703712783114
2020-01-24,2.2780015,24,2.469994923329001,3.238319298305763
2020-01-25,2.0564685,25,2.438875516675608,3.2543428132058554
2020-01-26,2.064031,26,2.448754386123791,3.270769448573861
2020-01-27,3.3918474,27,2.5201008109237533,3.2875942745174385
2020-01-28,3.475758,28,2.6452642452023976,3.304812241640973
2020-01-29,2.9836013,29,2.792421816714333,3.3224181825609853
2020-01-30,2.5059156,30,2.9198276399852436,3.3404068134569376
2020-01-31,2.7463498,31,2.99433412114213,3.358772735656996
2020-02-01,2.274277,32,3.0064346383465397,3.3775104372582563
2020-02-02,2.4438162,33,2.9754550645229565,3.396614294780952
2020-02-03,2.952199,34,2.9424668717312503,3.41607857485615
2020-02-04,3.6834795,35,2.9534689196195467,3.435897435946426
2020-02-05,3.7927392,36,3.039433842126819,3.4560649300989983
2020-02-06,3.581574,37,3.20132133695565,3.4765750047308073
2020-02-07,3.0574017,38,3.4064763827910114,3.497421504444988
2020-02-08,2.7869756,39,3.598540505686194,3.518598172878202
2020-02-09,3.9252906,40,3.7177205528738693,3.540098654578271
2020-02-10,3.622287,41,3.724016735335108,3.5619164969115493
2020-02-11,3.5837913,42,3.6144919281947083,3.58404515199946
2020-02-12,3.9943202,43,3.4275429091104668,3.6064779786836145
2020-02-13,2.7816293,44,3.231799635553355,3.629208244518934
2020-02-14,2.2465491,45,3.1030363000004297,3.6522291277941576
2020-02-15,3.483869,46,3.0971704631804737,3.675533719579148
2020-02-16,3.734448,47,3.2292415063669275,3.6991150257983696
2020-02-17,4.155168,48,3.4664222626628947,3.722965969329921
2020-02-18,4.139455,49,3.738206615309742,3.7470793921294905
2020-02-19,3.6564262,50,3.9606760406947,3.7714480573785987
2020-02-20,4.019692,51,4.0664632166757135,3.7960646516564815
2020-02-21,2.1807542,52,4.029683009614058,3.820921787134964
2020-02-22,3.4278054,53,3.876628248793567,3.846012003795662
2020-02-23,4.2319074,54,3.6779563973098095,3.8713277716688537
2020-02-24,4.605388,55,3.524689544164005,3.89686149309334
2020-02-25,3.9353178,56,3.4962382162597927,3.9226055049966253
2020-02-26,4.6033883,57,3.631685490896859,3.9485520811947232
2020-02-27,3.5078297,58,3.9145924708069217,3.974693434710909
2020-02-28,3.7537177,59,4.276912820258177,4.001021720112711
2020-02-29,3.5016978,60,4.620881977238388,4.027529035866454
2020-03-01,4.369062,61,4.851380261582774,4.054207426708628
2020-03-02,4.9548655,62,4.907547494121391,4.081048886033391
2020-03-03,5.2131686,63,4.782691199921947,4.1080453582954775
2020-03-04,5.712188,64,4.525685158596893,4.135188741427796
2020-03-05,3.9553318,65,4.2236011353702905,4.162470889272985
2020-03-06,4.333481,66,3.9718978561558385,4.189883614028204
2020-03-07,3.9962008,67,3.8427515739180453,4.217418688702424
2020-03-08,2.9486454,68,3.862550945651084,4.245067849585475
2020-03-09,4.069963,69,4.006088979928624,4.2728227987281135
2020-03-10,3.4549415,70,4.208881855000584,4.300675206432375
2020-03-11,4.510839,71,4.392572820536293,4.328616713751442
2020-03-12,4.917161,72,4.493883676853045,4.356638934998298
2020-03-13,5.2205434,73,4.486642803745633,4.384733460262402
2020-03-14,4.3968134,74,4.389304197716371,4.412891857933639
2020-03-15,3.7224767,75,4.255928059498996,4.441105677232776
2020-03-16,3.6016796,76,4.154710675001107,4.469366450747677
2020-03-17,4.696613,77,4.142554482710173,4.4976656969745035
