Fecha,et,dia,reconstruida_et,ajustados_et
2020-01-01,1.8572602,1,3.023106354048257,2.964947190747999
2020-01-02,2.4557428,2,2.893256700448325,2.971129619296453
2020-01-03,3.4035633,3,2.7569069481206965,2.9778000212519737
2020-01-04,2.7061808,4,2.6469127775867043,2.984956395268383
2020-01-05,2.9438274,5,2.6063281116188306,2.9925965941914514
2020-01-06,2.8961813,6,2.665947310273578,3.0007183257031125
2020-01-07,2.6596496,7,2.825844637213199,3.0093191530092405
2020-01-08,2.7828617,8,3.04869302700226,3.0183964955707654
2020-01-09,3.2734227,9,3.268022183279758,3.0279476298779278
2020-01-10,3.2493734,10,3.4087642301972325,3.0379696902674196
2020-01-11,4.126957,11,3.4126497841829515,3.048459669782183
2020-01-12,2.9483938,12,3.2590588090972465,3.059414421073595
2020-01-13,2.8582828,13,2.9735161890781003,3.0708306573457835
2020-01-14,2.174305,14,2.620531914589044,3.082704953341775
2020-01-15,2.1442962,15,2.28321223052817,3.0950337463711866
2020-01-16,2.041279,16,2.0368667827878935,3.107813337379154
2020-01-17,2.4095683,17,1.9259338119779321,3.1210398920561757
2020-01-18,2.6017697,18,1.9521956053289842,3.13470944198853
2020-01-19,2.1545637,19,2.078008960927746,3.14881788584894
2020-01-20,1.6285237,20,2.2427520006484274,3.163360990627105
2020-01-21,1.9008578,21,2.3859623191027532,3.1783343928997496
2020-01-22,3.1665616,22,2.4684536736675913,3.1937336001397982
2020-01-23,2.2027812,23,2.483810103790677,3.2095539920642837
2020-01-24,2.2675707,24,2.4565752889901216,3.225790822020589
2020-01-25,2.0308557,25,2.4286387375872946,3.2424392184106043
2020-01-26,2.0603745,26,2.439774023506845,3.259494186152371
2020-01-27,3.3907015,27,2.5103229063907104,3.2769506081787743
2020-01-28,3.4792085,28,2.6329060508811266,3.2948032469728368
2020-01-29,2.9646928,29,2.776259467410134,3.3130467461391517
2020-01-30,2.4709017,30,2.8993534937404237,3.3316756320109815
2020-01-31,2.707667,31,2.9697940445972386,3.3506843152925425
2020-02-01,2.2486782,32,2.9787657363420332,3.370067092735985
2020-02-02,2.4112675,33,2.9461403917680213,3.389818148852558
2020-02-03,2.9273164,34,2.9133172066079394,3.409931557657454
2020-02-04,3.6801975,35,2.9263439509464,3.430401284447804
2020-02-05,3.786643,36,3.0159305062640613,3.451221187613293
2020-02-06,3.5313346,37,3.182480287838619,3.4723850204788507
2020-02-07,3.0314994,38,3.392575851655383,3.493886433178865
2020-02-08,2.7757647,39,3.589045807029539,3.5157189745623576
2020-02-09,3.927263,40,3.711428903010185,3.5378760941285448
2020-02-10,3.6259353,41,3.7193839966976303,3.5603511439922126
2020-02-11,3.593346,42,3.610065734895234,3.5831373808783042
2020-02-12,3.9860225,43,3.422378286305512,3.606227968145133
2020-02-13,2.7496505,44,3.2257205360645513,3.6296159778356047
2020-02-14,2.238628,45,3.0966408723842096,3.6532943927558383
2020-02-15,3.4795516,46,3.0915541419608443,3.6772561085805644
2020-02-16,3.7439964,47,3.2255081267085406,3.7014939359846597
2020-02-17,4.1560473,48,3.4651368444709916,3.7260006028001893
2020-02-18,4.1489406,49,3.73898241827521,3.750768756198303
2020-02-19,3.681425,50,3.962063816883625,3.7757909648953323
2020-02-20,3.9936154,51,4.066224145411428,3.801059721382428
2020-02-21,2.1365254,52,4.025402739610795,3.8265674441780635
2020-02-22,3.4133031,53,3.866507452899696,3.8523064801027402
2020-02-23,4.2283964,54,3.6615355463695702,3.878269106575197
2020-02-24,4.615684,55,3.5032624252439075,3.904447533929446
2020-02-25,3.9588974,56,3.4727868231184553,3.9308339077519374
2020-02-26,4.5170007,57,3.6103078679016787,3.9574203112381485
2020-02-27,3.5041704,58,3.8995527672697,3.984198767567891
2020-02-28,3.7574024,59,4.2715686382221,4.0111612422986305
2020-02-29,3.4799273,60,4.626795743477,4.038299645776088
2020-03-01,4.371652,61,4.867879214094591,4.065605835561408
2020-03-02,4.9940305,62,4.931871284269199,4.093071618874174
2020-03-03,5.262206,63,4.8106947072193025,4.120688755050509
2020-03-04,5.764341,64,4.552899993893102,4.148448958015559
2020-03-05,3.9517965,65,4.246353891396959,4.176343898769596
2020-03-06,4.343979,66,3.9881694589994265,4.204365207886999
2020-03-07,4.009148,67,3.852543959553806,4.232504478027363
2020-03-08,2.9437675,68,3.8676783179882763,4.2607532664579875
2020-03-09,4.0702662,69,4.009483195391077,4.289103097586979
2020-03-10,3.4646957,70,4.213641328264156,4.317545465506222
2020-03-11,4.524165,71,4.401049590450407,4.346071836543429
2020-03-12,4.934365,72,4.507076455993704,4.3746736518225395
2020-03-13,5.2439322,73,4.504057010800467,4.403342329831668
2020-03-14,4.416732,74,4.409289762690828,4.432069268997848
2020-03-15,3.7339902,75,4.276360681712072,4.460845850267797
2020-03-16,3.611877,76,4.173786541864833,4.489663439693921
2020-03-17,4.713963,77,4.159448532312772,4.518513391024793
2020-03-18,4.3324203,78,4.2604604687755145,4.5473870482993215
2020-03-19,5.433885,79,4.465634993532722,4.576275748443827
2020-03-20,4.3072357,80,4.732608662544708,4.605170823871262
2020-03-21,3.9275472,81,5.005969533795515,4.63406360508178
2020-03-22,4.867029,82,5.238607975546614,4.662945423263874
2020-03-23,5.6143265,83,5.407551163276218,4.691807612895319
2020-03-24,5.8097816,84,5.518075139031549,4.720641514343119
2020-03-25,5.963646,85,5.5948855634719505,4.749438476461687
2020-03-26,6.219603,86,5.664625563557724,4.778189859188486
2020-03-27,6.002,87,5.737716642449128,4.806887036136338
2020-03-28,6.38512,88,5.798030047269639,4.835521397181633
2020-03-29,4.428679,89,5.805845315421236,4.864084351047653
2020-03-30,4.855882,90,5.714095226858666,4.892567327882253
2020-03-31,4.873488,91,5.492126573469221,4.920961781829098
2020-04-01,5.4537334,92,5.147427276822113,4.949259193591715
2020-04-02,6.2490487,93,4.735598988001247,4.977451072989569
2020-04-03,4.3490515,94,4.352573693248685,5.005528961505403
2020-04-04,4.978003,95,4.1094754122779085,5.0334844348230785
2020-04-05,3.239219,96,4.097317483321475,5.061309105355158
2020-04-06,4.238663,97,4.3533420927048345,5.088994624759462
2020-04-07,4.439398,98,4.8413779032634485,5.116532686443858
2020-04-08,5.552736,99,5.454651609564017,5.143915028058512
2020-04-09,6.0260057,100,6.0422152348555676,5.171133433974882
2020-04-10,5.274553,101,6.45198701767261,5.198179737750676
2020-04-11,5.8368926,102,6.577219963674945,5.225045824580068
2020-04-12,8.711114,103,6.39128430604117,5.251723633728409
