Fecha,et,dia,reconstruida_et,ajustados_et
2020-01-01,1.714925,1,2.7980607318548394,2.876195272944595
2020-01-02,2.3010213,2,2.7093631695062093,2.8812512944590942
2020-01-03,3.2932794,3,2.6194202984802764,2.88675497182679
2020-01-04,2.6037762,4,2.5541203342278105,2.8927046566601877
2020-01-05,2.7475116,5,2.5489050488573737,2.8990985669896285
2020-01-06,2.7292266,6,2.62916004509107,2.905934787797003
2020-01-07,2.7966998,7,2.794035240857904,2.9132112715893097
2020-01-08,2.8455884,8,3.010539952244053,2.9209258390118933
2020-01-09,3.190141,9,3.2206624798320567,2.929076179501177
2020-01-10,3.2777088,10,3.3591555993871682,2.937659851976688
2020-01-11,3.8143733,11,3.375465883775863,2.9466742855721826
2020-01-12,2.9622676,12,3.2516339612128857,2.9561167804056314
2020-01-13,2.9481735,13,3.009449354128136,2.9659845083878573
2020-01-14,2.3691404,14,2.70412218385124,2.976274514069562
2020-01-15,2.387571,15,2.4067083656185857,2.986983715526506
2020-01-16,2.1303637,16,2.1816158394219327,2.998108905282562
2020-01-17,2.5380487,17,2.067207251994222,3.00964675127038
2020-01-18,2.5909061,18,2.066205863636307,3.0215937978293557
2020-01-19,2.0095162,19,2.1488489440867604,3.033946466740632
2020-01-20,1.7589403,20,2.2669739116077867,3.046701058298793
2020-01-21,2.078023,21,2.3732751147020954,3.059853752419951
2020-01-22,3.121294,22,2.4383029577966413,3.073400609785891
2020-01-23,2.2369056,23,2.4589702594372143,3.087337573023916
2020-01-24,2.2678976,24,2.455862633752736,3.1016604679220614
2020-01-25,2.0888364,25,2.461113780711522,3.116365004679297
2020-01-26,2.0474756,26,2.5022596118643414,3.13144677919035
2020-01-27,3.2817082,27,2.588920502765719,3.146901274364766
2020-01-28,3.5221832,28,2.7078481434846804,3.1627238614798054
2020-01-29,3.1995597,29,2.828357724902201,3.1789098015667747
2020-01-30,2.495477,30,2.915852837326886,3.1954542468303817
2020-01-31,2.610882,31,2.9477570011970826,3.212352242100681
2020-02-01,2.31552,32,2.925052767921658,3.229598726317178
2020-02-02,2.427682,33,2.874267260264393,3.2471885340446542
2020-02-03,2.8030984,34,2.8385211514711277,3.265116397020244
2020-02-04,3.573075,35,2.860711471444888,3.283376945731317
2020-02-05,3.545997,36,2.9652688487198553,3.3019647110236807
2020-02-06,3.4794462,37,3.145846573664699,3.3208741257396297
2020-02-07,3.0432484,38,3.3643213828598606,3.3400995263853446
2020-02-08,2.9406497,39,3.5622935233818858,3.359635154827146
2020-02-09,3.8869507,40,3.6814279065031803,3.379475160016094
2020-02-10,3.625336,41,3.685340023158352,3.399613599740414
2020-02-11,3.4697587,42,3.574750954392758,3.420044442405231
2020-02-12,3.6936035,43,3.38978920256837,3.4407615688390685
2020-02-13,3.0571144,44,3.1978934052674393,3.461758774126583
2020-02-14,2.2001653,45,3.071115487589408,3.4830297694669756
2020-02-15,3.4722605,46,3.0607440050004593,3.5045681840575305
2020-02-16,3.5680666,47,3.178472625827651,3.5263675670017096
2020-02-17,4.0784826,48,3.3912527142501925,3.5484213892412417
2020-02-18,3.9912152,49,3.632169501500828,3.570723045511615
2020-02-19,3.5299532,50,3.8238750379921886,3.593265856320401
2020-02-20,3.6449997,51,3.9064195783171156,3.6160430699478017
2020-02-21,2.3769565,52,3.8595025632601097,3.6390478644688384
2020-02-22,3.4180982,53,3.710947884834938,3.6622733497965596
2020-02-23,4.1369495,54,3.5280160081934446,3.6857125697456694
2020-02-24,4.2507544,55,3.394297691140388,3.7093585041159503
2020-02-25,3.557608,56,3.3801786402551834,3.7332040707948577
