Fecha,Evapotranspiration,Dia,Reconstruida,Ajustados
2022-02-01,3.5114136,1,5.324458243450302,4.019714814998364
2022-02-02,4.592797,2,4.70314840044949,4.046298095565588
2022-02-03,4.56433,3,4.108958665494833,4.073090982861171
2022-02-04,3.1136315,4,3.582815495998989,4.100086136761694
2022-02-05,2.7235377,5,3.156560872719127,4.1272761617312
2022-02-06,3.524367,6,2.853474958538655,4.154653608847264
2022-02-07,3.3150146,7,2.6876962034838052,4.182210977841678
2022-02-08,1.7535031,8,2.662325320522712,4.209940719155214
2022-02-09,3.28227,9,2.7672784202372824,4.237835236005884
2022-02-10,2.836646,10,2.9785997520620526,4.265886886470136
2022-02-11,2.4848044,11,3.2606523135572925,4.2940879855764225
2022-02-12,5.026231,12,3.571505374299908,4.322430807410561
2022-02-13,3.5651693,13,3.8704272036612575,4.350907587232302
2022-02-14,3.3183281,14,4.125310754449786,4.37951052360255
2022-02-15,4.0944858,15,4.317621203910283,4.408231780520621
2022-02-16,4.611431,16,4.443217531289771,4.437063489570985
2022-02-17,5.35454,17,4.508899869127642,4.465997752078873
2022-02-18,5.3782067,18,4.526178985588056,4.495026641274187
2022-02-19,2.9139175,19,4.504874581501932,4.524142204463099
2022-02-20,3.9634464,20,4.449236622422255,4.553336465206756
2022-02-21,4.5819025,21,4.35825976095768,4.582601425506485
2022-02-22,4.6388087,22,4.23008864989647,4.611929067994912
2022-02-23,4.795359,23,4.068579785755784,4.641311358132381
2022-02-24,4.3216414,24,3.888943282271665,4.67074024640808
2022-02-25,2.8534825,25,3.719449324094109,4.700207670545271
2022-02-26,3.1194282,26,3.5975101017834987,4.729705557710007
2022-02-27,3.3418822,27,3.560599937584898,4.759225826722758
2022-02-28,3.6951547,28,3.6346613640436694,4.788760390272308
2022-03-01,4.350874,29,3.824006502468963,4.818301157131338
2022-03-02,4.651628,30,4.106668170635826,4.847840034373087
2022-03-03,4.1598363,31,4.437595273604034,4.877368929588466
2022-03-04,4.045113,32,4.7594979839662,4.906879753103044
2022-03-05,5.367702,33,5.018419234490651,4.936364420193273
2022-03-06,5.424196,34,5.179230842077479,4.9658148533013655
2022-03-07,5.963646,35,5.235955302944364,4.995222984248204
2022-03-08,4.412295,36,5.213288306816295,5.024580756443683
2022-03-09,3.6937032,37,5.158502266830602,5.053880127093875
2022-03-10,5.4860187,38,5.126113954779994,5.083113069404418
2022-03-11,7.442649,39,5.160192526305073,5.112271574779519
2022-03-12,4.760739,40,5.280078753734307,5.141347655015972
2022-03-13,4.606235,41,5.4742335340578006,5.17033334449159
2022-03-14,5.2960105,42,5.704260805421663,5.199220702347451
2022-03-15,6.167407,43,5.917755873484169,5.228001814663356
2022-03-16,6.050306,44,6.065676465275155,5.256668796625914
2022-03-17,7.02962,45,6.1184385651893285,5.285213794688645
2022-03-18,6.8177733,46,6.075417517231161,5.3136289887235275
2022-03-19,4.2288713,47,5.964816497307079,5.341906594163374
2022-03-20,4.4951525,48,5.834152170069835,5.370038864134488
2022-03-21,6.726532,49,5.734758553271874,5.398018091578967
2022-03-22,7.0158443,50,5.705639777555096,5.425836611366125
2022-03-23,6.248854,51,5.762064227634437,5.453486802392408
2022-03-24,5.3091116,52,5.892502255681824,5.480961089669259
2022-03-25,5.624133,53,6.064531710608691,5.5082519463983415
2022-03-26,5.9945164,54,6.237239061302767,5.53535189603357
2022-03-27,6.058251,55,6.375517291870457,5.56225351432937
2022-03-28,6.176232,56,6.461225193881245,5.588949431374602
2022-03-29,6.875742,57,6.497527910109902,5.615432333611616
2022-03-30,7.5630255,58,6.50534448331532,5.641694965839849
2022-03-31,6.847232,59,6.513708426651696,5.667730133203453
2022-04-01,5.818039,60,6.547952240478945,5.693530703162378
2022-04-02,6.3595257,61,6.620215908028527,5.719089607446388
2022-04-03,5.9004035,62,6.72568551363252,5.74439984399147
2022-04-04,7.196618,63,6.845647523318018,5.769454478858107
2022-04-05,7.199135,64,6.9557971831847345,5.7942466481308825
2022-04-06,7.6721683,65,7.036269251646041,5.818769559798906
2022-04-07,7.846714,66,7.0792973464630755,5.8430164956165385
2022-04-08,5.912168,67,7.091444083476337,5.866980812943905
2022-04-09,6.524032,68,7.089559796294019,5.8906559465667065
2022-04-10,7.3245583,69,7.092159199578608,5.9140354104948045
2022-04-11,7.5693965,70,7.1097719853291395,5.937112799739113
2022-04-12,6.687553,71,7.138298903655152,5.9598817920662945
2022-04-13,7.548768,72,7.158294223200647,5.982336149730786
2022-04-14,7.543033,73,7.140811074972508,6.004469721183682
2022-04-15,6.8275895,74,7.057855756155006,6.026276442757995
2022-04-16,6.6502314,75,6.893597869894804,6.047750340329848
2022-04-17,6.766908,76,6.652024137201378,6.06888553095513
2022-04-18,6.113275,77,6.357916833584821,6.089676224481183
2022-04-19,5.741672,78,6.050468313269259,6.1101167251330475
2022-04-20,6.778293,79,5.771614851477249,6.130201433073877
2022-04-21,4.635261,80,5.553238100472346,6.149924845939052
2022-04-22,4.858085,81,5.407934188056008,6.169281560343594
2022-04-23,6.4958534,82,5.326834163946487,6.188266273362473
2022-04-24,6.206417,83,5.285382441558393,6.206873783983378
2022-04-25,5.028115,84,5.254975824090037,6.225098994531578
2022-04-26,3.924837,85,5.216058587299859,6.242936912066476
2022-04-27,4.644499,86,5.167556904802797,6.260382649749455
2022-04-28,4.941677,87,5.128747379612583,6.277431428182673
2022-04-29,6.114289,88,5.132407891133699,6.294078576718412
2022-04-30,6.2739525,89,5.211420777018281,6.310319534738647
2022-05-01,4.646023,90,5.383664502283673,6.326149852904451
2022-05-02,5.4992847,91,5.6410107136784005,6.3415651943749385
2022-05-03,5.751317,92,5.947091112212054,6.356561335995371
2022-05-04,6.47347,93,6.245533634659257,6.371134169454123
2022-05-05,6.3964424,94,6.476591016063735,6.385279702408193
2022-05-06,5.9410105,95,6.596838962394666,6.398994059576927
2022-05-07,6.764945,96,6.595114540553434,6.412273483803692
2022-05-08,7.19111,97,6.498731113493684,6.4251143370851755
2022-05-09,7.1777873,98,6.367052286462597,6.437513101568043
2022-05-10,4.930312,99,6.273755107119679,6.449466380512684
2022-05-11,5.807129,100,6.28311690000381,6.460970899223776
2022-05-12,6.906114,101,6.428004936168725,6.472023505947409
2022-05-13,7.4318576,102,6.69704791688177,6.482621172734543
2022-05-14,6.8603635,103,7.035694904935794,6.492760996270527
2022-05-15,7.3091407,104,7.361385707771514,6.502440198670493
2022-05-16,7.349682,105,7.588348258382432,6.511656128240375
2022-05-17,7.662774,106,7.654203417367754,6.520406260203367
2022-05-18,7.0362873,107,7.539764544343957,6.528688197391597
2022-05-19,7.207342,108,7.275493583271346,6.53649967090286
2022-05-20,7.3758473,109,6.932371349628729,6.543838540722195
2022-05-21,7.3157825,110,6.60004454525869,6.55070279630816
2022-05-22,6.336617,111,6.359317776906831,6.557090557143638
2022-05-23,5.715885,112,6.257941245456869,6.563000073251019
2022-05-24,6.0390363,113,6.297551800777025,6.568429725671616
2022-05-25,7.1005197,114,6.435906209534508,6.573378026909198
2022-05-26,5.7195063,115,6.603440690145685,6.5778436213374984
2022-05-27,6.6057553,116,6.7284146290272435,6.581825285571597
2022-05-28,6.7620554,117,6.762058164698869,6.585321928803081
2022-05-29,7.446753,118,6.6952002645408815,6.588332593098877
2022-05-30,7.271019,119,6.560784885449372,6.590856453663685
2022-05-31,6.1670136,120,6.421494207914723,6.592892819065938
2022-06-01,5.771487,121,6.346760481626046,6.594441131427224
2022-06-02,5.7669024,122,6.387049745791151,6.595500966575128
2022-06-03,6.742179,123,6.554227604554732,6.596072034159423
2022-06-04,6.61847,124,6.814763865947777,6.59615417773163
2022-06-05,7.5889745,125,7.098203083462811,6.595747374787865
2022-06-06,7.8736973,126,7.318192841282723,6.594851736775015
2022-06-07,7.6548324,127,7.3991571844774064,6.593467509060195
2022-06-08,7.2109666,128,7.2998406841761,6.591595070863542
2022-06-09,5.350992,129,7.026040162000416,6.589234935154308
2022-06-10,6.914571,130,6.628494361863546,6.586387748510342
2022-06-11,6.779153,131,6.18686243420974,6.583054290940948
2022-06-12,6.6777883,132,5.785304822574665,6.5792354756731966
2022-06-13,5.4390445,133,5.4878442442809865,6.574932348901738
2022-06-14,4.6630077,134,5.321555268242706,6.570146089502192
2022-06-15,4.6830106,135,5.272791095052133,6.564878008708182
2022-06-16,5.118229,136,5.297108536119945,6.559129549752116
2022-06-17,6.080934,137,5.338870392899961,6.552902287469797
2022-06-18,5.640932,138,5.35329095600572,6.546197927868988
2022-06-19,5.4109497,139,5.323029275315531,6.539018307662037
