Fecha,srf,srf_arima
2020-01-01,10417218.0,0.0
2020-01-02,12428916.0,8885542.413928635
2020-01-03,16870484.0,12133129.839414693
2020-01-04,15295437.0,16217426.560116604
2020-01-05,17449072.0,15527021.017517243
2020-01-06,17576704.0,17132416.40460142
2020-01-07,13546053.0,17557937.87345028
2020-01-08,16333000.0,14138692.046193473
2020-01-09,16586749.0,15923226.588243
2020-01-10,16861648.0,16549439.50202249
2020-01-11,16341797.0,16821228.752300426
2020-01-12,16155680.0,16418232.295639021
2020-01-13,15515086.0,16183045.356454922
2020-01-14,10881237.0,15609274.511274546
2020-01-15,9471688.0,11562566.108266773
2020-01-16,10581383.0,9678938.336216895
2020-01-17,13014574.0,10418221.12208855
2020-01-18,13713254.0,12656814.423830656
2020-01-19,6348529.0,13610524.925020684
2020-01-20,4549997.5,7431387.22798283
2020-01-21,9530999.0,4814441.132730523
2020-01-22,17666060.0,8798626.98911435
2020-01-23,11243266.0,16469936.894386113
2020-01-24,10904503.0,12187629.208339585
2020-01-25,8658121.0,10954312.368562458
2020-01-26,10373374.0,8988413.472820442
2020-01-27,17174186.0,10121175.061937515
2020-01-28,17765820.0,16174241.639393954
2020-01-29,13050766.0,17678830.228507597
2020-01-30,10927018.0,13744034.929835582
2020-01-31,11770707.0,11239279.21762348
2020-02-01,10111457.0,11646656.80457402
2020-02-02,10865693.0,10355421.64427124
2020-02-03,14026845.0,10754795.355017891
2020-02-04,16197335.0,13562051.073125014
2020-02-05,14450012.0,15878201.161974214
2020-02-06,18085256.0,14706926.289059488
2020-02-07,16182947.0,17550754.864366937
2020-02-08,12786712.0,16462649.35858308
2020-02-09,19609644.0,13286070.905310553
2020-02-10,17902218.0,18606447.267580617
2020-02-11,17847894.0,18153266.110115696
2020-02-12,17139964.0,17855881.425243568
2020-02-13,7874910.5,17244053.131004333
2020-02-14,10628259.0,9237179.887543475
2020-02-15,17304498.0,10223425.67930857
2020-02-16,19526626.0,16322869.991740376
2020-02-17,19139344.0,19199899.667593695
2020-02-18,20311438.0,19196287.26675465
2020-02-19,18120098.0,20139101.404693414
2020-02-20,15041761.0,18442297.477822714
2020-02-21,6862198.5,15494378.382041283
2020-02-22,18534214.0,8064864.798391972
2020-02-23,20786178.0,16818041.567041792
2020-02-24,20458794.0,20455064.788505867
2020-02-25,17396972.0,20506930.27910206
2020-02-26,8608467.0,17847161.130662564
2020-02-27,19535154.0,9900667.992015077
2020-02-28,21963460.0,17928569.514830083
2020-02-29,15944751.0,21606418.68044495
2020-03-01,21175050.0,16829700.344678085
2020-03-02,21828482.0,20406023.00890931
2020-03-03,22419938.0,21732405.877995815
2020-03-04,22507294.0,22332974.40039651
2020-03-05,17256952.0,22494449.777932826
2020-03-06,21723148.0,18028925.975189004
2020-03-07,19914948.0,21066469.429329135
2020-03-08,12367565.0,20180813.222101104
2020-03-09,17495932.0,13477279.997000938
2020-03-10,15134697.0,16741892.385205744
2020-03-11,19254272.0,15481876.663592467
2020-03-12,22217706.0,18648558.18386398
2020-03-13,22916006.0,21781983.160384934
2020-03-14,18286248.0,22813332.79759252
2020-03-15,15418234.0,18966975.595921006
2020-03-16,15706105.0,15839926.942760246
2020-03-17,19844320.0,15663778.439137558
2020-03-18,17975542.0,19235865.487182215
2020-03-19,23182882.0,18250314.19225067
2020-03-20,16592709.0,22417230.741479944
2020-03-21,17577292.0,17561682.458870534
2020-03-22,19566628.0,17432525.72526713
2020-03-23,24556538.0,19274129.793234307
2020-03-24,24711336.0,23822856.144887447
2020-03-25,25287198.0,24688575.572696157
2020-03-26,25361796.0,25202527.23430506
2020-03-27,25097768.0,25350827.626015764
2020-03-28,24239072.0,25136588.851045743
2020-03-29,16823270.0,24365328.720914353
2020-03-30,18397018.0,17913638.236803345
2020-03-31,19231436.0,18165624.978458595
2020-04-01,21563898.0,19108748.948293794
2020-04-02,23694488.0,21220948.919327296
2020-04-03,16066966.0,23381220.78201726
2020-04-04,17741384.0,17188464.08130243
2020-04-05,11673034.0,17495189.1579139
2020-04-06,16044779.0,12565282.213990284
2020-04-07,17304910.0,15401987.851125766
2020-04-08,22788176.0,17119629.05309618
2020-04-09,24381602.0,21981954.490803324
2020-04-10,19554564.0,24147315.66143586
2020-04-11,22071444.0,20264298.282690227
2020-04-12,25536160.0,21701379.372081723
2020-04-13,26785540.0,25026732.122078724
2020-04-14,26050228.0,26601839.80577996
2020-04-15,7828624.0,26158343.19090455
2020-04-16,8786249.0,10507802.627639845
2020-04-17,24903798.0,8645446.443139823
2020-04-18,19882124.0,22533985.067464646
2020-04-19,26335384.0,20620476.21398592
2020-04-20,25095476.0,25386541.281729802
2020-04-21,26139322.0,25277783.496850424
2020-04-22,25741670.0,25985842.103622746
2020-04-23,25255706.0,25800137.999833506
2020-04-24,26409004.0,25327158.78552878
2020-04-25,24878896.0,26239431.038536247
2020-04-26,16701558.0,25103872.497765
2020-04-27,24390484.0,17903897.22329709
2020-04-28,26931650.0,23259957.499220796
2020-04-29,24740890.0,26558014.526608907
2020-04-30,18999380.0,25063004.198634118
2020-05-01,26428354.0,19843571.920885805
2020-05-02,26768624.0,25336049.04341703
2020-05-03,25802514.0,26718593.05258028
2020-05-04,26077206.0,25944564.132576097
2020-05-05,21692046.0,26036817.18814877
2020-05-06,19322972.0,22336809.59769322
2020-05-07,24053402.0,19671304.255936265
2020-05-08,24561384.0,23357872.289468132
2020-05-09,20162994.0,24486693.84003243
2020-05-10,23223554.0,20809702.845391702
2020-05-11,20580778.0,22773550.425089173
2020-05-12,20602170.0,20969353.505034547
2020-05-13,19114466.0,20599024.668271657
2020-05-14,21699120.0,19333207.706880156
2020-05-15,24147792.0,21319090.35186124
2020-05-16,25606040.0,23787756.204660572
2020-05-17,25333706.0,25391629.29963583
2020-05-18,26414926.0,25373748.107839666
2020-05-19,27427384.0,26255950.889149345
2020-05-20,25636530.0,27278519.17805661
2020-05-21,20455164.0,25899844.78622976
2020-05-22,22311546.0,21216996.221201807
2020-05-23,22950034.0,22038596.42985594
2020-05-24,24145784.0,22856155.140399907
2020-05-25,24182194.0,23969969.19006338
2020-05-26,21878970.0,24176840.525419366
2020-05-27,19148738.0,22217620.127368983
2020-05-28,21356484.0,19550172.4304101
2020-05-29,15614111.0,21031872.2974047
2020-05-30,23340892.0,16458429.810437111
2020-05-31,24101028.0,22204799.561834093
2020-06-01,22071604.0,23989262.859823555
2020-06-02,22509076.0,22369996.469028488
2020-06-03,24366088.0,22444753.14277015
2020-06-04,24207248.0,24093045.799013153
2020-06-05,24523320.0,24230602.7350285
2020-06-06,23639682.0,24476846.95914172
2020-06-07,25694604.0,23769606.020090133
2020-06-08,26737074.0,25392462.48140115
2020-06-09,27138906.0,26583796.421146035
2020-06-10,21927588.0,27079823.401876267
2020-06-11,15770192.0,22693824.156127352
2020-06-12,26569172.0,16675532.92196906
2020-06-13,24521268.0,24981364.668861087
2020-06-14,22975988.0,24822377.640416846
2020-06-15,27480944.0,23203195.283712197
2020-06-16,24364130.0,26818566.427001603
2020-06-17,26185352.0,24822404.7740061
2020-06-18,24838578.0,25917572.11308184
2020-06-19,24667702.0,25036598.334382255
2020-06-20,24928394.0,24692826.425224945
2020-06-21,24721302.0,24890063.651321765
2020-06-22,21286380.0,24751751.375387326
2020-06-23,24594840.0,21791427.17422297
2020-06-24,18644230.0,24108386.923618726
2020-06-25,14417305.0,19519166.53870537
2020-06-26,17199006.0,15038802.817680405
2020-06-27,23445014.0,16790003.92380054
2020-06-28,24268498.0,22526644.182410534
2020-06-29,25889548.0,24147418.608031906
2020-06-30,25053874.0,25651200.01952937
2020-07-01,25034958.0,25176745.72525944
2020-07-02,26596832.0,25037739.277812887
2020-07-03,26790806.0,26367184.849295463
2020-07-04,28354416.0,26762285.404605772
2020-07-05,28363022.0,28124513.599862013
2020-07-06,25968158.0,28361756.63328094
2020-07-07,24977910.0,26320282.239167094
2020-07-08,24457538.0,25123509.217152514
2020-07-09,25484570.0,24534049.899875674
2020-07-10,26419628.0,25333562.317893516
2020-07-11,27472112.0,26282143.538741615
2020-07-12,28558676.0,27317362.031845007
2020-07-13,28550154.0,28398915.144349594
2020-07-14,28005494.0,28551407.01594002
2020-07-15,27238548.0,28085577.03941466
2020-07-16,24212490.0,27351314.435477022
2020-07-17,26621068.0,24657420.639454056
2020-07-18,25618358.0,26266927.349121872
2020-07-19,27557144.0,25765789.543442648
2020-07-20,25398020.0,27272078.31561967
2020-07-21,27007450.0,25715482.659995478
2020-07-22,27814304.0,26770810.54396296
2020-07-23,26717866.0,27695669.76821526
2020-07-24,26663852.0,26879078.660319705
2020-07-25,21552512.0,26671793.844987594
2020-07-26,14120143.0,22304048.08247664
2020-07-27,9278898.0,15212947.133902423
2020-07-28,13756650.0,9990721.18171157
2020-07-29,9624159.0,13098272.315012906
2020-07-30,23302750.0,10231771.895446196
2020-07-31,24378296.0,21291544.58342818
2020-08-01,26609344.0,24220155.154866744
2020-08-02,23122800.0,26281306.13248633
2020-08-03,26190004.0,23635437.316074148
2020-08-04,24301838.0,25739023.537280504
2020-08-05,24592266.0,24579460.8696791
2020-08-06,25906474.0,24549563.475542318
2020-08-07,22884852.0,25713241.945024308
2020-08-08,21101262.0,23329130.40069438
2020-08-09,15835557.0,21363508.737909142
2020-08-10,17853006.0,16609789.844455201
2020-08-11,23523458.0,17556374.252149846
2020-08-12,24831184.0,22689713.955981832
2020-08-13,25629536.0,24638905.013473406
2020-08-14,27691108.0,25512151.843493607
2020-08-15,26048826.0,27387988.711393975
2020-08-16,24096590.0,26290295.786905568
2020-08-17,25424958.0,24383633.279357247
2020-08-18,23687920.0,25229643.956557903
2020-08-19,20100626.0,23943322.053792752
2020-08-20,23961174.0,20628076.899265546
2020-08-21,24952934.0,23393545.722457707
2020-08-22,24534484.0,24807112.468824804
2020-08-23,23884526.0,24596009.99391008
2020-08-24,24722518.0,23980091.329071116
2020-08-25,16535801.0,24599305.452052347
2020-08-26,23066588.0,17739519.246589914
2020-08-27,24118944.0,22106346.247843158
2020-08-28,25343978.0,23964212.85207973
2020-08-29,25749964.0,25163857.473237805
2020-08-30,25026962.0,25690270.626446225
2020-08-31,23512420.0,25133267.21364315
2020-09-01,24814646.0,23735107.780782796
2020-09-02,25921640.0,24623175.695434228
2020-09-03,25154930.0,25758875.258447856
2020-09-04,21799776.0,25267661.73566925
2020-09-05,8941070.0,22293094.639195558
2020-09-06,16306511.0,10831725.196672268
2020-09-07,21000520.0,15223547.496329179
2020-09-08,23092864.0,20310345.381412685
2020-09-09,21568886.0,22785220.209339723
2020-09-10,14915127.0,21792961.184961397
2020-09-11,17287766.0,15893449.704536125
2020-09-12,23167360.0,16938909.571120042
2020-09-13,22064660.0,22302865.16277275
2020-09-14,15539028.0,22226793.381490372
2020-09-15,14965735.0,16498511.796609927
2020-09-16,15844540.0,15050028.037702693
2020-09-17,18019106.0,15715326.590803804
2020-09-18,21548312.0,17699372.855124705
2020-09-19,21540748.0,21029401.958505392
2020-09-20,21314606.0,21541860.158245753
2020-09-21,23835882.0,21347856.35563344
2020-09-22,23862986.0,23465171.0146454
2020-09-23,23946214.0,23859000.815297075
2020-09-24,24068676.0,23933976.73050269
2020-09-25,24189890.0,24050670.03449345
2020-09-26,22957852.0,24172067.531782012
2020-09-27,22723506.0,23139002.34648103
2020-09-28,22014542.0,22757962.61505282
2020-09-29,23039800.0,22118783.163212966
2020-09-30,24940380.0,22889053.154584154
2020-10-01,24591648.0,24660931.861618783
2020-10-02,18495906.0,24642923.141374715
2020-10-03,23944496.0,19392181.74422134
2020-10-04,23864138.0,23143373.010016672
2020-10-05,23935416.0,23875953.28454684
2020-10-06,20399866.0,23924935.775853932
2020-10-07,23387000.0,20919708.819378145
2020-10-08,21989442.0,22947792.476299215
2020-10-09,22697122.0,22194929.262509223
2020-10-10,22420682.0,22593069.627266616
2020-10-11,22690648.0,22461327.82568169
2020-10-12,20207784.0,22650954.06650274
2020-10-13,16136295.0,20572847.150540225
2020-10-14,19184678.0,16734938.583269108
2020-10-15,21062858.0,18736464.84695043
2020-10-16,14773167.0,20786703.40269558
2020-10-17,19282454.0,15697959.663788471
2020-10-18,21604420.0,18619439.626715727
2020-10-19,21120244.0,21263014.178574707
2020-10-20,18823776.0,21191433.890374973
2020-10-21,20833606.0,19161432.771854926
2020-10-22,20171396.0,20538094.497215208
2020-10-23,20585796.0,20268762.778413657
2020-10-24,19169614.0,20524865.49007925
2020-10-25,21091796.0,19377839.606661644
2020-10-26,20341360.0,20809171.652942847
2020-10-27,20123860.0,20451698.919263724
2020-10-28,17407780.0,20155839.695723366
2020-10-29,15982760.0,17807133.618208367
2020-10-30,20842106.0,16192285.08505614
2020-10-31,20489228.0,20127621.372438826
2020-11-01,19718078.0,20541112.74054009
2020-11-02,17050018.0,19831462.56256126
2020-11-03,20538446.0,17442311.08952498
2020-11-04,20144442.0,20025531.673596002
2020-11-05,19146824.0,20202373.62314386
2020-11-06,17427678.0,19293506.850980014
2020-11-07,19406686.0,17680449.337857664
2020-11-08,19303838.0,19115706.350923646
2020-11-09,18479268.0,19318960.058601182
2020-11-10,18148242.0,18600507.069897085
2020-11-11,16172403.0,18196913.77359321
2020-11-12,17758778.0,16462916.701233836
2020-11-13,16644724.0,17525528.391709633
2020-11-14,18554852.0,16808526.795123674
2020-11-15,15434568.0,18273999.9897348
2020-11-16,13920436.0,15893352.978806837
2020-11-17,12165286.0,14143063.497218443
2020-11-18,14360091.0,12423351.117006278
2020-11-19,15025766.0,14037382.052541967
2020-11-20,14535033.0,14927889.751951028
2020-11-21,4906743.0,14607186.986305354
2020-11-22,14446294.0,6322420.170281958
2020-11-23,16781730.0,13043664.398540089
2020-11-24,17692736.0,16438343.642936116
2020-11-25,17040958.0,17558787.978472825
2020-11-26,16849730.0,17136790.929283604
2020-11-27,16805428.0,16877846.84254615
2020-11-28,15002076.0,16811941.85967787
2020-11-29,6554636.0,15267228.405710911
2020-11-30,8892836.0,7796689.153293746
2020-12-01,17124976.0,8549043.243492533
2020-12-02,17295910.0,15914579.069645291
2020-12-03,10487562.0,17270777.046856195
2020-12-04,9313376.0,11488614.401925456
2020-12-05,7940268.5,9486020.188517867
2020-12-06,5620746.5,8142160.730094122
2020-12-07,16013216.0,5961792.972568519
2020-12-08,16562794.0,14485179.16126731
2020-12-09,17072166.0,16481987.851879284
2020-12-10,16959344.0,16997271.464045968
2020-12-11,16441609.0,16975932.566578858
2020-12-12,15908264.0,16517733.173633732
2020-12-13,16316026.0,15986683.360071626
2020-12-14,12125078.0,16256071.49568942
2020-12-15,16751428.0,12741286.008425051
2020-12-16,16887588.0,16071201.492828535
2020-12-17,9260804.0,16867567.975311752
2020-12-18,14852016.0,10382193.5708866
2020-12-19,16448839.0,14029922.857541004
2020-12-20,13127060.0,16214053.190050242
2020-12-21,9627658.0,13615471.410024215
2020-12-22,13734457.0,10142185.86746546
2020-12-23,16395718.0,13130621.678542422
2020-12-24,13255534.0,16004424.588411676
2020-12-25,16751191.0,13717244.93717417
2020-12-26,16420932.0,16237213.771433316
2020-12-27,17023734.0,16469490.999217946
2020-12-28,16608738.0,16935102.16302788
2020-12-29,16507549.0,16669756.141638685
2020-12-30,16833772.0,16522427.13071518
2020-12-31,16163151.0,16785806.426308215
2021-01-01,7790861.0,16261754.473681375
2021-01-02,5807922.0,9021864.617047258
2021-01-03,15026496.0,6099479.636128714
2021-01-04,17288874.0,13671060.636674337
2021-01-05,15531376.0,16956229.585971326
2021-01-06,16849586.0,15789786.350687005
2021-01-07,14250004.0,16655765.518622996
2021-01-08,16874222.0,14632228.558013512
2021-01-09,8090294.0,16488375.134934347
2021-01-10,16999474.0,9381822.02159059
2021-01-11,6319148.0,15689529.790599097
2021-01-12,8420032.0,7889509.267615417
2021-01-13,11992103.0,8111132.546804194
2021-01-14,14780540.0,11466890.385368923
2021-01-15,17299834.0,14370547.50894816
2021-01-16,17111322.0,16929414.434217464
2021-01-17,15894015.0,17139039.50069059
2021-01-18,17187156.0,16072999.402123785
2021-01-19,12663784.0,16997021.491000418
