Fecha,srf,srf_arima
2020-01-01,10238271.0,0.0
2020-01-02,12254388.0,8732618.584599378
2020-01-03,16704374.0,11957895.395932654
2020-01-04,15125868.0,16049953.677566713
2020-01-05,17282948.0,15358005.001213685
2020-01-06,17410808.0,16965725.2066891
2020-01-07,13370020.0,17392004.753781624
2020-01-08,16163037.0,13964263.169718863
2020-01-09,16417343.0,15752292.542444032
2020-01-10,16691510.0,16379944.452113168
2020-01-11,16170467.0,16651190.669435686
2020-01-12,15983941.0,16247092.213666203
2020-01-13,15341888.0,16011371.73912192
2020-01-14,10696524.0,15436309.090601018
2020-01-15,9283879.0,11379676.84737974
2020-01-16,10395962.0,9491624.28198151
2020-01-17,12834446.0,10232417.729201715
2020-01-18,13534610.0,12475839.594153238
2020-01-19,6153708.5,13431643.035466589
2020-01-20,4351176.0,7239152.800156971
2020-01-21,9343068.0,4616258.60921416
2020-01-22,17495946.0,8608954.32589133
2020-01-23,11058994.0,16296973.902218284
2020-01-24,10719436.0,12005619.94518895
2020-01-25,8468070.0,10769371.810100257
2020-01-26,10188325.0,8799158.60648895
2020-01-27,17004024.0,9935342.21943227
2020-01-28,17596908.0,16001699.06298037
2020-01-29,12871446.0,17509717.761998005
2020-01-30,10744268.0,13566378.15612055
2020-01-31,11589759.0,11057093.369031047
2020-02-01,9926815.0,11465420.071105743
2020-02-02,10683942.0,10171369.55560276
2020-02-03,13851936.0,10572597.987802446
2020-02-04,16027143.0,13386046.971372332
2020-02-05,14277217.0,15707254.428148506
2020-02-06,17920394.0,14534563.233708238
2020-02-07,16015092.0,17384623.984763652
2020-02-08,12611347.0,16295288.016161127
2020-02-09,19450502.0,13111905.85577633
2020-02-10,17740560.0,18444727.59525553
2020-02-11,17686014.0,17992026.13831644
2020-02-12,16977764.0,17694035.600721315
2020-02-13,7693545.5,17081920.10147164
2020-02-14,10452891.0,9058893.899817683
2020-02-15,17145030.0,10047098.31395226
2020-02-16,19373224.0,16160875.945998847
2020-02-17,18986324.0,19045543.095852457
2020-02-18,20160894.0,19043221.98186993
2020-02-19,17965974.0,19988160.315417517
2020-02-20,14882060.0,18288761.589470007
2020-02-21,6685767.5,15335584.122151515
2020-02-22,18384604.0,7891124.186651943
2020-02-23,20642750.0,16664158.957156202
2020-02-24,20315832.0,20310664.31851214
2020-02-25,17248520.0,20363908.956414975
2020-02-26,8441895.0,17699602.61195507
2020-02-27,19393818.0,9737007.922164036
2020-02-28,21828642.0,17783214.959692787
2020-02-29,15797897.0,21470573.838179197
2020-03-01,21040920.0,16684785.652551476
2020-03-02,21696972.0,20269874.69734396
2020-03-03,22290912.0,21600492.19953029
2020-03-04,22380980.0,22203566.46536101
2020-03-05,17120290.0,22367734.491002686
2020-03-06,21597532.0,17893933.433040366
2020-03-07,19786544.0,20939103.377246615
2020-03-08,12225055.0,20052870.085269216
2020-03-09,17365922.0,13337056.71628759
