Variable,R2,P_values,MSE,Params,RMSE
ndvi_max,0.3817277859091771,[0.01914691 0.00016472],2222.371453589991,[-86.26138061 195.27312303],47.142034890212265
ndvi_mean,0.06029667725045429,[0.04682414 0.17553095],351.03971786748843,[38.13456391 41.21559342],18.736053956676376
gndvi_max,0.3239695327645773,[0.05328736 0.00067466],1886.1101235637734,[-71.95710206 204.85027367],43.42936936640657
gndvi_mean,0.12987955234365622,[0.69494639 0.04274289],756.1425188007233,[-14.63669595 156.03914078],27.498045726937093
cire_max,0.31612356014376597,[0.02886925 0.00081053],1840.4318517119877,[24.4707208  15.28353734],42.90025468120193
cire_mean,0.16339341423760823,[0.01318561 0.02175942],951.2560335145754,[33.3190928  22.66734688],30.84243883862908
ndre1_max,0.3770036640108676,[2.51505427e-01 1.85638824e-04],2194.86820641327,[-24.14070102 184.4599301 ],46.849420555789905
ndre1_mean,0.10677347836485374,[0.21023414 0.06794407],621.6218443553826,[ 25.69287094 125.24723455],24.932345344058238
msi_mean,0.12539546539523494,[0.25990677 0.11078422 0.09390193],365.0183625489417,[-179.29310525  548.68550056 -306.77555254],19.105453738368574
