Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,cire_mean,cire_min,cire_max,ndre1_mean,ndre1_min,ndre1_max,ndre_mean,ndre_min,ndre_max,dia,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
140,2023-03-02,10,0.1724418081794406,0.1289817232375979,0.2441368704344483,-0.2051471334092046,-0.3203997648442093,-0.0656883298392732,1.525355262761078,1.1406133133881824,1.942906574394464,0.2786930120419303,0.2345679012345679,0.3333333333333333,0.1754548669579703,0.0982490272373541,0.4298150163220893,0.0370994798394244,0.0150870406189555,0.1154684095860566,0.107718340033878,-0.0137849547065773,0.1984490659146986,1,-0.03901701703520066,-0.2271742464106709,-0.24708297233311757,-0.253751473195357,-0.25553628134814077,-0.01582420612150984
141,2023-03-07,10,0.1648359542283125,0.1279373368146214,0.2338983050847457,-0.2487428174977591,-0.3575865128660159,-0.134020618556701,1.6703215341413866,1.3095238095238095,2.113259668508287,0.2827112519782244,0.2343129467831612,0.3556797020484171,0.1574002373497758,0.0733056708160442,0.5119170984455959,0.0336536338053961,0.0065992080950285,0.1306306306306306,0.0855277362612377,-0.04,0.1868131868131868,6,-0.03382184783273789,-0.20537589322986824,-0.22074044073328467,-0.22476332041538039,-0.22552573293214764,-0.07679448649211672
142,2023-03-12,10,0.2021107659012305,0.1526929483620211,0.2788521522145976,-0.2127844498090705,-0.3083816552451239,-0.1182795698924731,1.5452126568705056,1.2682926829268293,1.891768292682927,0.2825013555702532,0.2381771281169389,0.3461012311901504,0.2601751850720974,0.1594110115236875,0.7531219980787704,0.067838978998323,0.0176100628930817,0.1832091016084739,0.1191550358958489,0.0092560850188549,0.1986893059279118,11,-0.02862667863027511,-0.18402647663503616,-0.19518322855623316,-0.19691330066664012,-0.1968597617561293,-0.11937628793375579
143,2023-03-17,10,0.2615941921144156,0.1936433195997645,0.3919753086419753,-0.1850798770148258,-0.2713431212615552,-0.1002878016382554,1.4577298812014945,1.2229330708661417,1.7447761194029852,0.3569330807560134,0.3082191780821918,0.4308943089430894,0.3382150142077041,0.2157960199004975,0.5736040609137056,0.1000512256653676,0.055045871559633,0.200487012987013,0.1640049584563285,0.0729277837068658,0.2454263030721436,16,-0.02343150942781233,-0.16312599662617466,-0.17040200907284142,-0.17016834798560193,-0.16948220011149703,-0.14631648342425646
144,2023-03-27,10,0.2950180866807506,0.2237960339943343,0.4449938195302843,-0.1501724128245814,-0.2470703125,-0.0499796830556684,1.3561933368968488,1.1052181351582548,1.6562905317769132,0.3327045557618836,0.2786885245901639,0.4273504273504273,0.4404411110021909,0.3091976516634052,0.6883384932920538,0.1371744551225227,0.0871794871794871,0.2097678142514011,0.1760980668154876,0.0921459492888064,0.2835575075487235,26,-0.013041171022886773,-0.12267184636636343,-0.12313024127055053,-0.11986476171129597,-0.11837822351991287,-0.16297285117019442
145,2023-04-21,10,0.4449667412556921,0.1572519083969465,0.5839057899901865,0.0138480660183792,-0.1307537135521731,0.2723112128146453,0.9833195013379592,0.5719424460431655,1.30084388185654,0.382546806861482,0.1490651844365841,0.5056390977443609,0.9323778879518184,0.2421392098898145,1.475322703113136,0.254136219969096,0.0759870871616588,0.3472118959107806,0.2974032516391227,0.0690406976744186,0.4046470846120122,51,0.012934674989427117,-0.02939286097132057,-0.01787782286535239,-0.0112600492067654,-0.009632853504507554,-0.07667413146208009
146,2023-05-01,10,0.5515689648654262,0.4201729106628242,0.7187356848373797,0.0343536295848809,-0.0981474182104848,0.2023714148373658,0.938324016259988,0.6633795309168443,1.2176573426573427,0.4961945241675878,0.4053137365743358,0.6097880707887262,1.2049206765871854,0.6451612903225807,1.960203217612193,0.3129457184359024,0.1947368421052631,0.4247442766682903,0.3797490228660876,0.2612886859462202,0.5211838637745794,61,0.02332501339435268,0.0047761770849024995,0.019248205368070148,0.025929299938981864,0.027184941326215302,-0.020714428386431866
148,2023-05-16,10,0.6058769136176897,0.4729002896152255,0.7003134796238244,0.1264805728732289,-0.0106382978723404,0.2942477876106195,0.7783463568028256,0.5452991452991452,1.021505376344086,0.5301226839283134,0.4416073670992047,0.6053299492385786,1.344546047079478,0.8913043478260869,1.8560767590618337,0.3445560572864927,0.2597179222566219,0.4152083996181991,0.3951126061116165,0.2839506172839506,0.4893496165861971,76,0.038910521001741014,0.05266270977445765,0.06984012402268464,0.07568864893983455,0.076217750017569,0.06316874231986269
150,2023-06-05,10,0.640445018379329,0.4556291390728477,0.742596180459452,0.1049540727767976,-0.0315576874526634,0.2282481467030823,0.8131755877575179,0.6283354510800508,1.065172054223149,0.5464871995502917,0.4464461185718965,0.6332803391626921,1.569289444710731,0.7530662305805396,2.4177732379979573,0.3763271696536038,0.2175303902751119,0.4681519565838332,0.4306367198459289,0.28248753300088,0.5360079740842263,96,0.05969119781159213,0.11022630782360968,0.12817310728697784,0.13182207602878143,0.1314002177733042,0.15498616425443235
154,2023-06-25,10,0.6782014433234265,0.5021097046413502,0.8095008439836026,0.1514774979314838,-0.0169247389268995,0.3069094804499196,0.740908555112182,0.530327868852459,1.0344322344322343,0.578223763831306,0.4613686534216336,0.69009009009009,1.7626273629011926,0.7921385742838107,2.9057815845824413,0.3972703279626129,0.2363266344441618,0.5160621761658031,0.4548883810117192,0.2904750649964547,0.5933826730518067,116,0.08047187462144324,0.16060692049723232,0.17662707777380748,0.17759914584353065,0.17654312356489685,0.21333710363927638
