parcela,ndvi_max,ndvi_mean,gndvi_max,gndvi_mean,cire_max,cire_mean,ndre1_max,ndre1_mean,msi_mean,rendimiento
1,0.72202550874654,0.659826649499575,0.61119542403149,0.495579910233964,2.13760717522992,1.08927858013321,0.437886057656015,0.271793028032956,0.973474991825385,70
10,0.789002183802315,0.67310888870374,0.674873831020351,0.551287260629017,2.7121668199982,1.65268455882076,0.495965222431714,0.342262837366163,0.836552283306341,80
11,0.784049706086602,0.668129280146651,0.669850753726836,0.516114964355885,2.93479698829211,1.60079325883406,0.501269355315775,0.334254842301152,0.831292505472829,80
13,0.768197495774002,0.638861335840935,0.643851282031004,0.493181417815823,2.45382530781309,1.35806936808102,0.46935840688606,0.312645449994119,0.870845428440091,65
14,0.770015526757869,0.723099639547313,0.663563877105775,0.54109952754874,3.02705716545772,1.57567504320151,0.50209366378773,0.333061910202563,0.822498598228368,75
15,0.808480059888382,0.676692680906423,0.689769498989699,0.521296127902112,2.87058179331657,1.50635122344764,0.518705658973922,0.333292153597607,0.784162017767104,75
16,0.711976168125636,0.611481752313604,0.595419214020344,0.481766290386121,2.02000608803381,1.05837794314818,0.432154247144713,0.268725594138405,0.946937670161107,40
2,0.81248294995565,0.658498597301916,0.693114995727112,0.488313722605004,3.09181024560322,1.3539825493955,0.524393143421283,0.304080545807122,0.871916662980898,75
3,0.709676515831531,0.654787625367927,0.595402061905184,0.484712740100228,2.01621705358453,1.22993485808976,0.433159372276856,0.304235786982776,0.916677976920116,60
4,0.804881682977249,0.578725512231021,0.686715142642419,0.444023230496318,3.22124473340653,1.26216685364355,0.52136117287007,0.272964394363549,1.05302016386614,80
5,0.786532505239751,0.704063221614392,0.677971907809783,0.535718624189144,2.76141671254214,1.50362109471495,0.497870261048504,0.328689119541559,0.845075874570971,80
6,0.760923515699404,0.695853180240741,0.654772026489509,0.529126740864423,2.31446931577587,1.41094600496894,0.45930811082805,0.330115105695376,0.818588265260163,80
7,0.819192943504581,0.624348527033299,0.70156195496978,0.528422106515938,3.21544727429286,1.5414431957043,0.534599627064379,0.315121638504698,0.915878529608673,80
8,0.735129742489667,0.646665783800824,0.637814940487267,0.50812484754491,2.14216186145573,1.18802153391478,0.439030804498073,0.288202794311089,0.883663096333291,80
9,0.785431528309231,0.672070514357727,0.673491977818532,0.512713153185173,2.74324000833536,1.34546932086959,0.495374745697392,0.304798172352291,0.850867360048337,70
