Fecha,srf,dia,reconstruida_srf,ajustados_srf
2020-01-01,10238271.0,1,17779845.490103878,14321379.775616908
2020-01-02,12254388.0,2,16406940.166573295,14321227.792370196
2020-01-03,16704374.0,3,15213522.75625731,14322740.452500354
2020-01-04,15125868.0,4,14515004.146909991,14325917.297897384
2020-01-05,17282948.0,5,14458457.89477142,14330757.36645182
2020-01-06,17410808.0,6,14979160.55294184,14337259.192346098
2020-01-07,13370020.0,7,15828432.283110239,14345420.80649848
2020-01-08,16163037.0,8,16659560.925374521,14355239.737159392
2020-01-09,16417343.0,9,17140159.65089679,14366713.01066
2020-01-10,16691510.0,10,17052597.509790134,14379837.152312782
2020-01-11,16170467.0,11,16350770.36055256,14394608.187463835
2020-01-12,15983941.0,12,15158400.319597252,14411021.642696615
2020-01-13,15341888.0,13,13714825.53338113,14429072.547186695
2020-01-14,10696524.0,14,12291438.127239538,14448755.434207205
2020-01-15,9283879.0,15,11109776.46765068,14470064.342784405
2020-01-16,10395962.0,16,10288627.634013155,14492992.819502998
2020-01-17,12834446.0,17,9834412.617276868,14517533.920460533
2020-01-18,13534610.0,18,9671959.664152533,14543680.213370375
2020-01-19,6153708.5,19,9698075.76870045,14571423.779812574
2020-01-20,4351176.0,20,9833422.835147649,14600756.217631971
2020-01-21,9343068.0,21,10051268.073278354,14631668.643482786
2020-01-22,17495946.0,22,10373037.813720215,14664151.695518944
2020-01-23,11058994.0,23,10835485.693472506,14698195.536229338
2020-01-24,10719436.0,24,11446688.578699514,14733789.855417088
2020-01-25,8468070.0,25,12153080.77887035,14770923.873322017
2020-01-26,10188325.0,26,12835347.582101364,14809586.343885303
2020-01-27,17004024.0,27,13338930.105204497,14849765.558155347
2020-01-28,17596908.0,28,13529889.28203432,14891449.347833838
2020-01-29,12871446.0,29,13354917.02960385,14934625.088960942
2020-01-30,10744268.0,30,12880299.702374568,14979279.705738451
2020-01-31,11589759.0,31,12290605.433944117,15025399.674489822
2020-02-01,9926815.0,32,11841969.33642088,15072971.027755808
2020-02-02,10683942.0,33,11782071.177372698,15121979.35852453
2020-02-03,13851936.0,34,12262813.111313831,15172409.824594632
2020-02-04,16027143.0,35,13276841.621710518,15224247.153070267
2020-02-05,14277217.0,36,14642980.090840722,15277475.644986486
2020-02-06,17920394.0,37,16049951.76053508,15332079.180063691
2020-02-07,16015092.0,38,17147683.377867974,15388041.22158967
2020-02-08,12611347.0,39,17658024.53777863,15445344.821427735
2020-02-09,19450502.0,40,17468279.156390768,15503972.625149496
2020-02-10,17740560.0,41,16674932.086289566,15563906.877290647
2020-02-11,17686014.0,42,15560484.265759692,15625129.426728226
2020-02-12,16977764.0,43,14508394.291461898,15687621.732177678
2020-02-13,7693545.5,44,13882310.75636783,15751364.867808117
2020-02-14,10452891.0,45,13908708.927922286,15816339.528974004
2020-02-15,17145030.0,46,14602029.658655483,15882526.03806158
2020-02-16,19373224.0,47,15758134.864611968,15949904.350448243
2020-02-17,18986324.0,48,17019583.334609814,16018454.060573073
2020-02-18,20160894.0,49,17992311.13575223,16088154.408116665
2020-02-19,17965974.0,50,18375858.956774388,16158984.284288399
2020-02-20,14882060.0,51,18064308.821247425,16230922.23821927
2020-02-21,6685767.5,52,17184384.28330351,16303946.483458271
2020-02-22,18384604.0,53,16057714.243041106,16378034.904570447
2020-02-23,20642750.0,54,15099219.120045016,16453165.063834563
2020-02-24,20315832.0,55,14684600.031488469,16529314.208038379
2020-02-25,17248520.0,56,15029976.150202826,16606459.275369482
2020-02-26,8441895.0,57,16122510.054778364,16684576.902399557
2020-02-27,19393818.0,58,17723887.763819266,16763643.431160025
2020-02-28,21828642.0,59,19444554.748707216,16843634.91630687
2020-02-29,15797897.0,60,20863706.86334298,16924527.13237249
2020-03-01,21040920.0,61,21655780.405487083,17006295.581102412
2020-03-02,21696972.0,62,21683135.149314117,17088915.49887459
2020-03-03,22290912.0,63,21026817.726648472,17172361.864199087
2020-03-04,22380980.0,64,19948327.223619934,17256609.40529584
2020-03-05,17120290.0,65,18797923.15719668,17341632.607748248
