Fecha,SRF,Dia,Reconstruida,Ajustados
2021-03-20,23060880.0,445,23927918.761722337,19138532.52294774
2021-03-21,23192806.0,446,24373285.83813749,19234885.168655265
2021-03-22,24554672.0,447,24882429.575479437,19331417.369919814
2021-03-23,25165164.0,448,25311655.595004715,19428100.278151333
2021-03-24,25354136.0,449,25474269.889005102,19524904.999721065
2021-03-25,25299734.0,450,25197075.52474484,19621802.604596425
2021-03-26,25203376.0,451,24380474.64297535,19718764.134986706
2021-03-27,25260526.0,452,23043270.46025971,19815760.613997087
2021-03-28,19230932.0,453,21336793.413511824,19912763.054288387
2021-03-29,13671296.0,454,19521786.065695226,20009742.46673989
2021-03-30,24609950.0,455,17912876.08738077,20106669.86911274
2021-03-31,23874332.0,456,16805718.13690928,20203516.294711273
2021-04-01,11550329.0,457,16407510.013384027,20300252.80103966
2021-04-02,7612969.5,458,16790592.871745992,20396850.478451405
2021-04-03,19614376.0,459,17881486.46262995,20493280.45878893
2021-04-04,20007164.0,460,19486466.631336447,20589513.92401084
2021-04-05,25777374.0,461,21343526.224466,20685522.11480416
2021-04-06,25633898.0,462,23183152.897980433,20781276.33917903
2021-04-07,24549208.0,463,24779300.35771374,20876747.98104333
2021-04-08,25081288.0,464,25977400.499704346,20971908.508754518
2021-04-09,25594328.0,465,26696038.211360376,21066729.483646348
2021-04-10,24701444.0,466,26909171.737919826,21161182.568527732
2021-04-11,25849738.0,467,26622548.3794675,21255239.536151286
2021-04-12,25147998.0,468,25858615.41042013,21348872.27764901
2021-04-13,24951890.0,469,24658538.951632127,21442052.810932655
2021-04-14,25117868.0,470,23100249.089905865,21534753.28905611
2021-04-15,21899926.0,471,21321772.99341629,21626946.008537468
2021-04-16,25630206.0,472,19533722.03613781,21718603.417638157
2021-04-17,16155045.0,473,18006387.137118954,21809698.124596823
2021-04-18,8246789.5,474,17025514.155652482,21900202.90581529
2021-04-19,18151616.0,475,16823646.83886721,21990090.71399434
2021-04-20,22901014.0,476,17506138.143654164,22079334.686216775
2021-04-21,14915377.0,477,18997502.089397453,22167908.151975375
2021-04-22,20247016.0,478,21031367.949853543,22255784.641143378
2021-04-23,26079774.0,479,23195692.3306767,22342937.891885057
2021-04-24,25618180.0,480,25027336.42585539,22429341.858504053
2021-04-25,25997046.0,481,26132412.96453802,22514970.719227117
2021-04-26,25826668.0,482,26297329.608057722,22599798.88392091
2021-04-27,25050890.0,483,25554883.7489963,22683801.001739644
2021-04-28,26375292.0,484,24181260.40642081,22766951.96870112
2021-04-29,24807086.0,485,22620335.507720582,22849226.935189076
2021-04-30,14970558.0,486,21354901.935584575,22930601.313379455
2021-05-01,14449836.0,487,20762601.584395006,23011050.784588456
2021-05-02,25891668.0,488,21001050.429372102,23090551.306540195
2021-05-03,28346570.0,489,21959065.982913326,23169079.120551683
2021-05-04,27386682.0,490,23290957.38613189,23246610.758633114
2021-05-05,20667908.0,491,24524690.752843417,23323123.05050128
2021-05-06,22158464.0,492,25210871.45177593,23398593.130503926
2021-05-07,21068808.0,493,25065849.421363026,23472998.44445323
2021-05-08,24513522.0,494,24063575.224958543,23546316.756366037
2021-05-09,25669540.0,495,22446923.256650887,23618526.1551091
2021-05-10,22684142.0,496,20654924.953096267,23689605.060947217
2021-05-11,20219836.0,497,19189311.740674846,23759532.231992275
2021-05-12,13287075.0,498,18463073.036241487,23828286.770551443
2021-05-13,21457672.0,499,18679027.78649512,23895848.12937238
2021-05-14,19618260.0,500,19776006.065579217,23962196.117783807
2021-05-15,21950072.0,501,21457708.708720423,24027310.90772943
2021-05-16,22585862.0,502,23292261.51588653,24091173.039693594
2021-05-17,26113672.0,503,24847954.338086285,24153763.42851673
2021-05-18,22630980.0,504,25820072.802829947,24215063.369098928
2021-05-19,26612664.0,505,26108380.991553083,24275054.541989956
2021-05-20,27317670.0,506,25822789.977830667,24333719.018864013
2021-05-21,26426402.0,507,25219668.043305606,24391039.26787761
2021-05-22,23726288.0,508,24594504.01299782,24446998.158908937
2021-05-23,23943072.0,509,24170368.772245467,24501578.9686772
2021-05-24,25140734.0,510,24021404.50406693,24554765.385740362
2021-05-25,22443322.0,511,24056860.75213791,24606541.515369784
2021-05-26,22216210.0,512,24069069.868289083,24656891.884300392
2021-05-27,24545254.0,513,23826066.839914348,24705801.445354834
2021-05-28,27322428.0,514,23174170.60747507,24753255.581940323
2021-05-29,18834524.0,515,22112907.8026603,24799240.112416796
2021-05-30,19201468.0,516,20814902.1622543,24843741.29433507
2021-05-31,22628520.0,517,19582931.299964253,24886745.828543812
2021-06-01,21683152.0,518,18758298.150903773,24928240.863163937
2021-06-02,18528676.0,519,18611371.03176987,24968213.9974294
2021-06-03,11734548.0,520,19251013.150820877,25006653.285393167
2021-06-04,19461320.0,521,20582926.794095654,25043547.239497233
2021-06-05,24992858.0,522,22330307.172318675,25078884.834005695
2021-06-06,27608508.0,523,24109565.768315166,25112655.508299764
2021-06-07,27251956.0,524,25536319.426172584,25144849.170033827
2021-06-08,26094400.0,525,26328100.510431767,25175456.19815151
2021-06-09,24971232.0,526,26372835.921861224,25204467.445760936
2021-06-10,23623686.0,527,25744627.039883155,25231874.24286828
2021-06-11,26470394.0,528,24666034.861531705,25257668.398968767
2021-06-12,21200756.0,529,23432756.05479503,25281842.20549443
2021-06-13,18557836.0,530,22326819.363116853,25304388.438117776
2021-06-14,23946334.0,531,21545350.85305677,25325300.358910806
2021-06-15,24625964.0,532,21164049.03032555,25344571.71835861
2021-06-16,23809588.0,533,21141245.109104924,25362196.75722706
2021-06-17,21421346.0,534,21354802.72956698,25378170.20828393
2021-06-18,20661970.0,535,21654792.710508022,25392487.297873013
2021-06-19,15946241.0,536,21912554.028600313,25405143.747340735
2021-06-20,25403486.0,537,22051359.906568024,25416135.774314813
2021-06-21,24537588.0,538,22052907.187151458,25425460.09383462
2021-06-22,14952375.0,539,21943386.434399754,25433113.9193329
2021-06-23,22123840.0,540,21769368.93243514,25439094.96346852
2021-06-24,24234038.0,541,21575156.80544823,25443401.438810058
2021-06-25,23561828.0,542,21389790.753304727,25446032.058369957
2021-06-26,24935138.0,543,21225727.829251736,25446986.035989143
2021-06-27,22638050.0,544,21085311.463146355,25446263.086571988
2021-06-28,17886290.0,545,20968146.427811764,25443863.42617149
2021-06-29,19793546.0,546,20873452.147335425,25439787.7719247
2021-06-30,11770480.0,547,20795604.38460516,25434037.34183844
2021-07-01,20843754.0,548,20716141.533993866,25426613.854425266
2021-07-02,24310932.0,549,20598854.71316177,25417519.528189905
2021-07-03,23423516.0,550,20394350.649498176,25406757.080966268
2021-07-04,25046766.0,551,20056484.925635472,25394329.729105204
2021-07-05,22604234.0,552,19566925.985653404,25380241.18651332
2021-07-06,18340216.0,553,18958599.94878821,25364495.663543053
2021-07-07,8785046.0,554,18326634.010624915,25347097.86573444
2021-07-08,16716081.0,555,17818164.952998575,25328052.992408857
2021-07-09,13675490.0,556,17599503.956505246,25307366.73511519
2021-07-10,21358286.0,557,17808184.127835292,25285045.275928944
2021-07-11,24383262.0,558,18504812.758406565,25261095.285604723
2021-07-12,21698894.0,559,19642157.749813527,25235523.92158267
2021-07-13,18565268.0,560,21064928.777474355,25208338.82584948
2021-07-14,24624528.0,561,22544120.5716954,25179548.12265461
2021-07-15,21355424.0,562,23837714.65935302,25149160.416082315
2021-07-16,21757878.0,563,24759362.935560495,25117184.787480358
2021-07-17,25117114.0,564,25232390.99472387,25083630.792746045
2021-07-18,25668944.0,565,25310099.948224243,25048508.45947044
2021-07-19,26229200.0,566,25154097.88074999,25011828.283941638
2021-07-20,27499456.0,567,24976729.213225804,24973601.228007942
2021-07-21,24551532.0,568,24966534.0349131,24933838.71580194
2021-07-22,22276366.0,569,25222290.271677416,24892552.6303264
2021-07-23,25159220.0,570,25718883.40613231,24849755.309903037
2021-07-24,28909190.0,571,26317500.784941692,24805459.544485215
2021-07-25,28022864.0,572,26817073.674922094,24759678.57183569
2021-07-26,27382826.0,573,27029008.15224637,24712426.073570482
2021-07-27,26222848.0,574,26848504.931241125,24663716.17107018
2021-07-28,24835348.0,575,26296532.286121763,24613563.421259735
2021-07-29,22956860.0,576,25516754.23895523,24561982.81225814
2021-07-30,23840080.0,577,24727909.937560283,24508989.758899257
2021-07-31,25425984.0,578,24148481.51455216,24454600.09812507
2021-08-01,27137196.0,579,23920959.825668942,24398830.084252886
2021-08-02,26302272.0,580,24063613.407223266,24341696.384117663
2021-08-03,24410638.0,581,24467926.65603722,24283216.07209119
2021-08-04,21469418.0,582,24943155.27549737,24223406.624979407
2021-08-05,24469836.0,583,25291786.2882899,24162285.916799463
2021-08-06,25941554.0,584,25387641.663269248,24099872.21343811
2021-08-07,25359676.0,585,25226590.515080128,24036184.1671929
2021-08-08,24115834.0,586,24929320.69118142,23971240.811198004
2021-08-09,24645452.0,587,24693199.676712275,23905061.55373614
2021-08-10,25128412.0,588,24709649.185039498,23837666.172438454
2021-08-11,26438432.0,589,25077496.92844445,23769074.808373947
2021-08-12,26691532.0,590,25746003.800877795,23699307.960030362
2021-08-13,27140002.0,591,26512030.237151943,23628386.477188192
2021-08-14,26666634.0,592,27076962.16749696,23556331.554689758
2021-08-15,24559980.0,593,27147061.44733184,23483164.72610516
2021-08-16,25139634.0,594,26543730.224458225,23408907.857296932
2021-08-17,25181574.0,595,25284254.61096867,23333583.139885485
2021-08-18,25325752.0,596,23601581.54596633,23257213.084617134
2021-08-19,25477178.0,597,21891348.1018018,23179820.514636777
2021-08-20,21108228.0,598,20599231.55555397,23101428.558667235
2021-08-21,13836947.0,599,20083151.487540737,23022060.644097216
2021-08-22,19733736.0,600,20495264.962288056,22941740.489980064
2021-08-23,25847742.0,601,21724023.411083017,22860492.099945344
2021-08-24,25379724.0,602,23417928.116582595,22778339.755025346
2021-08-25,23989598.0,603,25086037.55918354,22695308.006398764
2021-08-26,24769186.0,604,26244648.015160784,22611421.668053538
2021-08-27,27239024.0,605,26563650.629260115,22526705.809371226
2021-08-28,26437680.0,606,25965446.002746657,22441185.747635044
2021-08-29,19795528.0,607,24644399.47431027,22354887.0404638
2021-08-30,23764798.0,608,23000712.07648042,22267835.47817405
2021-08-31,23654210.0,609,21510612.04963663,22180057.0760726
2021-09-01,23600024.0,610,20575514.24882641,22091578.066681925
2021-09-02,22064042.0,611,20399275.843258742,22002424.89190056
2021-09-03,18910234.0,612,20932764.940641925,21912624.195100944
2021-09-04,18860906.0,613,21902091.648186643,21822202.81316712
2021-09-05,23880728.0,614,22908844.948922537,21731187.768474467
2021-09-06,22226820.0,615,23567036.144937273,21639606.26081414
2021-09-07,24725882.0,616,23630098.647714004,21547485.659264397
2021-09-08,22640946.0,617,23065888.722328708,21454853.49401141
2021-09-09,21909580.0,618,22056343.010371394,21361737.44812182
2021-09-10,22238408.0,619,20924651.17382478,21268165.34926972
2021-09-11,20153688.0,620,20017407.23368849,21174165.161420356
2021-09-12,20638256.0,621,19583814.712724987,21079764.9764731
2021-09-13,18694086.0,622,19693814.558350537,20984993.005866244
2021-09-14,22609142.0,623,20222341.596051164,20889877.572145972
2021-09-15,20860012.0,624,20903141.097537402,20794447.10050222
2021-09-16,15763337.0,625,21431104.19349494,20698730.110273816
2021-09-17,20336426.0,626,21575433.231331013,20602755.206425488
2021-09-18,21256464.0,627,21262807.52760803,20506551.070999324
2021-09-19,23703646.0,628,20600994.86353044,20410146.4545431
2021-09-20,23901616.0,629,19834926.383835483,20313570.16751823
2021-09-21,21480338.0,630,19251466.9113267,20216851.07168978
2021-09-22,15370177.0,631,19067470.87975436,20120018.071501136
2021-09-23,19491080.0,632,19341827.72518963,20023100.105435953
2021-09-24,17450084.0,633,19943979.784189485,19926126.137369856
2021-09-25,17686366.0,634,20591730.177613646,19829125.14791466
2021-09-26,20568480.0,635,20946876.700450785,19732126.125757486
2021-09-27,23729900.0,636,20736698.03259954,19635158.058997534
2021-09-28,21769498.0,637,19859640.901665293,19538249.926483024
2021-09-29,19670312.0,638,18438045.921537764,19441430.689150833
2021-09-30,15991142.0,639,16797914.526213814,19344729.281371582
2021-10-01,18993060.0,640,15379792.975158177,19248174.6023026
2021-10-02,8503090.0,641,14607776.282814018,19151795.50725141
2021-10-03,14810215.0,642,14757797.45219853,19055620.799052402
2021-10-04,14353096.0,643,15867120.920774935,18959679.219459042
2021-10-05,18419272.0,644,17714129.870453537,18863999.44055446
2021-10-06,22229332.0,645,19875365.43748499,18768610.056182798
2021-10-07,22606902.0,646,21842587.083191395,18673539.573404003
2021-10-08,23174490.0,647,23164156.848889276,18578816.40397444
2021-10-09,22505438.0,648,23568076.590875175,18484468.8558561
2021-10-10,22850040.0,649,23030473.350553352,18390525.12475677
2021-10-11,21341678.0,650,21770840.97746694,18297013.285703756
2021-10-12,21702376.0,651,20178081.23021349,18203961.284653723
2021-10-13,17971302.0,652,18692070.996526096,18111396.930140983
2021-10-14,17449356.0,653,17677763.520819142,18019347.884967
2021-10-15,18308460.0,654,17329261.652980797,17927841.657933336
2021-10-16,14695146.0,655,17630296.072615165,17836905.595620688
2021-10-17,17738342.0,656,18379068.354936752,17746566.874216385
2021-10-18,21662070.0,657,19265569.03612868,17656852.491392765
2021-10-19,21519266.0,658,19974444.157509148,17567789.258238968
2021-10-20,20701636.0,659,20280601.917795945,17479403.791248444
2021-10-21,19071470.0,660,20109266.547297172,17391722.50436463
2021-10-22,18396672.0,661,19545041.843510427,17304771.601087183
2021-10-23,19809098.0,662,18791233.349938467,17218577.06664104
2021-10-24,18436964.0,663,18095799.451570503,17133164.660210777
2021-10-25,13084474.0,664,17669311.292971972,17048559.907242484
2021-10-26,19850772.0,665,17620857.29547583,16964788.091815494
2021-10-27,20536956.0,666,17930365.0119112,16881874.249086283
2021-10-28,17565116.0,667,18463210.750063926,16799843.15780668
2021-10-29,18886534.0,668,19019503.01447186,16718719.33291878
2021-10-30,20481812.0,669,19400278.54486823,16638527.018228665
2021-10-31,18451388.0,670,19468922.19506423,16559290.179161176
2021-11-01,18171456.0,671,19189171.07324998,16481032.495597817
2021-11-02,19407646.0,672,18629644.62180493,16403777.354800068
2021-11-03,19715006.0,673,17935914.456248082,16327547.84442011
2021-11-04,14679352.0,674,17281101.09061472,16252366.74560109
2021-11-05,15467714.0,675,16811858.475127827,16178256.526169006
2021-11-06,17497318.0,676,16606845.270107152,16105239.333918182
2021-11-07,18337084.0,677,16659680.873718277,16033336.989992436
2021-11-08,16973260.0,678,16889863.500896364,15962570.982363835
2021-11-09,17623524.0,679,17176042.318291202,15892962.459411025
2021-11-10,17322288.0,680,17399253.017802946,15824532.223599074
2021-11-11,18318686.0,681,17481252.617686212,15757300.72526263
2021-11-12,17387728.0,682,17405502.939587288,15691288.056494376
2021-11-13,11709083.0,683,17214691.1268386,15626513.945140515
2021-11-14,18240300.0,684,16986790.47505498,15562997.748905111
2021-11-15,18527466.0,685,16798913.56355849,15500758.449565068
2021-11-16,18661680.0,686,16692277.668235231,15439814.64729741
2021-11-17,17935688.0,687,16651206.452742012,15380184.555120647
2021-11-18,16075105.0,688,16604363.725314755,15321885.993451819
2021-11-19,12723546.0,689,16448856.854389895,15264936.384780878
2021-11-20,16799252.0,690,16089874.044939145,15209352.748464
2021-11-21,17715168.0,691,15482720.318007069,15155151.69563733
2021-11-22,13074066.0,692,14662452.636001265,15102349.424252782
2021-11-23,12795743.0,693,13749488.972087415,15050961.714237273
2021-11-24,16390168.0,694,12926765.148531403,15001003.922776911
2021-11-25,12080121.0,695,12393104.173642088,14952490.979727522
2021-11-26,7466098.0,696,12305610.916787405,14905437.383152835
2021-11-27,14879937.0,697,12728437.16943263,14859857.19499178
2021-11-28,14079097.0,698,13604521.220381252,14815764.036856059
2021-11-29,16117744.0,699,14760828.322970169,14773171.085959371
2021-11-30,16921206.0,700,15947837.552764878,14732091.071179368
2021-12-01,16183658.0,701,16903437.811257355,14692536.269253662
2021-12-02,16385433.0,702,17423322.20554612,14654518.501110926
2021-12-03,16768313.0,703,17417090.400045324,14618049.12833821
2021-12-04,16568165.0,704,16932749.05609876,14583139.049785558
2021-12-05,16073301.0,705,16141337.480863158,14549798.698308859
2021-12-06,16050567.0,706,15285385.735399585,14518038.037652023
2021-12-07,13137731.0,707,14606166.391854923,14487866.55946931
2021-12-08,15621790.0,708,14271636.970879417,14459293.280488756
2021-12-09,16582394.0,709,14327235.428688373,14432326.739817537
2021-12-10,15722351.0,710,14684984.474915784,14406974.996390047
2021-12-11,15859942.0,711,15154609.267343773,14383245.6265595
2021-12-12,8622655.0,712,15507190.04029562,14361145.721833747
2021-12-13,16398145.0,713,15551439.351064041,14340681.886755966
2021-12-14,15530780.0,714,15198422.917773766,14321860.23693092
2021-12-15,14678330.0,715,14493936.260512896,14304686.397197291
2021-12-16,15908259.0,716,13607859.131822897,14289165.499946715
2021-12-17,15295280.0,717,12783486.46815216,14275302.183589965
2021-12-18,14370742.0,718,12262707.334352797,14263100.591170758
2021-12-19,6080534.5,719,12210787.601928517,14252564.369127627
2021-12-20,9786398.0,720,12664787.4984338,14243696.66620417
2021-12-21,16310405.0,721,13522143.070444401,14236500.132508043
2021-12-22,16410531.0,722,14573035.957275443,14230976.918719005
2021-12-23,16072605.0,723,15566037.647581797,14227128.675446155
2021-12-24,15681821.0,724,16285751.151710628,14224956.552734673
2021-12-25,16362169.0,725,16617317.222830294,14224461.199722124
2021-12-26,15168893.0,726,16576987.377741393,14225642.764444452
2021-12-27,16449620.0,727,16299091.240523532,14228500.893791758
2021-12-28,16368081.0,728,15984008.919093404,14233034.733613804
2021-12-29,16946026.0,729,15824530.27181122,14239242.928975306
2021-12-30,16540782.0,730,15935072.491206218,14247123.624560822
2021-12-31,16083985.0,731,16307335.93375421,14256674.465229237
2022-01-01,16591171.0,732,16807421.588775374,14267892.596717585
2022-01-02,16711711.0,733,17216020.519311987,14280774.666494045
2022-01-03,15411957.0,734,17299374.05545885,14295316.824759837
2022-01-04,17041802.0,735,16888760.967311017,14311514.72559975
2022-01-05,16922536.0,736,15943419.035364218,14329363.528280895
2022-01-06,16209478.0,737,14576851.880059645,14348857.89869937
2022-01-07,8478955.0,738,13037679.43626608,14369992.010974342
2022-01-08,16420463.0,739,11649934.859745719,14392759.54918912
2022-01-09,14995524.0,740,10729688.654770946,14417153.709278658
2022-01-10,8193658.5,741,10501507.354431625,14443167.20106294
2022-01-11,4713873.0,742,11037762.52620361,14470792.250425655
2022-01-12,12000426.0,743,12236706.49510428,14500020.601637477
2022-01-13,14903031.0,744,13844011.323411334,14530843.519823296
2022-01-14,17545306.0,745,15510676.927994099,14563251.793572623
2022-01-15,17142268.0,746,16871276.659781735,14597235.737692418
2022-01-16,18019168.0,747,17622672.708404202,14632785.196101502
2022-01-17,17793758.0,748,17585097.247585963,14669889.544865685
2022-01-18,17596200.0,749,16733653.850302633,14708537.69537275
2022-01-19,17101070.0,750,15196534.885505496,14748718.097646248
2022-01-20,12418298.0,751,13224034.865851564,14790418.743797224
2022-01-21,6894523.5,752,11137833.196034297,14833627.171612758
2022-01-22,5948505.5,753,9272194.655971892,14878330.46828028
2022-01-23,4940719.5,754,7918005.332921622,14924515.274246573
2022-01-24,15019931.0,755,7278002.658521696,14972167.787210263
2022-01-25,13042349.0,756,7438426.879353493,15021273.766246624
2022-01-26,8989922.0,757,8359522.167894822,15071818.536063466
2022-01-27,7165227.5,758,9885136.180736613,15123786.991386851
2022-01-28,7988889.5,759,11769856.85611744,15177163.601475284
2022-01-29,8544957.0,760,13720242.237983275,15231932.414761066
2022-01-30,18187750.0,761,15444528.75937752,15288077.063617423
2022-01-31,18490646.0,762,16703034.76379201,15345580.769249935
2022-02-01,18597634.0,763,17350084.587898906,15404426.346710896
2022-02-02,18854638.0,764,17358606.637462668,15464596.210035015
2022-02-03,18789654.0,765,16821227.88746784,15526072.377494967
2022-02-04,11028411.0,766,15926564.693998696,15588836.476975232
2022-02-05,14277756.0,767,14915449.047563555,15652869.751462564
2022-02-06,19097068.0,768,14027295.254670106,15718153.064651553
2022-02-07,10742022.0,769,13449846.50942899,15784666.906663468
2022-02-08,8099576.0,770,13284869.95304609,15852391.399876786
2022-02-09,19660040.0,771,13537871.961837495,15921306.30486761
2022-02-10,13910388.0,772,14132798.252245449,15991391.026458176
2022-02-11,12466723.0,773,14945201.288640164,16062624.619871764
2022-02-12,18965248.0,774,15842017.008126164,16134985.79699199
2022-02-13,14188583.0,775,16714784.151137637,16208452.932724766
2022-02-14,15573669.0,776,17496387.73419817,16283004.071460944
2022-02-15,20434424.0,777,18158101.47144858,16358616.933637708
2022-02-16,20475748.0,778,18691422.899174996,16435268.922396861
2022-02-17,20754844.0,779,19085056.60574315,16512937.130337846
2022-02-18,21077452.0,780,19309124.951693095,16591598.346363613
2022-02-19,11695479.0,781,19315488.745042358,16671229.062617257
2022-02-20,15736607.0,782,19056028.199433554,16751805.48150729
2022-02-21,20942834.0,783,18512500.053019047,16833303.522819586
2022-02-22,21059068.0,784,17725399.460010994,16915698.830913708
2022-02-23,20761030.0,785,16807762.89236009,16998966.78200159
2022-02-24,18512630.0,786,15934038.559108172,17083082.491506305
2022-02-25,10619468.0,787,15302864.854679115,17168020.82149887
2022-02-26,11459447.0,788,15082831.17155933,17253756.38821065
2022-02-27,13179509.0,789,15358220.940136615,17340263.5696193
2022-02-28,17133472.0,790,16094097.827057954,17427516.5131059
2022-03-01,22038762.0,791,17135476.94264794,17515489.14318095
2022-03-02,20634762.0,792,18244807.441509865,17604155.16927708
2022-03-03,15718914.0,793,19168933.723802205,17693488.093605924
2022-03-04,15409602.0,794,19715636.80205933,17783461.21907699
2022-03-05,22154222.0,795,19814922.157332856,17874047.657276068
2022-03-06,22026488.0,796,19543621.592982803,17965220.33650077
2022-03-07,21074274.0,797,19102975.425198007,18056952.009850975
2022-03-08,17445166.0,798,18754240.169188388,18149215.263371486
2022-03-09,12916347.0,799,18731898.54835979,18241982.5242447
2022-03-10,23020110.0,800,19162630.56455092,18335226.069030724
2022-03-11,23745222.0,801,20017564.220001854,18428918.03195248
2022-03-12,14403649.0,802,21115255.395329073,18523030.41322343
2022-03-13,23747360.0,803,22176408.92961725,18617535.087415256
2022-03-14,23702480.0,804,22913933.858950347,18712403.811863136
2022-03-15,23740358.0,805,23129446.370690648,18807608.235106062
2022-03-16,24185774.0,806,22784212.390088566,18903119.905359607
2022-03-17,24106254.0,807,22020097.669670917,18998910.2790188
2022-03-18,23387722.0,808,21122081.433251902,19094950.729188308
2022-03-19,11915028.0,809,20433077.801818177,19191212.55423759
2022-03-20,16688766.0,810,20247786.523312237,19287666.986378357
2022-03-21,24339738.0,811,20719628.27960384,19384285.200261787
2022-03-22,25440302.0,812,21810931.788139936,19481038.321593005
2022-03-23,25182804.0,813,23302625.145105906,19577897.435760126
2022-03-24,24115320.0,814,24860340.870103862,19674833.596475363
2022-03-25,25912072.0,815,26135529.992813263,19771817.834425606
2022-03-26,25934454.0,816,26869016.174800806,19868821.16592991
2022-03-27,25810470.0,817,26964102.180852078,19965814.601601224
2022-03-28,25378894.0,818,26506879.859629948,20062769.15500986
2022-03-29,25024240.0,819,25729127.856779974,20159655.851346083
2022-03-30,26037996.0,820,24928044.433458876,20256445.736079175
2022-03-31,25829856.0,821,24370687.249553815,20353109.88361053
2022-04-01,25407132.0,822,24214892.405941404,20449619.405918032
2022-04-02,24838420.0,823,24471538.370667912,20545945.461189203
2022-04-03,22702966.0,824,25017951.311456624,20642059.2624406
2022-04-04,25973132.0,825,25654416.372354485,20737932.08612073
2022-04-05,26094474.0,826,26181398.696558066,20833535.280694135
2022-04-06,26729056.0,827,26469070.496133495,20928840.275203843
2022-04-07,26324926.0,828,26494932.722411536,21023818.587809786
2022-04-08,25831424.0,829,26337929.664493695,21118441.8343006
2022-04-09,26169164.0,830,26133765.1509239,21212681.73657619
2022-04-10,26286390.0,831,26010210.27739884,21306510.13109866
2022-04-11,27026176.0,832,26028031.05770727,21399898.977308974
2022-04-12,25332822.0,833,26150437.65460149,21492820.36600682
2022-04-13,27093638.0,834,26252827.16643181,21585246.527691305
2022-04-14,26400014.0,835,26169244.41546221,21677149.840859793
2022-04-15,24381778.0,836,25758086.6277588,21768502.84026265
2022-04-16,24570702.0,837,24962217.026113138,21859278.225111157
2022-04-17,25114918.0,838,23840503.531533565,21949448.867236365
2022-04-18,21999096.0,839,22558167.289159603,22038987.81919633
2022-04-19,20915294.0,840,21338413.342920423,22127868.322329294
2022-04-20,21935208.0,841,20392105.771344714,22216063.814750582
2022-04-21,16907820.0,842,19850509.461115055,22303547.93929053
2022-04-22,18827286.0,843,19725299.91284006,22390294.551371355
2022-04-23,25405266.0,844,19910382.109864134,22476277.72682039
2022-04-24,22027878.0,845,20225014.28222902,22561471.769617584
2022-04-25,18141030.0,846,20482732.68325722,22645851.21957468
2022-04-26,15097788.0,847,20561070.633144606,22729390.85994401
2022-04-27,20997124.0,848,20446561.72477195,22812065.724954493
2022-04-28,19045116.0,849,20238289.784251813,22893851.107272632
2022-04-29,24863442.0,850,20108223.34131933,22974722.565386303
2022-04-30,24586344.0,851,20232404.878021024,23054655.930909082
2022-05-01,16587024.0,852,20718039.15621255,23133627.315802947
2022-05-02,20359948.0,853,21553601.61354339,23211613.119517215
2022-05-03,21979616.0,854,22601369.69247157,23288590.03604151
2022-05-04,23749726.0,855,23636866.71641795,23364535.060870815
2022-05-05,24929830.0,856,24422809.995966617,23439425.497880325
2022-05-06,23279740.0,857,24792271.46771734,23513238.966108147
2022-05-07,25415298.0,858,24711560.06229431,23585953.406443886
2022-05-08,26731204.0,859,24299492.460970238,23657547.08822093
2022-05-09,26791836.0,860,23794281.232183687,23727998.61571072
2022-05-10,17741494.0,861,23477302.488107596,23797286.934516802
2022-05-11,21986714.0,862,23578285.01638528,23865391.337866936
2022-05-12,26271600.0,863,24193631.59795228,23932291.472801305
2022-05-13,26866374.0,864,25246020.21960159,23997967.346254975
2022-05-14,26354744.0,865,26500187.015345268,24062399.331032816
2022-05-15,28114600.0,866,27631250.216094088,24125568.171675086
2022-05-16,27788996.0,867,28324333.42938112,24187454.990211897
2022-05-17,28182482.0,868,28373550.43682867,24248041.291804906
2022-05-18,25478058.0,869,27748273.734795637,24307308.97027445
2022-05-19,26296426.0,870,26605117.77748574,24365240.313510604
2022-05-20,26506314.0,871,25241727.68221859,24421818.008766428
2022-05-21,27036014.0,872,24007378.194475185,24477025.147831857
2022-05-22,23627326.0,873,23199261.050882783,24530845.232086707
2022-05-23,21440492.0,874,22977603.141206067,24583262.1774313
2022-05-24,20931660.0,875,23326095.909611195,24634260.319093168
2022-05-25,25247850.0,876,24068874.40601154,24683824.41630847
2022-05-26,23127700.0,877,24936642.530485466,24731939.65687668
2022-05-27,26649018.0,878,25658738.041738868,24778591.661587197
2022-05-28,26940742.0,879,26050155.08941544,24823766.48851659
2022-05-29,27279204.0,880,26065206.885340143,24867450.637195103
2022-05-30,26824496.0,881,25801493.22352866,24909631.052641287
2022-05-31,24448100.0,882,25454918.997565962,24950295.12926345
2022-06-01,23868848.0,883,25242855.77042001,24989430.71462684
2022-06-02,23884050.0,884,25322692.016665675,25027026.113085408
2022-06-03,26326334.0,885,25733728.961003546,25063070.08927702
2022-06-04,26822486.0,886,26381652.373224456,25097551.871481165
2022-06-05,27970298.0,887,27069831.86190589,25130461.15483804
2022-06-06,28254926.0,888,27565688.218418933,25161788.104428187
2022-06-07,28346824.0,889,27678770.00439595,25191523.358211637
2022-06-08,27788540.0,890,27323812.283042286,25219658.029825747
2022-06-09,21090346.0,891,26547849.7482733,25246183.711240903
2022-06-10,27148780.0,892,25513223.09957539,25271092.475273218
2022-06-11,25881970.0,893,24443530.194026787,25294376.877953608
2022-06-12,26355542.0,894,23551978.706003174,25316029.96075239
