Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,cire_mean,cire_min,cire_max,ndre1_mean,ndre1_min,ndre1_max,ndre_mean,ndre_min,ndre_max,dia
146,2023-03-02,7,0.1947222322871338,0.1635294117647059,0.2337894110648423,-0.2281181279414816,-0.2731306856001775,-0.15814043960319,1.5924453678295516,1.3756931608133087,1.7515262515262515,0.3004328891755844,0.2650130548302872,0.3520208604954368,0.2170124680944886,0.1622137404580153,0.5558698727015559,0.0513377120340662,0.0338573155985489,0.1575811736669645,0.1258511502911841,0.0776726855832616,0.1892201834862385,1
147,2023-03-07,7,0.1911460991620645,0.1609042553191489,0.2298932384341637,-0.2285627111811433,-0.2783382789317507,-0.1538746755654431,1.5942058295909225,1.3637160385626643,1.7713815789473684,0.3014278813475738,0.2620007328691828,0.3447505584512286,0.2094079208530589,0.1497797356828194,0.5253246753246754,0.0526930396424595,0.0346294046172539,0.1510474090407938,0.1047730839852758,0.0586186883343006,0.1553305915849414,6
148,2023-03-12,7,0.217232166103203,0.1861635220125786,0.2614795918367347,-0.2133063487276064,-0.261396905060644,-0.1550762365191521,1.5433988493485065,1.3670774647887325,1.707814269535674,0.3083937383102541,0.2750902527075812,0.3445486897444192,0.2877831408641416,0.2203174603174602,0.5460569913850233,0.0744917260319616,0.0543380366256379,0.1595655806182122,0.1309507603415071,0.0880673279230538,0.1754920986969781,11
149,2023-03-17,7,0.2528794228570064,0.2089041095890411,0.3095384615384615,-0.1990343862728066,-0.2518853695324283,-0.1615942028985507,1.497675478410808,1.3854796888504757,1.6733870967741935,0.3543285919279701,0.3247457627118644,0.3959642739000992,0.3233269447941155,0.2277945619335346,0.5334728033472804,0.0932203005122777,0.0618556701030927,0.1542111506524318,0.159648229839284,0.1136363636363636,0.2012418854078464,16
150,2023-03-27,7,0.2855277495342166,0.2273201251303441,0.3378076062639821,-0.1511706422671622,-0.2044313657607755,-0.0065204505038529,1.3596820066709197,1.013126491646778,1.5139251523063533,0.3277684366090447,0.250864387245486,0.370391378332388,0.4139838569367557,0.2955947136563877,0.6274509803921569,0.1275609395140724,0.0923775870772337,0.187146529562982,0.171822900189138,0.1234662576687116,0.2391653290529695,26
151,2023-04-21,7,0.4144817453679901,0.3462282398452611,0.5202312138728323,-0.0644732592559218,-0.1278195488721804,0.0599341383095499,1.140086912882316,0.8869096934548467,1.293103448275862,0.3778920955890558,0.3042394014962593,0.4545454545454545,0.8043004293887551,0.6545961002785516,1.100250626566416,0.2242586099451181,0.187831297533994,0.288135593220339,0.2746452038201331,0.2019534616489514,0.3496332518337408,51
152,2023-05-01,7,0.4580582850954118,0.3323685479980704,0.5563139931740614,-0.0620174007236334,-0.1231316725978647,0.0218296950508248,1.1339146998716076,0.957273320287019,1.280844155844156,0.4393983308344434,0.3813559322033898,0.5144963144963145,0.8972693621211055,0.6483023702754644,1.3181818181818183,0.2485423460391419,0.186178442496132,0.3307984790874524,0.3198837642923022,0.2509191176470588,0.3984789121917492,61
154,2023-05-11,7,0.471510176724963,0.2183986371379897,0.6042553191489362,0.0185786855590223,-0.1403508771929824,0.257101238164603,0.9695201200013648,0.5909617612977984,1.326530612244898,0.4270266701509501,0.2200614124872057,0.5263157894736842,1.0544740332958218,0.2861389817911557,1.4202764976958524,0.2728519632762127,0.0845381867664568,0.3398235473075753,0.3332285628789119,0.0953993228440549,0.4629156010230179,71
157,2023-06-05,7,0.6426243884919777,0.5396878113583528,0.7604912998976459,0.1437351442791067,0.0399077277970011,0.2721282670766528,0.750811478365976,0.5721685082872928,0.9232475598935226,0.5439838317831721,0.4660098522167488,0.6526717557251909,1.490550044419943,1.0855048859934855,2.413897280966768,0.3663585003214646,0.2784958871915394,0.4807843137254902,0.4201234051951955,0.320700545506747,0.5519963907060681,96
159,2023-06-15,7,0.5744562079063171,0.4687216681776971,0.7180969319697643,0.0672192997148781,-0.011656542439665,0.2124254785064323,0.876265868479815,0.6495859213250518,1.0235880398671096,0.5068442680959057,0.4367497691597414,0.6184293193717277,1.2497099382535377,0.8613138686131387,2.0584362139917696,0.320249040175901,0.2511956274197222,0.4276966556759303,0.3879006055634303,0.3006083490664988,0.5215593620791494,106
160,2023-06-20,7,0.5765187423104354,0.4527541424093148,0.7130004498425551,0.092335739458964,-0.0091097970273293,0.2333728211203249,0.8337445954303091,0.6215697036223929,1.0183870967741937,0.5097683502987141,0.4280373831775701,0.6191275167785235,1.36407341378837,0.913595166163142,2.2690622261174407,0.3301505659562374,0.2509617560534057,0.4451738390469243,0.4068992677666473,0.3038906414300736,0.5433259955973584,111
161,2023-06-25,7,0.6043515921965268,0.4504094631483166,0.7696754112939084,0.0813752268858303,-0.0215827338129496,0.2314507198228128,0.8528885910000731,0.6241007194244604,1.0441176470588236,0.5332959831910369,0.4265603003284843,0.6645754914261816,1.3896543468080529,0.8551724137931034,2.3904761904761904,0.3412852674998761,0.2444637429439861,0.4661428241275711,0.3992235323839015,0.2863175675675675,0.5413861386138614,116
163,2023-07-05,7,0.6087274398062343,0.4679399727148704,0.7777777777777778,0.0977840871882219,-0.0015251652262328,0.2549019607843137,0.8253361834556605,0.59375,1.0030549898167007,0.5429924143162713,0.4419970631424376,0.6669401148482362,1.405769668859067,0.861397479954181,2.545941123996432,0.3412341871855517,0.240506329113924,0.475187265917603,0.4056984624102044,0.2955465587044534,0.5594419335822362,126
164,2023-07-10,7,0.6838129502640948,0.5678184631253224,0.8032200357781754,0.1398113097757886,0.0318860244233378,0.3052093320549696,0.7580817093043399,0.5323212536728698,0.938198553583169,0.5735445594876054,0.4909269249632172,0.6744186046511628,1.9031353581174333,1.2582025677603426,3.1726190476190474,0.4068163733974308,0.3151485630784218,0.5246404149964631,0.4693277833157526,0.369036903690369,0.6040848389630793,131
165,2023-07-15,7,0.6682250275490854,0.5525200188412623,0.7841726618705036,0.1632437657689786,0.0641330166270783,0.3111428118560786,0.7216652748276654,0.5253868471953579,0.8794642857142857,0.5828152527848003,0.5047438330170778,0.6743808363784003,1.7636847450300248,1.219298245614035,2.6553873552983083,0.3939775148927283,0.3168915774778967,0.4886972733628524,0.4641588004541137,0.3680170575692963,0.5775081840939726,136
