Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,cire_mean,cire_min,cire_max,ndre1_mean,ndre1_min,ndre1_max,ndre_mean,ndre_min,ndre_max,dia
149,2023-03-02,11,0.1746278291183244,0.1393880524526469,0.2271991365353481,-0.1968895765910107,-0.2881512217611802,-0.0786131136285616,1.496417862951772,1.1706408345752608,1.80958549222798,0.2862684848538817,0.2465818010372465,0.3440142412105029,0.1735381520088643,0.098875351452671,0.5575065847234417,0.037971498599385,0.0190597204574332,0.1600294985250737,0.1082934090558843,0.0228552500828088,0.1785070320952037,1
150,2023-03-07,11,0.162275087744628,0.1256952169076751,0.2275682704811443,-0.2321934185633555,-0.2977878615995462,-0.1243124312431243,1.6090838064888895,1.2839195979899498,1.8481421647819063,0.284932244938038,0.2386036960985626,0.3381483913328956,0.150176036065729,0.0754929577464789,0.4902120717781402,0.0309543121917806,0.0046979865771812,0.1538992408557626,0.0831345866684694,0.005050505050505,0.1582691167753408,6
151,2023-03-12,11,0.197653800742644,0.1401098901098901,0.2609457092819615,-0.1987832032736314,-0.2645930975713677,-0.1154150197628458,1.4985438267457831,1.2609472743521002,1.7195828505214368,0.2841182958469236,0.2391304347826087,0.3407821229050279,0.254129208446909,0.1720430107526882,0.5086614173228345,0.065312351820967,0.0346205059920106,0.1459314055144586,0.1160043107028687,0.0378833433553818,0.1796457689063818,11
152,2023-03-17,11,0.2541500724153663,0.18707015130674,0.3261802575107296,-0.1685442076894034,-0.2312532773990561,-0.0913748932536293,1.40723927740721,1.2011278195488722,1.601637107776262,0.348169922166337,0.2855993563958166,0.406030565881867,0.3262851999387751,0.1790613718411553,0.6109215017064846,0.0964479169166685,0.0381944444444444,0.1652719665271966,0.1593416705838134,0.0950669715779157,0.2206500956022944,16
153,2023-03-27,11,0.2729220580609338,0.1859527921704087,0.3585147247119078,-0.1422972639736779,-0.2059020791415157,-0.0651982378854625,1.3332054125501354,1.1394910461828465,1.5185810810810811,0.3109938556712305,0.2372372372372372,0.3747521480502313,0.3941603019529811,0.2478474784747848,0.6834692364714603,0.1243136795522202,0.0764542936288088,0.1967847573682643,0.1605205858739138,0.0903047091412742,0.2238622386223862,26
154,2023-04-21,11,0.4364313854075224,0.2799564270152505,0.5757575757575758,-0.0354164588994005,-0.1497829232995658,0.132654883056597,1.0762952756818154,0.7657629255989912,1.352340425531915,0.3856827988124335,0.2841530054644808,0.4774103400093153,0.8978249690896318,0.4857142857142857,1.6304347826086958,0.2459475848426031,0.148232901093313,0.3756143224900538,0.2936777006946441,0.1764705882352941,0.4079005770084332,51
155,2023-05-01,11,0.52775448908244,0.3149425287356321,0.6757263355201499,0.0164400049991534,-0.1470643056849953,0.1808066759388039,0.9726367976088148,0.6937573616018846,1.3448426573426573,0.4777993220728688,0.3395784543325527,0.5839048925468678,1.1498282382371616,0.5816814764183185,1.8743500866551128,0.2994494418953491,0.1741462037821055,0.4145104008117706,0.3682434781338572,0.219941348973607,0.4927472527472527,61
157,2023-05-16,11,0.6242364369879927,0.4450963956412406,0.7021534728541098,0.1565296121701225,0.0212340744441668,0.2521641999441497,0.7312338872718352,0.5972346119536128,0.9584148727984344,0.541470997846694,0.4206839719818706,0.5988603988603989,1.4569857504268884,0.8504577822990844,2.153764581124072,0.3609633507615361,0.2450076804915514,0.4577343300747556,0.4132808910188851,0.2737347617288511,0.4945406125166445,76
159,2023-06-05,11,0.6351603472240823,0.4487021013597033,0.7275329135661134,0.1394385614381603,-0.0206138341731562,0.3170483460559796,0.7592002462825724,0.51854714064915,1.0420954162768945,0.5387479459774304,0.4203539823008849,0.632,1.5730294726675582,0.8609090909090908,2.5553359683794468,0.3745402912131688,0.2339869281045751,0.4820880245649949,0.4277329817394742,0.2729676140118969,0.5650876538604999,96
161,2023-06-15,11,0.6020932135750205,0.4199229499174463,0.7016861219195849,0.1242428939333988,-0.0315710816364655,0.220364176885916,0.783557269771759,0.6388550548112059,1.0652006172839503,0.5191019648954506,0.376,0.6106194690265486,1.4416488827461678,0.7444816053511705,2.120612061206121,0.3506275056845473,0.2219620088472547,0.4319494088534506,0.4148932420433891,0.2662576687116564,0.5209830744261534,106
