parcela,temp
1,300.0911297790055
10,301.6518826519337
11,301.6518826519337
13,299.29206265193375
14,301.00173530386746
15,297.75504895027626
16,297.5473928729281
2,297.9658064088398
3,300.679485801105
4,300.0911297790055
5,299.9860197790056
6,297.0285566850829
7,301.9894841436464
8,297.0285566850829
9,297.0285566850829
