parcela,temp
1,297.3604916289593
10,298.62383226244344
11,298.62383226244344
13,296.9606289340102
14,297.9860947058823
15,296.1610043315508
16,296.30765316831685
2,296.27733042780744
3,297.71167158371037
4,297.5948675845411
5,297.3449145248868
6,296.4348840271493
7,299.2261164705883
8,296.4348840271493
9,296.4348840271493
