parcela,temp
1,293.1131239999999
10,292.90086866666667
11,293.09662
13,292.97845866666665
14,294.523214
15,295.0546413333334
16,293.823692
2,294.523214
3,299.683461
4,302.819483
5,300.01899333333336
6,301.9434493333334
7,292.09144200000003
8,299.8686183333333
9,301.9398060000001
