parcela,temp
1,300.2323999447514
10,301.399972320442
11,300.24986839779007
13,301.33877132596683
14,299.8676890055249
15,301.6359870165746
16,301.41582458563533
2,299.8676890055249
3,297.44748325966856
4,298.7687814917127
5,300.1225523756906
6,298.54411745856356
7,301.3543283977901
8,300.23705254143647
9,299.71385872928175
