parcela,temp
1,292.5804152
10,293.6458606
11,292.55220560000004
13,293.74532560000006
14,293.945634
15,294.4749834
16,296.0979618
2,293.945634
3,298.800173
4,302.70914459999995
5,300.86823459999994
6,302.1519302
7,293.67109220000003
8,300.92626300000006
9,302.03834040000004
