parcela,temp
1,300.2335953333333
10,295.23369566666673
11,295.23369566666673
13,301.8598053333334
14,297.21855866666664
15,303.69162299999994
16,303.61646600000006
2,303.63592233333344
3,296.75111933333335
4,300.2335953333333
5,300.72057866666665
6,303.13276966666666
7,292.46672266666667
8,303.13276966666666
9,303.13276966666666
