parcela,temp
1,301.2009186877828
10,300.73950583710405
11,301.27409963800903
13,300.65146864253387
14,301.19141081447964
15,300.0962234841629
16,299.21098167420814
2,301.19141081447964
3,299.6240930316742
4,296.9543667873303
5,297.3233215384615
6,296.6019585520362
7,300.8831060180995
8,297.5405121266968
9,297.07396529411767
