parcela,temp
1,300.8115538
10,296.7838296
11,296.7838296
13,302.5884374
14,299.2258702
15,303.000064
16,302.75872780000003
2,303.247395
3,298.70377540000004
4,300.8115538
5,301.261464
6,302.7407988
7,294.14706559999996
8,302.7407988
9,302.7407988
