Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,ndwi_mean,ndwi_min,ndwi_max,dia,ndmi_mean_pred_1,ndmi_mean_pred_2,ndmi_mean_pred_3,ndmi_mean_pred_4,ndmi_mean_pred_5,ndmi_mean_pred_6
136,2022-05-16,6,0.2364186103951326,0.0986842105263157,0.4222524668254508,-0.0604104884498317,-0.2589285714285714,0.1288343558282208,1.1409463245701994,0.7717391304347826,1.6987951807228916,0.2579127964545175,0.1415929203539823,0.4025974025974026,1.0325327714078187,-147.6923076923077,31.96808510638298,-0.2579127964545175,-0.4025974025974026,-0.1415929203539823,0,-0.11272208756833613,-0.23802378824291226,-0.21689285342028913,-0.1549147264227327,-0.1298305716437712,-0.0013994301012884673
137,2022-05-21,6,0.2039956619891208,0.1851851851851851,0.2482269503546099,-0.2003323329638124,-0.241251056635672,-0.121501272264631,1.5029394962778322,1.276611151339609,1.6359180035650625,0.2983337187082667,0.2698961937716263,0.3457127252867286,0.5622190429240793,0.4444662480376766,0.7111733582321818,-0.2983337187082667,-0.3457127252867286,-0.2698961937716263,5,-0.10678152088319066,-0.215852067611044,-0.1996102219577203,-0.1624824211947562,-0.15081785629368316,-0.07586553705634516
131,2022-05-26,6,0.1843784033920917,0.1442786069651741,0.2772630078403421,-0.1985582141233753,-0.2583792957148918,-0.0321361058601134,1.4999101175394447,1.06640625,1.696796338672769,0.2699340107036055,0.2390468870099923,0.3570617190458159,0.6116342780797162,0.3542757417102966,1.9496587030716723,-0.2699340107036055,-0.3570617190458159,-0.2390468870099923,10,-0.10084095419804522,-0.19418228157559828,-0.18245033148182105,-0.16637779058118515,-0.16516992971403624,-0.12993191241246813
134,2022-05-31,6,0.1507793061834149,-0.2214833759590792,0.4050632911392405,-0.1416071028103578,-0.5244915496992266,0.1534446764091858,1.3693230244837542,0.7339366515837104,3.206024096385542,0.1861568162623377,0.0082417582417582,0.3835946924004825,2.059207952635904,-44.078947368421055,430.0,-0.1861568162623377,-0.3835946924004825,-0.0082417582417582,15,-0.09490038751289975,-0.1730144301365751,-0.1654245881621524,-0.16688763204303844,-0.17353156948911463,-0.1665814734309683
132,2022-06-05,6,0.2202875196401295,0.1615839781520255,0.3462783171521035,-0.2180439414782518,-0.2651039947177286,-0.0988716771849302,1.559746824180062,1.2194397283531409,1.7214734950584007,0.3223053283607522,0.2810707456978967,0.4320137693631669,0.5264633981595753,0.3697916666666667,0.8582326764144945,-0.3223053283607522,-0.4320137693631669,-0.2810707456978967,20,-0.0889598208277543,-0.1523485132939745,-0.14854439816827553,-0.16429039083281796,-0.1765150467029532,-0.1885071353137943
130,2022-06-10,6,0.2309275762870618,0.1678097850937357,0.3565034228541338,-0.2161707532605212,-0.2634671890303623,-0.1052438577191052,1.553531417909023,1.2352459016393442,1.7154255319148937,0.3301236395819195,0.282,0.4439461883408072,0.5148779082110656,0.3594515181194907,0.8137334414706677,-0.3301236395819195,-0.4439461883408072,-0.282,25,-0.08301925414260884,-0.13218453104779646,-0.1318211676697515,-0.15885615999450833,-0.17470085378095226,-0.19812952442319276
129,2022-06-20,6,0.2430774973423009,0.182842287694974,0.3512511584800741,-0.0746445594716078,-0.1092577147623019,-0.0137279372437154,1.1620950546527704,1.0278380332610269,1.2453183520599251,0.2645104598222381,0.2252093433230498,0.3493752892179546,1.1526450924140998,0.791268758526603,1.8753246753246755,-0.2645104598222381,-0.3493752892179546,-0.2252093433230498,35,-0.07113812077231793,-0.09336237034470803,-0.09889120983700635,-0.14051534056697437,-0.15884690098755047,-0.18888820127744702
125,2022-06-25,6,0.362463153933948,0.2085790884718498,0.5774936061381074,-0.1702428785585432,-0.2685031530036508,0.0153791762418242,1.4191257560851014,0.9697075208913648,1.734119782214156,0.3848302164749567,0.2851445663010967,0.5214602861371485,1.1510846394066256,0.571890620405763,2.1972318339100347,-0.3848302164749567,-0.5214602861371485,-0.2851445663010967,40,-0.06519755408717247,-0.07470419188779766,-0.08270729484190739,-0.12810717702313357,-0.14581578324831262,-0.1736564692998302
126,2022-07-05,6,0.3810057779010622,0.2459189046866772,0.5317220543806647,-0.1267040069851907,-0.2256985109586749,-0.0039355992844364,1.295603361244938,1.0079022988505748,1.582973206568712,0.3899403860856654,0.3067331670822942,0.4875305623471883,1.3624498935405398,0.8136439267886855,2.3210657033190336,-0.3899403860856654,-0.4875305623471883,-0.3067331670822942,50,-0.05331642071688156,-0.03889363876324456,-0.05095862354206232,-0.09799876332488439,-0.11184927396143787,-0.12947723956448748
124,2022-07-10,6,0.3923228301696508,0.2333864965443912,0.5461215932914046,-0.1135865055328603,-0.2282758620689655,-0.0005381165919282,1.2622464818906285,1.0010768126346017,1.5915996425379804,0.4027650061527861,0.2992992992992993,0.514672110232202,1.109115931281116,0.5734987105489378,1.6371315004968532,-0.4027650061527861,-0.514672110232202,-0.2992992992992993,55,-0.047375854031736095,-0.021741264095601856,-0.03541667957643832,-0.08074682496475655,-0.09175150431776087,-0.10296638623721083
139,2022-07-20,6,0.446934330355178,0.2808988764044944,0.6070774862721171,-0.0607908609320151,-0.1708930540242557,0.0865402665665477,1.1350941990245609,0.8407049067035245,1.4122340425531914,0.433716427606016,0.334867663981588,0.5408911449520587,1.402625171942376,0.7625438462711607,2.1639843410178337,-0.433716427606016,-0.5408911449520587,-0.334867663981588,65,-0.035494720661445184,0.011057681450415907,-0.005054605861593009,-0.042905623144317236,-0.04721976977243128,-0.045951231023586114
145,2022-07-30,6,0.531320707959806,0.3378378378378378,0.6872475476053087,-0.0014358930426615,-0.1345838645055545,0.1418944215649569,1.00981905204278,0.7514754098360655,1.311026936026936,0.4906991560407954,0.365330321852061,0.6039495337356007,1.550988007999198,0.9351620947630924,2.234346318580461,-0.4906991560407954,-0.6039495337356007,-0.365330321852061,75,-0.023613587291154273,0.04184888861074342,0.024269007767641543,-0.0019280626533631773,0.0008692013326640907,0.011604325034169527
143,2022-08-09,6,0.6185476645175164,0.4163845633039946,0.7822410147991543,0.0536600741884944,-0.1189724152453148,0.2173285198555956,0.9053888177266868,0.6429418742586003,1.270076481835564,0.5427632077476167,0.4207317073170731,0.6650373038332904,1.82958442627771,1.1001788908765653,2.510068465565848,-0.5427632077476167,-0.6650373038332904,-0.4207317073170731,85,-0.011732453920863348,0.07063235738538076,0.05246291195477654,0.04072669767166947,0.050187145894750484,0.06565855670329424
142,2022-08-14,6,0.6321775716791258,0.4397932816537467,0.7694369973190348,0.1167313299154344,-0.0379834254143646,0.3175895765472312,0.7961563492591858,0.5179233621755254,1.0789662598707823,0.5428540620411331,0.4208955223880597,0.6458852867830424,2.619052528172378,1.4782004516241098,8.640406607369759,-0.5428540620411331,-0.6458852867830424,-0.4208955223880597,90,-0.005791887235717899,0.08427118987806555,0.06610770758365395,0.062263581547841576,0.07468085781070224,0.09055835059305362
144,2022-08-19,6,0.6461644738488612,0.4606619641888225,0.7557060446450966,0.1133878045227829,-0.0271451994898888,0.246398786959818,0.80123799087126,0.6046228710462287,1.0558052434456928,0.5574819563456154,0.4388027792624265,0.6528925619834711,2.355354674323039,1.562384983437615,3.090778097982709,-0.5574819563456154,-0.6528925619834711,-0.4388027792624265,95,0.0001486794494275634,0.09740808777432783,0.0794358573433232,0.08373313433061935,0.09877451375913382,0.11377560166158673
157,2022-09-13,6,0.7046529542127346,0.5629139072847682,0.8044354838709677,0.1839182876275998,0.0626641651031894,0.30466472303207,0.6918808399026757,0.5329608938547487,0.8820621468926554,0.608655958981509,0.5055821371610846,0.6862998921251349,2.4941839746489487,1.7817299919159255,3.112324492979719,-0.608655958981509,-0.6862998921251349,-0.5055821371610846,120,0.029851512875154862,0.1555635583093008,0.1409277021689085,0.18529491207373583,0.20724095717369273,0.20266940671932554
156,2022-09-23,6,0.7239931576259541,0.5856248298393684,0.8064516129032258,0.1940395390121456,0.067943288528816,0.3137873445908332,0.6778595939382522,0.522316384180791,0.8727586206896552,0.6234943558375885,0.5158771473191046,0.6955903271692745,2.688461098208841,2.0532646048109964,3.230354551109268,-0.6234943558375885,-0.6955903271692745,-0.5158771473191046,130,0.04173264624544576,0.17531220434833214,0.16290870308004707,0.2210230785050867,0.2426167152233849,0.22634549921327185
159,2022-10-13,6,0.7533263015598399,0.6085106382978723,0.8332501248127808,0.2453867071061718,0.1183285849952516,0.3533718689788054,0.6087141009275451,0.4777904328018223,0.7883831521739131,0.6648536231326314,0.5627906976744186,0.7320754716981132,2.476004254466766,1.8462549277266755,3.082658713250958,-0.6648536231326314,-0.7320754716981132,-0.5627906976744186,150,0.06549491298602758,0.20878628126932405,0.2018847128374721,0.28001055582589784,0.2961896236778836,0.2584958290178383
152,2022-11-27,6,0.796690320068552,0.630648330058939,0.8709187547456341,0.3239341016204484,0.161005734450816,0.4178910172958899,0.5128571643286968,0.4105456453305351,0.7226443768996961,0.696247894562903,0.6054158607350096,0.7517433751743375,2.066917402585553,1.4274322169059013,2.477678571428572,-0.696247894562903,-0.7517433751743375,-0.6054158607350096,195,0.1189600131523367,0.2547397804508364,0.2619377188789051,0.3370737946862879,0.3303667526537968,0.29311785455666595
148,2022-12-22,6,0.7740127740657251,0.6082345601996257,0.8346420323325635,0.3189239750329333,0.1630949695465824,0.4102609621871116,0.5191178484988557,0.4181772406847935,0.7195500387897595,0.6623444443198594,0.5738705738705738,0.7140381282495667,2.4935982334690205,1.6741071428571428,2.9840425531914896,-0.6623444443198594,-0.7140381282495667,-0.5738705738705738,220,0.148662846578064,0.26270179134355387,0.2763666478761946,0.3216016030580933,0.30655249944966023,0.30003454770185556
155,2022-12-27,6,0.7706768929818727,0.604355716878403,0.8363765710220535,0.3052997338931938,0.1362269015900301,0.408,0.5355552964234465,0.4204545454545454,0.7602118003025718,0.6695865185411443,0.5751613894866278,0.7266851338873499,1.9211799502571416,1.222167849278199,2.3602845115401365,-0.6695865185411443,-0.7266851338873499,-0.5751613894866278,225,0.15460341326320948,0.26278838973282975,0.27745843952050686,0.31492247672951323,0.29926577639929874,0.29969866266632295
154,2023-01-16,6,0.693572463210719,0.5536585365853659,0.7630424183325207,0.2562483226423966,0.0683870967741935,0.3666789260757631,0.596283903453037,0.4634015069967707,0.8719806763285024,0.6052266999892846,0.5308056872037915,0.669109947643979,1.916767128813031,1.2830957230142568,2.438986953184958,-0.6052266999892846,-0.669109947643979,-0.5308056872037915,245,0.17836568000379127,0.2581154373257073,0.2754654199285679,0.2785989931750407,0.264856390377326,0.2888468445555219
165,2023-02-05,6,0.6823106655502926,0.5193889541715628,0.7616279069767442,0.2427119023658764,0.0689434364994663,0.3544733861834654,0.6135688085621954,0.4765886287625418,0.8710063897763578,0.5969383234317895,0.5173237753882916,0.6498572787821123,1.8166191364374151,1.134788189987163,2.303703703703704,-0.5969383234317895,-0.6498572787821123,-0.5173237753882916,265,0.20212794674437312,0.24541153137582417,0.2627486063269949,0.23167996921550105,0.22664449753086124,0.2575447073863373
