Parcela,Fecha,dias,ndvi,gndvi,cire,ndre1,ndmi,msi,temp,dia_x,reconstruida_temp,ajustados_temp,srf,dia_y,reconstruida_srf,ajustados_srf,precip,precip_acum,et,dia,reconstruida_et,ajustados_et,et_acum,et_acum_ajustados,rh12,rh12_holtwin_predicts,kc,etc,etc_acum
7,2023-03-02,1.0,0.1860217789,0.282249063,-0.0571318425,0.0443010144,-0.2623100492999999,1.5826760136,299.33963,1157,299.849062497973,296.5488947083364,22779710.0,1157,22942886.588242188,18188944.961287823,0.0,0.0,6.0360613,1157,5.316644486519517,4.028100353024684,6.0360613,4.028100353024684,29.646215,47.40306439572154,0.38392504573499997,2.3173951106617636,2.3173951106617636
7,2023-03-03,2.0,0.1908617627,0.2852310337,-0.0358646472,0.0479524411,-0.2577637036,1.5740491253000002,297.9271,1158,299.22767660179073,296.62556714532457,23107984.0,1158,22746279.887381844,18280382.27263996,-0.0,0.0,5.7364874,1158,5.300555355521765,4.053856268574347,11.7725487,8.081956621599032,17.278551,32.692195474783475,0.389491027105,2.234310369400891,4.551705480062655
7,2023-03-04,3.0,0.1956822877,0.288201167,-0.0146899130999999,0.0515885701999999,-0.2532349761,1.565455413,296.38342,1159,298.512147963273,296.70300088116653,22931684.0,1159,22268164.247910857,18372294.827474777,0.0,0.0,4.668519,1159,5.192437801415719,4.079708637091073,16.441067699999998,12.161665258690103,25.869368,23.250261543717368,0.395034630855,1.8442266798045537,6.3959321598672085
7,2023-03-05,4.0,0.2004833539,0.2911594629,0.0063923597999999,0.0552094016999999,-0.2487238667999999,1.5568948767000002,297.89566,1160,297.93973416236634,296.78117269429515,22380832.0,1160,21699689.16296654,18464654.79995216,0.0,0.0,4.6198974,1160,5.029695889458054,4.105649715620804,21.060965099999997,16.26731497431091,42.13689,30.09428215067061,0.40055585698499996,1.8505269622397733,8.246459122106982
7,2023-03-06,5.0,0.2052649613,0.2941059214,0.0273821714999999,0.0588149356,-0.2442303756999999,1.5483675164,299.96432,1161,297.7433963926092,296.8600591418016,22373590.0,1161,21235215.89465549,18557434.22877965,0.01,0.01,4.8942738,1161,4.861203820707553,4.131671734640265,25.955238899999998,20.39898670895117,44.14928,29.41942174233001,0.406054705495,1.9873429064708945,10.233802028577877
7,2023-03-07,6.0,0.2100271099,0.2970405425,0.048279522,0.0624051719,-0.2397545028,1.5398733321,300.3171,1162,298.06344092455583,296.9396365664656,19234984.0,1162,20998141.60242929,18650605.025677543,0.1,0.11,4.690739,1162,4.730725969858522,4.15776690038396,30.6459779,24.55675360933513,46.54204,42.98263068999228,0.41153117638500003,1.9303853387849985,12.164187367362874
7,2023-03-08,7.0,0.2147697997,0.2999633262,0.0690844113,0.0659801106,-0.2352962481,1.5314123238,299.73196,1163,298.88020748964306,297.0198811038502,20367750.0,1163,20989634.92320451,18744138.98388235,0.17,0.28,4.8108845,1163,4.661597197104384,4.183927397178474,35.4568624,28.740681006513604,43.67976,50.645143988918704,0.41698526965500005,2.0060679705115603,14.170255337874435
7,2023-03-09,8.0,0.2194930307,0.3028742725,0.0897968393999999,0.0695397517,-0.2308556115999999,1.5229844915,299.76144,1164,299.9946369425858,297.1007686894582,20708194.0,1164,21080510.256780703,18838007.786686163,0.12,0.4,4.85615,1164,4.648144528602077,4.210145389783306,40.3130124,32.95082639629691,43.870472,40.869748504380446,0.42241698530500005,2.051320243188876,16.221575581063313
7,2023-03-10,9.0,0.2241968029,0.3057733814,0.1104168062999999,0.0730840952,-0.2264325932999999,1.5145898352,299.81152,1165,301.0687247276805,297.1822750659491,21846776.0,1165,21052474.892692044,18932183.016009435,0.05,0.45,4.6888413,1165,4.657335239673191,4.236413025737601,45.0018537,37.18723942203451,41.38523,41.26250572918943,0.42782632333500004,2.006009734080302,18.227585315143614
7,2023-03-11,10.0,0.2288811163,0.3086606529,0.1309443119999999,0.0766131411,-0.2220271931999999,1.5062283549000002,299.93274,1166,301.71786432497333,297.26437579041334,22849086.0,1166,20677774.34389912,19026636.16100424,0.01,0.46,5.077275,1166,4.640754315751032,4.262722437711977,50.0791287,41.44996185974649,43.403896,39.55929588481792,0.433213283745,2.199542975226395,20.427128290370007
