Parcela,Fecha,dias,ndvi,gndvi,cire,ndre1,ndmi,msi,temp,dia_x,reconstruida_temp,ajustados_temp,srf,dia_y,reconstruida_srf,ajustados_srf,precip,precip_acum,et,dia,reconstruida_et,ajustados_et,et_acum,et_acum_ajustados,rh12,rh12_holtwin_predicts,kc,etc,etc_acum
11,2023-03-12,11.0,0.2270259291,0.2996038355,0.1072796945,0.0748576129,-0.1923720846,1.4372236602,302.01147,1167,301.62865274631315,297.34704624170274,22529176.0,1167,19811684.192674074,19121338.6266858,0.02,0.48,4.9784517,1167,4.553342048556425,4.289065745864861,55.0575804,45.73902760561135,40.074722,43.504379865726975,0.431079818465,2.1461100550727705,21.996246253057805
11,2023-03-13,12.0,0.2322732501,0.303015525,0.1325283447999999,0.0789345328,-0.1875730101,1.4284874372999998,299.36703,1168,300.665311064872,297.43026162781393,17293772.0,1168,18465661.32721824,19216261.74258928,3.69,4.17,3.9884474,1168,4.372641143239922,4.315435060202568,59.0460278,50.05446266581392,46.658314,44.81870208628609,0.437114237615,1.743407144518529,23.739653397576333
11,2023-03-14,13.0,0.2374967805,0.3064115441,0.1576523623,0.0829921153,-0.1827950871999999,1.4197891902,295.87537,1169,298.9293657311361,297.5139969933233,7010029.5,1169,16833143.9182932,19311376.77144969,4.49,8.66,2.0603673,1169,4.111634135878769,4.341822482942373,61.1063951,54.39628514875629,71.57323,49.9053534583337,0.44312129757499996,0.9129926314570991,24.652646029033434
11,2023-03-15,14.0,0.2426965203,0.3097918928,0.182651747,0.0870303604,-0.1780383159,1.4111289189,297.55966,1170,296.7505920306173,297.5982272268709,10891681.0,1170,15254251.716917738,19406654.91790184,0.98,9.64,3.1103513,1170,3.819977174037682,4.368220110877973,64.2167464,58.76450525963426,47.413822,54.44754211257618,0.44910099834499995,1.3968618740336685,26.049507903067102
11,2023-03-16,15.0,0.2478724695,0.3131565711,0.2075264989,0.0910492681,-0.1733026962,1.4025066234,300.70798,1171,294.6083705573683,297.682927068691,22070034.0,1171,14125701.738764102,19502067.337197885,0.19,9.83,5.282575,1171,3.572116883071789,4.394620037746533,69.4993214,63.1591252973808,44.48353,49.264935253960985,0.45505333992499997,2.4038533971543066,28.45336130022141
11,2023-03-17,16.0,0.2530246281,0.316505579,0.232276618,0.0950488383999999,-0.1685882281,1.3939223037,296.9136,1172,293.0047626178257,297.76807111818727,23639650.0,1172,13781560.401804248,19597585.143939853,0.07,9.9,5.026175,1172,3.445256805561645,4.421014356596693,74.5254964,67.58013965397748,34.420662,44.39267310307129,0.460978322315,2.3169577191615955,30.770319019383006
11,2023-03-18,17.0,0.2581529961,0.3198389165,0.2569021043,0.0990290713,-0.1638949116,1.3853759598,292.1401,1173,292.3265052400997,297.8536338415501,19231162.0,1173,14382314.807653682,19693179.420824543,0.01,9.91,4.8629384,1173,3.4939067735484515,4.447395162156711,79.3884348,72.02753481613419,31.729145,33.01666416781843,0.466875945515,2.270388963481201,33.040707982864205
11,2023-03-19,18.0,0.2632575735,0.3231565836,0.2814029578,0.1029899668,-0.1592227466999999,1.3768675917,286.40894,1174,292.73744595425546,297.93958957941413,5640073.5,1174,15849651.122457318,19788821.227398008,1.22,11.13,1.9329151,1174,3.729444319810247,4.473754553202174,81.3213499,76.50128936933636,56.28697,40.02614226531824,0.472746209525,0.9137782868586364,33.95448626972284
11,2023-03-20,19.0,0.2683383603,0.3264585803,0.3057791785000001,0.1069315249,-0.1545717334,1.3683971994,290.36356,1175,294.1341100485193,298.0259125545528,10961536.0,1175,17871607.12886766,19884481.60881697,1.22,12.35,2.3820229,1175,4.1120218716615975,4.500084634922447,83.7033728,81.0013740042588,66.67102,61.44803983424203,0.47858911434500007,1.1400102300605086,35.094496499783354
11,2023-03-21,20.0,0.2733953565,0.3297449066,0.3300307664,0.1108537455999999,-0.1499418717,1.3599647829,297.37595,1176,296.17783954034206,298.1125768796092,24434128.0,1176,19981015.74155484,19980131.604614817,0.04,12.39,5.1438413,1176,4.558472616951972,4.526377521285248,88.8472141,85.52775152554406,39.688908,54.36940118145567,0.48440465997500004,2.491700695891862,37.58619719567522
11,2023-03-22,21.0,0.2784285621,0.3330155625,0.3541577215000001,0.1147566288999999,-0.1453331615999999,1.3515703422,299.93808,1177,298.3933968042291,298.19955656485894,21048696.0,1177,21686219.27667638,20075742.25746909,0.65,13.04,4.9726596,1177,4.964711905388147,4.552625337398534,93.8198737,90.0803768629426,47.973644,41.21912978706126,0.49019284641499994,2.437562163576875,40.0237593592521
11,2023-03-23,22.0,0.2834379771,0.336270548,0.3781600437999999,0.1186401747999999,-0.1407456031,1.3432138773,300.68494,1178,300.30361826797264,298.2868255260046,19537694.0,1178,22614822.830446403,20171284.62196813,0.43,13.47,4.9226933,1178,5.236177913829343,4.578820221869095,98.74256700000001,94.6591970848117,50.714993,38.45095522021386,0.495953673665,2.441427826461082,42.46518718571318
11,2023-03-24,23.0,0.2884236015,0.3395098631,0.4020377333,0.1225043832999999,-0.1361791962,1.3348953882,302.82275,1179,301.5590939284307,298.3743575919977,24472974.0,1179,22625118.1998413,20266729.773374014,0.14,13.61,5.721313,1179,5.316800695251534,4.604954329157114,104.46388,99.2641514139688,38.84117,42.36655529766691,0.501687141725,2.870309165884085,45.335496351597264
11,2023-03-25,24.0,0.2933854353,0.3427335078,0.4257907899999999,0.1263492544,-0.1316339408999999,1.3266148749,302.389,1180,302.0242204378692,298.4621265128877,23822196.0,1180,21848325.28091974,20362048.81637941,0.02,13.63,5.6296296,1180,5.2069643355564095,4.631019831925921,110.0935096,103.89517124589472,39.81113,44.1096899280918,0.507393250595,2.8564360623898297,48.1919324139871
11,2023-03-26,25.0,0.2983234785,0.3459414821,0.4494192139000001,0.1301747881,-0.1271098372,1.3183723374,302.86246,1181,301.7953977870752,298.55010596769347,24179512.0,1181,20645757.57907177,20457212.893855337,0.0,13.63,5.443256,1181,4.964087908883787,4.657008923386356,115.53676560000001,108.55218016928109,42.220898,38.75049539656206,0.513072000275,2.792782243928895,50.984714657915994
11,2023-03-27,26.0,0.3032377311,0.349133786,0.472923005,0.1339809844,-0.1226068851,1.3101677757,302.37827,1182,301.1488212058278,298.6382695722971,23538746.0,1182,19491991.030175205,20552193.19558751,0.0,13.63,5.1545553,1182,4.684881441434454,4.682913819634942,120.69132090000001,113.23509398891603,44.350094,44.64477043493344,0.518723390765,2.673788403101702,53.6585030610177
11,2023-03-28,27.0,0.3081281931,0.3523104195,0.4963021633,0.1377678433,-0.1181250845999999,1.3020011898,300.2176,1183,300.4372248765071,298.72659088735594,16285398.0,1183,18819447.83170657,20646960.96699831,2.32,15.95,4.392378,1183,4.474314555512249,4.708726761985236,125.0836989,117.94382075090128,43.42702,49.0887013737531,0.524347422065,2.30313208103502,55.961635142052714
11,2023-03-29,28.0,0.3129948645,0.3554713826,0.5195566888,0.1415353648,-0.1136644357,1.2938725797,295.70737,1184,299.97010244957704,298.8150434262318,12792574.0,1184,18873432.927538365,20741487.51785214,0.36,16.310000000000002,2.9890363,1184,4.410897835084306,4.734440019291577,128.0727352,122.67826077019284,49.03915,52.59148053322088,0.529944094175,1.5840221344596934,57.54565727651241
11,2023-03-30,29.0,0.3178377453,0.3586166753,0.5426865814999999,0.1452835489,-0.1092249384,1.2857819454,298.66306,1185,299.9157275297101,298.9036006629338,17669746.0,1185,19624792.87949856,20835744.23094113,0.05,16.360000000000003,4.4843683,1185,4.519453978374775,4.7600458902646325,132.5571035,127.43830666045749,48.779243,43.73185189149474,0.535513407095,2.401439347001813,59.94709662351422
11,2023-03-31,30.0,0.3226568355,0.3617462976,0.5656918414000001,0.1490123955999999,-0.1048065926999999,1.2777292869,301.6081,1186,300.25485977286223,298.9922360400732,23866414.0,1186,20770168.770728525,20929702.570748743,0.0,16.360000000000003,5.2566113,1186,4.760523785761954,4.785536705777976,137.8137148,132.22384336623546,42.695377,46.14274746783904,0.541055360825,2.8441177236382726,62.79121434715249
11,2023-04-01,31.0,0.3274521351,0.3648602495,0.5885724685,0.1527219048999999,-0.1004093986,1.2697146041999998,301.07343,1187,300.79843069256657,299.0809229768278,19075598.0,1187,21822469.49990044,21023334.092088744,0.08,16.44,4.2584414,1187,5.0404659196878105,4.810904831165064,142.07215620000002,137.03474819740052,44.17547,50.06899377128883,0.546569955365,2.327536125922468,65.11875047307495
11,2023-04-02,32.0,0.3322236441,0.367958531,0.6113284628,0.1564120768,-0.0960333561,1.2617378973,301.60742,1188,301.26067669687706,299.1696348769133,21426988.0,1188,22265310.261369947,21116610.44871676,0.21,16.650000000000002,5.3726244,1188,5.239748716035956,4.836142668505833,147.44478060000003,141.87089086590635,45.029343,46.80278464991096,0.5520571907149999,2.9659959330308623,68.08474640610582
11,2023-04-03,33.0,0.3369713625,0.3710411421,0.6339598243,0.1600829113,-0.0916784651999999,1.2537991662,302.13135,1189,301.3618821012893,299.2583451365589,24797014.0,1189,21724029.225488424,21209503.401911896,0.0,16.650000000000002,5.76782,1189,5.251000551792715,4.861242658902352,153.21260060000003,146.7321335248087,43.987236,45.68470019737693,0.5575170668749999,3.215658088662962,71.30040449476878
11,2023-04-04,34.0,0.3416952903,0.3741080828,0.656466553,0.1637344084,-0.0873447259,1.2458984109,302.42355,1190,300.92649848649233,299.34702715248613,23640346.0,1190,20099454.21663776,21301984.829025723,0.21,16.860000000000003,5.5294867,1190,5.015024206634577,4.886197284742748,158.74208730000004,151.61833080955142,48.851894,41.98260756972687,0.562949583845,3.1128222366414624,74.41322673141025
11,2023-04-05,35.0,0.3463954274999999,0.3771593531,0.6788486489000001,0.1673665680999999,-0.0830321382,1.2380356313999998,302.7255,1191,299.9452468101424,299.4356543298862,22641354.0,1191,17621142.934248768,21394026.73199633,0.58,17.44,5.6010156,1191,4.543327351192533,4.910999071952802,164.34310290000005,156.52932988150422,48.608997,44.02397646647736,0.5683547416249999,3.183363774175594,77.59659050558584
11,2023-04-06,36.0,0.3510717741,0.380194953,0.7011061120000002,0.1709793904,-0.0787407020999999,1.2302108277,296.85306,1192,298.5825194617444,299.52420009039594,11570973.0,1192,14801227.56932405,21485601.24582444,1.78,19.22,3.5594418,1192,3.9197230517671935,4.935640592234455,167.90254470000005,161.46497047373867,49.66398,47.53234402356081,0.573732540215,2.042167585661452,79.63875809124728
11,2023-04-07,37.0,0.3557243301,0.3832148825,0.7232389423000001,0.1745728752999999,-0.0744704176,1.2224239998,293.20914,1193,297.1285085242919,299.6126378800683,7730074.5,1193,12300647.18492666,21576680.647009343,9.42,28.64,2.0861475,1193,3.279973000575218,4.960114465290641,169.98869220000006,166.42508493902932,69.8432,51.76627659564444,0.579082979615,1.2080525102163833,80.84681060146366
11,2023-04-08,38.0,0.3603530955,0.3862191416,0.7452471398000002,0.1781470228,-0.0702212847,1.2146751477,294.43936,1194,295.9129850557804,299.7009411773354,8845539.0,1194,10746794.33143431,21667237.36194197,0.29,28.93,2.3747594,1194,2.7752541562218336,4.984413361035756,172.36345160000005,171.40949830006508,62.226727,59.05910277126278,0.5844060598249999,1.387823783986381,82.23463438545004
11,2023-04-09,39.0,0.3649580703,0.3892077303,0.7671307045,0.1817018328999999,-0.0659933033999999,1.2069642714,295.78098,1195,295.2089990443574,299.7890835009624,8221350.5,1195,10556837.52005886,21757243.97525265,0.8,29.73,2.1005318,1195,2.530265621211411,5.008530001791034,174.46398340000005,176.4180283018561,63.29022,64.36707340903648,0.589701780845,1.2386873431815535,83.47332172863159
11,2023-04-10,40.0,0.3695392545,0.3921806486,0.7888896364000002,0.1852373055999999,-0.0617864737,1.1992913709,297.29373,1196,295.15664622592413,299.8770384179887,12480395.0,1196,11819425.430595482,21846673.23811089,16.56,46.29,2.898305,1196,2.6084638531610578,5.03245716446428,177.36228840000004,181.4504854663204,61.720985,59.77941856748785,0.594970142675,1.724404939365666,85.19772666799726
11,2023-04-11,41.0,0.3740966481,0.3951378965,0.8105239355,0.1887534408999999,-0.0576007956,1.1916564462,296.1023,1197,295.7293305713119,299.9647795516549,16090925.0,1197,14269683.922551254,21935498.076474648,6.36,52.65,3.4023755,1197,2.994709045136409,5.056187682713222,180.76466390000004,186.5066731490336,53.253574,58.9613461134129,0.600211145315,2.0421436956466956,87.23987036364396
11,2023-04-12,42.0,0.3786302511,0.398079474,0.8320336018000001,0.1922502388,-0.0534362690999999,1.1840594972999998,297.15033,1198,296.7505858499921,300.0522805893131,19887576.0,1198,17364059.467848834,22023691.599286973,0.0,52.65,3.8645015,1198,3.6002507893229394,5.079714449091899,184.62916540000003,191.58638759812555,43.775135,51.82527056564946,0.6054247887649999,2.3396650043195253,89.57953536796349
11,2023-04-13,43.0,0.3831400635,0.4010053811,0.8534186353000002,0.1957276993,-0.0492928941999999,1.1765005242,297.73572,1199,297.9534187363504,300.1395152903177,23504236.0,1199,20431584.555611186,22111227.10661696,0.04,52.69,5.052735,1199,4.288195094072975,5.103030417179357,189.68190040000005,196.68941801530488,42.188892,48.53813007446265,0.610611073025,3.085255940060973,92.66479130802446
11,2023-04-14,44.0,0.3876260853,0.4039156178,0.8746790360000001,0.1991858224,-0.0451706708999999,1.1689795268999998,300.04562,1200,299.0614952151897,300.22645749389466,23556002.0,1200,22855861.567767706,22198078.097743,0.11,52.8,4.946136,1200,4.911520002976493,5.1261286036901215,194.62803640000004,201.815546618995,45.09806,48.4738760495907,0.615769998095,3.045682155297611,95.71047346332207
11,2023-04-15,45.0,0.3920883165,0.4068101841,0.8958148039000002,0.2026246081,-0.0410695991999999,1.1614965054,301.05334,1201,299.86610649368777,300.3130811269867,23897976.0,1201,24234211.097973928,22284218.27917558,0.22,53.02,5.07183,1201,5.352215470127757,5.1490020905657214,199.69986640000005,206.96454870956072,36.894222,55.37389450359638,0.620901563975,3.1491071792153242,98.8595806425374
11,2023-04-16,46.0,0.3965267571,0.40968908,0.916825939,0.2060440563999999,-0.0369896791,1.1540514597,298.76297,1202,300.2759767026311,300.3993602120726,22996262.0,1202,24469063.11650023,22369621.572617617,1.04,54.06,5.840329,1202,5.550223165103296,5.171644027046718,205.54019540000004,212.13619273660743,30.900938,44.86444945748063,0.626005770665,3.6560796565821483,102.51566029911955
11,2023-04-17,47.0,0.4009414071,0.4125523055,0.9377124413000002,0.2094441673,-0.0329309106,1.1466443898,297.1573,1203,300.32707816886006,300.4852688749576,15033086.0,1203,23768620.8190832,22454262.12285932,1.62,55.67999999999999,3.7229044,1203,5.51438917202743,5.194047631724519,209.26309980000005,217.33024036833197,54.116142,40.8158279887224,0.631082618165,2.3494602559299986,104.86512055504954
11,2023-04-18,48.0,0.4053322665,0.4153998606,0.9584743108,0.2128249408,-0.0288932936999999,1.1392752957,300.00198,1204,300.153039807008,300.5707813525326,25730138.0,1204,22561857.149709035,22538114.30560572,0.22,55.89999999999999,5.5667715,1204,5.313385522790971,5.216206194572474,214.82987130000004,222.5464465629044,40.445427,44.732265156916455,0.636132106475,3.5412020805599953,108.40632263560954
11,2023-04-19,49.0,0.4096993353,0.4182317453,0.9791115475,0.2161863768999999,-0.0248768283999999,1.1319441774,300.41437,1205,299.92899133835004,300.65587200050027,20859134.0,1205,21358114.614567205,22621152.73523419,1.24,57.13999999999999,4.90938,1205,5.050627633532573,5.238113078955582,219.73925130000003,227.78455964186,44.71494,40.31931104350009,0.641154235595,3.1476697811453804,111.55399241675492
11,2023-04-20,50.0,0.4140426135,0.4210479596,0.9996241514000002,0.2195284756,-0.0208815147,1.1246510348999998,301.6455,1206,299.8089739677896,300.7405153010656,23769332.0,1206,20596292.929088693,22703352.27247984,0.47,57.60999999999999,5.419228,1206,4.831715655844138,5.259761723618178,225.15847930000004,233.04432136547817,43.49135,38.75039537199115,0.646149005525,3.501628782913235,115.05562119966815
11,2023-04-21,51.0,0.4183621011,0.4238485035,1.0200121225,0.2228512369,-0.0169073525999999,1.1173958682,301.47266,1207,299.8774082992834,300.82468587058827,23438308.0,1207,20528764.817290705,22784688.032046173,1.4,59.00999999999999,5.3039637,1207,4.734547049473909,5.281145644649096,230.46244300000004,238.32546701012728,43.892387,46.4229451075212,0.6511164162649999,3.453497836343649,118.5091190360118
11,2023-04-22,52.0,0.4226577981,0.426633377,1.0402754608000002,0.2261546608,-0.0129543420999999,1.1101786773,299.50427,1208,300.12893333173685,300.90835846719534,21791136.0,1208,21171462.06345547,22865135.3901389,1.65,60.65999999999999,4.9802685,1208,4.790652734294091,5.30225843742363,235.44271150000003,243.6277254475509,42.779327,46.979428763268494,0.6560564678149999,3.2673373608803082,121.7764563968921
11,2023-04-23,53.0,0.4269297045,0.4294025801,1.0604141663,0.2294387472999999,-0.0090224832,1.1029994622,302.13742,1209,300.4806658952919,300.9915079983506,23617932.0,1209,22329065.48451775,22944669.991920702,0.32,60.97999999999999,5.943089,1209,4.982203033849466,5.323093778521779,241.38580050000002,248.95081922607267,37.934547,43.13618138791932,0.660969160175,3.92819854517528,125.70465494206738
11,2023-04-24,54.0,0.4311778203,0.4321561128,1.0804282390000002,0.2327034964,-0.0051117758999999,1.0958582229,298.05008,1210,300.8101534661922,301.07410952837955,17566314.0,1210,23680490.167868968,23023267.7588844,0.33,61.30999999999999,3.8245118,1210,5.253968846421079,5.343645427622125,245.21031230000003,254.2944646536948,40.366875,36.737471094516906,0.665854493345,2.5465683668809738,128.25122330894834
11,2023-04-25,55.0,0.4354021455,0.4348939751,1.1003176789000002,0.2359489081,-0.0012222201999999,1.0887549594,299.38065,1211,301.0044791530214,301.1561382859476,26706154.0,1211,24892441.61530739,23100904.89614256,0.0,61.30999999999999,5.6054606,1211,5.535005883678032,5.3639072293708745,250.8157729,259.6583718830657,43.726658,37.1514565377725,0.670712467325,3.759652309519075,132.01087561846742
11,2023-04-26,56.0,0.4396026801,0.437616167,1.120082486,0.2391749823999999,0.0026461838999999,1.0816896717,301.28696,1212,301.00339499676585,301.2375696714887,25234060.0,1212,25722844.00486832,23177557.899631217,0.02,61.32999999999999,5.491792,1212,5.762332161593233,5.38387311522541,256.3075649,265.0422449982911,39.92692,48.274618779327895,0.675543082115,3.7099420940145005,135.72081771248193
11,2023-04-27,57.0,0.4437794241,0.4403226885,1.1397226603,0.2423817193,0.0064934364,1.0746623598,301.69016,1213,300.8224400838724,301.31837926458235,24425076.0,1213,26082553.7456,23253203.563225582,1.7,63.03,5.2424,1213,5.899022535675727,5.403537105271881,261.54996489999996,270.445782103563,41.866844,42.6222204335095,0.680346337715,3.566647640837116,139.28746535331905
11,2023-04-28,58.0,0.4479323775,0.4430135396,1.1592382018,0.2455691187999999,0.0103195372999999,1.0676730236999998,302.64743,1214,300.549342825589,301.3985428312771,26239746.0,1214,26039987.05504,23327818.98576549,0.15,63.17999999999999,5.992865,1214,5.941680677319965,5.4228933100162,267.54282989999996,275.8686754135792,36.018097,39.19345889449874,0.685122234125,4.105845057609518,143.39331041092856
11,2023-04-29,59.0,0.4520615403,0.4456887203,1.1786291105000002,0.2487371809,0.0141244866,1.0607216633999998,299.559,1215,300.3159708128979,301.4780363313581,25521998.0,1215,25773196.119101938,23401381.57798858,0.12,63.29999999999999,6.607999,1215,5.916151725706668,5.4419359321480005,274.15082889999996,281.3106113457272,20.18562,33.207852207783034,0.689870771345,4.558665367176989,147.95197577810555
11,2023-04-30,60.0,0.4561669125,0.4483482306,1.1978953864000002,0.2518859055999999,0.0179082843,1.0538082789,299.37695,1216,300.2557333742112,301.5568359255564,28021966.0,1216,25490777.40153744,23473869.069368973,-0.0,63.29999999999999,6.0402713,1216,5.864229957976815,5.460659268276965,280.19110019999994,286.7712706140041,26.01952,28.01176901000023,0.694591949375,4.195523817020866,152.14749959512642
11,2023-05-01,61.0,0.4602484940999999,0.4509920705,1.2170370295,0.2550152928999999,0.0216709304,1.0469328702,299.62842,1217,300.46037084239373,301.6349179826982,28052260.0,1217,25351469.156348765,23545259.514859594,-0.0,63.29999999999999,6.565035,1217,5.826735470522936,5.479057710641039,286.75613519999996,292.2503283246452,22.381327,32.90078724502671,0.6992857682149999,4.590835543333362,156.73833513845977
11,2023-05-02,62.0,0.4643062851,0.45362024,1.2360540398000002,0.2581253428,0.0254124248999999,1.0400954373,301.77634,1218,300.94950789218933,301.7122590867915,27243892.0,1218,25410174.594572272,23615531.301535804,0.55,63.84999999999999,6.188908,1218,5.828945983665236,5.497125748785974,292.9450432,297.7474540734312,35.680103,26.64946701226331,0.703952227865,4.356695574651521,161.0950307131113
11,2023-05-03,63.0,0.4683402855,0.4562327391,1.2549464173,0.2612160553,0.0291327678,1.0332959802,302.0475,1219,301.6617395356067,301.78883604404854,20150956.0,1219,25606870.000006616,23684663.15513859,0.21,64.05999999999999,4.7118483,1219,5.872962905589631,5.514857971215752,297.6568915,303.2623120446469,42.735367,26.89767146124372,0.708591328325,3.338774845762893,164.43380555887418
11,2023-05-04,64.0,0.4723504953,0.4588295678,1.273714162,0.2642874304,0.0328319591,1.0265344988999998,302.5314,1220,302.4690933300642,301.86462588984097,24710118.0,1220,25798827.685206234,23752634.146515124,0.08,64.13999999999999,5.5669794,1220,5.938821148049269,5.532249067013378,303.22387089999995,308.79456111166024,38.110928,33.35669586702893,0.713203069595,3.9703867964521313,168.4041923553263
11,2023-05-05,65.0,0.4763369145,0.4614107261,1.2923572739000002,0.2673394681,0.0365099987999999,1.0198109934,303.65067,1221,303.2097569543819,301.9396058955871,25632068.0,1221,25821530.58923947,23819423.697955,0.02,64.15999999999998,5.856757,1221,5.993068455587393,5.549293827431509,309.08062789999997,314.3438549390917,38.73302,41.040707088626014,0.717787451675,4.203906682109718,172.60809903743603
11,2023-05-06,66.0,0.4802995431,0.463976214,1.310875753,0.2703721684,0.0401668869,1.0131254636999998,303.77042,1222,303.72905624847107,302.0137535755677,26709816.0,1222,25554632.74340183,23885011.58941993,0.0,64.15999999999998,6.315135,1222,6.001197660904149,5.565987147452527,315.39576289999997,319.90984208654424,40.150654,40.381430443427824,0.722344474565,4.561702873382041,177.16980191081808
11,2023-05-07,67.0,0.4842383811,0.4665260315,1.3292695993,0.2733855313,0.0438026233999999,1.0064779098,303.0738,1223,303.91707279793417,302.0870466936694,25141642.0,1223,24969041.05470273,23949377.9646652,1.4,65.55999999999999,6.0140986,1223,5.939421245209608,5.582324027317516,321.4098615,325.49216611386174,38.817253,39.87174573669184,0.726874138265,4.371492737315743,181.54129464813383
11,2023-05-08,68.0,0.4881534285,0.4690601786,1.3475388128,0.2763795568,0.0474172082999999,0.9998683317,302.65875,1224,303.73314385394895,302.1594632700529,23535626.0,1224,24139240.62438492,24012503.337251022,2.79,68.35,5.71135,1224,5.801983346259062,5.598299574023737,327.12121149999996,331.09046568788546,40.269615,39.02886138351226,0.731376442775,4.177146846442997,185.71844149457684
11,2023-05-09,69.0,0.4920446853,0.4715786553,1.3656833935,0.2793542449,0.0510106416,0.9932967294,302.669,1225,303.2118986915333,302.23098158774474,23503116.0,1225,23218116.88586231,24074368.59644191,0.22,68.57,5.474142,1225,5.602106152191999,5.613909002790091,332.59535349999993,336.70437469067554,43.43313,37.33691386343044,0.7358513880950001,4.028154989329139,189.746596483906
11,2023-05-10,70.0,0.4959121515,0.4740814616,1.3837033414000002,0.2823095956,0.0545829233,0.9867631029,303.62625,1226,302.45091666157555,302.3015801991497,24656326.0,1226,22384928.77207508,24134955.012992308,0.02,68.58999999999999,5.9805284,1226,5.366996403633346,5.629147638490212,338.57588189999996,342.33352232916576,40.73645,40.61609202153094,0.740298974225,4.427379039843481,194.17397552374948
