Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,ndwi_mean,ndwi_min,ndwi_max,cire_mean,cire_min,cire_max,ndre1_mean,ndre1_min,ndre1_max,dia,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
140,2023-03-02,10,0.1724418081794406,0.1289817232375979,0.2441368704344483,-0.2051471334092046,-0.3203997648442093,-0.0656883298392732,1.525355262761078,1.1406133133881824,1.942906574394464,0.2786930120419303,0.2345679012345679,0.3333333333333333,0.4936390311092431,0.2748741773132017,0.9012715033657442,-0.2786930120419303,-0.3333333333333333,-0.2345679012345679,0.1754548669579703,0.0982490272373541,0.4298150163220893,0.0370994798394244,0.0150870406189555,0.1154684095860566,1,1.1621652488830798,1.5248694142931003,1.6164992560464,1.6550802981723842,1.6656807236817566,0.1194738544270005
141,2023-03-07,10,0.1648359542283125,0.1279373368146214,0.2338983050847457,-0.2487428174977591,-0.3575865128660159,-0.134020618556701,1.6703215341413866,1.3095238095238095,2.113259668508287,0.2827112519782244,0.2343129467831612,0.3556797020484171,0.3536072894660377,0.2413446343916103,0.5191508998615597,-0.2827112519782244,-0.3556797020484171,-0.2343129467831612,0.1574002373497758,0.0733056708160442,0.5119170984455959,0.0336536338053961,0.0065992080950285,0.1306306306306306,6,1.1518961364100833,1.4825949198956299,1.5533101963092177,1.5765848235117568,1.5811083939843786,0.5977124075686634
142,2023-03-12,10,0.2021107659012305,0.1526929483620211,0.2788521522145976,-0.2127844498090705,-0.3083816552451239,-0.1182795698924731,1.5452126568705056,1.2682926829268293,1.891768292682927,0.2825013555702532,0.2381771281169389,0.3461012311901504,0.6498778529305157,0.3582595101615424,1.1145510835913313,-0.2825013555702532,-0.3461012311901504,-0.2381771281169389,0.2601751850720974,0.1594110115236875,0.7531219980787704,0.067838978998323,0.0176100628930817,0.1832091016084739,11,1.141627023937087,1.4411858249849447,1.4925347368930928,1.5025441754094306,1.50221793333226,0.9629552449424248
143,2023-03-17,10,0.2615941921144156,0.1936433195997645,0.3919753086419753,-0.1850798770148258,-0.2713431212615552,-0.1002878016382554,1.4577298812014945,1.2229330708661417,1.7447761194029852,0.3569330807560134,0.3082191780821918,0.4308943089430894,0.5653564925652621,0.36281429201588,0.9702062643239112,-0.3569330807560134,-0.4308943089430894,-0.3082191780821918,0.3382150142077041,0.2157960199004975,0.5736040609137056,0.1000512256653676,0.055045871559633,0.200487012987013,16,1.1313579114640906,1.400642129561045,1.4341299515597439,1.432778082732296,1.4286917605926337,1.231384107228685
144,2023-03-27,10,0.2950180866807506,0.2237960339943343,0.4449938195302843,-0.1501724128245814,-0.2470703125,-0.0499796830556684,1.3561933368968488,1.1052181351582548,1.6562905317769132,0.3327045557618836,0.2786885245901639,0.4273504273504273,0.9154740171677244,0.5400493314293132,1.7171280276816607,-0.3327045557618836,-0.4273504273504273,-0.2786885245901639,0.4404411110021909,0.3091976516634052,0.6883384932920538,0.1371744551225227,0.0871794871794871,0.2097678142514011,26,1.1108196865180977,1.322150937173601,1.3242606981882512,1.3053680443924967,1.2965243570364826,1.535081909567779
145,2023-04-21,10,0.4449667412556921,0.1572519083969465,0.5839057899901865,0.0138480660183792,-0.1307537135521731,0.2723112128146453,0.9833195013379592,0.5719424460431655,1.30084388185654,0.382546806861482,0.1490651844365841,0.5056390977443609,inf,-1335.0,inf,-0.382546806861482,-0.5056390977443609,-0.1490651844365841,0.9323778879518184,0.2421392098898145,1.475322703113136,0.254136219969096,0.0759870871616588,0.3472118959107806,51,1.0594741241531158,1.141067447223734,1.0880695245284306,1.049781952112451,1.040102013161906,1.4635520284666785
146,2023-05-01,10,0.5515689648654262,0.4201729106628242,0.7187356848373797,0.0343536295848809,-0.0981474182104848,0.2023714148373658,0.938324016259988,0.6633795309168443,1.2176573426573427,0.4961945241675878,0.4053137365743358,0.6097880707887262,2.091943278595584,1.1413189771197847,3.042242079610073,-0.4961945241675878,-0.6097880707887262,-0.4053137365743358,1.2049206765871854,0.6451612903225807,1.960203217612193,0.3129457184359024,0.1947368421052631,0.4247442766682903,61,1.0389358992071231,1.0746918476512843,1.0080843879681658,0.9694304676704614,0.9619588381632813,1.2803854089748212
148,2023-05-16,10,0.6058769136176897,0.4729002896152255,0.7003134796238244,0.1264805728732289,-0.0106382978723404,0.2942477876106195,0.7783463568028256,0.5452991452991452,1.021505376344086,0.5301226839283134,0.4416073670992047,0.6053299492385786,1.9353838484161603,1.3337447108603668,2.508599508599509,-0.5301226839283134,-0.6053299492385786,-0.4416073670992047,1.344546047079478,0.8913043478260869,1.8560767590618337,0.3445560572864927,0.2597179222566219,0.4152083996181991,76,1.008128561788134,0.9816189444434996,0.9025599552818102,0.8687229203932462,0.8655694704483221,0.9795550248728095
150,2023-06-05,10,0.640445018379329,0.4556291390728477,0.742596180459452,0.1049540727767976,-0.0315576874526634,0.2282481467030823,0.8131755877575179,0.6283354510800508,1.065172054223149,0.5464871995502917,0.4464461185718965,0.6332803391626921,2.142524724241526,1.207653150781113,2.6509319286871964,-0.5464871995502917,-0.6332803391626921,-0.4464461185718965,1.569289444710731,0.7530662305805396,2.4177732379979573,0.3763271696536038,0.2175303902751119,0.4681519565838332,96,0.9670521118961484,0.8696373329814474,0.7870372510464112,0.7659258914428994,0.7684244230082831,0.6542115008532807
154,2023-06-25,10,0.6782014433234265,0.5021097046413502,0.8095008439836026,0.1514774979314838,-0.0169247389268995,0.3069094804499196,0.740908555112182,0.530327868852459,1.0344322344322343,0.578223763831306,0.4613686534216336,0.69009009009009,2.1215119860407925,1.2189292543021033,2.87145597953528,-0.578223763831306,-0.69009009009009,-0.4613686534216336,1.7626273629011926,0.7921385742838107,2.9057815845824413,0.3972703279626129,0.2363266344441618,0.5160621761658031,116,0.9259756620041628,0.7715021133079597,0.6977693953229924,0.6921454190189126,0.698412963706597,0.48735573779207897
