Fecha,Precipitation,Dia
2022-05-02,1.89,0
2022-05-03,0.41,1
2022-05-04,1.39,2
2022-05-05,0.31,3
2022-05-06,0.37,4
2022-05-07,0.04,5
2022-05-08,0.02,6
2022-05-09,0.04,7
2022-05-10,2.04,8
2022-05-11,1.51,9
2022-05-12,0.55,10
2022-05-13,0.3,11
2022-05-14,0.14,12
2022-05-15,0.0,13
2022-05-16,0.01,14
2022-05-17,-0.0,15
2022-05-18,0.01,16
2022-05-19,0.33,17
2022-05-20,0.14,18
2022-05-21,0.02,19
2022-05-22,0.2,20
2022-05-23,4.7,21
2022-05-24,1.29,22
2022-05-25,1.59,23
2022-05-26,0.99,24
2022-05-27,0.64,25
2022-05-28,0.59,26
2022-05-29,0.82,27
2022-05-30,0.42,28
2022-05-31,2.97,29
2022-06-01,4.49,30
2022-06-02,1.72,31
2022-06-03,0.38,32
2022-06-04,0.01,33
2022-06-05,-0.0,34
2022-06-06,0.0,35
2022-06-07,0.22,36
2022-06-08,1.4,37
2022-06-09,6.73,38
2022-06-10,0.23,39
2022-06-11,0.38,40
2022-06-12,3.58,41
2022-06-13,6.41,42
2022-06-14,6.55,43
2022-06-15,9.24,44
2022-06-16,4.5,45
2022-06-17,1.26,46
2022-06-18,9.33,47
2022-06-19,0.64,48
2022-06-20,1.9,49
2022-06-21,17.8,50
2022-06-22,21.0,51
2022-06-23,0.55,52
2022-06-24,1.1,53
2022-06-25,1.56,54
2022-06-26,0.78,55
2022-06-27,9.05,56
2022-06-28,4.13,57
2022-06-29,6.25,58
2022-06-30,0.32,59
2022-07-01,0.22,60
2022-07-02,1.96,61
2022-07-03,1.51,62
2022-07-04,2.48,63
2022-07-05,1.5,64
2022-07-06,0.51,65
2022-07-07,1.42,66
2022-07-08,1.0,67
2022-07-09,0.4,68
2022-07-10,0.06,69
2022-07-11,0.68,70
2022-07-12,2.3,71
2022-07-13,7.62,72
2022-07-14,4.98,73
2022-07-15,4.15,74
2022-07-16,1.63,75
2022-07-17,1.83,76
2022-07-18,0.95,77
2022-07-19,0.0,78
2022-07-20,0.12,79
2022-07-21,0.1,80
2022-07-22,3.07,81
2022-07-23,4.21,82
2022-07-24,3.06,83
2022-07-25,3.12,84
2022-07-26,0.93,85
2022-07-27,6.55,86
2022-07-28,15.65,87
2022-07-29,5.98,88
2022-07-30,2.67,89
2022-07-31,4.96,90
2022-08-01,8.42,91
2022-08-02,1.79,92
2022-08-03,0.4,93
2022-08-04,0.64,94
2022-08-05,2.19,95
2022-08-06,1.97,96
2022-08-07,1.19,97
2022-08-08,1.45,98
2022-08-09,0.6,99
2022-08-10,0.73,100
2022-08-11,0.91,101
2022-08-12,2.07,102
2022-08-13,14.59,103
2022-08-14,3.72,104
2022-08-15,18.87,105
2022-08-16,5.28,106
2022-08-17,4.58,107
2022-08-18,2.82,108
2022-08-19,1.59,109
2022-08-20,0.6,110
2022-08-21,1.38,111
2022-08-22,0.83,112
2022-08-23,0.26,113
2022-08-24,0.43,114
2022-08-25,0.69,115
2022-08-26,2.46,116
2022-08-27,1.4,117
2022-08-28,0.65,118
2022-08-29,3.05,119
2022-08-30,1.85,120
2022-08-31,11.2,121
2022-09-01,10.76,122
2022-09-02,9.63,123
2022-09-03,13.14,124
2022-09-04,13.13,125
2022-09-05,16.44,126
2022-09-06,11.15,127
2022-09-07,8.72,128
2022-09-08,0.23,129
2022-09-09,0.07,130
2022-09-10,9.36,131
2022-09-11,3.58,132
2022-09-12,0.27,133
2022-09-13,0.33,134
2022-09-14,1.33,135
2022-09-15,12.24,136
2022-09-16,4.56,137
2022-09-17,5.05,138
2022-09-18,5.37,139
2022-09-19,4.02,140
2022-09-20,5.93,141
2022-09-21,0.88,142
2022-09-22,2.1,143
2022-09-23,0.04,144
2022-09-24,0.21,145
2022-09-25,5.89,146
2022-09-26,8.1,147
2022-09-27,0.28,148
2022-09-28,0.24,149
2022-09-29,0.0,150
2022-09-30,0.0,151
2022-10-01,0.0,152
2022-10-02,0.04,153
2022-10-03,0.14,154
2022-10-04,0.2,155
2022-10-05,0.12,156
2022-10-06,6.75,157
2022-10-07,0.2,158
2022-10-08,0.31,159
2022-10-09,0.86,160
2022-10-10,2.65,161
2022-10-11,0.0,162
2022-10-12,0.0,163
2022-10-13,0.0,164
2022-10-14,1.4,165
2022-10-15,0.93,166
2022-10-16,0.47,167
2022-10-17,3.23,168
2022-10-18,30.66,169
2022-10-19,0.14,170
2022-10-20,0.0,171
2022-10-21,0.06,172
2022-10-22,0.49,173
2022-10-23,0.03,174
2022-10-24,0.19,175
2022-10-25,0.48,176
2022-10-26,-0.0,177
2022-10-27,0.2,178
2022-10-28,0.24,179
2022-10-29,0.0,180
2022-10-30,0.09,181
2022-10-31,0.82,182
2022-11-01,2.07,183
2022-11-02,1.0,184
2022-11-03,1.34,185
2022-11-04,0.01,186
2022-11-05,0.18,187
2022-11-06,0.0,188
2022-11-07,5.61,189
2022-11-08,1.95,190
2022-11-09,1.03,191
2022-11-10,0.15,192
2022-11-11,0.1,193
2022-11-12,0.21,194
2022-11-13,0.01,195
2022-11-14,-0.0,196
2022-11-15,0.03,197
2022-11-16,0.36,198
2022-11-17,3.11,199
2022-11-18,0.37,200
2022-11-19,0.07,201
2022-11-20,2.21,202
2022-11-21,6.36,203
2022-11-22,1.82,204
2022-11-23,0.0,205
2022-11-24,0.0,206
2022-11-25,0.65,207
2022-11-26,1.53,208
2022-11-27,0.05,209
2022-11-28,0.07,210
2022-11-29,0.0,211
2022-11-30,5.58,212
2022-12-01,10.52,213
2022-12-02,0.0,214
2022-12-03,1.0,215
2022-12-04,0.85,216
2022-12-05,0.02,217
2022-12-06,0.12,218
2022-12-07,0.74,219
2022-12-08,0.1,220
2022-12-09,0.11,221
2022-12-10,0.03,222
2022-12-11,0.01,223
2022-12-12,0.02,224
2022-12-13,0.23,225
2022-12-14,0.08,226
2022-12-15,0.0,227
2022-12-16,0.27,228
2022-12-17,0.17,229
2022-12-18,0.15,230
2022-12-19,0.02,231
2022-12-20,0.28,232
2022-12-21,-0.0,233
2022-12-22,0.0,234
2022-12-23,0.39,235
2022-12-24,0.19,236
2022-12-25,0.09,237
2022-12-26,-0.0,238
2022-12-27,0.0,239
2022-12-28,0.0,240
2022-12-29,0.02,241
2022-12-30,0.0,242
2022-12-31,0.11,243
2023-01-01,-0.0,244
2023-01-02,0.08,245
2023-01-03,0.0,246
2023-01-04,0.0,247
2023-01-05,0.0,248
2023-01-06,0.0,249
2023-01-07,0.0,250
2023-01-08,0.41,251
2023-01-09,0.13,252
2023-01-10,0.01,253
2023-01-11,0.0,254
2023-01-12,0.05,255
2023-01-13,-0.0,256
2023-01-14,-0.0,257
2023-01-15,0.0,258
2023-01-16,0.05,259
2023-01-17,0.0,260
2023-01-18,0.42,261
2023-01-19,0.0,262
2023-01-20,0.0,263
2023-01-21,0.0,264
2023-01-22,1.37,265
2023-01-23,1.71,266
2023-01-24,0.05,267
2023-01-25,0.02,268
2023-01-26,0.01,269
2023-01-27,0.07,270
2023-01-28,0.0,271
2023-01-29,0.0,272
2023-01-30,1.33,273
2023-01-31,1.23,274
2023-02-01,4.2,275
2023-02-02,2.01,276
2023-02-03,0.0,277
2023-02-04,0.0,278
2023-02-05,0.0,279
2023-02-06,0.28,280
2023-02-07,0.36,281
2023-02-08,1.26,282
2023-02-09,0.04,283
2023-02-10,0.85,284
2023-02-11,0.0,285
2023-02-12,0.0,286
2023-02-13,0.0,287
2023-02-14,0.04,288
2023-02-15,0.02,289
2023-02-16,0.0,290
2023-02-17,0.0,291
2023-02-18,0.0,292
2023-02-19,-0.0,293
2023-02-20,-0.0,294
2023-02-21,0.04,295
2023-02-22,0.19,296
2023-02-23,-0.0,297
2023-02-24,0.4,298
2023-02-25,1.34,299
2023-02-26,0.75,300
2023-02-27,0.08,301
2023-02-28,0.0,302
2023-03-01,0.0,303
2023-03-02,0.0,304
2023-03-03,-0.0,305
2023-03-04,0.0,306
2023-03-05,0.0,307
2023-03-06,0.01,308
2023-03-07,0.1,309
2023-03-08,0.17,310
2023-03-09,0.12,311
2023-03-10,0.05,312
2023-03-11,0.01,313
2023-03-12,0.02,314
2023-03-13,3.69,315
2023-03-14,4.49,316
2023-03-15,0.98,317
2023-03-16,0.19,318
2023-03-17,0.07,319
2023-03-18,0.01,320
2023-03-19,1.22,321
2023-03-20,1.22,322
2023-03-21,0.04,323
2023-03-22,0.65,324
2023-03-23,0.43,325
2023-03-24,0.14,326
2023-03-25,0.02,327
2023-03-26,0.0,328
2023-03-27,0.0,329
