Fecha,Precipitation,Dia
2022-04-20,0.16,0
2022-04-21,6.55,1
2022-04-22,3.64,2
2022-04-23,0.3,3
2022-04-24,0.43,4
2022-04-25,3.98,5
2022-04-26,28.98,6
2022-04-27,0.71,7
2022-04-28,0.13,8
2022-04-29,0.13,9
2022-04-30,0.23,10
2022-05-01,3.1,11
2022-05-02,1.89,12
2022-05-03,0.41,13
2022-05-04,1.39,14
2022-05-05,0.31,15
2022-05-06,0.37,16
2022-05-07,0.04,17
2022-05-08,0.02,18
2022-05-09,0.04,19
2022-05-10,2.04,20
2022-05-11,1.51,21
2022-05-12,0.55,22
2022-05-13,0.3,23
2022-05-14,0.14,24
2022-05-15,0.0,25
2022-05-16,0.01,26
2022-05-17,-0.0,27
2022-05-18,0.01,28
2022-05-19,0.33,29
2022-05-20,0.14,30
2022-05-21,0.02,31
2022-05-22,0.2,32
2022-05-23,4.7,33
2022-05-24,1.29,34
2022-05-25,1.59,35
2022-05-26,0.99,36
2022-05-27,0.64,37
2022-05-28,0.59,38
2022-05-29,0.82,39
2022-05-30,0.42,40
2022-05-31,2.97,41
2022-06-01,4.49,42
2022-06-02,1.72,43
2022-06-03,0.38,44
2022-06-04,0.01,45
2022-06-05,-0.0,46
2022-06-06,0.0,47
2022-06-07,0.22,48
2022-06-08,1.4,49
2022-06-09,6.73,50
2022-06-10,0.23,51
2022-06-11,0.38,52
2022-06-12,3.58,53
2022-06-13,6.41,54
2022-06-14,6.55,55
2022-06-15,9.24,56
2022-06-16,4.5,57
2022-06-17,1.26,58
2022-06-18,9.33,59
2022-06-19,0.64,60
2022-06-20,1.9,61
2022-06-21,17.8,62
2022-06-22,21.0,63
2022-06-23,0.55,64
2022-06-24,1.1,65
2022-06-25,1.56,66
2022-06-26,0.78,67
2022-06-27,9.05,68
2022-06-28,4.13,69
2022-06-29,6.25,70
2022-06-30,0.32,71
2022-07-01,0.22,72
2022-07-02,1.96,73
2022-07-03,1.51,74
2022-07-04,2.48,75
2022-07-05,1.5,76
2022-07-06,0.51,77
2022-07-07,1.42,78
2022-07-08,1.0,79
2022-07-09,0.4,80
2022-07-10,0.06,81
2022-07-11,0.68,82
2022-07-12,2.3,83
2022-07-13,7.62,84
2022-07-14,4.98,85
2022-07-15,4.15,86
2022-07-16,1.63,87
2022-07-17,1.83,88
2022-07-18,0.95,89
2022-07-19,0.0,90
2022-07-20,0.12,91
2022-07-21,0.1,92
2022-07-22,3.07,93
2022-07-23,4.21,94
2022-07-24,3.06,95
