Fecha,Precipitation,Dia
2022-02-14,0.97,0
2022-02-15,0.0,1
2022-02-16,0.0,2
2022-02-17,0.0,3
2022-02-18,0.0,4
2022-02-19,0.0,5
2022-02-20,0.0,6
2022-02-21,-0.0,7
2022-02-22,0.0,8
2022-02-23,0.11,9
2022-02-24,0.37,10
2022-02-25,2.72,11
2022-02-26,0.01,12
2022-02-27,0.59,13
2022-02-28,0.01,14
2022-03-01,0.0,15
2022-03-02,0.21,16
2022-03-03,1.22,17
2022-03-04,0.78,18
2022-03-05,0.0,19
2022-03-06,0.12,20
2022-03-07,0.08,21
2022-03-08,0.03,22
2022-03-09,0.89,23
2022-03-10,0.01,24
2022-03-11,0.04,25
2022-03-12,0.02,26
2022-03-13,0.0,27
2022-03-14,0.0,28
2022-03-15,0.0,29
2022-03-16,-0.0,30
2022-03-17,0.03,31
2022-03-18,0.0,32
2022-03-19,0.0,33
2022-03-20,0.03,34
2022-03-21,0.0,35
2022-03-22,0.0,36
2022-03-23,-0.0,37
2022-03-24,-0.0,38
2022-03-25,0.0,39
2022-03-26,0.0,40
2022-03-27,0.0,41
2022-03-28,0.0,42
2022-03-29,0.0,43
2022-03-30,0.0,44
2022-03-31,0.0,45
2022-04-01,0.0,46
2022-04-02,0.08,47
2022-04-03,0.01,48
2022-04-04,0.0,49
2022-04-05,0.12,50
2022-04-06,0.0,51
2022-04-07,0.0,52
2022-04-08,0.26,53
2022-04-09,0.11,54
2022-04-10,0.0,55
2022-04-11,0.04,56
2022-04-12,0.13,57
2022-04-13,0.0,58
2022-04-14,0.01,59
2022-04-15,0.08,60
2022-04-16,0.01,61
2022-04-17,0.01,62
2022-04-18,0.6,63
2022-04-19,0.5,64
2022-04-20,0.16,65
2022-04-21,6.55,66
2022-04-22,3.64,67
2022-04-23,0.3,68
2022-04-24,0.43,69
2022-04-25,3.98,70
2022-04-26,28.98,71
2022-04-27,0.71,72
2022-04-28,0.13,73
2022-04-29,0.13,74
2022-04-30,0.23,75
2022-05-01,3.1,76
2022-05-02,1.89,77
2022-05-03,0.41,78
2022-05-04,1.39,79
2022-05-05,0.31,80
2022-05-06,0.37,81
2022-05-07,0.04,82
2022-05-08,0.02,83
2022-05-09,0.04,84
2022-05-10,2.04,85
2022-05-11,1.51,86
2022-05-12,0.55,87
2022-05-13,0.3,88
2022-05-14,0.14,89
2022-05-15,0.0,90
2022-05-16,0.01,91
2022-05-17,-0.0,92
2022-05-18,0.01,93
2022-05-19,0.33,94
2022-05-20,0.14,95
2022-05-21,0.02,96
2022-05-22,0.2,97
2022-05-23,4.7,98
2022-05-24,1.29,99
2022-05-25,1.59,100
2022-05-26,0.99,101
2022-05-27,0.64,102
2022-05-28,0.59,103
2022-05-29,0.82,104
2022-05-30,0.42,105
2022-05-31,2.97,106
2022-06-01,4.49,107
2022-06-02,1.72,108
2022-06-03,0.38,109
2022-06-04,0.01,110
2022-06-05,-0.0,111
2022-06-06,0.0,112
2022-06-07,0.22,113
2022-06-08,1.4,114
2022-06-09,6.73,115
2022-06-10,0.23,116
2022-06-11,0.38,117
2022-06-12,3.58,118
2022-06-13,6.41,119
2022-06-14,6.55,120
2022-06-15,9.24,121
2022-06-16,4.5,122
2022-06-17,1.26,123
2022-06-18,9.33,124
2022-06-19,0.64,125
2022-06-20,1.9,126
2022-06-21,17.8,127
2022-06-22,21.0,128
2022-06-23,0.55,129
2022-06-24,1.1,130
2022-06-25,1.56,131
2022-06-26,0.78,132
2022-06-27,9.05,133
2022-06-28,4.13,134
2022-06-29,6.25,135
2022-06-30,0.32,136
2022-07-01,0.22,137
2022-07-02,1.96,138
2022-07-03,1.51,139
2022-07-04,2.48,140
2022-07-05,1.5,141
2022-07-06,0.51,142
2022-07-07,1.42,143
2022-07-08,1.0,144
2022-07-09,0.4,145
2022-07-10,0.06,146
2022-07-11,0.68,147
2022-07-12,2.3,148
2022-07-13,7.62,149
2022-07-14,4.98,150
2022-07-15,4.15,151
2022-07-16,1.63,152
2022-07-17,1.83,153
2022-07-18,0.95,154
2022-07-19,0.0,155
2022-07-20,0.12,156
2022-07-21,0.1,157
2022-07-22,3.07,158
2022-07-23,4.21,159
2022-07-24,3.06,160
2022-07-25,3.12,161
2022-07-26,0.93,162
2022-07-27,6.55,163
2022-07-28,15.65,164
2022-07-29,5.98,165
2022-07-30,2.67,166
2022-07-31,4.96,167
2022-08-01,8.42,168
2022-08-02,1.79,169
2022-08-03,0.4,170
2022-08-04,0.64,171
2022-08-05,2.19,172
2022-08-06,1.97,173
2022-08-07,1.19,174
2022-08-08,1.45,175
2022-08-09,0.6,176
2022-08-10,0.73,177
2022-08-11,0.91,178
2022-08-12,2.07,179
2022-08-13,14.59,180
2022-08-14,3.72,181
2022-08-15,18.87,182
2022-08-16,5.28,183
2022-08-17,4.58,184
2022-08-18,2.82,185
2022-08-19,1.59,186
2022-08-20,0.6,187
2022-08-21,1.38,188
2022-08-22,0.83,189
2022-08-23,0.26,190
2022-08-24,0.43,191
2022-08-25,0.69,192
2022-08-26,2.46,193
2022-08-27,1.4,194
2022-08-28,0.65,195
2022-08-29,3.05,196
2022-08-30,1.85,197
2022-08-31,11.2,198
2022-09-01,10.76,199
2022-09-02,9.63,200
2022-09-03,13.14,201
2022-09-04,13.13,202
2022-09-05,16.44,203
2022-09-06,11.15,204
2022-09-07,8.72,205
2022-09-08,0.23,206
2022-09-09,0.07,207
2022-09-10,9.36,208
2022-09-11,3.58,209
2022-09-12,0.27,210
2022-09-13,0.33,211
2022-09-14,1.33,212
2022-09-15,12.24,213
2022-09-16,4.56,214
2022-09-17,5.05,215
2022-09-18,5.37,216
2022-09-19,4.02,217
2022-09-20,5.93,218
2022-09-21,0.88,219
2022-09-22,2.1,220
2022-09-23,0.04,221
2022-09-24,0.21,222
2022-09-25,5.89,223
2022-09-26,8.1,224
2022-09-27,0.28,225
2022-09-28,0.24,226
2022-09-29,0.0,227
2022-09-30,0.0,228
2022-10-01,0.0,229
2022-10-02,0.04,230
2022-10-03,0.14,231
2022-10-04,0.2,232
2022-10-05,0.12,233
2022-10-06,6.75,234
2022-10-07,0.2,235
2022-10-08,0.31,236
2022-10-09,0.86,237
2022-10-10,2.65,238
2022-10-11,0.0,239
2022-10-12,0.0,240
2022-10-13,0.0,241
2022-10-14,1.4,242
2022-10-15,0.93,243
2022-10-16,0.47,244
2022-10-17,3.23,245
2022-10-18,30.66,246
2022-10-19,0.14,247
2022-10-20,0.0,248
2022-10-21,0.06,249
2022-10-22,0.49,250
2022-10-23,0.03,251
2022-10-24,0.19,252
2022-10-25,0.48,253
2022-10-26,-0.0,254
2022-10-27,0.2,255
2022-10-28,0.24,256
2022-10-29,0.0,257
2022-10-30,0.09,258
2022-10-31,0.82,259
2022-11-01,2.07,260
2022-11-02,1.0,261
2022-11-03,1.34,262
2022-11-04,0.01,263
2022-11-05,0.18,264
2022-11-06,0.0,265
2022-11-07,5.61,266
2022-11-08,1.95,267
2022-11-09,1.03,268
2022-11-10,0.15,269
2022-11-11,0.1,270
2022-11-12,0.21,271
2022-11-13,0.01,272
2022-11-14,-0.0,273
2022-11-15,0.03,274
2022-11-16,0.36,275
2022-11-17,3.11,276
2022-11-18,0.37,277
2022-11-19,0.07,278
2022-11-20,2.21,279
2022-11-21,6.36,280
2022-11-22,1.82,281
2022-11-23,0.0,282
2022-11-24,0.0,283
2022-11-25,0.65,284
2022-11-26,1.53,285
