Fecha,Precipitation,Dia
2022-03-31,0.0,0
2022-04-01,0.0,1
2022-04-02,0.08,2
2022-04-03,0.01,3
2022-04-04,0.0,4
2022-04-05,0.12,5
2022-04-06,0.0,6
2022-04-07,0.0,7
2022-04-08,0.26,8
2022-04-09,0.11,9
2022-04-10,0.0,10
2022-04-11,0.04,11
2022-04-12,0.13,12
2022-04-13,0.0,13
2022-04-14,0.01,14
2022-04-15,0.08,15
2022-04-16,0.01,16
2022-04-17,0.01,17
2022-04-18,0.6,18
2022-04-19,0.5,19
2022-04-20,0.16,20
2022-04-21,6.55,21
2022-04-22,3.64,22
2022-04-23,0.3,23
2022-04-24,0.43,24
2022-04-25,3.98,25
2022-04-26,28.98,26
2022-04-27,0.71,27
2022-04-28,0.13,28
2022-04-29,0.13,29
2022-04-30,0.23,30
2022-05-01,3.1,31
2022-05-02,1.89,32
2022-05-03,0.41,33
2022-05-04,1.39,34
2022-05-05,0.31,35
2022-05-06,0.37,36
2022-05-07,0.04,37
2022-05-08,0.02,38
2022-05-09,0.04,39
2022-05-10,2.04,40
2022-05-11,1.51,41
2022-05-12,0.55,42
2022-05-13,0.3,43
2022-05-14,0.14,44
2022-05-15,0.0,45
2022-05-16,0.01,46
2022-05-17,-0.0,47
2022-05-18,0.01,48
2022-05-19,0.33,49
2022-05-20,0.14,50
2022-05-21,0.02,51
2022-05-22,0.2,52
2022-05-23,4.7,53
2022-05-24,1.29,54
2022-05-25,1.59,55
2022-05-26,0.99,56
2022-05-27,0.64,57
2022-05-28,0.59,58
2022-05-29,0.82,59
2022-05-30,0.42,60
2022-05-31,2.97,61
2022-06-01,4.49,62
2022-06-02,1.72,63
2022-06-03,0.38,64
2022-06-04,0.01,65
2022-06-05,-0.0,66
2022-06-06,0.0,67
2022-06-07,0.22,68
2022-06-08,1.4,69
2022-06-09,6.73,70
2022-06-10,0.23,71
2022-06-11,0.38,72
2022-06-12,3.58,73
2022-06-13,6.41,74
2022-06-14,6.55,75
2022-06-15,9.24,76
2022-06-16,4.5,77
2022-06-17,1.26,78
2022-06-18,9.33,79
2022-06-19,0.64,80
2022-06-20,1.9,81
2022-06-21,17.8,82
2022-06-22,21.0,83
2022-06-23,0.55,84
2022-06-24,1.1,85
2022-06-25,1.56,86
2022-06-26,0.78,87
2022-06-27,9.05,88
2022-06-28,4.13,89
2022-06-29,6.25,90
2022-06-30,0.32,91
2022-07-01,0.22,92
