Fecha,Precipitation,Dia
2022-03-11,0.04,0
2022-03-12,0.02,1
2022-03-13,0.0,2
2022-03-14,0.0,3
2022-03-15,0.0,4
2022-03-16,-0.0,5
2022-03-17,0.03,6
2022-03-18,0.0,7
2022-03-19,0.0,8
2022-03-20,0.03,9
2022-03-21,0.0,10
2022-03-22,0.0,11
2022-03-23,-0.0,12
2022-03-24,-0.0,13
2022-03-25,0.0,14
2022-03-26,0.0,15
2022-03-27,0.0,16
2022-03-28,0.0,17
2022-03-29,0.0,18
2022-03-30,0.0,19
2022-03-31,0.0,20
2022-04-01,0.0,21
2022-04-02,0.08,22
2022-04-03,0.01,23
2022-04-04,0.0,24
2022-04-05,0.12,25
2022-04-06,0.0,26
2022-04-07,0.0,27
2022-04-08,0.26,28
2022-04-09,0.11,29
2022-04-10,0.0,30
2022-04-11,0.04,31
2022-04-12,0.13,32
2022-04-13,0.0,33
2022-04-14,0.01,34
2022-04-15,0.08,35
2022-04-16,0.01,36
2022-04-17,0.01,37
2022-04-18,0.6,38
2022-04-19,0.5,39
2022-04-20,0.16,40
2022-04-21,6.55,41
2022-04-22,3.64,42
2022-04-23,0.3,43
2022-04-24,0.43,44
2022-04-25,3.98,45
2022-04-26,28.98,46
2022-04-27,0.71,47
2022-04-28,0.13,48
2022-04-29,0.13,49
2022-04-30,0.23,50
2022-05-01,3.1,51
2022-05-02,1.89,52
2022-05-03,0.41,53
2022-05-04,1.39,54
2022-05-05,0.31,55
2022-05-06,0.37,56
2022-05-07,0.04,57
2022-05-08,0.02,58
2022-05-09,0.04,59
2022-05-10,2.04,60
2022-05-11,1.51,61
2022-05-12,0.55,62
2022-05-13,0.3,63
2022-05-14,0.14,64
2022-05-15,0.0,65
2022-05-16,0.01,66
2022-05-17,-0.0,67
2022-05-18,0.01,68
2022-05-19,0.33,69
2022-05-20,0.14,70
2022-05-21,0.02,71
2022-05-22,0.2,72
2022-05-23,4.7,73
2022-05-24,1.29,74
2022-05-25,1.59,75
2022-05-26,0.99,76
2022-05-27,0.64,77
2022-05-28,0.59,78
2022-05-29,0.82,79
2022-05-30,0.42,80
2022-05-31,2.97,81
2022-06-01,4.49,82
2022-06-02,1.72,83
2022-06-03,0.38,84
2022-06-04,0.01,85
2022-06-05,-0.0,86
2022-06-06,0.0,87
2022-06-07,0.22,88
2022-06-08,1.4,89
2022-06-09,6.73,90
2022-06-10,0.23,91
2022-06-11,0.38,92
2022-06-12,3.58,93
2022-06-13,6.41,94
2022-06-14,6.55,95
2022-06-15,9.24,96
2022-06-16,4.5,97
2022-06-17,1.26,98
2022-06-18,9.33,99
2022-06-19,0.64,100
2022-06-20,1.9,101
2022-06-21,17.8,102
2022-06-22,21.0,103
2022-06-23,0.55,104
2022-06-24,1.1,105
2022-06-25,1.56,106
2022-06-26,0.78,107
2022-06-27,9.05,108
2022-06-28,4.13,109
2022-06-29,6.25,110
2022-06-30,0.32,111
2022-07-01,0.22,112
2022-07-02,1.96,113
2022-07-03,1.51,114
2022-07-04,2.48,115
2022-07-05,1.5,116
2022-07-06,0.51,117
2022-07-07,1.42,118
2022-07-08,1.0,119
2022-07-09,0.4,120
2022-07-10,0.06,121
2022-07-11,0.68,122
2022-07-12,2.3,123
2022-07-13,7.62,124
2022-07-14,4.98,125
2022-07-15,4.15,126
2022-07-16,1.63,127
2022-07-17,1.83,128
2022-07-18,0.95,129
2022-07-19,0.0,130
2022-07-20,0.12,131
2022-07-21,0.1,132
2022-07-22,3.07,133
2022-07-23,4.21,134
2022-07-24,3.06,135
2022-07-25,3.12,136
2022-07-26,0.93,137
2022-07-27,6.55,138
2022-07-28,15.65,139
2022-07-29,5.98,140
