Fecha,Precipitation,Dia
2022-03-03,1.22,0
2022-03-04,0.78,1
2022-03-05,0.0,2
2022-03-06,0.12,3
2022-03-07,0.08,4
2022-03-08,0.03,5
2022-03-09,0.89,6
2022-03-10,0.01,7
2022-03-11,0.04,8
2022-03-12,0.02,9
2022-03-13,0.0,10
2022-03-14,0.0,11
2022-03-15,0.0,12
2022-03-16,-0.0,13
2022-03-17,0.03,14
2022-03-18,0.0,15
2022-03-19,0.0,16
2022-03-20,0.03,17
2022-03-21,0.0,18
2022-03-22,0.0,19
2022-03-23,-0.0,20
2022-03-24,-0.0,21
2022-03-25,0.0,22
2022-03-26,0.0,23
2022-03-27,0.0,24
2022-03-28,0.0,25
2022-03-29,0.0,26
2022-03-30,0.0,27
2022-03-31,0.0,28
2022-04-01,0.0,29
2022-04-02,0.08,30
2022-04-03,0.01,31
2022-04-04,0.0,32
2022-04-05,0.12,33
2022-04-06,0.0,34
2022-04-07,0.0,35
2022-04-08,0.26,36
2022-04-09,0.11,37
2022-04-10,0.0,38
2022-04-11,0.04,39
2022-04-12,0.13,40
2022-04-13,0.0,41
2022-04-14,0.01,42
2022-04-15,0.08,43
2022-04-16,0.01,44
2022-04-17,0.01,45
2022-04-18,0.6,46
2022-04-19,0.5,47
2022-04-20,0.16,48
2022-04-21,6.55,49
2022-04-22,3.64,50
2022-04-23,0.3,51
2022-04-24,0.43,52
2022-04-25,3.98,53
2022-04-26,28.98,54
2022-04-27,0.71,55
2022-04-28,0.13,56
2022-04-29,0.13,57
2022-04-30,0.23,58
2022-05-01,3.1,59
2022-05-02,1.89,60
2022-05-03,0.41,61
2022-05-04,1.39,62
2022-05-05,0.31,63
2022-05-06,0.37,64
2022-05-07,0.04,65
2022-05-08,0.02,66
2022-05-09,0.04,67
2022-05-10,2.04,68
2022-05-11,1.51,69
2022-05-12,0.55,70
2022-05-13,0.3,71
2022-05-14,0.14,72
2022-05-15,0.0,73
2022-05-16,0.01,74
2022-05-17,-0.0,75
2022-05-18,0.01,76
2022-05-19,0.33,77
2022-05-20,0.14,78
2022-05-21,0.02,79
2022-05-22,0.2,80
2022-05-23,4.7,81
2022-05-24,1.29,82
2022-05-25,1.59,83
2022-05-26,0.99,84
2022-05-27,0.64,85
2022-05-28,0.59,86
2022-05-29,0.82,87
2022-05-30,0.42,88
2022-05-31,2.97,89
2022-06-01,4.49,90
2022-06-02,1.72,91
2022-06-03,0.38,92
2022-06-04,0.01,93
2022-06-05,-0.0,94
2022-06-06,0.0,95
2022-06-07,0.22,96
2022-06-08,1.4,97
2022-06-09,6.73,98
2022-06-10,0.23,99
2022-06-11,0.38,100
2022-06-12,3.58,101
2022-06-13,6.41,102
2022-06-14,6.55,103
2022-06-15,9.24,104
2022-06-16,4.5,105
2022-06-17,1.26,106
2022-06-18,9.33,107
2022-06-19,0.64,108
2022-06-20,1.9,109
